p_or_Q,ChiF,ChiG,ChiTotal,I(p),J(Q)
2.3000000000000003,0.0,0.0,0.0,0.0,0.0
2.35,0.0,0.0,0.0,0.0,0.0
2.4000000000000004,0.0,0.0,0.0,0.0,0.0
2.45,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,0.0,0.0
2.5500000000000003,0.0,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,0.0,0.0
2.6500000000000004,0.0,0.0,0.0,0.0,0.0
2.7,0.0,0.0,0.0,0.0,0.0
2.75,0.0,0.0,0.0,0.0,0.0
2.8000000000000003,0.0,0.0,0.0,0.0,0.0
2.85,0.0,0.0,0.0,0.0,0.0
2.9000000000000004,0.0,0.0,0.0,0.0,0.0
2.95,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0
3.0500000000000003,0.0,0.0,0.0,0.0,0.0
3.1,0.0,0.0,0.0,0.0,0.0
3.1500000000000004,0.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,0.0,0.0
3.25,0.0,0.0,0.0,0.0,0.0
3.3000000000000003,0.0,0.0,0.0,0.0,0.0
3.35,0.0,0.0,0.0,0.0,0.0
3.4000000000000004,0.0,0.0,0.0,0.0,0.0
3.45,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,0.0,0.0
3.5500000000000003,0.0,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,0.0,0.0
3.6500000000000004,0.0,0.0,0.0,0.0,0.0
3.7,0.0,0.0,0.0,0.0,0.0
3.75,0.0,0.0,0.0,0.0,0.0
3.8000000000000003,0.0,0.0,0.0,0.0,0.0
3.85,0.0,0.0,0.0,0.0,0.0
3.9000000000000004,0.0,0.0,0.0,0.0,0.0
3.95,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0
4.05,0.0,0.0,0.0,0.0,0.0
4.1000000000000005,0.0,0.0,0.0,0.0,0.0
4.15,0.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0,0.0
4.25,0.0,0.0,0.0,0.0,0.0
4.3,0.0,0.0,0.0,0.0,0.0
4.3500000000000005,0.0,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0,0.0
4.45,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0
4.55,0.0,0.0,0.0,0.0,0.0
4.6000000000000005,0.0,0.0,0.0,0.0,0.0
4.65,0.0,0.0,0.0,0.0,0.0
4.7,0.0,0.0,0.0,0.0,0.0
4.75,0.0,0.0,0.0,0.0,0.0
4.800000000000001,0.0,0.0,0.0,0.0,0.0
4.8500000000000005,0.0,0.0,0.0,0.0,0.0
4.9,0.0,0.0,0.0,0.0,0.0
4.95,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0
5.050000000000001,0.0,0.0,0.0,0.0,0.0
5.1000000000000005,0.0,0.0,0.0,0.0,0.0
5.15,0.0,0.0,0.0,0.0,0.0
5.2,0.0,0.0,0.0,0.0,0.0
5.25,0.0,0.0,0.0,0.0,0.0
5.300000000000001,0.0,0.0,0.0,0.0,0.0
5.3500000000000005,0.0,0.0,0.0,0.0,0.0
5.4,0.0,0.0,0.0,0.0,0.0
5.45,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,0.0
5.550000000000001,0.0,0.0,0.0,0.0,0.0
5.6000000000000005,0.0,0.0,0.0,0.0,0.0
5.65,0.0,0.0,0.0,0.0,0.0
5.7,0.0,0.0,0.0,0.0,0.0
5.75,0.0,0.0,0.0,0.0,0.0
5.800000000000001,0.0,0.0,0.0,0.0,0.0
5.8500000000000005,0.0,0.0,0.0,0.0,0.0
5.9,0.0,0.0,0.0,0.0,0.0
5.95,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0
6.050000000000001,0.0,0.0,0.0,0.0,0.0
6.1000000000000005,0.0,0.0,0.0,0.0,0.0
6.15,0.0,0.0,0.0,0.0,0.0
6.2,0.0,0.0,0.0,0.0,0.0
6.25,0.0,0.0,0.0,0.0,0.0
6.300000000000001,0.0,0.0,0.0,0.0,0.0
6.3500000000000005,0.0,0.0,0.0,0.0,0.0
6.4,0.0,0.0,0.0,0.0,0.0
6.45,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0
6.550000000000001,0.0,0.0,0.0,0.0,0.0
6.6000000000000005,0.0,0.0,0.0,0.0,0.0
6.65,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0
6.75,0.0,0.0,0.0,0.0,0.0
6.800000000000001,0.0,0.0,0.0,0.0,0.0
6.8500000000000005,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0
6.95,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0
7.050000000000001,0.0,0.0,0.0,0.0,0.0
7.1000000000000005,0.0,0.0,0.0,0.0,0.0
7.15,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0
7.25,0.0,0.0,0.0,0.0,0.0
7.300000000000001,0.0,0.0,0.0,0.0,0.0
7.3500000000000005,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0
7.45,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0
7.550000000000001,0.0,0.0,0.0,0.0,0.0
7.6000000000000005,0.0,0.0,0.0,0.0,0.0
7.65,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0
7.75,0.0,0.0,0.0,0.0,0.0
7.800000000000001,0.0,0.0,0.0,0.0,0.0
7.8500000000000005,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0
7.95,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0
8.05,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0
8.15,0.0,0.0,0.0,0.0,0.0
8.200000000000001,0.0,0.0,0.0,0.0,0.0
8.25,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0
8.450000000000001,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0
8.55,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0
8.65,0.0,0.0,0.0,0.0,0.0
8.700000000000001,0.0,0.0,0.0,0.0,0.0
8.75,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0
8.85,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0
8.950000000000001,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0
9.05,0.0,0.0,0.0,0.0,0.0
9.1,0.0,0.0,0.0,0.0,0.0
9.15,0.0,0.0,0.0,0.0,0.0
9.200000000000001,0.0,0.0,0.0,0.0,0.0
9.25,0.0,0.0,0.0,0.0,0.0
9.3,0.0,0.0,0.0,0.0,0.0
9.35,0.0,0.0,0.0,0.0,0.0
9.4,0.0,0.0,0.0,0.0,0.0
9.450000000000001,0.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0,0.0
9.55,0.0,0.0,0.0,0.0,0.0
9.600000000000001,0.0,0.0,0.0,0.0,0.0
9.65,0.0,0.0,0.0,0.0,0.0
9.700000000000001,0.0,0.0,0.0,0.0,0.0
9.75,0.0,0.0,0.0,0.0,0.0
9.8,0.0,0.0,0.0,0.0,0.0
9.850000000000001,0.0,0.0,0.0,0.0,0.0
9.9,0.0,0.0,0.0,0.0,0.0
9.950000000000001,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0
10.05,0.0,0.0,0.0,0.0,0.0
10.100000000000001,0.0,0.0,0.0,0.0,0.0
10.15,0.0,0.0,0.0,0.0,0.0
10.200000000000001,0.0,0.0,0.0,0.0,0.0
10.25,0.0,0.0,0.0,0.0,0.0
10.3,0.0,0.0,0.0,0.0,0.0
10.350000000000001,0.0,0.0,0.0,0.0,0.0
10.4,0.0,0.0,0.0,0.0,0.0
10.450000000000001,0.0,0.0,0.0,0.0,0.0
10.5,0.0,0.0,0.0,0.0,0.0
10.55,0.0,0.0,0.0,0.0,0.0
10.600000000000001,0.0,0.0,0.0,0.0,0.0
10.65,0.0,0.0,0.0,0.0,0.0
10.700000000000001,0.0,0.0,0.0,0.0,0.0
10.75,0.0,0.0,0.0,0.0,0.0
10.8,0.0,0.0,0.0,0.0,0.0
10.850000000000001,0.0,0.0,0.0,0.0,0.0
10.9,0.0,0.0,0.0,0.0,0.0
10.950000000000001,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0
11.05,0.0,0.0,0.0,0.0,0.0
11.100000000000001,0.0,0.0,0.0,0.0,0.0
11.15,0.0,0.0,0.0,0.0,0.0
11.200000000000001,0.0,0.0,0.0,0.0,0.0
11.25,0.0,0.0,0.0,0.0,0.0
11.3,0.0,0.0,0.0,0.0,0.0
11.350000000000001,0.0,0.0,0.0,0.0,0.0
11.4,0.0,0.0,0.0,0.0,0.0
11.450000000000001,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.0,0.0,0.0,0.0
11.55,0.0,0.0,0.0,0.0,0.0
11.600000000000001,0.0,0.0,0.0,0.0,0.0
11.65,0.0,0.0,0.0,0.0,0.0
11.700000000000001,0.0,0.0,0.0,0.0,0.0
11.75,0.0,0.0,0.0,0.0,0.0
11.8,0.0,0.0,0.0,0.0,0.0
11.850000000000001,0.0,0.0,0.0,0.0,0.0
11.9,0.0,0.0,0.0,0.0,0.0
11.950000000000001,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0
12.05,0.0,0.0,0.0,0.0,0.0
12.100000000000001,0.0,0.0,0.0,0.0,0.0
12.15,0.0,0.0,0.0,0.0,0.0
12.200000000000001,0.0,0.0,0.0,0.0,0.0
12.25,0.0,0.0,0.0,0.0,0.0
12.3,0.0,0.0,0.0,0.0,0.0
12.350000000000001,0.0,0.0,0.0,0.0,0.0
12.4,0.0,0.0,0.0,0.0,0.0
12.450000000000001,0.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.0,0.0
12.55,0.0,0.0,0.0,0.0,0.0
12.600000000000001,0.0,0.0,0.0,0.0,0.0
12.65,0.0,0.0,0.0,0.0,0.0
12.700000000000001,0.0,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0,0.0
12.8,0.0,0.0,0.0,0.0,0.0
12.850000000000001,0.0,0.0,0.0,0.0,0.0
12.9,0.0,0.0,0.0,0.0,0.0
12.950000000000001,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0
13.05,0.0,0.0,0.0,0.0,0.0
13.100000000000001,0.0,0.0,0.0,0.0,0.0
13.15,0.0,0.0,0.0,0.0,0.0
13.200000000000001,0.0,0.0,0.0,0.0,0.0
13.25,0.0,0.0,0.0,0.0,0.0
13.3,0.0,0.0,0.0,0.0,0.0
13.350000000000001,0.0,0.0,0.0,0.0,0.0
13.4,0.0,0.0,0.0,0.0,0.0
13.450000000000001,0.0,0.0,0.0,0.0,0.0
13.5,0.0,0.0,0.0,0.0,0.0
13.55,0.0,0.0,0.0,0.0,0.0
13.600000000000001,0.0,0.0,0.0,0.0,0.0
13.65,0.0,0.0,0.0,0.0,0.0
13.700000000000001,0.0,0.0,0.0,0.0,0.0
13.75,0.0,0.0,0.0,0.0,0.0
13.8,0.0,0.0,0.0,0.0,0.0
13.850000000000001,0.0,0.0,0.0,0.0,0.0
13.9,0.0,0.0,0.0,0.0,0.0
13.950000000000001,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0
14.05,0.0,0.0,0.0,0.0,0.0
14.100000000000001,0.0,0.0,0.0,0.0,0.0
14.15,0.0,0.0,0.0,0.0,0.0
14.200000000000001,0.0,0.0,0.0,0.0,0.0
14.25,0.0,0.0,0.0,0.0,0.0
14.3,0.0,0.0,0.0,0.0,0.0
14.350000000000001,0.0,0.0,0.0,0.0,0.0
14.4,0.0,0.0,0.0,0.0,0.0
14.450000000000001,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,0.0
14.55,0.0,0.0,0.0,0.0,0.0
14.600000000000001,0.0,0.0,0.0,0.0,0.0
14.65,0.0,0.0,0.0,0.0,0.0
14.700000000000001,0.0,0.0,0.0,0.0,0.0
14.75,0.0,0.0,0.0,0.0,0.0
14.8,0.0,0.0,0.0,0.0,0.0
14.850000000000001,0.0,0.0,0.0,0.0,0.0
14.9,0.0,0.0,0.0,0.0,0.0
14.950000000000001,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0
15.05,0.0,0.0,0.0,0.0,0.0
15.100000000000001,0.0,0.0,0.0,0.0,0.0
15.15,0.0,0.0,0.0,0.0,0.0
15.200000000000001,0.0,0.0,0.0,0.0,0.0
15.25,0.0,0.0,0.0,0.0,0.0
15.3,0.0,0.0,0.0,0.0,0.0
15.350000000000001,0.0,0.0,0.0,0.0,0.0
15.4,0.0,0.0,0.0,0.0,0.0
15.450000000000001,0.0,0.0,0.0,0.0,0.0
15.5,0.0,0.0,0.0,0.0,0.0
15.55,0.0,0.0,0.0,0.0,0.0
15.600000000000001,0.0,0.0,0.0,0.0,0.0
15.65,0.0,0.0,0.0,0.0,0.0
15.700000000000001,0.0,0.0,0.0,0.0,0.0
15.75,0.0,0.0,0.0,0.0,0.0
15.8,0.0,0.0,0.0,0.0,0.0
15.850000000000001,0.0,0.0,0.0,0.0,0.0
15.9,0.0,0.0,0.0,0.0,0.0
15.950000000000001,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0
16.05,0.0,0.0,0.0,0.0,0.0
16.1,0.0,0.0,0.0,0.0,0.0
16.150000000000002,0.0,0.0,0.0,0.0,0.0
16.2,0.0,0.0,0.0,0.0,0.0
16.25,0.0,0.0,0.0,0.0,0.0
16.3,0.0,0.0,0.0,0.0,0.0
16.35,0.0,0.0,0.0,0.0,0.0
16.400000000000002,0.0,0.0,0.0,0.0,0.0
16.45,0.0,0.0,0.0,0.0,0.0
16.5,0.0,0.0,0.0,0.0,0.0
16.55,0.0,0.0,0.0,0.0,0.0
16.6,0.0,0.0,0.0,0.0,0.0
16.650000000000002,0.0,0.0,0.0,0.0,0.0
16.7,0.0,0.0,0.0,0.0,0.0
16.75,0.0,0.0,0.0,0.0,0.0
16.8,0.0,0.0,0.0,0.0,0.0
16.85,0.0,0.0,0.0,0.0,0.0
16.900000000000002,0.0,0.0,0.0,0.0,0.0
16.95,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0
17.05,0.0,0.0,0.0,0.0,0.0
17.1,0.0,0.0,0.0,0.0,0.0
17.150000000000002,0.0,0.0,0.0,0.0,0.0
17.2,0.0,0.0,0.0,0.0,0.0
17.25,0.0,0.0,0.0,0.0,0.0
17.3,0.0,0.0,0.0,0.0,0.0
17.35,0.0,0.0,0.0,0.0,0.0
17.400000000000002,0.0,0.0,0.0,0.0,0.0
17.45,0.0,0.0,0.0,0.0,0.0
17.5,0.0,0.0,0.0,0.0,0.0
17.55,0.0,0.0,0.0,0.0,0.0
17.6,0.0,0.0,0.0,0.0,0.0
17.650000000000002,0.0,0.0,0.0,0.0,0.0
17.7,0.0,0.0,0.0,0.0,0.0
17.75,0.0,0.0,0.0,0.0,0.0
17.8,0.0,0.0,0.0,0.0,0.0
17.85,0.0,0.0,0.0,0.0,0.0
17.900000000000002,0.0,0.0,0.0,0.0,0.0
17.95,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0
18.05,0.0,0.0,0.0,0.0,0.0
18.1,0.0,0.0,0.0,0.0,0.0
18.150000000000002,0.0,0.0,0.0,0.0,0.0
18.2,0.0,0.0,0.0,0.0,0.0
18.25,0.0,0.0,0.0,0.0,0.0
18.3,0.0,0.0,0.0,0.0,0.0
18.35,0.0,0.0,0.0,0.0,0.0
18.400000000000002,0.0,0.0,0.0,0.0,0.0
18.45,0.0,0.0,0.0,0.0,0.0
18.5,0.0,0.0,0.0,0.0,0.0
18.55,0.0,0.0,0.0,0.0,0.0
18.6,0.0,0.0,0.0,0.0,0.0
18.650000000000002,0.0,0.0,0.0,0.0,0.0
18.7,0.0,0.0,0.0,0.0,0.0
18.75,0.0,0.0,0.0,0.0,0.0
18.8,0.0,0.0,0.0,0.0,0.0
18.85,0.0,0.0,0.0,0.0,0.0
18.900000000000002,0.0,0.0,0.0,0.0,0.0
18.95,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0
19.05,0.0,0.0,0.0,0.0,0.0
19.1,0.0,0.0,0.0,0.0,0.0
19.150000000000002,0.0,0.0,0.0,0.0,0.0
19.200000000000003,0.0,0.0,0.0,0.0,0.0
19.25,0.0,0.0,0.0,0.0,0.0
19.3,0.0,0.0,0.0,0.0,0.0
19.35,0.0,0.0,0.0,0.0,0.0
19.400000000000002,0.0,0.0,0.0,0.0,0.0
19.450000000000003,0.0,0.0,0.0,0.0,0.0
19.5,0.0,0.0,0.0,0.0,0.0
19.55,0.0,0.0,0.0,0.0,0.0
19.6,0.0,0.0,0.0,0.0,0.0
19.650000000000002,0.0,0.0,0.0,0.0,0.0
19.700000000000003,0.0,0.0,0.0,0.0,0.0
19.75,0.0,0.0,0.0,0.0,0.0
19.8,0.0,0.0,0.0,0.0,0.0
19.85,0.0,0.0,0.0,0.0,0.0
19.900000000000002,0.0,0.0,0.0,0.0,0.0
19.950000000000003,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0
20.05,0.0,0.0,0.0,0.0,0.0
20.1,0.0,0.0,0.0,0.0,0.0
20.150000000000002,0.0,0.0,0.0,0.0,0.0
20.200000000000003,0.0,0.0,0.0,0.0,0.0
20.25,0.0,0.0,0.0,0.0,0.0
20.3,0.0,0.0,0.0,0.0,0.0
20.35,0.0,0.0,0.0,0.0,0.0
20.400000000000002,0.0,0.0,0.0,0.0,0.0
20.450000000000003,0.0,0.0,0.0,0.0,0.0
20.5,0.0,0.0,0.0,0.0,0.0
20.55,0.0,0.0,0.0,0.0,0.0
20.6,0.0,0.0,0.0,0.0,0.0
20.650000000000002,0.0,0.0,0.0,0.0,0.0
20.700000000000003,0.0,0.0,0.0,0.0,0.0
20.75,0.0,0.0,0.0,0.0,0.0
20.8,0.0,0.0,0.0,0.0,0.0
20.85,0.0,0.0,0.0,0.0,0.0
20.900000000000002,0.0,0.0,0.0,0.0,0.0
20.950000000000003,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0
21.05,0.0,0.0,0.0,0.0,0.0
21.1,0.0,0.0,0.0,0.0,0.0
21.150000000000002,0.0,0.0,0.0,0.0,0.0
21.200000000000003,0.0,0.0,0.0,0.0,0.0
21.25,0.0,0.0,0.0,0.0,0.0
21.3,0.0,0.0,0.0,0.0,0.0
21.35,0.0,0.0,0.0,0.0,0.0
21.400000000000002,0.0,0.0,0.0,0.0,0.0
21.450000000000003,0.0,0.0,0.0,0.0,0.0
21.5,0.0,0.0,0.0,0.0,0.0
21.55,0.0,0.0,0.0,0.0,0.0
21.6,0.0,0.0,0.0,0.0,0.0
21.650000000000002,0.0,0.0,0.0,0.0,0.0
21.700000000000003,0.0,0.0,0.0,0.0,0.0
21.75,0.0,0.0,0.0,0.0,0.0
21.8,0.0,0.0,0.0,0.0,0.0
21.85,0.0,0.0,0.0,0.0,0.0
21.900000000000002,0.0,0.0,0.0,0.0,0.0
21.950000000000003,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0
22.05,0.0,0.0,0.0,0.0,0.0
22.1,0.0,0.0,0.0,0.0,0.0
22.150000000000002,0.0,0.0,0.0,0.0,0.0
22.200000000000003,0.0,0.0,0.0,0.0,0.0
22.25,0.0,0.0,0.0,0.0,0.0
22.3,0.0,0.0,0.0,0.0,0.0
22.35,0.0,0.0,0.0,0.0,0.0
22.400000000000002,0.0,0.0,0.0,0.0,0.0
22.450000000000003,0.0,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,0.0,0.0
22.55,0.0,0.0,0.0,0.0,0.0
22.6,0.0,0.0,0.0,0.0,0.0
22.650000000000002,0.0,0.0,0.0,0.0,0.0
22.700000000000003,0.0,0.0,0.0,0.0,0.0
22.75,0.0,0.0,0.0,0.0,0.0
22.8,0.0,0.0,0.0,0.0,0.0
22.85,0.0,0.0,0.0,0.0,0.0
22.900000000000002,0.0,0.0,0.0,0.0,0.0
22.950000000000003,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0
23.05,0.0,0.0,0.0,0.0,0.0
23.1,0.0,0.0,0.0,0.0,0.0
23.150000000000002,0.0,0.0,0.0,0.0,0.0
23.200000000000003,0.0,0.0,0.0,0.0,0.0
23.25,0.0,0.0,0.0,0.0,0.0
23.3,0.0,0.0,0.0,0.0,0.0
23.35,0.0,0.0,0.0,0.0,0.0
23.400000000000002,0.0,0.0,0.0,0.0,0.0
23.450000000000003,0.0,0.0,0.0,0.0,0.0
23.5,0.0,0.0,0.0,0.0,0.0
23.55,0.0,0.0,0.0,0.0,0.0
23.6,0.0,0.0,0.0,0.0,0.0
23.650000000000002,0.0,0.0,0.0,0.0,0.0
23.700000000000003,0.0,0.0,0.0,0.0,0.0
23.75,0.0,0.0,0.0,0.0,0.0
23.8,0.0,0.0,0.0,0.0,0.0
23.85,0.0,0.0,0.0,0.0,0.0
23.900000000000002,0.0,0.0,0.0,0.0,0.0
23.950000000000003,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0
24.05,0.0,0.0,0.0,0.0,0.0
24.1,0.0,0.0,0.0,0.0,0.0
24.150000000000002,0.0,0.0,0.0,0.0,0.0
24.200000000000003,0.0,0.0,0.0,0.0,0.0
24.25,0.0,0.0,0.0,0.0,0.0
24.3,0.0,0.0,0.0,0.0,0.0
24.35,0.0,0.0,0.0,0.0,0.0
24.400000000000002,0.0,0.0,0.0,0.0,0.0
24.450000000000003,0.0,0.0,0.0,0.0,0.0
24.5,0.0,0.0,0.0,0.0,0.0
24.55,0.0,0.0,0.0,0.0,0.0
24.6,0.0,0.0,0.0,0.0,0.0
24.650000000000002,0.0,0.0,0.0,0.0,0.0
24.700000000000003,0.0,0.0,0.0,0.0,0.0
24.75,0.0,0.0,0.0,0.0,0.0
24.8,0.0,0.0,0.0,0.0,0.0
24.85,0.0,0.0,0.0,0.0,0.0
24.900000000000002,0.0,0.0,0.0,0.0,0.0
24.950000000000003,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0
25.05,0.0,0.0,0.0,0.0,0.0
25.1,0.0,0.0,0.0,0.0,0.0
25.150000000000002,0.0,0.0,0.0,0.0,0.0
25.200000000000003,0.0,0.0,0.0,0.0,0.0
25.25,0.0,0.0,0.0,0.0,0.0
25.3,0.0,0.0,0.0,0.0,0.0
25.35,0.0,0.0,0.0,0.0,0.0
25.400000000000002,0.0,0.0,0.0,0.0,0.0
25.450000000000003,0.0,0.0,0.0,0.0,0.0
25.5,0.0,0.0,0.0,0.0,0.0
25.55,0.0,0.0,0.0,0.0,0.0
25.6,0.0,0.0,0.0,0.0,0.0
25.650000000000002,0.0,0.0,0.0,0.0,0.0
25.700000000000003,0.0,0.0,0.0,0.0,0.0
25.75,0.0,0.0,0.0,0.0,0.0
25.8,0.0,0.0,0.0,0.0,0.0
25.85,0.0,0.0,0.0,0.0,0.0
25.900000000000002,0.0,0.0,0.0,0.0,0.0
25.950000000000003,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0
26.05,0.0,0.0,0.0,0.0,0.0
26.1,0.0,0.0,0.0,0.0,0.0
26.150000000000002,0.0,0.0,0.0,0.0,0.0
26.200000000000003,0.0,0.0,0.0,0.0,0.0
26.25,0.0,0.0,0.0,0.0,0.0
26.3,0.0,0.0,0.0,0.0,0.0
26.35,0.0,0.0,0.0,0.0,0.0
26.400000000000002,0.0,0.0,0.0,0.0,0.0
26.450000000000003,0.0,0.0,0.0,0.0,0.0
26.5,0.0,0.0,0.0,0.0,0.0
26.55,0.0,0.0,0.0,0.0,0.0
26.6,0.0,0.0,0.0,0.0,0.0
26.650000000000002,0.0,0.0,0.0,0.0,0.0
26.700000000000003,0.0,0.0,0.0,0.0,0.0
26.75,0.0,0.0,0.0,0.0,0.0
26.8,0.0,0.0,0.0,0.0,0.0
26.85,0.0,0.0,0.0,0.0,0.0
26.900000000000002,0.0,0.0,0.0,0.0,0.0
26.950000000000003,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0
27.05,0.0,0.0,0.0,0.0,0.0
27.1,0.0,0.0,0.0,0.0,0.0
27.150000000000002,0.0,0.0,0.0,0.0,0.0
27.200000000000003,0.0,0.0,0.0,0.0,0.0
27.25,0.0,0.0,0.0,0.0,0.0
