Q,J_1s_one_electron,J_2s_one_electron,J_2p_one_electron,J_total_F
2.6500000000000004,0.07513932363014166,0.0074641054948053195,0.03782400343443717,0.3543268754220798
2.7,0.0743671531074599,0.007074938509450778,0.035740382332574525,0.341586094896694
2.75,0.07359190046142372,0.006748191061262577,0.03377625684051536,0.32956146724794944
2.8000000000000003,0.07281396494443762,0.006475672563940633,0.03192477943243224,0.3182031721789177
2.85,0.07203373879479998,0.006250076231465465,0.03017945927282613,0.3074649264166615
2.9000000000000004,0.07125160699046468,0.006064897704428466,0.02853415114674932,0.29730376512353285
2.95,0.07046794702082407,0.005914359596754242,0.026983043256761343,0.2876798295189633
3.0,0.06968312867639413,0.0057933417957442045,0.02552064424696838,0.27855616217911855
3.0500000000000003,0.06889751385624313,0.00569731729304003,0.024141769747544183,0.26989851103628726
3.1,0.06811145639296624,0.005622293285684779,0.02284152867685032,0.2616751427415537
3.1500000000000004,0.06732530189497218,0.00556475726161122,0.021615309491140777,0.25385666576887067
3.2,0.06653938760581328,0.00552162776980942,0.020458766532507788,0.24641586341378435
3.25,0.0657540422802578,0.005490209569784194,0.019367806593028978,0.23932753666522888
3.3000000000000003,0.06496958607677283,0.005468152855776466,0.018338575785998762,0.2325683567950924
3.35,0.06418633046605736,0.005453416257005251,0.017367446792790966,0.22611672741008004
3.4000000000000004,0.06340457815523917,0.005444233324597028,0.01645100653555673,0.21995265563745603
3.45,0.06262462302732488,0.005439082227862605,0.01558604431096982,0.21405763206522407
3.5,0.0618467500954704,0.005436658396322075,0.014769540408044055,0.2084145190238052
3.5500000000000003,0.061071235471619585,0.005435849858702771,0.013998655223203394,0.2030074467766617
3.6,0.06029834634904105,0.005435715045523443,0.013270718877890652,0.19782171717858224
3.6500000000000004,0.059528340998277765,0.005435462837427848,0.012583221337726862,0.19284371436004555
3.7,0.05876146877601089,0.005434434656836666,0.011933803027301336,0.1880608220022018
3.75,0.057997970146327876,0.005432088415520265,0.01132024593084818,0.18346134677793718
3.8000000000000003,0.05723807671387601,0.005427984145191252,0.01074046516615395,0.17903444754890427
3.85,0.05648201126837537,0.005421771152060502,0.010192501016877886,0.17477006992526117
3.9000000000000004,0.05572998783995974,0.005413176549418451,0.009674511406914903,0.1706588858133309
3.95,0.0549822117648112,0.0054019950346514715,0.009184764799377909,0.16669223759581486
4.0,0.05423887976055197,0.005388079788661775,0.008721633502124569,0.16286208660905035
4.05,0.053500180010857906,0.005371334386427696,0.008283587361426361,0.159160965601703
4.1000000000000005,0.05276629225875923,0.005351705617432531,0.007869187825308328,0.15558193487892516
4.15,0.05203738790809799,0.005329177123927596,0.007477082358222871,0.15211854185516552
4.2,0.051313630132616,0.005303763773509213,0.007105999189015035,0.1487647837573256
4.25,0.0505951739921536,0.005275506690315402,0.006754742374553815,0.14551507323770707
4.3,0.04988216655544667,0.005244468876324202,0.006422187161912922,0.14236420667310637
4.3500000000000005,0.04917474702901798,0.005210731360801931,0.006107275632561401,0.13930733494244685
4.4,0.04847304689166863,0.00517438982194644,0.005809012612648659,0.13633993649047343
4.45,0.04777719003408564,0.005135551630237651,0.0055264618341235175,0.13345779249926418
4.5,0.04708729290309374,0.005094333267984442,0.005258742332100133,0.13065696400265703
4.55,0.046403464650090924,0.00505085808408081,0.0050050250645635305,0.1279337707911611
4.6000000000000005,0.04572580728322089,0.005005254347091228,0.004764529741186492,0.12528477196655669
4.65,0.045054415822848706,0.004957653563509281,0.004536521848700472,0.12270674801621834
4.7,0.04438937845991991,0.004908189031406972,0.004320309860920923,0.12019668428725838
4.75,0.04373077671679826,0.004856994602744617,0.004115242622168384,0.11775175574992766
4.800000000000001,0.043078685610191625,0.004804203630370908,0.003920706893447262,0.11536931294836138
4.8500000000000005,0.04243317381579097,0.004749948078235408,0.003736125051343019,0.11304686904476785
4.9,0.041794303834262435,0.004694357775585469,0.0035609529301734405,0.11078208787056301
4.95,0.04116213215824839,0.00463755979794844,0.0033946777984803188,0.10857277290479526
5.0,0.04053670944004842,0.004579677959528303,0.0032368164614733803,0.10641685710652034
5.050000000000001,0.03991808065966707,0.004520832403292266,0.003086913481538822,0.10431239353361278
5.1000000000000005,0.03930628529293069,0.004461139276504426,0.0029445395094003634,0.10225754668587204
5.15,0.03870135747939091,0.004400710480795872,0.0028092897189716582,0.10025058451523185
5.2,0.03810332618974807,0.004339653487057953,0.002680782339365935,0.09828987105044174
5.25,0.03751221539254261,0.004278071206520675,0.0025586572779322772,0.09637385958778796
5.300000000000001,0.03692804421987755,0.0042160619103432445,0.0024425748285690245,0.09450108640328671
5.3500000000000005,0.03635082713194997,0.004153719190909308,0.002332214459924078,0.09267016494533895
5.4,0.03578057408018353,0.004091131958795203,0.0022272736784303042,0.09087978047010897
5.45,0.03521729066876843,0.004028384470074422,0.0021274669614428057,0.08912868508489973
5.5,0.034660978314428784,0.0039655563792433636,0.002032524756044258,0.08741569316756558
5.550000000000001,0.034111634404250774,0.0039027228136097915,0.0019421925393659594,0.08573967713255091
5.6000000000000005,0.03356925245141811,0.0038399544654825614,0.001856229936536475,0.08409956351648372
5.65,0.03303382224871364,0.003777317698945176,0.0017744098926176888,0.08249432935840607
5.7,0.03250533001965853,0.003714874668392022,0.0016965178951207156,0.08092299885170469
5.75,0.03198375856717198,0.003652683446359343,0.0016223512439120982,0.07938464024662313
5.800000000000001,0.03146908741964573,0.0035907981584977692,0.001551718365525074,0.07787836298391236
5.8500000000000005,0.030961292974338927,0.003529269123813266,0.0014844381690820902,0.07640331504171483
5.9,0.030460348638008818,0.003468142998552395,0.0014203394412139517,0.07495868047919219
5.95,0.029966224964703417,0.0034074629223289554,0.0013592602775288343,0.07354367716170891
6.0,0.02947888979065143,0.003347268665285242,0.0013010475483413817,0.07215755465358026
6.050000000000001,0.0289983083661941,0.0032875967752550115,0.0012455563965190974,0.07079959226549372
6.1000000000000005,0.02852444348471237,0.003228480724049078,0.001192649765440713,0.06946909724472645
6.15,0.028057255608510943,0.0031699510521203313,0.001142197955189803,0.06816540309721156
6.2,0.027596702991628873,0.0031120355109849384,0.001094078205227228,0.06688786803136376
6.25,0.027142741799553637,0.0030547592028820265,0.0010481743018984364,0.06563587351436351
6.300000000000001,0.026695326225822692,0.00299814471724701,0.0010043762092368578,0.0644088229323237
6.3500000000000005,0.026254408605503293,0.002942212263655152,0.0009625797216229683,0.06320614034643174
6.4,0.025819939525547324,0.0028869798009632038,0.0009226861369505445,0.06202726933777378
6.45,0.02539186793202412,0.002832463162439228,0.0008846019490376263,0.06087167193411483
6.5,0.024970141234239376,0.002778676176724852,0.0008482385581000568,0.059738827612428734
6.550000000000001,0.024554705405753628,0.0027256307845212185,0.0008135119981806324,0.05862823237145286
6.6000000000000005,0.02414550508231842,0.0026733371509305723,0.0007803426804971573,0.05753939786898377
6.65,0.023742483656752664,0.002621803773420386,0.0007486551517383701,0.05647185061903795
6.7,0.023345583370785985,0.0025710375854069924,0.000718377866398156,0.05542513124437674
6.75,0.022954745403899406,0.0025210440554812113,0.0006894429722958617,0.05439879378024054
6.800000000000001,0.022569909959197287,0.002471827282320172,0.0006617861084842506,0.053392405025456176
6.8500000000000005,0.02219101634634769,0.0024233900853477142,0.0006353462147968472,0.05240554393737505
6.9,0.021818003061631036,0.0023757340912209275,0.0006100653523333844,0.05143780106737085
6.95,0.02145080786513979,0.0023288598162328894,0.0005858885342260048,0.05048877803387538
7.0,0.021089367855174103,0.0022827667447317887,0.0005627635660699431,0.0495580870301615
7.050000000000001,0.020733619539880524,0.0022374534036647092,0.0005406408954408617,0.04864535036429478
7.1000000000000005,0.020383498906182823,0.002192917433360637,0.0005194734699569723,0.047750200028871786
7.15,0.020038941486055527,0.0021491556546719484,0.0004992166033777152,0.04687227729834353
7.2,0.019699882420192393,0.0021061641325970234,0.0004798278492622662,0.04601123235189017
7.25,0.019366256519123142,0.0020639382365087657,0.0004612668817405953,0.04516672391996679
7.300000000000001,0.01903799832183293,0.0020224726971149877,0.00044349538297739006,0.04433841895278279
7.3500000000000005,0.018715042151939955,0.0019817616602769,0.0004264769369349725,0.04352599230910857
7.4,0.018397322171487183,0.0019417987378114578,0.00041017692906550714,0.04272912646392482
7.45,0.018084772432404934,0.0019025770554022565,0.0003945624515854398,0.04194751123354158
7.5,0.017777326925701355,0.0018640892977419966,0.0003796022140062943,0.04118084351691818
7.550000000000001,0.017474919628438106,0.0018263277510274828,0.0003652664586158107,0.04042882705201023
7.6000000000000005,0.01717748454854878,0.001789284342925668,0.00035152688062200865,0.03969117218605894
7.65,0.016884955767557542,0.0017529506801264895,0.00033835655269017346,0.03896759565881893
7.7,0.0165972674812555,0.0017173180835952761,0.00032572985361910045,0.03825782039779705
7.75,0.016314354038391966,0.0016823776216342977,0.00031362240091822353,0.037561575324643645
7.800000000000001,0.01603614997743764,0.0016481201408597155,0.00030201098706159816,0.0368785951719027
7.8500000000000005,0.015762590061476317,0.0016145362951967568,0.0002908735192081544,0.036208620309386916
7.9,0.015493609311281164,0.0015816165729924231,0.00028018896219023456,0.03555139657949835
7.95,0.015229143036631306,0.001549351322341518,0.0002699372845842571,0.034906675140866934
8.0,0.014969126865923634,0.0015177307747181955,0.0002600994076884274,0.03427421231972579
8.05,0.014713496774134199,0.001486745067001693,0.00025065715724281756,0.03365376946848587
8.1,0.014462189109182864,0.0014563842619813776,0.0002415932177368927,0.03304511283101295
8.15,0.01421514061675395,0.001426638367422732,0.0002328910891587112,0.032448013414146916
8.200000000000001,0.013972288463625096,0.0013974973537725064,0.00022453504604862627,0.031862246865038336
8.25,0.013733570259555336,0.0013689511705778396,0.00021651009872836557,0.03128759335390818
8.3,0.013498924077782741,0.0013409897616908969,0.00020880195658394578,0.030723837461867003
8.35,0.013268288474181076,0.0013136030793273472,0.00020139699328798564,0.030170768073456773
8.4,0.013041602505123682,0.0012867810970438398,0.00019428221385364412,0.029628178273603263
8.450000000000001,0.01281880574410223,0.0012605138216966578,0.00018744522341869544,0.029095865248691254
8.5,0.012599838297146605,0.0012347913044407207,0.00018087419766412457,0.028573630191495274
8.55,0.012384640817091383,0.0012096036508253021,0.00017455785477716944,0.028061278209719216
8.6,0.012173154516733403,0.0011849410300400697,0.00016848542887393307,0.02755861823791661
8.65,0.011965321180923558,0.0011607936833623784,0.00016264664480156692,0.027065462952579708
8.700000000000001,0.011761083177635374,0.0011371519318542395,0.00015703169424463102,0.02658162869020238
8.75,0.0115603834680514,0.0011140061833548888,0.0001516312130645416,0.026106935368135287
8.8,0.011363165615707745,0.0010913469388125529,0.00014643625980508408,0.025641206408066018
8.85,0.01116937379473593,0.0010691647979967458,0.00014143829530078615,0.02518426866196928
8.9,0.010978952797240024,0.001047450464630243,0.0001366291633285295,0.024735952340383182
8.950000000000001,0.010791848039846307,0.0010261947509778446,0.0001320010722461675,0.024296090942879142
9.0,0.010608005569461296,0.0010053885819270153,0.00012754657756508292,0.023864521190602037
9.05,0.010427372068273221,0.0009850229985936257,0.00012325856540661785,0.023441082960766784
9.1,0.010249894858030942,0.0009650891614842068,0.00011913023679512121,0.023025619223005903
9.15,0.010075521903633105,0.0009455783532443813,0.0001151550927430038,0.02261797597746999
9.200000000000001,0.009904201816059674,0.0009264819810215293,0.00011132692008569356,0.022218002194590875
9.25,0.009735883854676643,0.0009077915784681415,0.00010763977802672355,0.021825549756423184
9.3,0.009570517928943947,0.0008894988074108481,0.00010408798535540307,0.021440473399486605
9.35,0.009408054599555692,0.0008715954592086878,0.00010066610830160454,0.021062630659036782
9.4,0.009248445079040586,0.0008540734558228135,9.73689489941575e-05,0.020691881814697586
9.450000000000001,0.009091641231849917,0.0008369248506185844,9.419153449119685e-05,0.020328089837392985
9.5,0.008937595573959163,0.0008201418289197388,9.112910635254834e-05,0.019971120337520545
9.55,0.008786261272008617,0.0008037167083332117,8.81771107258808e-05,0.01962084151431306
9.600000000000001,0.008637592142007544,0.0007876419388620626,8.533118891990229e-05,0.019277124106338726
9.65,0.008491542647625371,0.0007719101028229198,8.25871684393342e-05,0.01893984134309325
9.700000000000001,0.008348067898092709,0.0007565139145833835,7.994105445777602e-05,0.018608868897641063
9.75,0.008207123645734197,0.0007414462201338915,7.738902170587164e-05,0.018284084840265537
9.8,0.008068666283154185,0.0007266999965076478,7.492740675340854e-05,0.017965369593090707
9.850000000000001,0.007932652840095715,0.0007122683510614111,7.255270066514117e-05,0.01765260588563996
9.9,0.007799040979992318,0.0006981445206291123,7.026154201121428e-05,0.017345678711298933
9.950000000000001,0.007667788996231449,0.0006843218705595443,6.805071021409317e-05,0.01704447528465245
10.0,0.007538855808147753,0.0006707938936486558,6.5917119214878e-05,0.01674888499966721
10.05,0.00741220095676344,0.0006575542089762946,6.385781144279223e-05,0.016458799388693428
10.100000000000001,0.007287784600292599,0.0006445965606566402,6.186995207250417e-05,0.016174112082260998
10.15,0.0071655675094254015,0.0006319148165109413,5.995082355475289e-05,0.01589471876964645
10.200000000000001,0.007045511062407617,0.000619502966670626,5.80978204065231e-05,0.0156205171601891
10.25,0.006927577239930239,0.0006073551221183218,5.63084442477416e-05,0.015351406945335828
10.3,0.006811728619843259,0.0005954655131738027,5.45802990721534e-05,0.01508728976139489
10.350000000000001,0.006697928371707269,0.0005838284879314324,5.2911086740688954e-05,0.014828069152980846
10.4,0.006586140251195746,0.0005724385106552034,5.129860268624421e-05,0.014573650537133121
10.450000000000001,0.0064763285943604774,0.0005612901601370643,4.974073181937776e-05,0.014323941168091972
10.5,0.0063684583117720244,0.0005503781280238335,4.823544462497757e-05,0.014078850102716603
10.55,0.006262494882546482,0.0005396972171176099,4.6780793440466096e-05,0.013838288166530514
10.600000000000001,0.0061584043482694585,0.0005292423396542605,4.537490890660587e-05,0.013602167920380468
10.65,0.006056153306827553,0.000519008515564216,4.401599658242788e-05,0.013370403627695676
10.700000000000001,0.005955708906157198,0.0005089908707195066,4.270233371624528e-05,0.013142911222334637
10.75,0.005857038837920343,0.0004991846351706777,4.143226616512948e-05,0.012919608277007688
10.8,0.005760111331115816,0.0004895851413769413,4.0204205455615774e-05,0.012700413972263593
10.850000000000001,0.005664895145635044,0.00048018782243267603,3.901662597877971e-05,0.012485249066029337
10.9,0.005571359565770116,0.0004709882102931328,3.7868062313173404e-05,0.012274035863692365
10.950000000000001,0.005479474393681994,0.0004619819340019842,3.67571066694452e-05,0.012066698188715183
11.0,0.005389209942836192,0.0004531647179231442,3.568240645078015e-05,0.011863161353772573
11.05,0.0053005370314128455,0.0004445323799790749,3.4642661923595225e-05,0.011663352132401817
11.100000000000001,0.005213426975697854,0.0004360808298976241,3.363662399320707e-05,0.011467198731156992
11.15,0.0051278515834612855,0.00042780606746924897,3.2663092079454835e-05,0.011274630762258344
11.200000000000001,0.005043783147329008,0.0004197041808163248,3.172091208751472e-05,0.011085579216728238
11.25,0.004961194438153193,0.00041177134467608494,3.080897446938208e-05,0.010899976438005466
11.3,0.004880058698386921,0.0004040038186985848,2.992621237172256e-05,0.010717756096029624
11.350000000000001,0.004800349635467991,0.0003963979457609634,2.9071599866010495e-05,0.010538853161787962
11.4,0.004722041415216593,0.00038895015029913555,2.8244150257074265e-05,0.010363203882316829
11.450000000000001,0.004645108655251326,0.0003816569366579393,2.7442914466362686e-05,0.010190745756150345
11.5,0.004569526418427793,0.00037451488746065574,2.6666979486429104e-05,0.010021417509209042
11.55,0.004495270206303645,0.0003675206619987046,2.5915466903302206e-05,0.00985515907112121
11.600000000000001,0.004422315952633862,0.0003606709946422408,2.518753148357853e-05,0.009691911551970097
11.65,0.004350640016899682,0.00035396269327227263,2.4482359823225818e-05,0.009531617219460038
11.700000000000001,0.0042802191778744635,0.00034739263773484976,2.3799169055235197e-05,0.009374219476494802
11.75,0.004211030627229535,0.0003409577783177926,2.3137205613400196e-05,0.009219662839161655
11.8,0.004143051963182835,0.00033465513425035487,2.2495744049632715e-05,0.009067892915114542
11.850000000000001,0.004076261184193037,0.0003284817922261577,2.187408590235355e-05,0.008918856382350156
11.9,0.00401063668270158,0.000322434904949661,2.127155861361338e-05,0.00877250096837055
11.950000000000001,0.0039461572389249,0.0003165116897063877,2.0687514492714555e-05,0.008628775429726149
12.0,0.0038828020146990153,0.00031070942695706486,2.0121329724211753e-05,0.00848762953193322
12.05,0.003820550547378339,0.00030502545895578917,1.9572403418271108e-05,0.008349014029759612
12.100000000000001,0.0037593827437906084,0.00029945718839229204,1.904015670146578e-05,0.008212880647873129
12.15,0.0036992788742495107,0.0002940020770583255,1.852403184617691e-05,0.008079182061846558
12.200000000000001,0.0036402195666265414,0.00028865764453816063,1.8023491436857266e-05,0.00794787187951369
12.25,0.0035821858004834953,0.0002834214669231549,1.753801757149795e-05,0.00781890462267079
12.3,0.0035251589012667795,0.0002782911755503054,1.7067111096716998e-05,0.007692235709117755
12.350000000000001,0.003469120534564742,0.00027326445576468766,1.661029087496458e-05,0.0075678214350336824
12.4,0.0034140527004289695,0.0002683390457056401,1.6167093082409977e-05,0.007445618957681269
12.450000000000001,0.003359937727760481,0.00026351273511654,1.5737070536143812e-05,0.007325586278434762
12.5,0.0033067582687616244,0.0002587833641779907,1.5319792049393286e-05,0.007207682226126197
12.55,0.0032544972934543267,0.00025414882236421616,1.4914841813508981e-05,0.00709186644070463
12.600000000000001,0.003203138084265358,0.0002496070473224489,1.4521818805540626e-05,0.006978099357203317
12.65,0.003152664230679067,0.0002451560237750729,1.4140336220273834e-05,0.006866342190009649
12.700000000000001,0.003103059623958035,0.00024079378244427265,1.377002092565282e-05,0.006756556917432879
12.75,0.003054308451932017,0.0002365183989989275,1.3410512940564124e-05,0.006648706266564709
12.8,0.0030063951938553825,0.00023232799302347283,1.3061464934003454e-05,0.006542753698427728
12.850000000000001,0.0029593046153333167,0.0002282207270084478,1.2722541744693701e-05,0.006438663393406997
12.9,0.0029130217633168572,0.000224194805362432,1.2393419920264488e-05,0.006336400236959901
12.950000000000001,0.0028675319611668553,0.0002202484734450707,1.2073787275145033e-05,0.006235929805599577
13.0,0.0028228208037868745,0.00021638001662088174,1.1763342466360994e-05,0.006137218353147318
13.05,0.0027788741528249335,0.00021258775933352596,1.1461794586462647e-05,0.006040232797249232
13.100000000000001,0.0027356781319440326,0.0002088700642002264,1.1168862772847693e-05,0.005944940706152756
13.15,0.0026932191221612656,0.00020522533112600952,1.0884275832774872e-05,0.005851310285738425
13.200000000000001,0.002651483757255321,0.00020165199643744388,1.060777188339703e-05,0.005759310366802516
13.25,0.0026104589192421394,0.00019814853203554866,1.0339098006172597e-05,0.00566891039258624
13.3,0.002570131733918394,0.00019471344456753852,1.0078009915043178e-05,0.005580080406547082
13.350000000000001,0.0025304895664725025,0.00019134527461707723,9.824271637793023e-06,0.005492791040368125
13.4,0.0024915200171627644,0.00018804259591270495,9.57765521003196e-06,0.005407013502201098
13.450000000000001,0.0024532109170622347,0.0001848040145541087,9.337940381268725e-06,0.00532271956513903
13.5,0.002415550323869907,0.0001816281682559057,9.104914332565489e-06,0.0052398815559144525
13.55,0.0023785265177877044,0.0001785137256086066,8.878371405286804e-06,0.005158472343819056
13.600000000000001,0.00234212799746283,0.0001754593853564329,8.658112840478353e-06,0.0050784653298409175
13.65,0.0023063434759949134,0.0001724638756916589,8.443946528431043e-06,0.004999834436015299
13.700000000000001,0.0022711618770074288,0.00016952595356515437,8.235686768005976e-06,0.004922554094985197
13.75,0.002236572330782831,0.00016664440401280636,8.03315403531457e-06,0.004846599239767847
13.8,0.002202564170460786,0.00016381803949749803,7.836174761365751e-06,0.004771945293723397
13.850000000000001,0.002169126928298935,0.00016104569926633075,7.644581118309584e-06,0.00469856816072208
13.9,0.0021362503319955362,0.00015832624872277366,7.458210813922557e-06,0.004626444215506232
13.950000000000001,0.0021039243010733577,0.00015565857881343144,7.276906893995561e-06,0.004555550294243557
14.0,0.002072138943324187,0.0001530416054291252,7.100517552300319e-06,0.004485863685268126
14.05,0.0020408845513132596,0.00015047426881998122,6.928895947823954e-06,0.004417362120005601
14.100000000000001,0.002010151598942971,0.00014795553302423197,6.7619000289752035e-06,0.004350023764079282
14.15,0.001979930738075154,0.00014548438531043246,6.599392364478269e-06,0.004283827208593564
14.200000000000001,0.0019502127952112434,0.00014305983563280252,6.441239980682788e-06,0.004218751461591506
14.25,0.0019209887682296355,0.00014068091609940978,6.287314205030115e-06,0.004154775939683241
14.3,0.0018922498231795084,0.00013834668045290942,6.1374905154270474e-06,0.004091880459841971
14.350000000000001,0.0018639872911304204,0.0001360562035635662,5.991648395289142e-06,0.004030045231364419
14.4,0.0018361926650769436,0.00013380858093428352,5.849671194025607e-06,0.003969250847992582
14.450000000000001,0.00180885759689762,0.00013160292821737263,5.7114459927476955e-06,0.003909478280193723
14.5,0.0017819738943675263,0.00012943838074279835,5.57686347499179e-06,0.003850708867595608
14.55,0.0017555335182236937,0.00012731409305764106,5.445817802257068e-06,0.003792924311573955
14.600000000000001,0.0017295285792826851,0.00012522923847652217,5.318206494166366e-06,0.0037361066679892463
14.65,0.0017039513356095764,0.00012318300864274162,5.193930313066705e-06,0.0036802383400699698
14.700000000000001,0.0016787941897376207,0.00012117461309988285,5.072893152893808e-06,0.0036253020714394762
14.75,0.0016540496859378786,0.00011920327887364515,4.955001932132345e-06,0.0035712809392837094
14.8,0.0016297105075380616,0.00011726825006366592,4.840166490710544e-06,0.0035181583476570077
14.850000000000001,0.0016057694742898922,0.00011536878744510292,4.728299490674752e-06,0.003465918020923364
14.9,0.0015822195397842342,0.00011350416807974843,4.61931632049581e-06,0.0034145439973304443
14.950000000000001,0.0015590537889132808,0.00011167368493645304,4.513135002865342e-06,0.0033640206227137943
15.0,0.0015362654353790937,0.00010987664652064217,4.409676105846009e-06,0.0033143325443287016
15.05,0.0015138478192477567,0.00010811237651271002,4.3088626572452236e-06,0.0032654647048071593
15.100000000000001,0.0014917944045484592,0.00010638021341508374,4.210620062087453e-06,0.003217402336237523
15.15,0.0014700987769167848,0.00010467951020775161,4.1148760230651726e-06,0.0031701309543643984
15.200000000000001,0.001448754641281512,0.00010300963401205533,4.021560463853583e-06,0.003123636352906403
15.25,0.0014277558195942405,0.00010136996576255081,3.9306054551789096e-06,0.003077904597989477
15.3,0.0014070962486011323,9.975989988674405e-05,3.8419451435345095e-06,0.0030329220226934257
15.350000000000001,0.0013867699776561073,9.817884399251606e-05,3.755515682443499e-06,0.0029886752217094643
15.4,0.001366771166574796,9.662621856305144e-05,3.671255166170548e-06,0.0029451510461065474
15.450000000000001,0.001347094083528585,9.510145665909167e-05,3.5891035657895734e-06,0.002902336598204301
15.5,0.001327733102978095,9.360400362833783e-05,3.5090026675178275e-06,0.002860219226550455
15.55,0.0013086827036454171,9.213331682182948e-05,3.430896013230392e-06,0.002818786521000645
15.600000000000001,0.0012899374665244732,9.068886531713343e-05,3.354728843072711e-06,0.002778026307898577
15.65,0.001271492072928839,8.927012964817672e-05,3.280448040091964e-06,0.002737926645354491
15.700000000000001,0.001253341302576397,8.787660154156402e-05,3.20800207681134e-06,0.0026984758186199783
15.75,0.001235480031710197,8.650778365922284e-05,3.137340963674321e-06,0.002659662335557211
15.8,0.0012179032312548796,8.51631893472224e-05,3.0684161992888926e-06,0.0026214749222006487
15.850000000000001,0.0012006059650080695,8.38423423906175e-05,3.001180722404551e-06,0.002583902518409397
