Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_3d(5),J_4s(1),J_total_Cr
3.5500000000000003,0.03399342343537983,0.0548882206975469,0.06214812876470668,0.01746452723759739,0.01141475673486049,0.02351102169079244,0.0008213740484320527,0.7724461382408455
3.6,0.03392634123527638,0.05353416195878431,0.061758874866078964,0.017399442970002395,0.010672316908761212,0.02247757793222869,0.0008211749100740678,0.7575161075483847
3.6500000000000004,0.03385850640726393,0.05219920424824284,0.06136269800317711,0.017319958156601457,0.009993504838434544,0.02149094935131631,0.0008206458004510813,0.7431679472309191
3.7,0.03378992612719046,0.050883734096001866,0.06095978118479144,0.017225684483577974,0.00937394264807342,0.02054900677429509,0.0008196519053043871,0.7293657181875096
3.75,0.03372060762314491,0.049588104295460976,0.06055031322416389,0.01711645092651447,0.00880947277305386,0.019649713784023942,0.0008180876191913745,0.7160756982128583
3.8000000000000003,0.03365055817372092,0.04831263458813606,0.06013448830420818,0.016992275256986353,0.008296153958524169,0.01879112325611857,0.0008158727214753287,0.703266278616149
3.85,0.0335797851062936,0.04705761238651709,0.059712505543774434,0.016853337973242222,0.007830256391633213,0.017971373960856647,0.0008129489572339741,0.6909078613060688
3.9000000000000004,0.033508295795309576,0.04582329353148701,0.05928456856614577,0.01669995853623842,0.007408256127331801,0.01718868723767745,0.0008092769863873552,0.67897275706171
3.95,0.033436097660590344,0.044609903080846655,0.05885088507089351,0.01653257378671867,0.007026828949526403,0.01644136374757339,0.0008048336669577717,0.6674350855836557
4.0,0.033363198165649074,0.043417636125549594,0.05841166641015521,0.016351718415981556,0.00668284379268076,0.015727780307424763,0.0007996096409363662,0.6562706778094365
4.05,0.03328960481602098,0.04224665863032442,0.05796712717033655,0.016158007362022594,0.006373355833705613,0.015046386809309548,0.0007936071937078613,0.6454569808812446
4.1000000000000005,0.033215325157607195,0.04109710829544606,0.0575174847601737,0.015952120003491468,0.0060955993500904065,0.014395703226979492,0.0007868383603527996,0.6349729660699243
4.15,0.033140366775032196,0.039969095436512725,0.0570629590060282,0.015734786026035747,0.005846980427644989,0.013774316710996368,0.0007793232543898139,0.624799039886572
4.2,0.033064737290014766,0.03886270387918832,0.05660377175522151,0.015506772838822578,0.005625069589857758,0.013180878773438404,0.0007710885966297828,0.6149169585503487
4.25,0.03298844435975245,0.03777799186598182,0.05614014648815187,0.015268874423093081,0.005427594410660247,0.012614102562595075,0.0007621664237850657,0.6053097459272878
4.3,0.032911495675319424,0.03671499297225183,0.05567230793987181,0.015021901499299946,0.005252432163234895,0.012072760227649706,0.0007525929583099083,0.5959616150089411
4.3500000000000005,0.03283389896007777,0.03567371702874715,0.05520048173174105,0.014766672904529682,0.005097602549332464,0.011555680372991577,0.0007424076226449378,0.5868578929607531
4.4,0.03275566196810204,0.03465415104812041,0.05472489401370732,0.0145040080773681,0.0049612605462985146,0.011061745601491063,0.0007316521826037408,0.5779849497372752
4.45,0.03267679248261708,0.03365626015298052,0.05424577111770588,0.01423472055300661,0.00484168940256801,0.010589890145804916,0.0007203700060785262,0.5693301302339548
4.5,0.032597298314448964,0.03267998850318126,0.053763339222609126,0.013959612377106289,0.004737293806700459,0.010139097586548528,0.0007086054245614413,0.5608816899226347
4.55,0.03251718730048909,0.03172526022017472,0.05327782403109903,0.01367946935265256,0.004646593250025358,0.009708398655971982,0.0006964031861852972,0.5526287338994241
4.6000000000000005,0.032436467302171236,0.030791980306390583,0.0527894504587787,0.013395057039679348,0.004568215598584221,0.009296869125604358,0.000683807990089662,0.5445611592587715
4.65,0.0323551462039616,0.02988003555773417,0.05229844233578504,0.013107117433264516,0.0045008908862302875,0.008903627776182435,0.0006708640929228592,0.5366696006958476
4.7,0.03227323191186169,0.02898929546742592,0.05180502212111165,0.012816366250556975,0.004443445337423589,0.00852783444805322,0.0006576149792046119,0.5289453792303713
4.75,0.032190732351924066,0.02811961311953442,0.05130941062980115,0.012523490762759541,0.004394795625385604,0.008168688170133375,0.0006441030881049566,0.5213804539383283
4.800000000000001,0.03210765546878085,0.027270826070680754,0.0508118267731178,0.012229148112936792,0.004353943368806168,0.007825425365419861,0.0006303695899492804,0.5139673765733893
4.8500000000000005,0.032024009224184954,0.026442757218516032,0.05031248731176586,0.011933964065229207,0.0043199698681820305,0.00749731813097446,0.0006164542064433129,0.5066992489568634
4.9,0.031939801595564,0.02563521565569397,0.04981160662217552,0.011638532135522977,0.004292031081071506,0.00718367259024829,0.0006023950692315653,0.49956968301351706
4.95,0.031855040574586914,0.024847997508178007,0.04930939647583793,0.011343413057844838,0.004269352834036769,0.006883827315570343,0.000588228611963646,0.4925727633302831
5.0,0.03176973416574318,0.024080886756835115,0.048806065831631905,0.011049134544721144,0.004251226267781698,0.006597151818594575,0.0005739894915502543,0.4857030121156036
5.050000000000001,0.03168389038493467,0.023333656041378145,0.048301820641049466,0.010756191303462696,0.004237003510949085,0.006323045106482827,0.0005597105347492544,0.47895535643870574
5.1000000000000005,0.03159751725808017,0.022606067445823594,0.0477968636661938,0.01046504527381582,0.004226093577189786,0.0060609343015943385,0.0005454227066364611,0.4723250976303488
5.15,0.03151062281973249,0.02189787326473234,0.04729139431039219,0.010176126055661976,0.0042179584794339925,0.005810273322455822,0.0005311550978896687,0.4658078827293795
5.2,0.03142321511170826,0.021208816749597785,0.046785608461238117,0.009889831498461265,0.0042121095547597255,0.005570541623798471,0.0005169349281517471,0.45939967786266583
5.25,0.03133530218173036,0.020538632834837336,0.04627969834585056,0.009606528426927644,0.0042081039928466455,0.005341242993468237,0.0005027875630426801,0.45309674344955775
5.300000000000001,0.031246892082083116,0.019887048842930924,0.045773852398114656,0.009326553480006019,0.0042055415607072195,0.005121904404043028,0.0004887365426643427,0.4468956111258509
5.3500000000000005,0.031157992868280172,0.019253785168333228,0.045268255137646485,0.009050214042603383,0.00420406151618681,0.004912074917023889,0.0004748036196884231,0.4407930622862412
5.4,0.031068612597745196,0.018638555939864465,0.044763087060205264,0.008777789251718347,0.0042033397026058975,0.00471132463750595,0.00046100880533973777,0.43478610814839247
5.45,0.030978759328505412,0.018041069661359037,0.04425852453925948,0.008509531060626789,0.004203085816869317,0.004519243717278539,0.0004473704217866388,0.4288719712459346
5.5,0.030888441117898048,0.01746102983042052,0.043754739738397906,0.00824566534662592,0.004203040843378429,0.004335441404351073,0.0004339051596293415,0.42304806826193164
5.550000000000001,0.03079766602128974,0.01689813553519697,0.043251900534263844,0.007986393049525822,0.00420297464614328,0.0041595451369521004,0.0004206281393377825,0.4173119941185661
5.6000000000000005,0.030706442090808986,0.01635208202915156,0.04275017044967944,0.007731891329616447,0.0042026837115946595,0.003991199680102133,0.0004075529756347757,0.4116615072429439
5.65,0.030614777374091722,0.015822561283860174,0.042249708596617634,0.007482314735238964,0.004201989034733338,0.003830066302916261,0.00039469184394935427,0.40609451593301815
5.7,0.0305226799130401,0.015309262519920945,0.04175066962867189,0.007237796371363246,0.004200734141419387,0.003675821994849596,0.00038205554818073704,0.4006090657516249
5.75,0.030430157742594534,0.014811872716109129,0.041253203702667496,0.0069984490617267334,0.004198783239792638,0.003528158719156573,0.00036965358911660696,0.3952033278805211
5.800000000000001,0.030337218889519173,0.014330077096956216,0.0407574564490541,0.006764366498133243,0.004196019494021421,0.003386782701893942,0.0003574942329415593,0.3898755883700817
5.8500000000000005,0.03024387137120079,0.013863559598973658,0.040263568950716006,0.006535624371451565,0.0041923434137963395,0.0032514137548563618,0.0003455845793537234,0.3846242382239616
5.9,0.030150123194461278,0.013412003315779391,0.039771677729835114,0.006312281479700727,0.004187671353215551,0.003121784630892487,0.0003339306288806607,0.3794477642615299
5.95,0.0300559823543838,0.012975090922420303,0.039281914742441124,0.006094380809369458,0.004181934112944575,0.0029976404101082614,0.00032253734905059644,0.3743447407042532
6.0,0.029961456833152707,0.012552505079214913,0.03879440738028443,0.005881950586798059,0.004175075639774472,0.0028787379155221795,0.00031140873913262517,0.3693138214354283
6.050000000000001,0.029866554598907337,0.012143928815468994,0.03830927847966899,0.005675005297058825,0.004167051817944999,0.0027648451567946772,0.0003005478932104994,0.36435373288573814
6.1000000000000005,0.029771283604609775,0.011749045893442283,0.03782664633688545,0.005473546668312027,0.004157829346842099,0.0026557408007101624,0.0002899570613996079,0.3594632675000439
6.15,0.02967565178692668,0.011367541152966806,0.03734662472988868,0.005277564620094258,0.004147384699920319,0.002551213667145357,0.00027963770905637433,0.3546412777436127
6.2,0.029579667065125333,0.010999100837137586,0.03686932294586856,0.005087038174420093,0.004135703159938883,0.0024510622493116112,0.00026959057386411595,0.3498866706086329
6.25,0.029483337339983914,0.010643412899513614,0.03639484581436832,0.004901936328951225,0.004122777925834327,0.002355094257111308,0.00025981572070986374,0.34519840258437984
6.300000000000001,0.029386670492716215,0.010300167293282116,0.03592329374561091,0.004722218891814476,0.0041086092867816965,0.002263126182499544,0.0002503125942932265,0.34057547505677216
6.3500000000000005,0.029289674383910804,0.009969056242851968,0.03545476277370072,0.004547837277935458,0.0040932038592196435,0.0021749828857917848,0.00024108006943147437,0.3360169301053091
6.4,0.029192356852484797,0.009649774498352595,0.03498934460437517,0.004378735267002088,0.004076573882831808,0.0020904972019060337,0.00023211649904498775,0.33152184666749596
6.45,0.029094725714652304,0.009342019573523604,0.03452712666698865,0.004214849723385567,0.004058736571687091,0.0020095095655744007,0.00022341975982440536,0.32708933704287385
6.5,0.02899678876290767,0.009045491967486977,0.03406819217041953,0.0040561112785288496,0.004039713516944531,0.0019318676546034943,0.0002149872955954942,0.3227185437106443
6.550000000000001,0.02889855376502357,0.008759895370898845,0.03361262016259935,0.003902444976467414,0.004019530137724227,0.0018574260503060713,0.0002068161584102415,0.31840863643666173
6.6000000000000005,0.028800028463064092,0.008484936856981271,0.03316048559337256,0.0037537708832770965,0.003998215176934029,0.0017860459142676685,0.0001989030474031699,0.314158809647226
6.65,0.028701220572412874,0.008220327057936308,0.03271185938040389,0.003610004661351328,0.003975800239022314,0.001717594680651587,0.00019124434546062042,0.3099682800486769
6.7,0.02860213778081635,0.007965780327245271,0.03226680847786033,0.00347105810949803,0.0039523193668002665,0.0016519457632836873,0.00018383615375794777,0.3058362844732593
6.75,0.02850278774744226,0.007721014888355196,0.03182539594760368,0.0033368396699164503,0.0039278086546425455,0.0015889782767948572,0.0001766743242253878,0.30176207793310494
6.800000000000001,0.028403178101953423,0.007485752970252555,0.031387681032639635,0.0032072549031687313,0.00390230589553324,0.001528576771133928,0.00016975449000796865,0.29774493186546425
6.8500000000000005,0.02830331644359691,0.007259720930421206,0.030953719232578888,0.0030822069323015854,0.003875850259574675,0.001470630978797176,0.00016307209398838248,0.29378413255353497
6.9,0.02820321034030864,0.007042649365677316,0.0305235623808755,0.0029615968573017937,0.0038484820017200597,0.0014150355741524043,0.00015662241544434313,0.28987897970835513
6.95,0.02810286732783348,0.006834273211369135,0.030097258723617574,0.002845324141086971,0.003820242196627394,0.0013616899442660706,0.0001504005949137549,0.2860287851982931
7.0,0.028002294908860945,0.006634331829423397,0.029674852999654902,0.0027332869682412785,0.003791172498661582,0.0013104979706709309,0.00014440165734210097,0.2822328719136469
7.050000000000001,0.027901500552176495,0.006442569085713602,0.02925638652185789,0.0026253825777059745,0.003761314925194641,0.001261367821539378,0.0001386205335869344,0.27849057275479117
7.1000000000000005,0.02780049169182852,0.006258733417218005,0.028841897259311723,0.0025215075706278376,0.003730711661470382,0.001214211753754046,0.00013305208035429867,0.2748012297331659
7.15,0.027699275726311062,0.006082577889427148,0.028431419920258973,0.002421558194555581,0.003699404885410231,0.0011689459243923615,0.0001276910986413932,0.27116419317520607
7.2,0.027597860017762283,0.005913860244452305,0.028024986035613396,0.0023254306051564305,0.0036674366108412158,0.0011254902111656904,0.00012253235075890848,0.26757882102005703
7.25,0.02749625189117877,0.005752342940277086,0.027622624042876645,0.0022330211066026173,0.0036348485477257345,0.0010837680413764642,0.00011757057600523278,0.2640444782026188
7.300000000000001,0.02739445863364566,0.005597793181585055,0.027224359370298646,0.002144226371751639,0.0036016819780658365,0.0010437062289783605,0.00011280050506324485,0.2605605361141067
7.3500000000000005,0.027292487493582648,0.005449982942586376,0.02683021452113126,0.0020589436432151987,0.003567977646242603,0.001005234819345206,0.00010821687318869303,0.25712637213292633
7.4,0.027190345680005865,0.005308688982256285,0.0264402091578333,0.001977070916380391,0.0035337756626340243,0.000968286941373852,0.00010381443225726594,0.25374136921921553
7.45,0.0270880403618057,0.005173692852387876,0.026054360186093563,0.0018985071054135351,0.0034991154194328193,0.0009327986665649083,9.958796173542424e-05,0.2504049155669325
7.5,0.02698557866704051,0.005044780898850921,0.025672681838546516,0.0018231521932423466,0.0034640355176590552,0.0008987088747428978,9.553227863791098e-05,0.2471164043078534
7.550000000000001,0.026882967682246278,0.004921744256437682,0.02529518575806335,0.0017509073664764559,0.0034285737044315503,0.0008659591260942089,9.164224653262831e-05,0.2438752332622939
7.6000000000000005,0.02678021445176222,0.0048043788376657,0.024921881080508745,0.001681675136189872,0.003392766819626977,0.0008344935392171978,8.791278365127928e-05,0.24068080473178718
7.65,0.02667732597707229,0.004692485315896426,0.024552774516861164,0.0016153594454521476,0.003356650751116601,0.0008042586748939452,8.433887016184841e-05,0.23753252532933988
7.7,0.026574309216162627,0.0045858691031175096,0.024187870434601792,0.0015518657644581011,0.003320260397827881,0.0007752034253075957,8.09155546566565e-05,0.23442980584324918
7.75,0.026471171082894915,0.0044843403227252925,0.023827170938284098,0.0014911011740690477,0.0032836296399319028,0.0007472789084428683,7.763795990738265e-05,0.23137206113079625
7.800000000000001,0.026367918446395626,0.004387713777632957,0.0234706759492028,0.0014329744385419528,0.003246791315507996,0.0007204383674203257,7.450128793612187e-05,0.2283587100384436
7.8500000000000005,0.026264558130461146,0.004295808914018606,0.02311838328408749,0.0013773960681868103,0.0032097772030841385,0.0006946370745273218,7.150082444924583e-05,0.22538917534544872
7.9,0.02616109691297873,0.004208449781016436,0.022770288732752275,0.0013242783726570132,0.0031726180094959317,0.0006698322397202482,6.863194267857015e-05,0.2224628837280734
7.95,0.02605754152536327,0.004125464986643194,0.022426386134639015,0.0012735355055427365,0.00313534336254837,0.0006459829233838331,6.58901066721131e-05,0.21957926574181397
8.0,0.025953898652009845,0.0040466876502411485,0.022086667454197188,0.0012250835009033326,0.0030979818080033045,0.000623049953143787,6.327087407456165e-05,0.21673775581930513
8.05,0.025850174929761983,0.003971955351708006,0.02175112285504908,0.0011788403023416975,0.003060560810451713,0.0006009958445391201,6.076989843545061e-05,0.2139377922817592
8.1,0.02574637694739562,0.0039011100777735616,0.021419740772894203,0.0011347257851914408,0.0030231067576637007,0.0005797847253699724,5.838293108101201e-05,0.2111788173619996
8.15,0.025642511245118682,0.0038339981655723023,0.021092507987111687,0.0010926617723565784,0.0029856449680407153,0.0005593822635458226,5.6105822583666905e-05,0.20846027723732236
8.200000000000001,0.02553858431408624,0.003770470243750909,0.02076940969102453,0.0010525720443134675,0.002948199700823959,0.0005397555982675451,5.393452386121848e-05,0.20578162207059109
8.25,0.025434602595931177,0.00371038117133934,0.020450429560793612,0.0010143823437556616,0.002910794168740406,0.0005208732743848998,5.1865086935956086e-05,0.2031423060581169
8.3,0.02533057248231029,0.0036535899746042585,0.020135549822914114,0.0009780203753345412,0.0028734505527934903,0.0005027051797788001,4.989366538210712e-05,0.20054178748301993
8.35,0.025226500314465813,0.003599959782093796,0.019824751320290955,0.0009434158009217927,0.002836190018929377,0.0004852224856250524,4.8016514488369905e-05,0.19797952877289846
8.4,0.025122392382802155,0.0035493577580729915,0.01951801357687346,0.0009105002307940929,0.0027990327363319077,0.00046839758940321336,4.622999116062656e-05,0.19545499656074736
8.450000000000001,0.02501825492647795,0.0035016550345400104,0.01921531486083368,0.0008792072111158548,0.0027619978971200345,0.0004522040605208804,4.4530553588377466e-05,0.19296766174818267
8.5,0.024914094133013192,0.003456726642004014,0.018916632246275624,0.0008494722080723298,0.002725103737240704,0.0004366165884299872,4.2914760696945345e-05,0.19051699957012394
8.55,0.024809916137911423,0.0034144514391967157,0.01862194167346636,0.000821232588982993,0.0026883675583680485,0.0004216109331176846,4.137927140607849e-05,0.1881024896601832
8.6,0.024705727024296912,0.0033747120418809945,0.018331218007582924,0.0007944276007037744,0.0026518057506363193,0.0004071638778600667,3.9920843714229846e-05,0.1857236161160934
8.65,0.024601532822566656,0.0033373947509114546,0.018044435095971596,0.000768998345606323,0.0026154338160493317,0.0003932531841323838,3.853633362650113e-05,0.18337986756458285
8.700000000000001,0.02449733951005719,0.003302389479693727,0.017761565823919235,0.000744887755403228,0.0025792663924235305,0.00037985754857454494,3.7222693943023104e-05,0.18107073722518063
