Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_total_Cl
1.05,0.05133500705933165,0.1747876274722623,0.09212805670519768,0.11111111878482297,0.1862722852041063,2.2345295212030525
1.1,0.051271156360479936,0.17149979475936572,0.07833041961006046,0.1108841193824904,0.16743428695592455,2.1046788925343773
1.1500000000000001,0.05120445120162691,0.16813564383762397,0.06670607394970246,0.11063064273418131,0.14996478450679263,1.985700116916958
1.2000000000000002,0.05113490750369621,0.1647032767881323,0.057020522832633896,0.11034944494091979,0.1338758993643088,1.8771935807159874
1.25,0.051062541913511415,0.16121074489018863,0.04904275209117846,0.1100393750471585,0.11915014683959961,1.7786190622707063
1.3,0.05098737179120708,0.15766601922893997,0.042551128490972236,0.10969938294380235,0.10574734567849924,1.6893420650775488
1.35,0.050909415195414455,0.1540769629531275,0.03733754907753388,0.10932852619319973,0.09361063490842664,1.6086721861534832
1.4000000000000001,0.05082869086668033,0.1504513052368752,0.03321012368387613,0.10892597574719369,0.0826715637691162,1.5358939129036064
1.4500000000000002,0.05074521820957277,0.14679661699209223,0.029994666878139706,0.10849102054747044,0.07285428982196243,1.4702905765542442
1.5,0.050659017273900195,0.14312028837090737,0.027535254805912564,0.10802307101376124,0.06407896039067136,1.4111623489373644
1.55,0.050570108735426986,0.1394295080902142,0.025694073142230704,0.10752166143980568,0.05626437215815015,1.3578392093653286
1.6,0.05047851387641593,0.13573124460261235,0.024350749604614343,0.10698645132937075,0.049330009893843674,1.309689773612728
1.6500000000000001,0.05038425456626971,0.1320322291296387,0.02340133155125951,0.10641722571512621,0.043197562974128266,1.2661267996557344
1.7000000000000002,0.050287353242485386,0.12833894056416545,0.02275703822963347,0.1058138945119266,0.037792011153388816,1.2266100869110725
1.75,0.05018783289207984,0.12465759223926018,0.022342889454561685,0.10517649096318188,0.03304236136075073,1.1906473817546481
1.8,0.050085717033593165,0.12099412055078897,0.022096288423709327,0.10450516924465045,0.028882106709486634,1.1577938010315187
1.85,0.04998102969973209,0.11735417541077635,0.02196561611893884,0.10380020129429078,0.02524946839077439,1.1276501921785111
1.9000000000000001,0.04987379542067769,0.11374311249822179,0.021908878112069704,0.10306197293988198,0.02208747125219822,1.0998607659622215
1.9500000000000002,0.04976403920805075,0.11016598726392934,0.02189243125309557,0.10229097939808249,0.01934389493506639,1.0741102665139781
2.0,0.04965178653950416,0.1066275506361461,0.021889807254600043,0.10148782021954306,0.016971134588895712,1.0501208831222375
2.0500000000000003,0.049537063343894225,0.10313224636462162,0.021880642166879478,0.10065319375472391,0.014925998411984547,1.0276490583390567
2.1,0.04941989598697077,0.0996842099322666,0.021849714749677146,0.09978789121427963,0.0131694635336993,1.0064823062920034
2.15,0.0493003112575188,0.09628726895604288,0.02178609240998196,0.09889279039635801,0.011666406970231361,0.9864361224763921
2.2,0.04917833635388173,0.09294494499217211,0.021682380357716653,0.09796884915099818,0.010385324447112475,0.9673510405490924
2.25,0.049053998870796284,0.08966045665527457,0.021534067646722763,0.09701709864909175,0.00929804667968715,0.9490898716385735
2.3000000000000003,0.0489273267864721,0.08643672395669243,0.021338962577885288,0.09603863652017088,0.008379460130711539,0.9315351464166827
2.35,0.048798348449854104,0.08327637376402228,0.021096709347693816,0.09503461991968812,0.007607237223183523,0.9145867687571868
2.4000000000000004,0.04866709256801138,0.08018174628176482,0.02080837766987366,0.09400625858252956,0.006961579386945819,0.8981598814692062
2.45,0.04853358819360359,0.0771549024519626,0.02047611725333548,0.09295480791532976,0.0064249750807112245,0.8821829386933381
2.5,0.04839786471238298,0.07419763217367664,0.02010286938746116,0.09188156217580211,0.005981973988802664,0.8665959755458674
2.5500000000000003,0.04825995183069772,0.07131146324108506,0.01969212838934603,0.09078784778282813,0.005618977886151255,0.8513490630499826
2.6,0.04811987956296927,0.0684976709017821,0.019247746249357118,0.08967501679652246,0.005324048147384088,0.8364009349442721
2.6500000000000004,0.047977678219123486,0.06575728793942714,0.01877377442854359,0.08854444060296542,0.005086729505952341,0.8217177723217428
2.7,0.04783337839196156,0.06309111518814449,0.018274337383252643,0.08739750383382049,0.004897889414290716,0.8072721320010939
2.75,0.047687010944462524,0.060499732389905865,0.017753532997281846,0.08623559854667612,0.004749572189312262,0.7930420048899185
2.8000000000000003,0.047538606997014225,0.05798350931044593,0.01721535567574418,0.08506011868770996,0.004634867027766658,0.7790099912315017
2.85,0.04738819791457426,0.055542617033968844,0.016663638388690935,0.08387245485420282,0.004547788926166895,0.7651625804305195
2.9000000000000004,0.047235815293765845,0.05317703936191246,0.016102010441647482,0.08267398937055767,0.004483171526787172,0.7514895240519335
2.95,0.04708149094991716,0.05088658424626271,0.015533868192741329,0.08146609168783127,0.0044365709242742074,0.737983291526201
3.0,0.04692525690405486,0.0486708951932718,0.014962356332306975,0.08025011411337722,0.004404179498695143,0.7246385990330063
3.0500000000000003,0.0467671453698647,0.04652946257886359,0.014390357692434227,0.07902738787404727,0.004382748884268959,0.7114520029479534
3.1,0.04660718874063373,0.04446163482243884,0.013820489863501166,0.0777992195135067,0.004369521233999257,0.6984215501041838
3.1500000000000004,0.046445419576189244,0.042466629371167915,0.01325510716546013,0.07656688762159801,0.004362167995529148,0.6855464779328684
3.2,0.04628187058985074,0.040543543452129065,0.01269630675695056,0.07533163989133312,0.004358735470275708,0.6728269582972379
3.25,0.04611657463541105,0.03869136455477186,0.012145937868688212,0.07409469049700612,0.004357596484481225,0.6602638795221851
3.3000000000000003,0.04594956469416307,0.03690898061112591,0.011605613322450178,0.07285721778509115,0.004357407555990846,0.6478586617459795
3.35,0.045780873861988126,0.035195189845901406,0.011076722646599913,0.07162036226801385,0.004357070993489394,0.635613101284509
3.4000000000000004,0.04561053533652152,0.033548710273120105,0.010560446226521265,0.0703852249095502,0.004355701415068229,0.623529240204968
3.45,0.0454385824044104,0.03196818882015462,0.010057770036351459,0.06915286568950219,0.004352596220036416,0.6116092577590281
3.5,0.045265048428678054,0.030452210064026562,0.00956950058955534,0.06792430243441037,0.004347209591694478,0.5998553807294545
3.5500000000000003,0.04508996683620819,0.02899930456851452,0.009096279822443364,0.06670050990037621,0.004339129649326931,0.5882698101032241
3.6,0.0449133711053616,0.02760795681404473,0.008638599688727594,0.06548241909356596,0.004328058404997859,0.576854661802653
3.6500000000000004,0.044735294753736915,0.026276612715481335,0.008196816296421884,0.0642709168136377,0.004313794214963907,0.565611919487926
3.7,0.044555771326085944,0.025003686725802363,0.0077711634623940035,0.06306684540515801,0.004296216446799966,0.5545433976935125
3.75,0.04437483438239342,0.023787568526245178,0.007361765596038347,0.06187100270203922,0.004275272111834492,0.5436507137807617
3.8000000000000003,0.044192517486129686,0.022626629305841268,0.006968649853049246,0.06068414215011702,0.004250964238395424,0.5329352673827196
3.85,0.04400885419268433,0.021519227635341483,0.006591757524166095,0.05950697309318637,0.004223341784859056,0.5223982261877973
3.9000000000000004,0.04382387803798743,0.020463714942371217,0.0062309546429209035,0.05834016120810682,0.004192490912756438,0.5120405170589822
3.95,0.04363762252732472,0.019458440596262422,0.005886041811609122,0.05718432907496378,0.0041585274594031505,0.501862821617191
4.0,0.04345012112435168,0.01850175661239678,0.005556763256578533,0.05604005686871582,0.004121590466849085,0.4918655755331943
4.05,0.0432614072403113,0.017592021987077124,0.005242815133046861,0.0549078831592593,0.004081836639556811,0.48204897087421045
4.1000000000000005,0.04307151422345907,0.016727606674933664,0.004943853106490715,0.05378830580738806,0.00403943561726161,0.4724129609404033
4.15,0.04288047534869858,0.015906895221683103,0.004659499242600135,0.052681782944709044,0.00399456596208479,0.4629572671046419
4.2,0.04268832380743009,0.015128290065704339,0.004389348241205186,0.051588734026182984,0.003947411770295491,0.4536813872372546
4.25,0.04249509269761422,0.01439021452238942,0.004132973051742429,0.05050954094458755,0.0038981598292659905,0.44458460535734745
4.3,0.042300815014052216,0.013691115465583806,0.003889929908981503,0.0494445491968373,0.003846997249252814,0.43566600220452295
4.3500000000000005,0.04210552363888384,0.013029465720660448,0.003659762828079798,0.04839406909273718,0.0037941095077631518,0.42692446647048704
4.4,0.04190925133230365,0.012403766183888965,0.0034420075977460197,0.047358376997386355,0.0037396788515265534,0.41835870646982815
4.45,0.04171203072349589,0.011812547682776139,0.0032361953095133723,0.04633771659908179,0.0036838830075711297,0.40996726206391726
4.5,0.04151389430178807,0.011254372591979209,0.0030418554599681395,0.045332300195193395,0.0036268941606793837,0.4017485166820281
4.55,0.04131487440802291,0.010727836219237985,0.00285851866134643,0.044342309989088724,0.0035688781596420575,0.39370070930995726
4.6000000000000005,0.04111500322614819,0.010231567975547421,0.0026857189942812764,0.0433678993917741,0.003509993919303417,0.3858219463391155
4.65,0.040914312775023755,0.009764232343507028,0.002522996034719156,0.042409194322486986,0.003450392989456495,0.37811021318870425
4.7,0.04071283490044473,0.0093245296574465,0.002369896585182358,0.04146629450301931,0.003390219265254774,0.3705633856305369
4.75,0.04051060126737997,0.008911196708546698,0.0022259761386743313,0.04053927474107316,0.0033296088170054875,0.36317924076066843
4.800000000000001,0.0403076433524245,0.008523007187758067,0.0020908001016427214,0.039628186198445305,0.0032686898200421704,0.3559554675745333
4.8500000000000005,0.04010399243646463,0.008158771978872591,0.001963944800556321,0.0387330576403069,0.0032075825678794193,0.34888967711302554
4.9,0.03989967959755439,0.00781733931363589,0.001844998294837857,0.03785389666228754,0.003146399554065946,0.3419794121561113
4.95,0.039694735704001755,0.007497594800299329,0.001733561017140325,0.03699069089248945,0.0030852456101047227,0.33522215644834313
5.0,0.039489191407663216,0.007198461336512526,0.0016292462602715003,0.036143409165946855,0.003024218088529538,0.3286153434472233
5.050000000000001,0.03928307713744496,0.006918898916949473,0.0015316805284676881,0.03531200266940938,0.0029634070817413064,0.3221563645908871
5.1000000000000005,0.03907642309300916,0.0066579043455506,0.0014405037691986868,0.03449640605466575,0.002902895668537826,0.31584257708620056
5.15,0.03886925923868364,0.006414510861751828,0.0013553695002543821,0.033696538518936496,0.0028427601814378736,0.30967131122218805
5.2,0.038661615297573185,0.006187787689563762,0.0012759448455206097,0.03291230485115273,0.0027830704889230708,0.30363987721684677
5.25,0.03845352074587089,0.0059768395178617945,0.0012019104915974308,0.03214359644320239,0.0027238902876151458,0.2977455716079503
5.300000000000001,0.03824500480736765,0.005780805919753939,0.0011329605762455625,0.0313902922654675,0.0026652774001868908,0.2919856832004738
5.3500000000000005,0.0380360964481582,0.005598860718409565,0.00106880251856397,0.030652259806196583,0.0026072840754853524,0.28635749858486975
5.4,0.037826824371541806,0.005430211306260507,0.0010091567998006428,0.02992935597445595,0.0025499572879372824,0.2808583072416281
5.45,0.03761721701311586,0.005274097924028035,0.0009537567027760108,0.029221427966584838,0.002493339033820141,0.2754854062484495
5.5,0.03740730253606068,0.005129792905585699,0.0009023480170504178,0.02852831409624075,0.002437466622426163,0.2702361046069689
5.550000000000001,0.03719710882661359,0.00499659989424042,0.0008546887161897465,0.027849844588266847,0.002382372960530543,0.2651077272063413
5.6000000000000005,0.036986663489730516,0.004873853035602883,0.0008105486127725287,0.027185842336741747,0.0023280868289049595,0.2600976184411872
5.65,0.03677599384493326,0.004760916151823882,0.000769708996133574,0.026536123627685548,0.0022746331499009453,0.25520314550139944
5.7,0.03656512692234069,0.0046571819015963425,0.0007319622572493011,0.02590049882699577,0.0022220332453698863,0.25042170135119673
5.75,0.03635408945888186,0.004562070929963073,0.0006971115046344388,0.025278773034272912,0.0021703050843927007,0.24575070741455973
5.800000000000001,0.03614290789468928,0.004475031011628471,0.0006649701746347952,0.024670746703269842,0.0021194635204671505,0.24118761598385993
5.8500000000000005,0.0359316083696705,0.004395536191147951,0.0006353616390625597,0.024076216229762405,0.002069520517948239,0.23672991236807764
5.9,0.0357202167202559,0.004323085923061885,0.000608118812725504,0.02349497450769122,0.0020204853676607537,0.23237511679653766
5.95,0.03550875847632107,0.004257204214750972,0.0005830837630461183,0.02292681145446849,0.0019723648917059533,0.22812078609357705
6.0,0.03529725885828152,0.0041974387745169085,0.0005601073236478397,0.022371514506378056,0.001925163637569284,0.22396451513900728
6.050000000000001,0.035085742774358,0.004143360167135627,0.0005390487135001177,0.021828869085024273,0.001878884061705395,0.2199039381286601
6.1000000000000005,0.03487423481801027,0.004094560978889755,0.0005197751629592163,0.021298659035804992,0.0018335267028326662,0.21593672964871177
6.15,0.03466275926553739,0.004050654993861819,0.0005021615478146846,0.020780667039397432,0.0017890903452138346,0.21206060557688156
6.2,0.034451340073842485,0.004011276383059598,0.0004860900322498837,0.020274674997253665,0.0017455721722338176,0.20827332382299502
6.25,0.03424000087835983,0.003976078907749324,0.0004714497214464591,0.01978046439210464,0.0017029679106118029,0.20457268492079808
6.300000000000001,0.03402876499114225,0.003944735138190558,0.0004581363244050886,0.019297816624469936,0.001661271965603492,0.20095653248231288
6.3500000000000005,0.03381765539910666,0.00391693568879802,0.00044605182741621594,0.018826513326164064,0.00162047754756205,0.19742275352543642
6.4,0.03360669476243555,0.0038923884705996973,0.0004351041784929496,0.01836633665178046,0.001580576790233815,0.19396927868490824
6.45,0.03339590541313229,0.0038708179617167804,0.00042520698297221824,0.017917069549121468,0.0015415608611680375,0.19059408231621158
6.5,0.03318530935372796,0.003851964496458569,0.00041627921039803583,0.0174784960095268,0.0015034200646194622,0.18729518250142724
6.550000000000001,0.032974928256137535,0.003835583573504033,0.0004082449127209681,0.01705040129903503,0.0014661439373191993,0.18407064096553125
6.6000000000000005,0.03276478346066304,0.0038214451835305377,0.0004010329537792819,0.01663257217129266,0.0014297213374834885,0.18091856291111913
6.65,0.032554895975141426,0.0038093331565487655,0.0003945767499686338,0.016224797063103348,0.0013941405274221536,0.17783709677904852
6.7,0.032345286474234805,0.003799044529110572,0.0003888140219574381,0.01582686627348703,0.0013593892500992056,0.17482443394202382
6.75,0.03213597529886067,0.003790388931472798,0.00038368655726326114,0.015438572127094027,0.0013254547999874472,0.17187880833769487
6.800000000000001,0.03192698245575969,0.003783187994724446,0.00037913998347083864,0.015059709122794241,0.001292324088547439,0.16899849604741257
6.8500000000000005,0.03171832761719867,0.0037772747778165453,0.00037512355184380263,0.014690074068235507,0.0012599837046490122,0.16618181482637615
6.9,0.03151003012080616,0.003772493214373037,0.00037158993105919607,0.014329466201138692,0.0012284199702408617,0.16342712359051326
6.95,0.031302108969538306,0.0037686975791065822,0.00036849501077570773,0.013977687298070581,0.00119761899156086,0.160732821865069
7.0,0.031094582831772414,0.0037657519736149035,0.0003657977147326679,0.013634541771408437,0.0011675667061666688,0.15809734919952392
7.050000000000001,0.030887470041525627,0.0037635298312906746,0.0003634598230666857,0.013299836755183292,0.0011382489260531904,0.15551918455313166
7.1000000000000005,0.030680788598796294,0.0037619134410406467,0.0003614458035259008,0.012973382180462184,0.0011096513771104565,0.15299684565505106
7.15,0.030474556170025324,0.003760793489477248,0.00035972265125773224,0.012654990840902746,0.001081759735162787,0.15052888834275102
7.2,0.030268790088675033,0.00376006862121796,0.0003582597368443589,0.012344478449087386,0.001054559658817568,0.14811390588208687
7.25,0.030063507355922836,0.003759645016903964,0.00035702866226060964,0.012041663684218102,0.001028036819339791,0.14575052827218238
7.300000000000001,0.029858724641467174,0.003759435988529575,0.0003560031244311736,0.011746368231727547,0.001002176927756674,0.14343742153800448
7.3500000000000005,0.02965445828444304,0.003759361591657472,0.0003551587860677931,0.011458416815336877,0.000976965759385232,0.14117328701328402
7.4,0.029450724294444446,0.003759348254081443,0.00035447315347212325,0.011177637222066352,0.0009523891759646249,0.13895686061621723
7.45,0.029247538352651207,0.003759328420487959,0.0003539254609960304,0.010903860320680941,0.0009284331455645148,0.1367869121201786
7.5,0.029044915813057372,0.003759240212660153,0.00035349656185805576,0.010636920074029737,0.0009050837604304782,0.13466224442148197
7.550000000000001,0.028842871703798605,0.0037590271047624386,0.00035316882502243216,0.010376653545715502,0.0008823272529178047,0.13258169280604898
7.6000000000000005,0.02864142072857589,0.0037586376132408244,0.00035292603785526047,0.010122900901508783,0.0008601500096557238,0.1305441242166753
7.65,0.028440577268172854,0.0037580250008727727,0.00035275331428109857,0.009875505405899668,0.0008385385840752594,0.12854843652242776
7.7,0.028240355382064056,0.003757146994500979,0.0003526370081721803,0.009634313414159996,0.0008174797074255127,0.12659355779156198
7.75,0.028040768810111572,0.003755965515987569,0.0003525646317116641,0.009399174360268854,0.0007969602983951834,0.12467844556921065
7.800000000000001,0.027841830974347195,0.0037544464259287027,0.000352524778481626,0.009169940741035224,0.0007769674714485853,0.12280208616096931
7.8500000000000005,0.027643554980837624,0.003752559279674323,0.00035250705103589177,0.008946468096733337,0.0007574885439782513,0.12096349392338697
7.9,0.027445953621629937,0.003750277095203615,0.0003525019927271736,0.008728614988548551,0.0007385110423694544,0.11916171056226003
7.95,0.02724903937677476,0.0037475761324135236,0.00035250102356729977,0.00851624297311482,0.0007200227070655911,0.11739580443952805
8.0,0.02705282441642447,0.003744435683385285,0.0003524963799085411,0.008309216574408475,0.0007020114967173434,0.11566486988947418
8.05,0.026857320603003835,0.0037408378732022513,0.0003524810577431178,0.008107403253247566,0.0006844655914928643,0.11396802654484813
8.1,0.026662539493450474,0.0037367674709012106,0.0003524487594268779,0.007910673374631187,0.000667373395620897,0.11230441867344873
8.15,0.02646849234152253,0.003732211710148839,0.000352393843641848,0.007718900173138929,0.0006507235392337023,0.11067321452562853
8.200000000000001,0.02627519010017106,0.003727160119244783,0.00035231127842085105,0.007531959716597249,0.0006345048795719793,0.10907360569311678
8.25,0.026082643423974518,0.0037216043600630565,0.00035219659706564116,0.007349730868206372,0.0006187065016095088,0.1075048064794922
8.3,0.02589086267163281,0.0037155380755539034,0.0003520458567980166,0.007172095247309247,0.0006033177181511164,0.10596605328258053
8.35,0.02569985790851851,0.0037089567454389417,0.000351855599991123,0.0069989371889723605,0.0005883280694536647,0.10445660398899964
8.4,0.0255096389092826,0.0037018575497432004,0.00035162281783564784,0.006830143702536864,0.0005737273224161207,0.10297573738102468
8.450000000000001,0.02532021516051244,0.003694239239818557,0.0003513449163028263,0.006665604429288244,0.0005595054693813663,0.10152275255590396
8.5,0.02513159586343943,0.0036861020165240045,0.00035101968427312877,0.006505211599382378,0.0005456527265892016,0.10009696835771342
8.55,0.024943789936693977,0.0036774474152390995,0.00035064526370617995,0.0063488599881565124,0.0005321595323170329,0.09869772282180275
8.6,0.024756806019105487,0.0036682781973978295,0.00035022012173386945,0.0061964468719446775,0.0005190165447419551,0.09732437263185222
8.65,0.02457065247254489,0.0036585982482409186,0.0003497430245647593,0.006047871983508312,0.000506214639555319,0.0959762925895276
8.700000000000001,0.024385337384807543,0.0036484124804953043,0.0003492130130937767,0.005903037467185092,0.0004937449073584894,0.09465287509669625
8.75,0.024200868572534118,0.003637726743700053,0.000348629380116804,0.005761847833851025,0.0004815986508662034,0.09335352965013911
8.8,0.02401725358416726,0.0036265477389083927,0.00034799164905515556,0.005624209915783839,0.0004697673819418626,0.09207768234867397
8.85,0.023834499702941898,0.003614882938505761,0.0003472995541000557,0.005490032821508881,0.0004582428184871253,0.09082477541258434
8.9,0.023652613949906844,0.0036027405108937775,0.0003465530216921255,0.005359227890702156,0.0004470168812063321,0.0895942667152301
8.950000000000001,0.023471603086975757,0.0035901292497998822,0.0003457521532555445,0.005231708649219347,0.00043608169026462356,0.08838562932670156
9.0,0.02329147362000519,0.0035770585079819605,0.00034489720911098665,0.005107390764313686,0.0004254295618570112,0.08719835106936344
9.05,0.02311223180189774,0.003563538135106634,0.00034398859349565105,0.004986192000100383,0.000415053004704212,0.08603193408512341
9.1,0.02293388363572831,0.003549578419589035,0.0003430268406227167,0.004868032173320254,0.0004049447164896985,0.08488589441425014
9.15,0.02275643487789136,0.0035351900341907216,0.00034201260171635967,0.004752833109450317,0.0003950975802511395,0.08375976158555447
9.200000000000001,0.02257989104126736,0.003520383985181055,0.0003409466329620889,0.00464051859920491,0.0003855046607382592,0.08265307821774176
9.25,0.022404257398406388,0.0035051715648756854,0.00033982978431558556,0.00453101435546653,0.00037615920074803526,0.08156539963173468
9.3,0.022229538984727085,0.0034895643073739333,0.0003386629891164866,0.0044242479706817755,0.0003670546174471681,0.0804962934737615
9.35,0.022055740601729122,0.003473573947324703,0.0003374472544566363,0.004320148874754191,0.00035818449869081856,0.07944533934900017
9.4,0.02188286682021734,0.0034572123815581396,0.0003361836522552482,0.004218648293462221,0.00034954259934574306,0.07841212846556349
9.450000000000001,0.021710921983535886,0.0034404916334276224,0.0003348733109961894,0.004119679207427515,0.0003411228376251754,0.07739626328861035
9.5,0.021539910210810555,0.0034234238197137306,0.00033351740808521305,0.004023176311655658,0.00033291929144205245,0.07639735720436319
9.55,0.02136983540019769,0.0034060211199486838,0.00033211716278744226,0.0039290759756687435,0.00032492619478651294,0.07541503419381265
9.600000000000001,0.02120070123213808,0.0033882957480263457,0.00033067382970775055,0.0038373162042466156,0.000317137934132972,0.0744489285158889
9.65,0.021032511172614128,0.0033702599259692063,0.0003291886927788957,0.0037478365987911274,0.0003095490448814881,0.07349868439987867
9.700000000000001,0.020865268476408842,0.0033519258597298767,0.0003276630597243559,0.0036605783193256088,0.000302154207837616,0.07256395574686787
9.75,0.02069897619036515,0.003333305716910509,0.0003260982569647917,0.003575484047139671,0.00029494824573444804,0.07164440583999117
9.8,0.020533637156643948,0.003314411606289166,0.00032449562493892277,0.0034924979480874443,0.00028792611980008845,0.07073970706326918
9.850000000000001,0.02036925401597962,0.003295255559047614,0.0003228565138113679,0.003411565636545736,0.0002810829263734036,0.06984954062881864
9.9,0.0202058292109315,0.003275849511600182,0.0003211822795416586,0.0033326341400367865,0.0002744138935704988,0.0689735963122199
9.950000000000001,0.020043364989129987,0.003256205289928326,0.00031947428029020265,0.003255651864518891,0.0002679143780040318,0.06811157219583053
10.0,0.01988186340651606,0.0032363345953303232,0.00031773387313845374,0.003180568560346745,0.00026157986155715386,0.06726317441983591
10.05,0.019721326330572768,0.0032162489915000606,0.0003159624111019321,0.0031073352889020014,0.0002554059482135687,0.06642811694082938
10.100000000000001,0.019561755443547667,0.0031959598928533086,0.00031416124041606,0.003035904389893484,0.00024938836094494604,0.06560612129771971
10.15,0.01940315224566485,0.003175478554024019,0.00031233169807600754,0.0029662294493252783,0.00024352293865666965,0.06479691638476477
10.200000000000001,0.019245518058325466,0.0031548160604572117,0.00031047510961291363,0.00289826526813002,0.0002378056331926856,0.06400023823153474
10.25,0.019088854027295703,0.003133983320028849,0.00030859278708994314,0.002831967831463798,0.00023223250640001453,0.06321582978961185
10.3,0.018933161125881,0.00311299105562673,0.00030668602730267404,0.0027672942786581764,0.00022679972725330033,0.06244344072583637
10.350000000000001,0.01877844015808561,0.0030918497986299684,0.00030475611016928374,0.0027042028738242345,0.00022150356903961261,0.06168282722191319
10.4,0.018624691761756407,0.003070569883227898,0.0003028042972969164,0.0026426529771027053,0.00021634040660355866,0.06093375178019647
10.450000000000001,0.01847191641170998,0.003049161441522481,0.00030083183071147665,0.002582605016553778,0.00021130671365263105,0.060195983035473695
10.5,0.018320114422842208,0.0030276343993613,0.0002988399317389057,0.002524020460679575,0.00020639906012259453,0.05946929557257525
10.55,0.018169285953219216,0.0030059984728510922,0.0002968298000267559,0.0024668617915717507,0.00020161410960259883,0.058753469749637625
10.600000000000001,0.018019431007149082,0.0029842631655045723,0.00029480261269559943,0.0024110924786763413,0.00019694861681961599,0.05804829152685464
10.65,0.017870549438233307,0.0029624377659758744,0.00029275952361047856,0.002356676953167494,0.00019239942518170142,0.057353552300552786
10.700000000000001,0.01772264095239732,0.0029405313463424622,0.0002907016627632386,0.00230358058292144,0.00018796346437950745,0.05666904874243221
10.75,0.017575705110899318,0.0029185527608937296,0.00028863013575718133,0.00225176964808178,0.00018363774804540663,0.05599458264381817
10.8,0.017429741333316606,0.0028965106453887465,0.00028654602338603285,0.002201211317206827,0.0001794193714695165,0.05532996076477131
10.850000000000001,0.017284748900508885,0.002874413416747797,0.0002844503812997486,0.00215187362398964,0.00017530550937187175,0.05467499468791005
10.9,0.017140726957557726,0.002852269273144347,0.00028234423975016847,0.0021037254445410974,0.00017129341372993482,0.05402950067680074
10.950000000000001,0.016997674516681643,0.002830086194466054,0.0002802286034099994,0.002056736475226279,0.0001673804116606005,0.053393299538776064
11.0,0.016855590460126222,0.0028078719431152577,0.0002781044512590392,0.0020108772110442896,0.00016356390335581588,0.05276621649204586
11.05,0.016714473543028654,0.0027856340651211333,0.00027597273653195894,0.001966118924541524,0.0001598413600709025,0.05214808103696715
11.100000000000001,0.016574322396256242,0.0027633798915373607,0.0002738343867223501,0.0019224336452483806,0.0001562103221646507,0.05153872683134544
11.15,0.016435135529218287,0.0027411165401007233,0.00027169030363809654,0.001879794139629312,0.00015266839719022923,0.05093799156964123
11.200000000000001,0.016296911332650932,0.0027188509171275437,0.00026954136350347134,0.0018381738915361156,0.00014921325803594158,0.050345716865960295
11.25,0.01615964808137454,0.0026965897196262953,0.00026738841710367497,0.0017975470831543868,0.0001458426411148482,0.04976174814070958
11.3,0.01602334393702311,0.0026743394376060304,0.00026523228996782396,0.0017578885764329983,0.0001425543446022611,0.04918593451080322
