Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_4p(3),J_total_As
1.7000000000000002,0.026130053714526733,0.08697543735875184,0.049007745068751614,0.1116893782212626,0.13416920585799424,0.0269204419765262,0.11473359403016792,0.010098394509607221,2.7801234519331106
1.75,0.026116732547560056,0.08640929077063467,0.04899233820879722,0.10649141858486158,0.13207879236189132,0.026636552057371893,0.1138265140999226,0.008975753831617186,2.7429271738390653
1.8,0.026103035521948547,0.08583112648867704,0.04897567424196692,0.10142650982410578,0.12991299131334666,0.026247695288769125,0.11286665409307406,0.008132766668730166,2.7056135685158136
1.85,0.02608896350215335,0.08524127992573109,0.04895769665086148,0.09650220854616896,0.12767647669203486,0.025755837977397722,0.11185537667213119,0.007511346362427202,2.6680694257688735
1.9000000000000001,0.026074517375938355,0.08464009096437881,0.04893834892917963,0.09172503784019952,0.125374195692115,0.02516735138210071,0.11079429308717349,0.007063413907884073,2.630222435448389
1.9500000000000002,0.02605969805414916,0.08402790352811297,0.048917574674894646,0.08710051561455631,0.12301132333038117,0.02449154288828155,0.10968523719541728,0.0067494272470864595,2.592033361897287
2.0,0.02604450647048184,0.08340506514775006,0.04889531768151074,0.08263318807491901,0.12059321756064093,0.023739509643552495,0.1085302390743309,0.006537080263530667,2.553489381660218
2.0500000000000003,0.026028943581244815,0.08277192652734185,0.04887152202734035,0.07832666761522014,0.11812537536632656,0.02292325987353707,0.10733149865369873,0.0064001645831345075,2.51459845984308
2.1,0.026013010365116523,0.08212884111322513,0.04884613216275484,0.07418367442396875,0.11561339024809887,0.022055053505794845,0.1060913597312057,0.006317582887998306,2.4753846392573844
2.15,0.025996707822901186,0.08147616466922636,0.04881909299536805,0.07020608114299076,0.11306291146721956,0.021146920213830064,0.1048122846787698,0.0062725001154513285,2.4358841216074745
2.2,0.02598003697728448,0.08081425486044526,0.04879034997311671,0.06639495995275105,0.11047960534974287,0.02021031919536721,0.10349683009356166,0.006251618019032805,2.3961420289015685
2.25,0.02596299887259052,0.08014347084749646,0.04875984916520275,0.06275063149736722,0.10786911890199181,0.019255910709230998,0.10214762359869878,0.006244558635502583,2.356209744150033
2.3000000000000003,0.02594559457454122,0.07946417289260142,0.04872753734086306,0.0592727151025163,0.10523704593511725,0.01829341450630356,0.10076734195407265,0.006243342880003132,2.3161427419885428
2.35,0.02592782517001873,0.07877672197849887,0.04869336204593056,0.05596017978016311,0.10258889584644648,0.01733153476587791,0.0993586905976147,0.006241951525018325,2.2759988312945816
2.4000000000000004,0.025909691766831503,0.07808147944078123,0.048657271677148874,0.05281139555499769,0.09993006515835048,0.016377934999343254,0.09792438470140209,0.006235957028577702,2.235836742636657
2.45,0.02589119549348415,0.0773788066139658,0.04861921555420066,0.04982418468833648,0.09726581187192081,0.015439249647107833,0.09646713179517595,0.006222215941644862,2.195715003219212
2.5,0.025872337498951237,0.07666906449136729,0.04857914398940758,0.0469958724157309,0.09460123265315486,0.014521121826370172,0.09498961598188792,0.006198612864949928,2.155691050733943
2.5500000000000003,0.025853118952454898,0.07595261339864844,0.048537008355058184,0.04432333685439474,0.09194124283380817,0.013628258948152876,0.09349448374559713,0.006163848093737731,2.1158205451776846
2.6,0.025833541043246182,0.07522981268078154,0.04849276114831848,0.04180305777557541,0.08929055917768364,0.012764499774361707,0.09198433133118515,0.006117262158819602,2.0761568442922527
2.6500000000000004,0.025813604980389777,0.07450102040204919,0.048446356053679425,0.0394311639749444,0.08665368533590734,0.011932887989337568,0.09046169365772126,0.006058691432581663,2.03675061390592
2.7,0.025793311992551898,0.0737665930586423,0.04839774800289522,0.03720347901077037,0.08403489989162334,0.01113574857043331,0.08892903471267065,0.00598834981757608,1.997649549211342
2.75,0.025772663327790945,0.0730268853033705,0.04834689323236699,0.03511556511487733,0.08143824687539152,0.010374764207688871,0.08738873936226621,0.005906732277394352,1.9588981870088513
2.8000000000000003,0.02575166025335062,0.07228224968198069,0.0482937493379275,0.033162765115016736,0.07886752861720914,0.009651049786592767,0.08584310650403805,0.005814536612528006,1.9205377922826663
2.85,0.025730304055455108,0.07153303638057769,0.04823827532698463,0.03134024223914116,0.0763263007892625,0.008965223547005307,0.08429434348048295,0.0057126004373783575,1.8826063052588058
2.9000000000000004,0.02570859603910599,0.07077959298365286,0.048180431667983595,0.02964301770203342,0.07381786948498688,0.008317473996704829,0.08274456166793526,0.005601850788524462,1.845138337405743
2.95,0.025686537527880547,0.07002226424224972,0.04812018033715121,0.028066006002711457,0.0713452901744823,0.007707622015716231,0.08119577315164613,0.005483264198638595,1.808165206759294
3.0,0.02566412986373114,0.06926139185182505,0.048057484862488925,0.026604047886913527,0.06891136837349515,0.007135177859116561,0.07964988839666781,0.005357835414271052,1.7717150045485683
3.0500000000000003,0.02564137440678535,0.06849731423939898,0.04799231036498557,0.025251940952717242,0.06651866186272705,0.006599392969050075,0.07810871482416132,0.00522655322749215,1.7358126864262688
3.1,0.025618272535146636,0.06773036635962495,0.047924623597025116,0.024004467898926744,0.06416948429586199,0.006099306655613099,0.07657395620399042,0.005090382138538512,1.700480182711465
3.1500000000000004,0.02559482564469526,0.06696087949944873,0.047854392977969624,0.022856422435271844,0.06186591003811564,0.005633787812736668,0.07504721277673695,0.004950248775703019,1.6657365229752954
3.2,0.02557103514888925,0.06618918109106423,0.04778158862690273,0.02180263289071975,0.05960978008201827,0.005201571908580546,0.07352998202138708,0.004807032175403936,1.631597971072116
3.25,0.02554690247856524,0.0654155945329103,0.04770618239252414,0.02083798357134411,0.05740270889327393,0.004801293537768649,0.07202365998872153,0.00466155717454661,1.59807816736682
3.3000000000000003,0.025522429081739007,0.06464043901848825,0.04762814788019119,0.019957433932290942,0.05524609204664513,0.00443151485103606,0.07052954312474127,0.004514590293123712,1.5651882754549102
3.35,0.02549761642340559,0.06386402937281103,0.047547460476109187,0.019156035639503424,0.05314111451965956,0.004090750191279072,0.06904883051312743,0.004366837591042437,1.5329371311330122
3.4000000000000004,0.02547246598533885,0.06308667589632566,0.047464097368677495,0.018428947606112894,0.051088759520318106,0.003777487267365044,0.06758262647064654,0.004218944072441315,1.501331391768048
3.45,0.025446979265890415,0.062308684216175456,0.04737803756700444,0.017771449095878206,0.0490898177337141,0.0034902051913300583,0.06613194343445801,0.004071494285829857,1.470375684544929
3.5,0.02542115777978794,0.061530355144692316,0.04728926191660923,0.01717895099187476,0.04714489688138771,0.003227389693089197,0.06469770508536285,0.003925013831426001,1.4400727523547767
3.5500000000000003,0.025395003057932575,0.060751984545028705,0.04719775311233477,0.01664700533292296,0.045254431496196894,0.002987545811315024,0.06328074965607183,0.0037799715399234836,1.4104235963260772
3.6,0.02536851664719571,0.05997386320385555,0.0471034957085006,0.016171313223129594,0.043418692824363066,0.0027692083411026045,0.06188183337849898,0.0036367821311579754,1.3814276142062125
3.6500000000000004,0.025341700110214884,0.0591962767110657,0.04700647612633036,0.01574773122152581,0.041637798775046204,0.0025709502995082487,0.060501634028848304,0.0034958091980841818,1.3530827339756244
3.7,0.025314555025188885,0.05841950534643332,0.04690668265869311,0.015372276319251515,0.03991172384623625,0.002391389649839615,0.05914075453381628,0.0033573683922529796,1.3253855422259246
3.75,0.025287082985672085,0.05764382397318749,0.04680410547220285,0.015041129611186482,0.03824030896384689,0.0022291945052977996,0.05779972660554567,0.0032217307125447254,1.298331406960077
3.8000000000000003,0.025259285600367953,0.056869501938463664,0.04669873660672498,0.014750638767488675,0.03662327117861525,0.002083087012677824,0.056479014377017966,0.0030891258200855636,1.271914594580474
3.85,0.025231164492921822,0.05609680298060018,0.04659056997234286,0.014497319408290361,0.035060213172704746,0.0019518460976449474,0.05517901801334458,0.002959745319738657,1.2461283809218622
3.9000000000000004,0.025202721301712937,0.05532598514324784,0.04647960134384176,0.014277855481937362,0.0335506325347539,0.001834309234844002,0.0539000772779055,0.002833745962909257,1.2209651562628407
3.95,0.025173957679645788,0.05455730069626054,0.04636582835277129,0.014089098743744524,0.0320939307684948,0.0017293733889132443,0.0526424750354864,0.0027112527381304456,1.1964165243139802
4.0,0.025144875293940803,0.053790996063332375,0.046249250477150776,0.01392806742838177,0.03068942200597167,0.0016359952564485912,0.051406440677483047,0.0025923618254289956,1.1724733952340594
4.05,0.025115475825924438,0.05302731175634358,0.04612986902888573,0.013791944204793625,0.029336341401825245,0.001553190924138665,0.05019215345688541,0.002477143398168005,1.1491260727700245
4.1000000000000005,0.025085760970818695,0.05226648231637279,0.046007687138966004,0.013678073498075836,0.028033853190076497,0.0014800350446705205,0.04899974572312991,0.0023656442622295914,1.1263643356521187
4.15,0.02505573243753014,0.05150873626132785,0.04588270974051937,0.013583958258063366,0.026781058389356013,0.0014156596195696307,0.047829306049032766,0.002257890327295463,1.1041775134044483
4.2,0.025025391948438478,0.05075429604014065,0.04575494354979641,0.013507256249593891,0.02557700214659759,0.0013592524668458485,0.04668088224390194,0.002153888908823824,1.0825545567538926
4.25,0.02499474123918469,0.05000337799346512,0.04562439704516482,0.013445775934561841,0.024420680712866533,0.0013100554411169469,0.04555448424858788,0.0020536308622924214,1.0614841028376014
4.3,0.02496378205845887,0.04925619232080945,0.04549108044419311,0.013397472011023964,0.02331104804824289,0.0012673624647111799,0.044450086909687256,0.001957092553534624,1.0409545354220993
4.3500000000000005,0.02493251616778772,0.04851294305402643,0.045355005678905116,0.01336044066980578,0.022247022055552772,0.0012305174200433096,0.043367632631378474,0.0018642376706690313,1.0209540403558657
4.4,0.024900945341321836,0.04777382803707748,0.045216186369288286,0.013332914624329036,0.021227490445259047,0.0011989119462450272,0.04230703390445683,0.0017750188843225542,1.0014706564827667
4.45,0.024869071365622795,0.04703903891197798,0.045074637795139406,0.013313257964767577,0.020251316236010057,0.0011719831765404668,0.041268175713067706,0.0016893793636637115,0.9824923222463827
4.5,0.024836896039450093,0.046308761110823785,0.04493037686633261,0.013299960883171022,0.019317342897227665,0.0011492114471213716,0.04025091782042408,0.001607254156273444,0.9640069182155554
4.55,0.02480442117354802,0.045583173853790404,0.04478342209159476,0.01329163431189487,0.018424399141715408,0.0011301180032271439,0.03925509693545233,0.0015285714401482443,0.94600230575975
4.6000000000000005,0.02477164859043248,0.04486245015298892,0.04463379354587372,0.013287004513560192,0.017571303377609798,0.0011142627237082968,0.0382805287628544,0.0014532536562074862,0.9284663620994472
4.65,0.024738580124177838,0.04414675682205515,0.04448151283638516,0.01328490765684929,0.016756867830104515,0.0011012418814868043,0.03732700993951565,0.0013812185296066181,0.9113870119520527
4.7,0.024705217620203803,0.04343625449134118,0.044326603067423344,0.013284284408735065,0.015979902344270182,0.0010906859539664745,0.036394319860538794,0.0013123799879758433,0.8947522559879697
4.75,0.02467156293506244,0.04273109762857188,0.04416908880402104,0.01328417457024767,0.015239217880993979,0.0010822574945376672,0.03548222239845714,0.0012466489844390896,0.878550196304818
4.800000000000001,0.024637617936225313,0.04203143456482218,0.04400899603454323,0.013283711779604995,0.014533629718591191,0.0010756490738143526,0.03459046751938316,0.0011839342329437873,0.8627690591204032
4.8500000000000005,0.024603384501870808,0.04133740752566527,0.04384635213229851,0.013282118303474389,0.013861960373015892,0.001070581297092646,0.03371879279999234,0.0011241428630673193,0.847397214877218
4.9,0.024568864520671706,0.04064915266733576,0.04368118581625123,0.013278699934289647,0.01322304224983566,0.0010668009026873887,0.032866924849334095,0.001067181001075972,0.8324231959430592
4.95,0.024534059891583002,0.03996680011774756,0.04351352711091642,0.013272841008916207,0.012615720041253838,0.0010640789442496878,0.03203458063951012,0.0010129542836088852,0.8178357120839423
5.0,0.024498972523630036,0.0392904740222008,0.04334340730551837,0.013263999561533065,0.01203885288147516,0.0010622090588597454,0.03122146874927095,0.0009613683099521284,0.8036236638769743
5.050000000000001,0.024463604335696946,0.03862029259360861,0.04317085891249235,0.013251702621375892,0.011491316273632469,0.0010610058215953211,0.030427290524561335,0.0009123290384639539,0.7897761542223076
5.1000000000000005,0.02442795725631551,0.03795636816707078,0.0429959156254076,0.013235541663954315,0.010972003801335084,0.0010603031863694128,0.029651741159998374,0.0008657431323169252,0.7762824981048106
5.15,0.02439203322345437,0.03729880725861822,0.04281861227638808,0.013215168222509066,0.01047982863767508,0.0010599530120867632,0.02889451070519818,0.0008215182593400134,0.7631322307477176
5.2,0.024355834184308693,0.036647710627949776,0.04263898479310583,0.013190289664802705,0.010013724864247368,0.0010598236725658011,0.028155284999781795,0.0007795633503768869,0.7503151142923218
5.25,0.024319362095090283,0.03600317334498066,0.04245707015542014,0.01316066513883149,0.009572648612411461,0.0010597987481912319,0.027433746540791355,0.000739788820227323,0.7378211431297724
5.300000000000001,0.024282618920818188,0.0353652848600204,0.04227290635173364,0.013126101689696157,0.009155579038656794,0.0010597757968855992,0.02672957528613765,0.0007021067549082961,0.7256405480032847
5.3500000000000005,0.024245606635109808,0.0347341290773971,0.0420865323351347,0.013086450548666135,0.008761519145536552,0.0010596652017005929,0.026042449397582074,0.0006664310686604145,0.7137637989915767
5.4,0.02420832721997253,0.03410978443234399,0.04189798797939345,0.013041603594405444,0.008389496459213977,0.0010593890921173899,0.025372045926631472,0.0006326776338341762,0.7021816074771405
5.45,0.024170782665595934,0.03349232397096456,0.04170731403487673,0.012991489985389642,0.008038563574226732,0.001058880335998219,0.024718041446596832,0.0006007643865188821,0.6908849271960423
5.5,0.024132974970144553,0.032881815433092314,0.041514552084445024,0.012936072961722275,0.007707798575623606,0.0010580815990384185,0.02408011263393594,0.0005706114105244631,0.6798649544593398
5.550000000000001,0.024094906139551252,0.03227832133786229,0.04131974449939254,0.012875346813847414,0.007396305348169224,0.0010569444685206346,0.023457936801869,0.0005421410020924128,0.669113127629901
5.6000000000000005,0.024056578187311214,0.03168189907181257,0.041122934395489114,0.012809334015043113,0.007103213781850189,0.001055428638162742,0.02285119238912514,0.000515277717495638,0.6586211259324335
5.65,0.024017993134276546,0.031092600979335062,0.04092416558918062,0.012738082514060603,0.006827679882453709,0.0010535011508718741,0.02225955940654748,0.0004899484054875126,0.6483808676688314
5.7,0.023979153008451555,0.030510474455297438,0.04072348255400227,0.012661663183837903,0.006568885795530938,0.0010511356962628515,0.021682719844156834,0.0004660822263768524,0.6383845079055976
5.75,0.023940059844788683,0.029935562039659573,0.04052093037725692,0.012580167421856359,0.006326039751603819,0.001048311959865314,0.021120358041148167,0.0004436106593369152,0.6286244356949968
5.800000000000001,0.023900715684985117,0.029367901513910756,0.04031655471700812,0.012493704897417485,0.006098375940029121,0.0010450150210257517,0.020572161021171764,0.00042246749940199013,0.6190932708868254
5.8500000000000005,0.023861122577280108,0.028807525999156657,0.04011040175943576,0.012402401440888562,0.005885154318498126,0.001041234796604746,0.020037818795131942,0.000402588845463678,0.6097838605831739
5.9,0.023821282576252985,0.0282544640556879,0.03990251817659936,0.012306397069792181,0.0056856603647265575,0.0010369655276730022,0.019517024633620678,0.0003839130804496747,0.6006892752843234
5.95,0.023781197742621916,0.027708739783865753,0.03969295108465224,0.012205844146491838,0.005499204776478438,0.0010322053065195513,0.019009475310992414,0.00036638084474988574,0.5918028047699561
6.0,0.023740870143043366,0.027170372926163713,0.03948174800254743,0.0121009056621468,0.005325123125670163,0.0010269556413996486,0.018514871322978667,0.00034993500384712233,0.5831179537561407
6.050000000000001,0.023700301849912352,0.02663937897020755,0.0392689568112738,0.011991753641570032,0.0051627754719183235,0.001021221056566553,0.01803291707963798,0.00033452061101169576,0.5746284373650805
6.1000000000000005,0.02365949494116342,0.0261157692526605,0.039054625713658926,0.011878567663618176,0.005011545940527088,0.0010150087252490164,0.017563321075337823,0.0003200848658301463,0.5663281764413669
6.15,0.02361845150007241,0.025599551063804047,0.038838803194772877,0.011761533491767997,0.004870842269558594,0.001008328133353705,0.01710579603736997,0.0003065770692573941,0.5582112927454571
6.2,0.023577173615058993,0.025090727752669427,0.03862153798296496,0.011640841809585661,0.004740095330293265,0.0010011907717878785,0.016660059054710526,0.00029394857580813635,0.550272104052283
6.25,0.023535663379490018,0.02458929883257892,0.038402879011563446,0.01151668705586962,0.004618758625065964,0.000993609855411675,0.016225831688348857,0.0002821527434366698,0.5425051191802756
6.300000000000001,0.02349392289148363,0.024095260086960772,0.038182875381266114,0.01138926635434199,0.004506307766158823,0.0009856000667406077,0.0158028400645273,0.0002711448815939466,0.5349050329736583
6.3500000000000005,0.023451954253714245,0.023608603675306063,0.03796157632324738,0.01125877853287361,0.004402239939141946,0.0009771773226269053,0.015390814952154823,0.0002608821978960123,0.5274667212586138
6.4,0.023409759573218298,0.02312931823914038,0.03773903116300587,0.011125423227352113,0.0043060733537789745,0.0009683585622527079,0.014989491825582802,0.0002513237437885292,0.5201852357918296
6.45,0.02336734096120086,0.022657389007888103,0.03751528928497434,0.010989400065437714,0.004217346685355416,0.0009591615548686138,0.014598610913860218,0.00024243035954741744,0.5130557992180136
6.5,0.023324700532843072,0.022192797904511584,0.03729040009791173,0.010850907925595813,0.004135618509043161,0.0009496047258074487,0.014217917237517662,0.0002341646189152895,0.5060738000511678
6.550000000000001,0.023281840407110444,0.02173552365081243,0.03706441300109548,0.01071014426694705,0.004060466729684581,0.0009397069993952944,0.013847160633865633,0.00022649077363696564,0.4992347876927781
6.6000000000000005,0.023238762706562006,0.021285541872286883,0.036837377351330386,0.010567304525632305,0.003991488009163415,0.000929487657469705,0.013486095771731679,0.00021937469812454677,0.49253446749855506
6.65,0.02319546955716032,0.02084282520243191,0.03660934243078827,0.0104225815735507,0.003928297193326835,0.0009189662122986447,0.013134482156503252,0.00021278383445297812,0.48596869590396524
6.7,0.023151963088082386,0.020407343386403688,0.03638035741569135,0.010276165235491814,0.0038705267402333373,0.0009081622927730522,0.012792084126288726,0.0002066871378604648,0.47953347561751875
6.75,0.02310824543153141,0.01997906338393459,0.03615047134585025,0.01012824186084734,0.0038178261513235915,0.0008970955428211087,0.012458670839957173,0.00020105502290421065,0.4732249508895962
6.800000000000001,0.02306431872254949,0.019557949471419724,0.03591973309506605,0.009978993946251893,0.0037698614069459294,0.0008857855310633812,0.012134016257768752,0.00019585931040051396,0.46703940286352996
6.8500000000000005,0.023020185098831185,0.01914396334308867,0.0356881913424043,0.009828599805666088,0.003726314407513971,0.0008742516707951272,0.011817899115261371,0.00019107317525902723,0.4609732450146625
6.9,0.02297584670053801,0.018737064211182593,0.035455894544347215,0.009677233284576918,0.0036868824214305895,0.0008625131494452989,0.01151010289101554,0.0001866710953037693,0.45502301868221917
6.95,0.022931305670113845,0.0183372089050617,0.03522289090782895,0.009525063515150124,0.00365127754077944,0.0008505888667213453,0.011210415768878322,0.00018262880115808361,0.44918538869800184
7.0,0.022886564152101267,0.017944351969172205,0.03498922836415743,0.009372254709325905,0.003619226145662066,0.0008384973807048807,0.01091863059518822,0.00017892322725698251,0.44345713911517864
7.050000000000001,0.022841624292958832,0.017558445759806616,0.034754954543824726,0.009218965987002722,0.0035904683779446975,0.0008262568612158626,0.010634544831506268,0.00017553246403805988,0.4378351690397615
7.1000000000000005,0.022796488240879303,0.01717944054059539,0.0345201167522069,0.009065351236603536,0.003564757625073733,0.000813885049812227,0.010357960503323998,0.00017243571135124356,0.4323164885667584
7.15,0.02275115814560882,0.01680728457667216,0.03428476194615265,0.008911559005464259,0.0035418600145220385,0.0008013992258381293,0.010088684145186325,0.00016961323311796592,0.426898214822432
7.2,0.022705636158267057,0.016441924227459152,0.03404893671145934,0.008757732417625376,0.0035215539193392095,0.0007888161779771929,0.009826526742636817,0.00016704631326174251,0.4215775681136022
7.25,0.02265992443116833,0.016083304038023126,0.03381268724123334,0.008604009116744167,0.003503629475197237,0.0007761521808076208,0.009571303671363818,0.00016471721292455216,0.4163518681844818
7.300000000000001,0.022614025117643717,0.01573136682895639,0.03357605931513102,0.008450521231976777,0.00348788810924828,0.0007634229758938272,0.009322834633898802,0.00016260912897671418,0.4112185305811354
7.3500000000000005,0.022567940371864128,0.0153860537847412,0.03333909827947531,0.00829739536480636,0.0034741420810429613,0.0007506437569845492,0.009080943594192748,0.000160706153822071,0.4061750631232958
7.4,0.02252167234866443,0.015047304540559468,0.033101849028241946,0.00814475259491553,0.0034622140356953793,0.0007378291589203359,0.008845458710372312,0.00015899323649512477,0.40121906248295197
7.45,0.02247522320336854,0.014715057267513628,0.03286435598490858,0.007992708503318551,0.003451936569424502,0.0007249932498840249,0.008616212265955058,0.00015745614504227657,0.3963482108688454
7.5,0.02242859509161556,0.014389248756227704,0.032626663085158984,0.007841373211080792,0.0034431518075503536,0.0007121495266564307,0.008393040599781788,0.0001560814301754056,0.3915602728157611
7.550000000000001,0.022381790169186944,0.014069814498801254,0.03238881376043376,0.0076908514320603244,0.003435710994977096,0.0006993109125661177,0.00817578403490416,0.0001548563901826474,0.38685309207728397
7.6000000000000005,0.02233481059183469,0.013756688769092073,0.03215085092231829,0.007541242538208956,0.003429474099153406,0.0006864897578469241,0.007964286806647191,0.00015376903707832977,0.3822245886205024
7.65,0.02228765851511059,0.013449804701306656,0.03191281694775769,0.0073926406360675665,0.003424309425463086,0.0006736978421399609,0.007758396990048672,0.00015280806397155152,0.3776727557209756
7.7,0.022240336094196567,0.013149094366880663,0.031674753665088054,0.007245134653183687,0.0034200932449653942,0.0006609463788982469,0.007557966426861332,0.0001519628136308014,0.3731956571561448
7.75,0.022192845483736016,0.01285448884963435,0.031436702340872626,0.007098808433267494,0.003416709434374741,0.000648246021472042,0.007362850652288132,0.00015122324822026915,0.36879142449524616
7.800000000000001,0.022145188837666297,0.012565918319190933,0.03119870366753073,0.006953740838986335,0.0034140491281430146,0.000635606870671422,0.007172908821606822,0.00015057992018206306,0.36445825448368685
7.8500000000000005,0.022097368309052273,0.012283312102648495,0.03096079775174695,0.006810005861377418,0.003412010382484508,0.0006230384836197883,0.006988003636826503,0.0001500239442373857,0.36019440651976187
