Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_3d(7),J_4s(2),J_total_Co
3.95,0.03018994637292523,0.05025135797178946,0.05475950039813136,0.0158032667509956,0.013053418384396425,0.02958557531343909,0.0007331059280399004,0.8079318939367406
4.0,0.030137959462738378,0.04918998042694306,0.05448170269622212,0.015780580341931538,0.012292590482927761,0.02853162567381015,0.000732858417996743,0.7920498960907898
4.05,0.030085442912850046,0.04814070958900649,0.054199083102487305,0.01574994459593312,0.01158387638765624,0.027515087904176422,0.0007327978978450599,0.7767211622613656
4.1000000000000005,0.030032401208858375,0.04710381714386395,0.05391173467721315,0.015710653112126428,0.010924489719777086,0.026534721222915343,0.0007327802478004799,0.7619196983676474
4.15,0.02997883886688338,0.046079556799471434,0.05361975394418584,0.01566215843201451,0.010311739881871123,0.025589316130298394,0.0007326830338599146,0.7476206501328889
4.2,0.02992476043154403,0.045068164538626845,0.053323240701669675,0.015604056484628953,0.00974303326064817,0.02467769463955415,0.0007324032324181988,0.7338002756252221
4.25,0.029870170474033442,0.04406985889155161,0.05302229783263987,0.015536072000247111,0.009215873822028015,0.023798710372356698,0.0007318551551106441,0.7204359155763899
4.3,0.02981507359029351,0.04308484122692275,0.05271703111474655,0.015458044873769294,0.008727863169021029,0.022951248535774002,0.0007309685585165984,0.7075059619520278
4.3500000000000005,0.02975947439928941,0.04211329605999454,0.05240754903046464,0.015369917453372028,0.008276700127332578,0.02213422579583698,0.0007296869242636245,0.6949898251914813
4.4,0.02970337754138347,0.0411553913764559,0.05209396257786202,0.015271722725670902,0.007860179918310242,0.02134659006122301,0.0007279658959831799,0.6828679004845816
4.45,0.029646787676806948,0.040211278970683016,0.05177638508239573,0.015163573365206587,0.0074761929738020585,0.020587320189065044,0.0007257718604687486,0.6711215334069726
4.5,0.02958970948422786,0.03928109479706635,0.05145493201012363,0.015045651613488309,0.007122723442712555,0.019855425623580784,0.0007230806612632438,0.6597329851941741
4.55,0.029532147659412068,0.038364959333114956,0.0511297207826959,0.01491819995097889,0.006797847434538155,0.019149945977045103,0.000719876433745151,0.6486853978972221
4.6000000000000005,0.029474106913974566,0.03746297795307018,0.05080087059446842,0.01478151252418362,0.006499731040938513,0.01846995056158825,0.0007161505515863156,0.6379627596291887
4.65,0.02941559197421742,0.036575241310793545,0.05046850223205762,0.014635927289320672,0.006226628172453665,0.01781453787937668,0.000711900675214882,0.6275498700817975
4.7,0.029356607580050396,0.03570182573072928,0.05013273789663406,0.014481818833821849,0.005976878243803867,0.01718283507790893,0.0007071298936328172,0.6174323064644588
4.75,0.029297158483990185,0.03484279360578153,0.049793701029230295,0.014319591837066813,0.005748903737802971,0.016573997376425186,0.0007018459516082282,0.6075963899940694
4.800000000000001,0.0292372494502338,0.03399819380098682,0.04945151613931689,0.014149675132226616,0.005541207674767058,0.015987207468773953,0.0006960605548887676,0.5980291530425934
4.8500000000000005,0.02917688525380171,0.033168062061905895,0.049106308636879585,0.01397251633182694,0.005352371011397979,0.015421674907494702,0.0006897887466650529,0.5887183070305275
4.9,0.029116070679746035,0.03235242142670332,0.04875820466820967,0.013788576980587552,0.005181049990453968,0.014876635473352287,0.0006830483490538475,0.5796522111376293
4.95,0.0290548105224193,0.031551282640929164,0.04840733095559997,0.013598328200208863,0.005025973460074716,0.014351350534091112,0.0006758594638717982,0.5708198418875442
5.0,0.028993109584799,0.030764644574063145,0.04805381464111898,0.013402246792020745,0.0048859401793929225,0.013845106395757006,0.0006682440274339614,0.5622107636500042
5.050000000000001,0.02893097267786354,0.0299924946369285,0.0476977831346169,0.013200811764750603,0.004759816125025904,0.013357213649558157,0.000660225414539474,0.5538151000929281
5.1000000000000005,0.028868404620014956,0.02923480919912978,0.04733936396609919,0.012994501256078546,0.0046465318111861545,0.012887006516897795,0.0006518280872018369,0.5456235066068468
5.15,0.028805410236544125,0.028491554005715146,0.04697868464258527,0.012783789818103465,0.0045450796344663315,0.012433842194906303,0.0006430772840456376,0.5376271437154705
5.2,0.028741994359134142,0.027762684592310665,0.046615872509553485,0.012569146038324588,0.004454511252829787,0.011997100204526136,0.0006339987466273605,0.5298176514787761
5.25,0.028678161825397838,0.027048146698019245,0.046251054617056794,0.012351030469231106,0.004373935006960435,0.011576181742954925,0.0006246184792473087,0.5221871248885789
5.300000000000001,0.028613917478445456,0.02634787667542229,0.04588435759057835,0.012129893841073838,0.004302513390884357,0.011170509042028846,0.0006149625391045987,0.5147280902510706
5.3500000000000005,0.028549266166478793,0.02566180189706619,0.04551590750668113,0.011906175533855427,0.004239460577659228,0.010779524733926378,0.0006050568539095597,0.5074334825461466
5.4,0.0284842127424082,0.024989841157858666,0.04514582977349159,0.011680302286009652,0.004184040004926164,0.010402691225390084,0.0005949270643094274,0.5002966237494091
5.45,0.028418762063489145,0.024331905072842386,0.04477424901604417,0.011452687118638573,0.004135562024222563,0.010039490081499434,0.0005845983887056083,0.49331120209944784
5.5,0.02835291899097515,0.02368789646985357,0.044401288966500335,0.01122372845553167,0.004093381617154717,0.009689421419878502,0.0005740955082455038,0.48647125229029164
5.550000000000001,0.02828668838978418,0.023057710776613102,0.044027072359244156,0.010993809420499854,0.004056896180817219,0.009352003316087869,0.0005634424699603384,0.47977113656669823
5.6000000000000005,0.028220075128175752,0.022441236401835707,0.04365172083084498,0.010763297294815191,0.0040255433842145945,0.009026771220828551,0.0005526626061939065,0.4732055266981985
5.65,0.028153084077436205,0.021838355109979307,0.04327535482486706,0.010532543118752078,0.003998799096881917,0.008713277389475919,0.0005417784686268329,0.46676938680641417
5.7,0.02808572011156986,0.02124894238929244,0.042898093501496225,0.010301881422376015,0.0039761753904087455,0.00841109032436289,0.0005308117753479254,0.4604579570191425
5.75,0.028017988106993904,0.020672867812851034,0.04252005465194426,0.010071630071820803,0.003957218613138326,0.008119794230142394,0.0005197833695594695,0.4542667379239427
5.800000000000001,0.027949892942235093,0.02010999539230867,0.04214135461758303,0.009842090218334097,0.003941507537936017,0.007838988482479152,0.0005087131886278186,0.44819147579347973
5.8500000000000005,0.027881439497626503,0.019560183924115293,0.04176210821375256,0.009613546338354864,0.0039286515825919695,0.007568287110248933,0.0004976202423051864,0.44222814855461345
5.9,0.02781263265500282,0.019023287327988907,0.04138242865817951,0.009386266353815063,0.003918289102138534,0.007307318291358954,0.0004865225990539465,0.43637295247314234
5.95,0.02774347729739274,0.018499154977453212,0.04100242750393627,0.009160501822733185,0.003910085752118232,0.007055723862245792,0.0004754373795016886,0.4306222895262092
6.0,0.027673978308707305,0.017987632022280608,0.04062221457686419,0.008936488190989984,0.0039037329216293605,0.006813158841055739,0.00046438075614442206,0.4249727554345961
6.050000000000001,0.027604140573423072,0.017488559702705575,0.040241897917379116,0.008714445096948865,0.0038989462347997837,0.006579290964467147,0.00045336795849726635,0.41942112832749295
6.1000000000000005,0.027533968976259274,0.017001775655297546,0.03986158372657214,0.008494576721306399,0.0038954641191918226,0.006353800238074087,0.0004424132829672695,0.4139643580127634
6.15,0.027463468401848136,0.016527114210404897,0.03948137631651404,0.008277072175234091,0.003893046439519343,0.006136378500215092,0.00043153010679215613,0.40859955582626445
6.2,0.02739264373439779,0.016064406681103566,0.039101378064667715,0.008062105920503286,0.0038914731949593645,0.005926728999099885,0.0004207309054523087,0.40332398503437555
6.25,0.027321499857347244,0.015613481643603584,0.038721689372309305,0.00784983821587209,0.003890543278262285,0.005724565983059773,0.00041002727302153993,0.3981350517645369
6.300000000000001,0.027250041653013018,0.015174165209086186,0.03834240862685562,0.007640415584559374,0.003890073294804824,0.0055296143037240845,0.0003994299449756405,0.39303029643929965
6.3500000000000005,0.027178274002227203,0.014746281286961862,0.03796363216799273,0.007433971298137671,0.003889896439685958,0.0053416090319049455,0.00038894882302664024,0.3880073856901135
6.4,0.027106201783966718,0.01432965183955641,0.03758545425749823,0.0072306258726463615,0.003889861430936574,0.0051602950859555765,0.00037859300159554367,0.3830641047278279
6.45,0.027033829874973724,0.013924097128247902,0.03720796705264795,0.007030487573161109,0.0038898314968966244,0.0049854268723530815,0.0003683707955773201,0.3781983501476591
6.5,0.02696116314936717,0.013529435951091849,0.03683126058309615,0.0068336529234566176,0.0038896834158076536,0.004816767938244786,0.0003582897690894114,0.3734081231471464
6.550000000000001,0.026888206478245535,0.013145485871985567,0.036455422731117224,0.006640207217769809,0.003889306605672318,0.004654090635687654,0.0003483567649292657,0.3686915231364112
6.6000000000000005,0.02681496472928095,0.012772063441435416,0.03608053921509596,0.006450225032011021,0.0038886022624446915,0.004497175797302771,0.00033857793449764,0.3640467417208133
6.65,0.026741442766304857,0.012408984409002097,0.03570669357615293,0.00626377073208365,0.0038874825446345816,0.004345812423061107,0.00032895876797288,0.35947205703687973
6.7,0.026667645448885523,0.012056063927510307,0.035333967167791434,0.006080898977259752,0.003885869802434807,0.004199797377912798,0.00031950412454730446,0.35496582842315283
6.75,0.02659357763189766,0.01171311674911871,0.034962439148452214,0.005901655216821775,0.0038836958495114247,0.004058935099969456,0.00031021826256037027,0.3505264914083651
6.800000000000001,0.02651924416508456,0.011379957413355549,0.034592186476862644,0.0057260761784207765,0.003880901275632513,0.003923037318947798,0.0003011048693846882,0.3461525530000967
6.8500000000000005,0.026444649892613123,0.0110564004272335,0.03422328391006763,0.005554190346820492,0.0038774347983504954,0.0037919227845827283,0.00029216709094034284,0.3418425872578028
6.9,0.026369799652622164,0.010742260437564967,0.03385580400402997,0.005386018431895938,0.0038732526519955363,0.0036654170047188605,0.00028340756073051845,0.33759523113481227
6.95,0.02629469827676454,0.010437352395606104,0.033489817116689205,0.005221573824936397,0.0038683180122826267,0.0035433519927913523,0.0002748284283072936,0.3334091805745991
7.0,0.026219350589743486,0.010141491714163871,0.033125391413368906,0.0050608630424666635,0.0038626004548821045,0.003425566024409442,0.0002664313870907627,0.32928318684730173
7.050000000000001,0.026143761408843703,0.00985449441730624,0.03276259287442361,0.004903886156948823,0.0038560754463520465,0.0033119034027594223,0.00025821770147751994,0.32521605311312246
7.1000000000000005,0.026067935543457713,0.009576177282820552,0.0324014853050184,0.004750637213860699,0.003848723865880805,0.0032022142325476774,0.00025018823318610653,0.3212066311998791
7.15,0.025991877794607966,0.009306357977569436,0.03204213034693529,0.00460110463476733,0.003840531556338597,0.0030963542022087827,0.00024234346679737965,0.317253818582589
7.2,0.025915592954465282,0.009044855185897703,0.031684587492302775,0.0044552716061098865,0.003831488903188137,0.0029941843741085983,0.0002346835344570327,0.31335655555356545
7.25,0.025839085805864116,0.008791488731246768,0.03132891409914641,0.004313116453532779,0.0038215904398555844,0.0028955709824774324,0.00022720823971574862,0.3095138225720728
7.300000000000001,0.025762361121815194,0.008546079691136198,0.030975165408660486,0.004174613001655657,0.003810834478214251,0.00280038523881393,0.0002199170804898088,0.30572463778313963
7.3500000000000005,0.02568542366501609,0.008308450505674251,0.030623394564102804,0.0040397309192732435,0.0037992227628844484,0.002708503144506117,0.00021280927113148158,0.3019880546956565
7.4,0.025608278187360212,0.00807842507976121,0.030273652631216737,0.003908436050033189,0.003786760148103245,0.002619805310421986,0.00020588376360424526,0.29830316001039153
7.45,0.025530929429444797,0.007855828879150954,0.029925988620087052,0.0037806907287014292,0.0037734542959677194,0.002534176783228193,0.00019913926776294515,0.29466907158904626
7.5,0.025453382120078364,0.007640489020537188,0.029580449508338116,0.0036564540831761526,0.003759315394904265,0.002451506878201631,0.00019257427074338525,0.29108493655593587
7.550000000000001,0.025375640975788198,0.007432234355831609,0.029237080265585566,0.0035356823224564774,0.0037443558972646163,0.002371689018304999,0.0001861870554696888,0.28754992952432806
7.6000000000000005,0.025297710700328317,0.007230895550801679,0.028895923879054843,0.0034183290108106626,0.00372859027499634,0.002294620579303853,0.00017997571829107297,0.28406325093989754
7.65,0.02521959598418844,0.0070363051582356916,0.028557021380282377,0.00330434532842174,0.003712034792381549,0.002220202740708971,0.00017393818576251908,0.2806241255341631
7.7,0.025141301504104423,0.0068482976858027286,0.028220411872817763,0.0031936803188165014,0.003694707294882435,0.0021483403423342893,0.00016807223058623808,0.277231800881161
7.75,0.025062831922570628,0.006666709658774431,0.027886132560847602,0.003086281123407046,0.0036766270131758463,0.0020789417462669466,0.00016237548673285582,0.27388554605097926
7.800000000000001,0.02498419188735466,0.006491379677774839,0.02755421877866424,0.002982093203493289,0.0036578143815015245,0.002011918704052288,0.00015684546376292996,0.270584650354132
7.8500000000000005,0.024905386031014925,0.006322148471723489,0.027224704020905103,0.0028810605500902025,0.0036382908694896944,0.0019471862289028917,0.00015147956037078373,0.2673284221710879
7.9,0.024826418970421392,0.0061588589461356365,0.026897619973490765,0.002783125881955492,0.003618078826673483,0.0018846624727467814,0.00014627507717373734,0.26411618786158547
7.95,0.024747295306280014,0.006001356226942103,0.026572996545192476,0.002688230832202403,0.0035972013389301105,0.0018242686079360654,0.00014122922877066914,0.26094729074867834
8.0,0.024668019622661127,0.0058494876999894505,0.026250861899762216,0.002596316123888479,0.0035756820961319043,0.0017659287134431205,0.00013633915509446304,0.2578210901727336
8.05,0.02458859648653223,0.005703103046379364,0.025931242488560886,0.00250732173497489,0.0035535452703239962,0.001709569665377276,0.00013160193208333208,0.2547369606108899
8.1,0.0245090304472955,0.005562054273804118,0.025614163083622687,0.0024211870530525545,0.003530815403780027,0.0016551210316606323,0.00012701458169626635,0.2516942908577376
8.15,0.024429326036330346,0.005426195744032692,0.025299646811095998,0.0023378510202309243,0.003507517306320324,0.0016025149707071754,0.00012257408129795532,0.24869248326323198
8.200000000000001,0.024349487766541344,0.005295384196699964,0.02498771518500381,0.0022572522685833946,0.003483675961308911,0.001551686133954837,0.00011827737243851051,0.24573095302408662
8.25,0.02426952013191182,0.005169478769548686,0.024678388141268635,0.00217932924653972,0.0034593164397762276,0.0015025715721053447,0.00011412136905316142,0.24280912752511338
8.3,0.024189427607063396,0.005048341015271569,0.02437168407194952,0.0021040203366111407,0.0034344638221438053,0.0014551106449319149,0.00011010296510685299,0.2399264457271893
8.35,0.024109214646821735,0.004931834915098067,0.024067619859641058,0.002031263964828064,0.003409143127055204,0.0014092449345198407,0.00010621904170833741,0.23708235759872887
8.4,0.02402888568578875,0.00481982688926753,0.023766210911986156,0.001960998702263217,0.003383379246844384,0.0013649181618098276,0.00010246647371793516,0.23427632358772688
8.450000000000001,0.023948445137921485,0.004712185804527777,0.023467471196257146,0.0018931633590057047,0.0033571968891984256,0.0013220761063187359,9.884213587267302e-05,0.2315078141316199
8.5,0.023867897396117926,0.0046087829787949345,0.02317141327396137,0.0018276970709429382,0.00333062052459601,0.001280666528916876,9.534290845196941e-05,0.22877630920237796
8.55,0.02378724683180985,0.004509492183107584,0.02287804833542989,0.0017645393796985995,0.0033036743391265666,0.001240639097545492,9.196568250646883e-05,0.2260812978844022
8.6,0.023706497794563054,0.00441418964100513,0.022587386234350044,0.0017036303060654608,0.003276382192317329,0.001201945315762359,8.870736467201684e-05,0.22342227798295208
8.65,0.023625654611684914,0.004322754025457128,0.02229943552220418,0.0016449104172620728,0.0032487675796168407,0.0011645384540075214,8.556488159012478e-05,0.22079875566096727
8.700000000000001,0.023544721587839667,0.004235066453467356,0.022014203482579556,0.0015883208883324706,0.003220853599203792,0.0011283734834853028,8.253518395561877e-05,0.21821024510228745
8.75,0.02346370300467136,0.004151010478473022,0.02173169616531564,0.0015338035579977108,0.0031926629228093443,0.0010934070125625164,7.9615250211485e-05,0.21565626819939465
