Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(2),J_3d(4),J_total_Chromium
1.3,0.03612913717197744,0.12241088508316544,0.1302103478941956,0.07133738436033457,0.18585435873000267,0.1711898212865022,0.022280718030998754,0.07225827434395488,0.2448217701663309,0.42802430616200743,0.2604206957883912,1.115126152380016,0.022280718030998754,0.855949106432511,2.9988810233042105
1.35,0.03610210275273225,0.12115838882286792,0.12006070942776524,0.07129185186693615,0.17942594231069778,0.16487672431110068,0.020630385072167343,0.0722042055054645,0.24231677764573584,0.4277511112016169,0.24012141885553048,1.0765556538641867,0.020630385072167343,0.8243836215555034,2.903963173700205
1.4000000000000001,0.03607407610005424,0.11987429152522568,0.11048808030321368,0.07124158308568913,0.17289005792708462,0.15865367951581183,0.018982249539458172,0.07214815220010848,0.23974858305045135,0.42744949851413483,0.22097616060642736,1.0373403475625076,0.018982249539458172,0.7932683975790591,2.8099133890521473
1.4500000000000002,0.03604506041293375,0.11856008342020513,0.101499488209265,0.07118632259100231,0.16628142380320116,0.15254156232697513,0.01736844627114551,0.0720901208258675,0.23712016684041026,0.42711793554601385,0.20299897641853,0.9976885428192069,0.01736844627114551,0.7627078116348757,2.71709200035605
1.5,0.03601505900775471,0.11721726925058243,0.09309589375271261,0.07112581782563064,0.15963354527150442,0.14655755005005391,0.015813108166051616,0.07203011801550942,0.23443453850116486,0.4267549069537838,0.18619178750542523,0.9578012716290265,0.015813108166051616,0.7327877502502695,2.6258134810212312
1.55,0.03598407531494014,0.11584736455115237,0.08527283810085402,0.07105981996275092,0.15297834435596297,0.1407155123920708,0.014333464112708734,0.07196815062988028,0.23169472910230474,0.42635891977650553,0.17054567620170805,0.9178700661357778,0.014333464112708734,0.703577561960354,2.5363485679192395
1.6,0.03595211287602715,0.11445189215104351,0.07802109194191893,0.07098808474138649,0.14634586285832316,0.13502638241759055,0.012941004453329243,0.0719042257520543,0.22890378430208702,0.4259285084483189,0.15604218388383786,0.8780751771499389,0.012941004453329243,0.6751319120879528,2.448926796077519
1.6500000000000001,0.035919175341175204,0.1130323788969775,0.07132729444382503,0.07091037327148673,0.13976403499270307,0.12949850391778622,0.011642586726011811,0.07183835068235041,0.226064757793955,0.4254622396289204,0.14265458888765006,0.8385842099562184,0.011642586726011811,0.6474925195889312,2.363739253264037
1.7000000000000002,0.0358852664670846,0.11159035258808063,0.06517457274848491,0.07082645280532672,0.13325852441743263,0.12413795341704978,0.01044142096903071,0.0717705329341692,0.22318070517616126,0.4249587168319603,0.13034914549696983,0.7995511465045958,0.01044142096903071,0.6206897670852489,2.280941434998136
1.75,0.035850390115284375,0.11012733910853728,0.05954313427348,0.07073609747228599,0.12685261971104744,0.11894883631930969,0.009337913187883358,0.07170078023056875,0.22025467821707456,0.4244165848337159,0.11908626854696,0.7611157182662847,0.009337913187883358,0.5947441815965484,2.200656124879036
1.8,0.03581455025073948,0.1086448597422725,0.05441082570542888,0.07063908897447697,0.12056718187109874,0.11393355741208888,0.008330367485489059,0.07162910050147896,0.217289719484545,0.42383453384686187,0.10882165141085776,0.7234030912265925,0.008330367485489059,0.5696677870604444,2.1229762510162695
1.85,0.0357777509407229,0.1071444286533576,0.049753654057154165,0.07053521724110785,0.11442063722240992,0.10909306635708338,0.007415558459457543,0.0715555018814458,0.2142888573067152,0.42321130344664715,0.09950730811430833,0.6865238233344595,0.007415558459457543,0.5454653317854169,2.0479676843284507
1.9000000000000001,0.03573999635389864,0.10562755051644439,0.04554626651928231,0.07042428103987108,0.10842900915237061,0.1044270790518366,0.006589190134287475,0.07147999270779729,0.21125510103288878,0.4225456862392265,0.09109253303856461,0.6505740549142236,0.006589190134287475,0.522135395259183,1.975671953326171
1.9500000000000002,0.03570129075956415,0.1040957182828545,0.04176238706119747,0.07030608854403826,0.10260598229667925,0.09993427592751765,0.005846258710389026,0.0714025815191283,0.208191436565709,0.4218365312642296,0.08352477412239494,0.6156358937800754,0.005846258710389026,0.49967137963758823,1.9061088555995145
2.0,0.03566163852700537,0.10255041106967155,0.038375208822128526,0.0701804578543075,0.09696299313689136,0.09561247838938272,0.005181335508979144,0.07132327705401074,0.2051008221393431,0.42108274712584504,0.07675041764425705,0.5817779588213481,0.005181335508979144,0.4780623919469136,1.8392789502406968
2.0500000000000003,0.035621044124922945,0.10099309216108195,0.03535774227823141,0.0700472174747883,0.09150934140391222,0.09145880472191163,0.004588784710841166,0.07124208824984589,0.2019861843221639,0.4202833048487298,0.07071548455646282,0.5490560484234733,0.004588784710841166,0.4572940236095582,1.775165918721075
2.1,0.035579512120893934,0.09942520711312412,0.03268311997596783,0.06990620674281733,0.08625231717719939,0.08746980687129863,0.004062928422152794,0.07115902424178787,0.19885041422624825,0.419437240456904,0.06536623995193566,0.5175139030631963,0.004062928422152794,0.43734903435649314,1.713738784718718
2.15,0.03553704718083912,0.09784818195482742,0.030324859288757264,0.06975727621257705,0.08119733910097139,0.08364158958152265,0.0035981695706308104,0.07107409436167823,0.19569636390965484,0.4185436572754623,0.06064971857751453,0.4871840346058284,0.0035981695706308104,0.4182079479076133,1.6549539862083824
2.2,0.03549365406847139,0.09626342148038257,0.028257085188387723,0.06960028799273744,0.07634809968394826,0.07996991339429058,0.003189081293050893,0.07098730813694278,0.19252684296076514,0.4176017279564247,0.05651417037677545,0.45808859810368957,0.003189081293050893,0.3998495669714529,1.5987572957991012
2.25,0.03544933764470592,0.0946723076284471,0.02645471543302712,0.06943511603856144,0.07170671419020459,0.07645028302712377,0.0028304698784699885,0.07089867528941184,0.1893446152568942,0.4166106962313686,0.05290943086605424,0.4302402851412276,0.0028304698784699885,0.38225141513561883,1.5450855877990455
2.3000000000000003,0.035404102867017014,0.09307619794593325,0.024893610869887728,0.06926164639910741,0.0672738701516752,0.07307802261922229,0.0025174169863174077,0.07080820573403403,0.1861523958918665,0.41556987839464443,0.049787221739775456,0.4036432209100512,0.0025174169863174077,0.36539011309611147,1.4938684527528006
2.35,0.03535795478873085,0.09147642413465328,0.023550693744123184,0.06907977742033182,0.06304897502729036,0.06984833928472449,0.0022453057456449563,0.0707159095774617,0.18295284826930655,0.4144786645219909,0.04710138748824637,0.3782938501637422,0.0022453057456449563,0.34924169642362246,1.445029662190015
2.4000000000000004,0.03531089855824637,0.08987429068001236,0.02240403700875167,0.06888941990504144,0.05903029999225997,0.06675637634198964,0.002009834431636117,0.07062179711649275,0.17974858136002472,0.41333651943024863,0.04480807401750334,0.3541817999535598,0.002009834431636117,0.33378188170994816,1.3984884880194135
2.45,0.03526293941817975,0.08827107356156214,0.021432927656063097,0.06869049723077277,0.05521511825893558,0.06379725750054528,0.0018070206762597443,0.0705258788363595,0.17654214712312427,0.4121429833846366,0.042865855312126194,0.3312907095536135,0.0018070206762597443,0.3189862875027264,1.3541608823888462
2.5,0.035214082704429966,0.08666801904567174,0.020617907051759025,0.06848294542678592,0.05159983670539034,0.060966123189367706,0.00163319857198122,0.07042816540885993,0.1733360380913435,0.4108976725607155,0.04123581410351805,0.30959902023234204,0.00163319857198122,0.3048306159468385,1.311960524915599
2.5500000000000003,0.03516433384516528,0.08506634256086398,0.0199407911612056,0.068266713211456,0.0481801199186139,0.05825816010588629,0.0014850105446793734,0.07032866769033055,0.17013268512172797,0.409600279268736,0.0398815823224112,0.2890807195116834,0.0014850105446793734,0.29129080052943146,1.271799744989
2.6,0.03511369835973159,0.08346722765651807,0.0193846734240865,0.06804176199142636,0.044951006046664174,0.055668624958605646,0.001359395482455628,0.07022739671946318,0.16693445531303613,0.4082505719485582,0.038769346848173,0.269706036279985,0.001359395482455628,0.27834312479302825,1.2335903273846993
2.6500000000000004,0.03506218185748528,0.08187182504568127,0.018933912869870388,0.06780806582395903,0.04190701409998653,0.05319286327090995,0.0012535742928755443,0.07012436371497056,0.16374365009136255,0.40684839494375413,0.037867825739740776,0.2514420845999192,0.0012535742928755443,0.26596431635454976,1.1972442097371725
2.7,0.0350097900365537,0.0802812517326777,0.018574109881165833,0.06756561134397744,0.0390422425489186,0.05082632401209495,0.001165033807793626,0.0700195800731074,0.1605625034653554,0.4053936680638647,0.037148219762331666,0.2342534552935116,0.001165033807793626,0.25413162006047474,1.162674080526439
2.75,0.0349565286825274,0.07869659022607062,0.01829207181333361,0.06731439765734826,0.03635045923518611,0.04856457072589682,0.001091509750587666,0.0699130573650548,0.15739318045214123,0.40388638594408954,0.03658414362666722,0.21810275541111665,0.001091509750587666,0.2428228536294841,1.1297938861791412
2.8000000000000003,0.0349024036670887,0.07711888783734419,0.018075770473556414,0.06705443620199208,0.03382518275332924,0.046403289738059204,0.0010309693160070505,0.0698048073341774,0.15423777567468838,0.4023266172119525,0.03615154094711283,0.20295109651997545,0.0010309693160070505,0.23201644869029603,1.0985192556942098
2.85,0.03484742094658114,0.07554915606543226,0.017914293256642937,0.0667857505784491,0.03145975556697736,0.044338295943555775,0.000981593780420024,0.06969484189316227,0.15109831213086453,0.4007145034706946,0.035828586513285875,0.18875853340186416,0.000981593780420024,0.22169147971777886,1.0687678509080705
2.9000000000000004,0.03479158656052506,0.07398837006695205,0.01779778953277262,0.06650837635155489,0.029247409208222417,0.04236553660128815,0.000941761454002999,0.06958317312105013,0.1479767401339041,0.39905025810932937,0.03559557906554524,0.1754844552493345,0.000941761454002999,0.21182768300644078,1.040459650139607
2.95,0.034734906630084245,0.07243746821170907,0.017717413687758796,0.06622236082490503,0.027181321969434246,0.04048109349938373,0.0009100312014899273,0.06946981326016849,0.14487493642341814,0.3973341649494302,0.03543482737551759,0.16308793181660547,0.0009100312014899273,0.20240546749691865,1.0135171725235486
3.0,0.034677387356488495,0.07089735172273547,0.01766526603190293,0.06592776278980426,0.025254669538938825,0.038681183797345864,0.0008851266905513451,0.06935477471297699,0.14179470344547093,0.39556657673882556,0.03533053206380586,0.15152801723363296,0.0008851266905513451,0.19340591898672932,0.9878656498719929
3.0500000000000003,0.034619035019417245,0.06936888439981763,0.017634332621021476,0.06562465225040771,0.02346066905804574,0.03696215980180729,0.0008659214734915476,0.06923807003883449,0.13873776879963526,0.3937479135024463,0.03526866524204295,0.14076401434827443,0.0008659214734915476,0.18481079900903644,0.9634331524137614
3.1,0.03455985597534877,0.0678528924251649,0.01761842487396272,0.06531311012676783,0.021792617089694263,0.035320507889935196,0.0008514249661127732,0.06911971195069753,0.1357057848503298,0.39187866076060696,0.03523684974792544,0.13075570253816557,0.0008514249661127732,0.17660253944967597,0.9401506742635141
3.1500000000000004,0.034499856655879575,0.0663501642495766,0.017612119725542646,0.06499322793750159,0.020243921990948523,0.0337528467580033,0.0008407693551418235,0.06899971331175915,0.1327003284991532,0.38995936762500955,0.03522423945108529,0.12146353194569114,0.0008407693551418235,0.1687642337900165,0.9179521839778566
3.2,0.034439043566018304,0.06486145055718492,0.017610700922505707,0.06466510746378838,0.01880813117488548,0.0322559251416292,0.0008331974407732774,0.06887808713203661,0.12972290111436985,0.38799064478273027,0.035221401845011414,0.11284878704931288,0.0008331974407732774,0.161279625708146,0.8967746450723804
3.25,0.034377423282458124,0.0633874643065872,0.01761010195268282,0.06432886039639904,0.01747895373398374,0.0308266191280246,0.0008280514021924328,0.06875484656491625,0.1267749286131744,0.38597316237839424,0.03522020390536564,0.10487372240390244,0.0008280514021924328,0.154133095640123,0.8765580109080684
3.3000000000000003,0.03431500245183146,0.061928880845939324,0.01760685099352017,0.06398460796744285,0.01625027887857697,0.02946192915870515,0.0008247624601952198,0.06863000490366292,0.12385776169187865,0.3839076478046571,0.03521370198704034,0.09750167327146184,0.0008247624601952198,0.14730964579352576,0.8572451979124218
3.35,0.03425178778895055,0.06048633809936166,0.01759801817492704,0.06363248056849924,0.015116190621674479,0.028158976802873294,0.0008228414012288576,0.0685035755779011,0.12097267619872332,0.38179488341099543,0.03519603634985408,0.09069714373004688,0.0008228414012288576,0.14079488401436646,0.8387820406831162
3.4000000000000004,0.03418778607503709,0.059060436821812425,0.017581165372134916,0.0632726173567774,0.014070979116646076,0.026915001366595012,0.0008218699205197114,0.06837557215007418,0.11812087364362485,0.3796357041406644,0.03516233074426983,0.08442587469987645,0.0008218699205197114,0.13457500683297507,0.8211172321320046
3.45,0.03412300415594398,0.05765174091941242,0.01755429867607751,0.06290516585091807,0.013109149027888524,0.02572735639046263,0.0008214927377641752,0.06824600831188796,0.11530348183882484,0.3774309951055084,0.03510859735215502,0.07865489416733114,0.0008214927377641752,0.12863678195231315,0.8042022514657848
3.5,0.03405744894037187,0.05626077783205802,0.017515823630749217,0.06253028151801865,0.012225425287427429,0.02459350607824806,0.0008214104365873117,0.06811489788074374,0.11252155566411604,0.3751816891081119,0.03503164726149843,0.07335255172456458,0.0008214104365873117,0.1229675303912403,0.7879912824668623
3.5500000000000003,0.03399112739808306,0.05488803897503841,0.01746450327811915,0.062148127353425814,0.01141475656309905,0.02351102169073701,0.0008213729781771246,0.06798225479616612,0.10977607795007682,0.3728887641205549,0.0349290065562383,0.0684885393785943,0.0008213729781771246,0.11755510845368505,0.7724411242334926
3.6,0.03392404655811496,0.05353398023627583,0.017399419010524154,0.0617588734547981,0.010672316736999771,0.022477577932173257,0.0008211738398191397,0.06784809311622993,0.10706796047255165,0.3705532407287886,0.03479883802104831,0.06403390042199864,0.0008211738398191397,0.11238788966086628,0.7575110962613026
3.6500000000000004,0.033856213506995136,0.052199022525734357,0.017319934197123216,0.06136269659189625,0.009993504666673104,0.02149094935126088,0.0008206447301961533,0.06771242701399027,0.10439804505146871,0.3681761795513775,0.03463986839424643,0.05996102800003862,0.0008206447301961533,0.1074547467563044,0.7431629394976221
3.7,0.03378763538695982,0.05088355237349338,0.017225660524099733,0.060959779773510574,0.00937394247631198,0.02054900677423966,0.000819650835049459,0.06757527077391964,0.10176710474698676,0.36575867864106343,0.034451321048199465,0.056243654857871875,0.000819650835049459,0.1027450338711983,0.7293607147742889
3.75,0.03371831939417748,0.04958792257295249,0.01711642696703623,0.06055031181288303,0.008809472601292419,0.01964971378396851,0.0008180865489364464,0.06743663878835496,0.09917584514590498,0.36330187087729815,0.03423285393407246,0.05285683560775452,0.0008180865489364464,0.09824856891984256,0.7160706998221642
3.8000000000000003,0.03364827277697886,0.048312452865627575,0.016992251297508112,0.060134486892927316,0.008296153786762728,0.01879112325606314,0.0008158716512204007,0.06729654555395773,0.09662490573125515,0.36080692135756387,0.033984502595016224,0.04977692272057637,0.0008158716512204007,0.09395561628031569,0.7032612858899053
3.85,0.033577502834094865,0.0470574306640086,0.01685331401376398,0.05971250413249357,0.007830256219871773,0.017971373960801215,0.000812947886979046,0.06715500566818973,0.0941148613280172,0.3582750247949614,0.03370662802752796,0.04698153731923063,0.000812947886979046,0.08985686980400608,0.6909028748289121
3.9000000000000004,0.03350601691290324,0.04582311180897852,0.016699934576760177,0.05928456715486491,0.0074082559555703606,0.017188687237622017,0.0008092759161324271,0.06701203382580648,0.09164622361795705,0.35570740292918945,0.033399869153520355,0.04444953573342216,0.0008092759161324271,0.08594343618811008,0.6789677773641379
3.95,0.03343382240768523,0.04460972135833817,0.01653254982724043,0.05885088365961265,0.007026828777764963,0.016441363747517958,0.0008048325967028436,0.06686764481537046,0.08921944271667634,0.35310530195767587,0.03306509965448086,0.04216097266658978,0.0008048325967028436,0.08220681873758978,0.667430113145086
4.0,0.033360926757892866,0.04341745440304111,0.016351694456503314,0.058411664998874346,0.00668284362091932,0.01572778030736933,0.0007996085706814381,0.06672185351578573,0.08683490880608222,0.3504699899932461,0.03270338891300663,0.04009706172551592,0.0007996085706814381,0.07863890153684666,0.6562657130611647
4.05,0.03328733744642777,0.04224647690781593,0.016157983402544353,0.05796712575905569,0.006373355661944173,0.015046386809254119,0.0007936061234529332,0.06657467489285554,0.08449295381563186,0.3478027545543341,0.032315966805088706,0.038240133971665036,0.0007936061234529332,0.0752319340462706,0.6454520242092988
4.1000000000000005,0.033213061997931954,0.04109692657293757,0.015952096044013226,0.05751748334889284,0.006095599178328966,0.014395703226924062,0.0007868372900978715,0.06642612399586391,0.08219385314587514,0.34510490009335704,0.03190419208802645,0.0365735950699738,0.0007868372900978715,0.07197851613462031,0.6349680178178145
4.15,0.03313810797709123,0.03996891371400424,0.015734762066557505,0.05706295759474734,0.005846980255883549,0.013774316710940938,0.0007793221841348858,0.06627621595418245,0.07993782742800848,0.34237774556848405,0.03146952413311501,0.03508188153530129,0.0007793221841348858,0.06887158355470469,0.6247941003579309
4.2,0.033062482986951656,0.03886252215667983,0.015506748879344336,0.056603770343940644,0.005625069418096318,0.013180878773382974,0.0007710875263748547,0.06612496597390331,0.07772504431335966,0.33962262206364385,0.031013497758688672,0.03375041650857791,0.0007710875263748547,0.06590439386691486,0.6149120280114632
4.25,0.032986194667249356,0.03777781014347333,0.01526885046361484,0.056140145076871005,0.005427594238898807,0.012614102562539645,0.0007621653535301377,0.06597238933449871,0.07555562028694666,0.336840870461226,0.03053770092722968,0.03256556543339284,0.0007621653535301377,0.06307051281269822,0.6053048246095223
4.3,0.03290925069275401,0.036714811249743344,0.015021877539821704,0.05567230652859095,0.005252431991473455,0.012072760227594277,0.0007525918880549803,0.06581850138550802,0.07342962249948669,0.33403383917154567,0.03004375507964341,0.03151459194884073,0.0007525918880549803,0.060363801137971386,0.5959567031110509
4.3500000000000005,0.032831658771626256,0.035673535306238666,0.01476664894505144,0.05520048032046019,0.005097602377571024,0.011555680372936148,0.0007424065523900099,0.06566331754325251,0.07134707061247733,0.33120288192276115,0.02953329789010288,0.030585614265426143,0.0007424065523900099,0.05777840186468074,0.5868529906510908
4.4,0.03275342664378924,0.034653969325611926,0.014503984117889859,0.05472489260242646,0.004961260374537074,0.011061745601435633,0.0007316511123488128,0.06550685328757848,0.06930793865122385,0.32834935561455875,0.029007968235779717,0.029767562247222448,0.0007316511123488128,0.05530872800717817,0.5779800571558903
4.45,0.03267456207931432,0.03365607843047203,0.014234696593528369,0.054245769706425015,0.00484168923080657,0.010589890145749487,0.0007203689358235982,0.06534912415862865,0.06731215686094406,0.32547461823855006,0.028469393187056737,0.02905013538483942,0.0007203689358235982,0.05294945072874743,0.56932524749459
4.5,0.032595072876821216,0.032679806780672775,0.013959588417628047,0.05376333781132826,0.004737293634939019,0.010139097586493099,0.0007086043543065133,0.06519014575364243,0.06535961356134555,0.3225800268679696,0.027919176835256094,0.028423761809634115,0.0007086043543065133,0.05069548793246549,0.5608768171146198
4.55,0.03251496686189246,0.03172507849766623,0.013679445393174318,0.053277822619818165,0.004646593078263918,0.009708398655916552,0.0006964021159303692,0.06502993372378492,0.06345015699533246,0.319666935718909,0.027358890786348636,0.02787955846958351,0.0006964021159303692,0.04854199327958276,0.5526238710894715
4.6000000000000005,0.03243425188550242,0.030791798583882098,0.013395033080201107,0.052789449047497834,0.004568215426822781,0.009296869125548928,0.000683806919834734,0.06486850377100484,0.061583597167764195,0.316736694284987,0.026790066160402214,0.027409292560936684,0.000683806919834734,0.046484345627744644,0.5445563064926743
4.65,0.03235293582246072,0.029879853835225685,0.013107093473786274,0.052298440924504176,0.004500890714468847,0.008903627776127005,0.0006708630226679312,0.06470587164492143,0.05975970767045137,0.31379064554702507,0.02621418694757255,0.027005344286813084,0.0006708630226679312,0.04451813888063503,0.5366647580000865
4.7,0.03227102656987017,0.028989113744917434,0.012816342291078734,0.051805020709830785,0.004443445165662149,0.00852783444799779,0.0006576139089496839,0.06454205313974035,0.05797822748983487,0.3108301242589847,0.025632684582157467,0.026660670993972894,0.0006576139089496839,0.04263917223998895,0.5289405466136289
4.75,0.03218853204559921,0.028119431397025933,0.0125234668032813,0.051309409218520285,0.004394795453624164,0.008168688170077945,0.0006441020178500287,0.06437706409119842,0.056238862794051867,0.3078564553111217,0.0250469336065626,0.026368772721744985,0.0006441020178500287,0.040843440850389726,0.5213756313929193
4.800000000000001,0.032105460186768714,0.02727064434817227,0.01222912415345855,0.05081182536183694,0.004353943197044728,0.007825425365364432,0.0006303685196943524,0.06421092037353743,0.05454128869634454,0.30487095217102167,0.0244582483069171,0.026123659182268368,0.0006303685196943524,0.03912712682682216,0.5139625640766056
