Q,J_1s_one_electron,J_2s_one_electron,J_2p_one_electron,J_1s(2),J_2s(2),J_2p(3),J_total_nitrogen
3.95,0.05052585114909644,0.0053334805728312345,0.0031326040555294267,0.10105170229819288,0.010666961145662469,0.00939781216658828,0.12111647561044363
4.0,0.04951354325711102,0.005231588988395036,0.0029407560675615662,0.09902708651422204,0.010463177976790071,0.008822268202684698,0.1183125326936968
4.05,0.04851646987600598,0.005129000655846261,0.002761740937445204,0.09703293975201197,0.010258001311692522,0.008285222812335612,0.1155761638760401
4.1000000000000005,0.04753468334337805,0.005025969427182377,0.0025946347099791824,0.0950693666867561,0.010051938854364754,0.007783904129937547,0.1129052096710584
4.15,0.04656821872303679,0.004922731135868542,0.0024385841794858543,0.09313643744607358,0.009845462271737083,0.007315752538457563,0.11029765225626822
4.2,0.045617094597594415,0.004819503965277687,0.002292801189831716,0.09123418919518883,0.009639007930555374,0.006878403569495148,0.10775160069523936
4.25,0.04468131385020786,0.0047164889417525635,0.0021565574122892643,0.08936262770041573,0.009432977883505127,0.006469672236867793,0.10526527782078865
4.3,0.04376086443405812,0.004613870522699492,0.0020291795601255266,0.08752172886811624,0.009227741045398984,0.00608753868037658,0.1028370085938918
4.3500000000000005,0.042855720128293924,0.0045118172549525075,0.0019100450023595483,0.08571144025658785,0.009023634509905015,0.005730135007078645,0.1004652097735715
4.4,0.04196584127930362,0.004410482482779616,0.0017985777423901287,0.08393168255860724,0.008820964965559232,0.0053957332271703864,0.09814838075133686
4.45,0.04109117552630918,0.004310005088434496,0.0016942447301782303,0.08218235105261835,0.008620010176868993,0.005082734190534691,0.09588509542002203
4.5,0.04023165851040142,0.004210510251169421,0.0015965524793969698,0.08046331702080284,0.008421020502338842,0.00478965743819091,0.09367399496133258
4.55,0.03938721456625328,0.004112110213189673,0.0015050439634556056,0.07877442913250655,0.008224220426379346,0.004515131890366817,0.0915137814492527
4.6000000000000005,0.03855775739586027,0.004014905043208326,0.0014192957665815887,0.07711551479172055,0.008029810086416652,0.004257887299744766,0.08940321217788197
4.65,0.03774319072376319,0.0039189833901065885,0.001338915468224035,0.07548638144752638,0.007837966780213177,0.004016746404672105,0.08734109463241166
4.7,0.03694340893330712,0.0038244232207655235,0.0012635392409394185,0.07388681786661425,0.007648846441531047,0.0037906177228182554,0.08532628203096355
4.75,0.03615829768358493,0.0037312925374502204,0.0011928296436513014,0.07231659536716986,0.007462585074900441,0.003578488930953904,0.0833576693730242
4.800000000000001,0.03538773450679982,0.0036396500712321434,0.0011264735937545137,0.07077546901359964,0.007279300142464287,0.003379420781263541,0.08143418993732748
4.8500000000000005,0.0346315893858634,0.0035495459488597454,0.0010641805029736814,0.0692631787717268,0.007099091897719491,0.0031925415089210443,0.07955481217836732
4.9,0.03388972531212045,0.00346102233125739,0.0010056805631982935,0.0677794506242409,0.00692204466251478,0.00301704168959488,0.07771853697635056
4.95,0.03316199882316191,0.003374114022470866,0.0009507231697128405,0.06632399764632382,0.006748228044941732,0.002852169509138521,0.07592439520040407
5.0,0.03244826052075117,0.003288849048403487,0.000899075470331008,0.06489652104150234,0.006577698096806974,0.002697226410993024,0.07417144554930234
5.050000000000001,0.03174835556894788,0.0032052492051168617,0.0008505210299369296,0.06349671113789576,0.0064104984102337234,0.0025515630898107888,0.07245877263794027
5.1000000000000005,0.03106212417256721,0.0031233305768192353,0.0008048586008425823,0.06212424834513442,0.006246661153638471,0.002414575802527747,0.07078548530130063
5.15,0.03038940203616094,0.0030431040239441544,0.0007619009901963576,0.06077880407232188,0.006086208047888309,0.002285702970589073,0.06915071509079926
5.2,0.02973002080375146,0.002964575641943958,0.0007214740164308694,0.05946004160750292,0.005929151283887916,0.0021644220492926082,0.06755361494068345
5.25,0.02908380847958877,0.0028877471915951256,0.0006834155474245755,0.05816761695917754,0.005775494383190251,0.0020502466422737268,0.06599335798464152
5.300000000000001,0.02845058983023639,0.002812616501743914,0.0006475746136778439,0.05690117966047278,0.005625233003487828,0.0019427238410335318,0.06446913650499414
5.3500000000000005,0.0278301867683233,0.002739177845517564,0.0006138105903750362,0.0556603735366466,0.005478355691035128,0.0018414317711251086,0.06298016099880684
5.4,0.02722241871832656,0.0026674222910944116,0.0005819924427249494,0.05444483743665312,0.005334844582188823,0.001745977328174848,0.061525659347016794
5.45,0.026627102964773473,0.0025973380281705417,0.0005519980294470982,0.053254205929546945,0.005194676056341083,0.0016559940883412948,0.060104876074229326
5.5,0.026044054983272624,0.0025289106712851456,0.000523713459704832,0.05208810996654525,0.005057821342570291,0.001571140379114496,0.05871707168823003
5.550000000000001,0.025473088754800744,0.0024621235411752622,0.0004970324991819765,0.05094617750960149,0.0049242470823505245,0.0014910974975459294,0.05736152208949794
5.6000000000000005,0.024914017063687028,0.0023969579253260136,0.0004718560213609005,0.049828034127374056,0.004793915850652027,0.0014155680640827015,0.05603751804210878
5.65,0.024366651779748148,0.002333393318867344,0.0004480915003897149,0.048733303559496295,0.004666786637734688,0.0013442745011691447,0.05474436469840013
5.7,0.023830804125036995,0.0022714076469449304,0.0004256525422275583,0.04766160825007399,0.004542815293889861,0.001276957626682675,0.053481381170646526
5.75,0.02330628492567481,0.002210977469663007,0.00040445845103209173,0.04661256985134962,0.004421954939326014,0.0012133753530962751,0.05224790014377191
5.800000000000001,0.02279290484924142,0.0021520781706620314,0.0003844338280047942,0.04558580969848284,0.004304156341324063,0.0011533014840143826,0.05104326752382128
5.8500000000000005,0.02229047462820123,0.002094684130355628,0.00036550820013948963,0.04458094925640246,0.004189368260711256,0.0010965246004184688,0.04986684211753219
5.9,0.021798805269843534,0.0020387688848101434,0.0003476156765296646,0.04359761053968707,0.004077537769620287,0.0010428470295889938,0.04871799533889635
5.95,0.02131770825321536,0.0019843052712073934,0.00033069463008232445,0.04263541650643072,0.003968610542414787,0.0009920838902469733,0.047596110939092474
6.0,0.02084699571352288,0.0019312655607874258,0.00031468740266192184,0.04169399142704576,0.0038625311215748515,0.0009440622079857655,0.04650058475660637
6.050000000000001,0.020386480614473967,0.0018796215801240347,0.0002995400318487634,0.04077296122894793,0.0037592431602480694,0.0008986200955462902,0.04543082448474229
6.1000000000000005,0.019935976909030005,0.001829344821541816,0.0002852019976435418,0.03987195381806001,0.003658689643083632,0.0008556059929306254,0.04438624945407427
6.15,0.0194952996890291,0.0017804065434401017,0.0002716259875844472,0.0389905993780582,0.0035608130868802035,0.0008148779627533417,0.04336629042769174
6.2,0.019064265324136437,0.0017327778612465628,0.00025876767886679115,0.038128530648272874,0.0034655557224931256,0.0007763030366003734,0.04237038940736637
6.25,0.01864269159056972,0.0016864298296817412,0.0002465855361681792,0.03728538318113944,0.0033728596593634824,0.0007397566085045376,0.04139799944900746
6.300000000000001,0.018230397790039456,0.0016413335169755776,0.0002350406239859343,0.03646079558007891,0.0032826670339511552,0.0007051218719578029,0.04044858448598787
6.3500000000000005,0.017827204859334922,0.0015974600716381943,0.00022409643238849368,0.035654409718669844,0.0031949201432763885,0.000672289297165481,0.03952161915911171
6.4,0.017432935470976973,0.0015547807823498973,0.00021371871516963218,0.034865870941953946,0.0031095615646997946,0.0006411561455088965,0.03861658865216264
6.45,0.017047414125349103,0.0015132671314996864,0.00020387533947429403,0.034094828250698206,0.0030265342629993727,0.0006116260184228821,0.03773298853212046
6.5,0.01667046723470756,0.0014728908428674522,0.00019453614603814052,0.03334093446941512,0.0029457816857349044,0.0005836084381144216,0.03687032459326445
6.550000000000001,0.016301923199460715,0.001433623923912612,0.00018567281925022997,0.03260384639892143,0.002867247847825224,0.0005570184577506899,0.03602811270449734
6.6000000000000005,0.015941612477096922,0.001395438703101123,0.00017725876631003988,0.031883224954193844,0.002790877406202246,0.0005317762989301197,0.03520587865932621
6.65,0.015589367644128844,0.0013583078626736055,0.00016926900480678764,0.031178735288257688,0.002716615725347211,0.0005078070144203629,0.03440315802802526
6.7,0.015245023451411065,0.0013222044672297204,0.0001616800581011471,0.03049004690282213,0.002644408934459441,0.00048504017430344126,0.03361949601158501
6.75,0.014908416873176277,0.0012871019884778674,0.00015446985793736212,0.029816833746352554,0.002574203976955735,0.00046340957381208636,0.03285444729712037
6.800000000000001,0.014579387150123985,0.0012529743264747182,0.00014761765375780278,0.02915877430024797,0.0025059486529494363,0.00044285296127340835,0.03210757591447082
6.8500000000000005,0.014257775826884225,0.0012197958276559985,0.0001411039282325058,0.02851555165376845,0.002439591655311997,0.00042331178469751747,0.031378455093777964
6.9,0.013943426784167316,0.001187541299938201,0.0001349103185534885,0.027886853568334632,0.002375082599876402,0.00040473095566046554,0.0306666671238715
6.95,0.013636186265899554,0.0011561860251505633,0.0001290195430779035,0.027272372531799108,0.0023123720503011266,0.0003870586292337105,0.029971803211333945
7.0,0.013335902901633296,0.0011257057690375227,0.0001234153329356409,0.026671805803266592,0.0022514115380750455,0.0003702459988069227,0.02929346334014856
7.050000000000001,0.013042427724509005,0.0010960767890539995,0.0001180823682460307,0.02608485544901801,0.002192153578107999,0.0003542471047380921,0.0286312561318641
7.1000000000000005,0.012755614185035812,0.0010672758401591312,0.00011300621861504368,0.025511228370071623,0.0021345516803182624,0.00033901865584513104,0.027984798706235017
7.15,0.012475318160946375,0.001039280178798455,0.00010817328760902753,0.02495063632189275,0.00207856035759691,0.00032451986282708257,0.027353716542316744
7.2,0.012201397963371427,0.0010120675652499698,0.0001035707609237245,0.024402795926742854,0.0020241351304999397,0.0003107122827711735,0.026737643340013967
7.25,0.011933714339568885,0.0009856162644958906,9.91865579882441e-05,0.02386742867913777,0.001971232528991781,0.0002975596739647323,0.02613622088209428
7.300000000000001,0.011672130472432407,0.0009599050457692476,9.50092867629662e-05,0.023344260944864813,0.0019198100915384952,0.0002850278602888986,0.02554909889669221
7.3500000000000005,0.011416511976994408,0.0009349131809126858,9.102820150815096e-05,0.022833023953988816,0.0018698263618253715,0.0002730846045244529,0.024975934920338637
7.4,0.011166726894128846,0.0009106204416758311,8.723316331645515e-05,0.02233345378825769,0.0018212408833516622,0.0002616994899493655,0.02441639416155872
7.45,0.01092264568164986,0.000887007096067405,8.361460321771522e-05,0.02184529136329972,0.00177401419213481,0.00025084380965314563,0.023870149365087676
7.5,0.010684141202993132,0.0008640539038687699,8.016348767834904e-05,0.021368282405986264,0.0017281078077375398,0.0002404904630350471,0.02333688067675885
7.550000000000001,0.010451088713658045,0.0008417421114068004,7.687128633065346e-05,0.02090217742731609,0.0016834842228136008,0.00023061385899196036,0.02281627550912165
7.6000000000000005,0.010223365845580189,0.0008200534456758068,7.372994177921211e-05,0.020446731691160378,0.0016401068913516135,0.00022118982533763634,0.022308028407849626
7.65,0.010000852589595365,0.0007989701078906644,7.073184134265812e-05,0.02000170517919073,0.0015979402157813287,0.00021219552402797437,0.021811840919000035
7.7,0.009783431276148372,0.0007784747665463002,6.786979059923431e-05,0.019566862552296744,0.0015569495330926004,0.00020360937179770292,0.021327421457187048
7.75,0.009570986554391968,0.0007585505500521838,6.513698861401828e-05,0.019141973108783936,0.0015171011001043676,0.00019541096584205485,0.02085448517473036
7.800000000000001,0.009363405369813994,0.000739181039004469,6.25270047343995e-05,0.018726810739627987,0.001478362078008938,0.0001875810142031985,0.02039275383184012
7.8500000000000005,0.009160576940523444,0.0007203502581528777,6.0033756848460815e-05,0.018321153881046888,0.0014407005163057554,0.00018010127054538243,0.019941955667898026
7.9,0.008962392732319259,0.0007020426681142755,5.765149100838013e-05,0.017924785464638517,0.001404085336228551,0.0001729544730251404,0.019501825273892208
7.95,0.008768746432659031,0.0006842431568801629,5.537476232787789e-05,0.017537492865318062,0.0013684863137603258,0.00016612428698363366,0.019072103466062022
8.0,0.008579533923638317,0.0006669370311609128,5.3198417069132154e-05,0.017159067847276634,0.0013338740623218255,0.00015959525120739647,0.01865253716080586
8.05,0.008394653254085095,0.0006501100076055628,5.1117575840508407e-05,0.01678930650817019,0.0013002200152111257,0.00015335272752152522,0.01824287925090284
8.1,0.008214004610868046,0.0006337482039322476,4.912761783194071e-05,0.01642800922173609,0.0012674964078644951,0.00014738285349582213,0.017842888483096408
8.15,0.008037490289511518,0.0006178381300009208,4.7224166019886675e-05,0.016074980579023037,0.0012356762600018417,0.00014167249805966002,0.017452329337084536
8.200000000000001,0.007865014664204863,0.0006023666788568872,4.540307327849641e-05,0.015730029328409726,0.0012047333577137743,0.00013620921983548923,0.01707097190595899
8.25,0.007696484157288283,0.0005873211177707325,4.3660409338005175e-05,0.015392968314576566,0.001174642235541465,0.00013098122801401553,0.016698591778132047
8.3,0.0075318072082926416,0.0005726890792975999,4.19924485354172e-05,0.015063614416585283,0.0011453781585951998,0.00012597734560625162,0.016334969920786733
8.35,0.007370894242605849,0.0005584585523763055,4.039565830631037e-05,0.014741788485211698,0.001116917104752611,0.00012118697491893111,0.01597989256488324
8.4,0.007213657639833752,0.0005446178734865269,3.88666883700813e-05,0.014427315279667504,0.0010892357469730538,0.0001166000651102439,0.015633151091750803
8.450000000000001,0.007060011701919412,0.0005311557178802636,3.740236056419484e-05,0.014120023403838824,0.0010623114357605273,0.00011220708169258452,0.015294541921291935
8.5,0.006909872621080214,0.0005180610909018544,3.599965928600852e-05,0.013819745242160428,0.0010361221818037088,0.00010799897785802557,0.014963866401822162
8.55,0.0067631584476185265,0.0005053233194091272,3.465572250353993e-05,0.013526316895237053,0.0010106466388182544,0.0001039671675106198,0.014640930701565927
8.6,0.006619789057657866,0.0004929320433066786,3.3367833299141855e-05,0.013239578115315733,0.0009858640866133573,0.00010010349989742557,0.014325545701826516
8.65,0.006479686120852787,0.00048087720720081895,3.213341191246189e-05,0.012959372241705574,0.0009617544144016379,9.640023573738567e-05,0.014017526891844599
8.700000000000001,0.006342773068117596,0.00046914905218442993,3.0950008251309284e-05,0.012685546136235192,0.0009382981043688599,9.285002475392785e-05,0.01371669426535798
8.75,0.006208975059415516,0.0004577381077587566,2.9815294841135137e-05,0.012417950118831032,0.0009154762155175132,8.944588452340542e-05,0.01342287221887195
8.8,0.006078218951647023,0.000446635183898078,2.87270601857738e-05,0.012156437903294046,0.000893270367796156,8.61811805573214e-05,0.013135889451647524
8.85,0.005950433266673199,0.00043583136326220924,2.7683202513898137e-05,0.011900866533346398,0.0008716627265244185,8.304960754169441e-05,0.012855578867412511
8.9,0.005825548159507009,0.00042531799356087033,2.668172388731943e-05,0.011651096319014018,0.0008506359871217407,8.004517166195829e-05,0.012581777477797717
8.950000000000001,0.005703495386703093,0.0004150866800731634,2.5720724648828157e-05,0.011406990773406187,0.0008301733601463268,7.716217394648447e-05,0.012314326307498999
9.0,0.005584208274973925,0.00040512927832463705,2.4798398188725328e-05,0.01116841654994785,0.0008102585566492741,7.439519456617599e-05,0.0120530703011633
9.05,0.005467621690058029,0.00039543788692376387,2.3913026010550846e-05,0.010935243380116057,0.0007908757738475277,7.173907803165254e-05,0.011797858231995237
9.1,0.005353672005863752,0.00038600484055905293,2.306297307777807e-05,0.010707344011727503,0.0007720096811181059,6.918891923333422e-05,0.011548542612078943
9.15,0.005242297073909842,0.00037682270315746484,2.2246683424419108e-05,0.010484594147819683,0.0007536454063149297,6.674005027325732e-05,0.01130497960440787
9.200000000000001,0.005133436193082374,0.0003678842612043295,2.146267601358378e-05,0.010266872386164748,0.000735768522408659,6.438802804075134e-05,0.011067028936614157
9.25,0.005027030079725467,0.00035918251722451267,2.070954082905575e-05,0.010054060159450933,0.0007183650344490253,6.212862248716725e-05,0.010834553816387127
9.3,0.004923020838081663,0.0003507106834241993,1.9985935185903658e-05,0.009846041676163327,0.0007014213668483986,5.995780555771097e-05,0.010607420848569435
9.35,0.004821351931096173,0.00034246217549231515,1.9290580247034303e-05,0.009642703862192346,0.0006849243509846303,5.787174074110291e-05,0.01038549995391808
9.4,0.004721968151597529,0.0003344306065602911,1.8622257733423446e-05,0.009443936303195058,0.0006688612131205822,5.586677320027034e-05,0.01016866428951591
9.450000000000001,0.004624815593865949,0.00032660978131861945,1.797980681653555e-05,0.009249631187731897,0.0006532195626372389,5.393942044960665e-05,0.009956790170818743
9.5,0.004529841625599138,0.00031899369028839605,1.7362121182164913e-05,0.009059683251198276,0.0006379873805767921,5.2086363546494736e-05,0.009749756995321563
9.55,0.004436994860284125,0.0003115765042458461,1.676814625560631e-05,0.00887398972056825,0.0006231530084916921,5.0304438766818923e-05,0.00954744716782676
9.600000000000001,0.004346225129982503,0.000304352568797647,1.619687657869331e-05,0.008692450259965005,0.000608705137595294,4.859062973607993e-05,0.00934974602729638
9.65,0.004257483458535265,0.00029731639910470084,1.564735332983049e-05,0.00851496691707053,0.0005946327982094017,4.694205998949147e-05,0.009156541775269424
9.700000000000001,0.004170722035192447,0.00029046267475188095,1.5118661978696326e-05,0.008341444070384894,0.0005809253495037619,4.535598593608898e-05,0.008967725405824745
9.75,0.004085894188671826,0.0002837862347611653,1.4609930067807687e-05,0.008171788377343652,0.0005675724695223306,4.382979020342306e-05,0.008783190637069406
