Q,J_1s_one_electron,J_2s_one_electron,J_2p_one_electron,J_1s(2),J_2s(2),J_2p(2),J_total_carbon
5.3,0.022077058,0.001859365,0.000238599,0.044154116,0.00371873,0.000477199,0.048350045
5.35,0.021504459,0.001800548,0.000225447,0.043008918,0.003601096,0.000450893,0.047060907
5.4,0.020946703,0.001743638,0.000213103,0.041893406,0.003487276,0.000426206,0.045806888
5.45,0.02040345,0.001688581,0.000201513,0.040806901,0.003377162,0.000403026,0.044587089
5.5,0.019874364,0.001635321,0.000190627,0.039748728,0.003270642,0.000381254,0.043400625
5.55,0.019359113,0.001583805,0.000180397,0.038718226,0.003167611,0.000360795,0.042246631
5.6,0.018857369,0.001533981,0.000170781,0.037714738,0.003067961,0.000341562,0.041124261
5.65,0.01836881,0.001485795,0.000161737,0.03673762,0.002971591,0.000323473,0.040032684
5.7,0.017893119,0.001439198,0.000153228,0.035786237,0.002878397,0.000306455,0.038971089
5.75,0.017429982,0.00139414,0.000145219,0.034859964,0.00278828,0.000290438,0.037938681
5.8,0.016979092,0.001350571,0.000137678,0.033958185,0.002701142,0.000275355,0.036934682
5.85,0.016540148,0.001308444,0.000130574,0.033080297,0.002616888,0.000261149,0.035958334
5.9,0.016112853,0.001267713,0.000123881,0.032225705,0.002535426,0.000247761,0.035008893
5.95,0.015696914,0.001228332,0.000117571,0.031393828,0.002456664,0.000235141,0.034085633
6,0.015292047,0.001190257,0.00011162,0.030584093,0.002380514,0.00022324,0.033187847
6.05,0.01489797,0.001153445,0.000106006,0.029795939,0.002306891,0.000212012,0.032314842
6.1,0.014514408,0.001117855,0.000100708,0.029028817,0.00223571,0.000201416,0.031465943
6.15,0.014141094,0.001083445,9.57E-05,0.028282187,0.00216689,0.000191413,0.03064049
6.2,0.013777761,0.001050176,9.10E-05,0.027555522,0.002100352,0.000181965,0.029837839
6.25,0.013424152,0.00101801,8.65E-05,0.026848305,0.00203602,0.000173039,0.029057364
6.3,0.013080015,0.00098691,8.23E-05,0.026160029,0.001973819,0.000164603,0.028298452
6.35,0.012745101,0.000956839,7.83E-05,0.025490201,0.001913678,0.000156628,0.027560507
6.4,0.012419168,0.000927763,7.45E-05,0.024838336,0.001855526,0.000149085,0.026842947
6.45,0.012101981,0.000899648,7.10E-05,0.024203962,0.001799295,0.000141948,0.026145205
6.5,0.011793307,0.00087246,6.76E-05,0.023586614,0.001744921,0.000135194,0.025466729
6.55,0.011492921,0.00084617,6.44E-05,0.022985842,0.001692339,0.0001288,0.024806981
6.6,0.011200602,0.000820745,6.14E-05,0.022401205,0.001641489,0.000122744,0.024165438
6.65,0.010916135,0.000796155,5.85E-05,0.021832271,0.001592311,0.000117007,0.023541588
6.7,0.010639309,0.000772373,5.58E-05,0.021278619,0.001544747,0.00011157,0.022934936
6.75,0.010369919,0.000749371,5.32E-05,0.020739839,0.001498742,0.000106417,0.022344997
6.8,0.010107765,0.000727121,5.08E-05,0.02021553,0.001454242,0.000101529,0.021771301
6.85,0.00985265,0.000705598,4.84E-05,0.019705301,0.001411196,9.69E-05,0.021213391
6.9,0.009604385,0.000684777,4.62E-05,0.019208771,0.001369554,9.25E-05,0.020670819
6.95,0.009362784,0.000664633,4.42E-05,0.018725568,0.001329266,8.83E-05,0.020143154
7,0.009127665,0.000645144,4.22E-05,0.01825533,0.001290287,8.44E-05,0.019629972
7.05,0.008898852,0.000626285,4.03E-05,0.017797703,0.001252571,8.06E-05,0.019130865
7.1,0.008676172,0.000608037,3.85E-05,0.017352344,0.001216075,7.70E-05,0.018645432
7.15,0.008459458,0.000590378,3.68E-05,0.016918916,0.001180756,7.36E-05,0.018173287
7.2,0.008248547,0.000573287,3.52E-05,0.016497094,0.001146574,7.04E-05,0.017714052
7.25,0.008043279,0.000556745,3.37E-05,0.016086558,0.00111349,6.73E-05,0.017267361
7.3,0.0078435,0.000540733,3.22E-05,0.015687,0.001081467,6.44E-05,0.016832857
7.35,0.007649058,0.000525233,3.08E-05,0.015298117,0.001050467,6.16E-05,0.016410193
7.4,0.007459807,0.000510228,2.95E-05,0.014919615,0.001020455,5.90E-05,0.015999035
7.45,0.007275604,0.000495699,2.82E-05,0.014551208,0.000991398,5.64E-05,0.015599053
7.5,0.00709631,0.000481632,2.70E-05,0.014192619,0.000963263,5.40E-05,0.015209931
7.55,0.006921788,0.000468009,2.59E-05,0.013843576,0.000936019,5.18E-05,0.01483136
7.6,0.006751908,0.000454817,2.48E-05,0.013503815,0.000909634,4.96E-05,0.014463039
7.65,0.00658654,0.00044204,2.38E-05,0.013173081,0.00088408,4.75E-05,0.014104677
7.7,0.006425562,0.000429664,2.28E-05,0.012851123,0.000859328,4.55E-05,0.013755991
7.75,0.00626885,0.000417676,2.18E-05,0.012537699,0.000835351,4.37E-05,0.013416706
7.8,0.006116286,0.000406061,2.09E-05,0.012232573,0.000812123,4.19E-05,0.013086554
7.85,0.005967757,0.000394809,2.01E-05,0.011935515,0.000789617,4.01E-05,0.012765277
7.9,0.005823151,0.000383905,1.93E-05,0.011646301,0.000767811,3.85E-05,0.012452621
7.95,0.005682358,0.00037334,1.85E-05,0.011364716,0.00074668,3.69E-05,0.012148343
8,0.005545273,0.0003631,1.77E-05,0.011090547,0.0007262,3.55E-05,0.011852205
8.05,0.005411795,0.000353176,1.70E-05,0.010823589,0.000706352,3.40E-05,0.011563976
8.1,0.005281822,0.000343556,1.63E-05,0.010563643,0.000687112,3.27E-05,0.011283432
8.15,0.005155257,0.000334231,1.57E-05,0.010310515,0.000668461,3.14E-05,0.011010354
8.2,0.005032008,0.00032519,1.51E-05,0.010064015,0.00065038,3.01E-05,0.010744532
8.25,0.004911981,0.000316424,1.45E-05,0.009823961,0.000632848,2.90E-05,0.010485761
8.3,0.004795087,0.000307924,1.39E-05,0.009590175,0.000615848,2.78E-05,0.010233842
8.35,0.004681241,0.000299681,1.34E-05,0.009362483,0.000599362,2.67E-05,0.00998858
8.4,0.004570358,0.000291686,1.28E-05,0.009140717,0.000583373,2.57E-05,0.009749788
8.45,0.004462356,0.000283932,1.24E-05,0.008924713,0.000567864,2.47E-05,0.009517284
8.5,0.004357156,0.00027641,1.19E-05,0.008714312,0.000552821,2.38E-05,0.009290891
8.55,0.00425468,0.000269113,1.14E-05,0.00850936,0.000538226,2.29E-05,0.009070437
8.6,0.004154853,0.000262033,1.10E-05,0.008309706,0.000524067,2.20E-05,0.008855754
8.65,0.004057603,0.000255164,1.06E-05,0.008115205,0.000510327,2.11E-05,0.008646682
8.7,0.003962858,0.000248497,1.02E-05,0.007925715,0.000496994,2.04E-05,0.008443062
8.75,0.003870549,0.000242028,9.79E-06,0.007741098,0.000484055,1.96E-05,0.008244743
8.8,0.00378061,0.000235748,9.43E-06,0.007561221,0.000471496,1.89E-05,0.008051575
8.85,0.003692976,0.000229653,9.08E-06,0.007385952,0.000459306,1.82E-05,0.007863415
8.9,0.003607583,0.000223736,8.74E-06,0.007215167,0.000447471,1.75E-05,0.007680123
8.95,0.00352437,0.000217991,8.42E-06,0.007048741,0.000435982,1.68E-05,0.007501564
9,0.003443278,0.000212413,8.11E-06,0.006886556,0.000424826,1.62E-05,0.007327606
9.05,0.003364248,0.000206997,7.82E-06,0.006728495,0.000413994,1.56E-05,0.007158121
9.1,0.003287224,0.000201737,7.53E-06,0.006574447,0.000403473,1.51E-05,0.006992985
9.15,0.003212151,0.000196628,7.26E-06,0.006424302,0.000393256,1.45E-05,0.006832077
9.2,0.003138976,0.000191666,7.00E-06,0.006277952,0.000383332,1.40E-05,0.006675281
9.25,0.003067648,0.000186846,6.75E-06,0.006135296,0.000373691,1.35E-05,0.006522482
9.3,0.002998116,0.000182163,6.51E-06,0.005996233,0.000364325,1.30E-05,0.006373571
9.35,0.002930332,0.000177613,6.28E-06,0.005860664,0.000355226,1.26E-05,0.006228441
9.4,0.002864248,0.000173192,6.05E-06,0.005728497,0.000346384,1.21E-05,0.006086987
9.45,0.002799819,0.000168896,5.84E-06,0.005599637,0.000337791,1.17E-05,0.005949109
9.5,0.002736998,0.00016472,5.64E-06,0.005473997,0.00032944,1.13E-05,0.005814708
9.55,0.002675744,0.000160662,5.44E-06,0.005351488,0.000321324,1.09E-05,0.00568369
9.6,0.002616014,0.000156717,5.25E-06,0.005232028,0.000313435,1.05E-05,0.005555961
9.65,0.002557766,0.000152882,5.07E-06,0.005115532,0.000305765,1.01E-05,0.005431433
9.7,0.002500962,0.000149154,4.89E-06,0.005001923,0.000298308,9.79E-06,0.005310017
9.75,0.002445561,0.000145529,4.72E-06,0.004891122,0.000291059,9.45E-06,0.00519163
9.8,0.002391527,0.000142004,4.56E-06,0.004783054,0.000284009,9.13E-06,0.00507619
9.85,0.002338823,0.000138576,4.41E-06,0.004677647,0.000277153,8.82E-06,0.004963615
9.9,0.002287414,0.000135243,4.26E-06,0.004574828,0.000270485,8.52E-06,0.00485383
9.95,0.002237265,0.000132,4.11E-06,0.004474529,0.000264,8.23E-06,0.004746758
10,0.002188342,0.000128846,3.98E-06,0.004376683,0.000257691,7.95E-06,0.004642327
10.05,0.002140612,0.000125777,3.84E-06,0.004281225,0.000251554,7.69E-06,0.004540465
10.1,0.002094045,0.000122792,3.71E-06,0.00418809,0.000245583,7.43E-06,0.004441103
10.15,0.002048609,0.000119887,3.59E-06,0.004097219,0.000239773,7.18E-06,0.004344175
10.2,0.002004275,0.00011706,3.47E-06,0.00400855,0.00023412,6.95E-06,0.004249615
10.25,0.001961013,0.000114309,3.36E-06,0.003922026,0.000228618,6.72E-06,0.00415736
10.3,0.001918795,0.000111632,3.25E-06,0.00383759,0.000223264,6.50E-06,0.004067349
10.35,0.001877593,0.000109026,3.14E-06,0.003755186,0.000218052,6.28E-06,0.003979522
10.4,0.001837382,0.000106489,3.04E-06,0.003674763,0.000212979,6.08E-06,0.00389382
10.45,0.001798134,0.00010402,2.94E-06,0.003596268,0.00020804,5.88E-06,0.003810189
10.5,0.001759825,0.000101616,2.85E-06,0.003519649,0.000203231,5.69E-06,0.003728572
10.55,0.00172243,9.93E-05,2.75E-06,0.003444859,0.00019855,5.51E-06,0.003648917
10.6,0.001685925,9.70E-05,2.67E-06,0.00337185,0.000193991,5.33E-06,0.003571172
10.65,0.001650287,9.48E-05,2.58E-06,0.003300575,0.000189551,5.16E-06,0.003495287
10.7,0.001615494,9.26E-05,2.50E-06,0.003230989,0.000185227,5.00E-06,0.003421213
10.75,0.001581524,9.05E-05,2.42E-06,0.003163048,0.000181016,4.84E-06,0.003348902
10.8,0.001548355,8.85E-05,2.34E-06,0.00309671,0.000176913,4.69E-06,0.003278309
10.85,0.001515967,8.65E-05,2.27E-06,0.003031933,0.000172917,4.54E-06,0.003209389
10.9,0.001484339,8.45E-05,2.20E-06,0.002968678,0.000169024,4.40E-06,0.003142097
10.95,0.001453452,8.26E-05,2.13E-06,0.002906904,0.00016523,4.26E-06,0.003076393
11,0.001423287,8.08E-05,2.06E-06,0.002846574,0.000161534,4.13E-06,0.003012234
11.05,0.001393826,7.90E-05,2.00E-06,0.002787651,0.000157932,4.00E-06,0.002949582
11.1,0.001365049,7.72E-05,1.94E-06,0.002730099,0.000154422,3.88E-06,0.002888396
11.15,0.001336941,7.55E-05,1.88E-06,0.002673882,0.000151,3.76E-06,0.002828639
11.2,0.001309484,7.38E-05,1.82E-06,0.002618968,0.000147666,3.64E-06,0.002770274
11.25,0.001282661,7.22E-05,1.76E-06,0.002565322,0.000144415,3.53E-06,0.002713266
11.3,0.001256456,7.06E-05,1.71E-06,0.002512912,0.000141246,3.42E-06,0.00265758
11.35,0.001230854,6.91E-05,1.66E-06,0.002461707,0.000138156,3.32E-06,0.002603182
11.4,0.001205839,6.76E-05,1.61E-06,0.002411677,0.000135143,3.22E-06,0.002550039
11.45,0.001181396,6.61E-05,1.56E-06,0.002362792,0.000132206,3.12E-06,0.00249812
11.5,0.001157512,6.47E-05,1.51E-06,0.002315023,0.000129341,3.03E-06,0.002447393
11.55,0.001134171,6.33E-05,1.47E-06,0.002268343,0.000126548,2.94E-06,0.002397827
11.6,0.001111361,6.19E-05,1.42E-06,0.002222722,0.000123823,2.85E-06,0.002349395
11.65,0.001089068,6.06E-05,1.38E-06,0.002178137,0.000121165,2.77E-06,0.002302067
11.7,0.00106728,5.93E-05,1.34E-06,0.002134559,0.000118573,2.68E-06,0.002255815
11.75,0.001045982,5.80E-05,1.30E-06,0.002091965,0.000116043,2.60E-06,0.002210613
11.8,0.001025165,5.68E-05,1.26E-06,0.002050329,0.000113576,2.53E-06,0.002166433
11.85,0.001004814,5.56E-05,1.23E-06,0.002009629,0.000111168,2.45E-06,0.002123251
11.9,0.00098492,5.44E-05,1.19E-06,0.00196984,0.000108819,2.38E-06,0.002081042
11.95,0.00096547,5.33E-05,1.16E-06,0.001930941,0.000106526,2.31E-06,0.00203978
12,0.000946454,5.21E-05,1.12E-06,0.001892908,0.000104289,2.25E-06,0.001999444
12.05,0.000927861,5.11E-05,1.09E-06,0.001855722,0.000102106,2.18E-06,0.001960009
12.1,0.000909681,5.00E-05,1.06E-06,0.001819361,1.00E-04,2.12E-06,0.001921454
12.15,0.000891903,4.89E-05,1.03E-06,0.001783805,9.79E-05,2.06E-06,0.001883757
12.2,0.000874517,4.79E-05,1.00E-06,0.001749035,9.59E-05,2.00E-06,0.001846897
12.25,0.000857515,4.69E-05,9.71E-07,0.00171503,9.39E-05,1.94E-06,0.001810853
12.3,0.000840886,4.60E-05,9.44E-07,0.001681773,9.19E-05,1.89E-06,0.001775604
12.35,0.000824622,4.50E-05,9.17E-07,0.001649245,9.01E-05,1.83E-06,0.001741133
12.4,0.000808714,4.41E-05,8.91E-07,0.001617428,8.82E-05,1.78E-06,0.001707419
12.45,0.000793153,4.32E-05,8.66E-07,0.001586306,8.64E-05,1.73E-06,0.001674445
12.5,0.000777931,4.23E-05,8.42E-07,0.001555862,8.46E-05,1.68E-06,0.001642191
12.55,0.000763039,4.15E-05,8.18E-07,0.001526078,8.29E-05,1.64E-06,0.001610642
12.6,0.00074847,4.06E-05,7.96E-07,0.00149694,8.12E-05,1.59E-06,0.001579779
12.65,0.000734216,3.98E-05,7.74E-07,0.001468432,7.96E-05,1.55E-06,0.001549587
12.7,0.000720269,3.90E-05,7.52E-07,0.001440539,7.80E-05,1.50E-06,0.001520048
12.75,0.000706623,3.82E-05,7.32E-07,0.001413246,7.64E-05,1.46E-06,0.001491148
12.8,0.000693269,3.75E-05,7.12E-07,0.001386538,7.49E-05,1.42E-06,0.001462871
12.85,0.000680201,3.67E-05,6.92E-07,0.001360403,7.34E-05,1.38E-06,0.001435202
12.9,0.000667413,3.60E-05,6.73E-07,0.001334825,7.20E-05,1.35E-06,0.001408126
12.95,0.000654896,3.53E-05,6.55E-07,0.001309793,7.05E-05,1.31E-06,0.00138163
13,0.000642646,3.46E-05,6.37E-07,0.001285293,6.91E-05,1.27E-06,0.0013557
13.05,0.000630656,3.39E-05,6.20E-07,0.001261312,6.78E-05,1.24E-06,0.001330321
13.1,0.000618919,3.32E-05,6.03E-07,0.001237839,6.64E-05,1.21E-06,0.001305483
13.15,0.00060743,3.26E-05,5.87E-07,0.001214861,6.51E-05,1.17E-06,0.00128117
13.2,0.000596183,3.19E-05,5.71E-07,0.001192367,6.39E-05,1.14E-06,0.001257372
13.25,0.000585173,3.13E-05,5.56E-07,0.001170345,6.26E-05,1.11E-06,0.001234075
13.3,0.000574393,3.07E-05,5.41E-07,0.001148786,6.14E-05,1.08E-06,0.001211269
13.35,0.000563838,3.01E-05,5.27E-07,0.001127676,6.02E-05,1.05E-06,0.001188941
13.4,0.000553504,2.95E-05,5.13E-07,0.001107007,5.90E-05,1.03E-06,0.001167081
13.45,0.000543384,2.90E-05,5.00E-07,0.001086769,5.79E-05,9.99E-07,0.001145678
13.5,0.000533475,2.84E-05,4.87E-07,0.00106695,5.68E-05,9.73E-07,0.001124721
13.55,0.000523771,2.79E-05,4.74E-07,0.001047542,5.57E-05,9.48E-07,0.001104199
13.6,0.000514267,2.73E-05,4.61E-07,0.001028534,5.46E-05,9.23E-07,0.001084103
13.65,0.000504959,2.68E-05,4.49E-07,0.001009919,5.36E-05,8.99E-07,0.001064423
13.7,0.000495843,2.63E-05,4.38E-07,0.000991686,5.26E-05,8.76E-07,0.001045149
13.75,0.000486914,2.58E-05,4.26E-07,0.000973828,5.16E-05,8.53E-07,0.001026272
13.8,0.000478167,2.53E-05,4.15E-07,0.000956334,5.06E-05,8.31E-07,0.001007782
13.85,0.000469599,2.48E-05,4.05E-07,0.000939198,4.97E-05,8.10E-07,0.000989672
13.9,0.000461206,2.44E-05,3.94E-07,0.000922412,4.87E-05,7.89E-07,0.000971932
13.95,0.000452983,2.39E-05,3.84E-07,0.000905966,4.78E-05,7.69E-07,0.000954553
14,0.000444927,2.35E-05,3.75E-07,0.000889853,4.69E-05,7.49E-07,0.000937529
14.05,0.000437033,2.30E-05,3.65E-07,0.000874067,4.61E-05,7.30E-07,0.000920849
14.1,0.0004293,2.26E-05,3.56E-07,0.000858599,4.52E-05,7.12E-07,0.000904508
14.15,0.000421721,2.22E-05,3.47E-07,0.000843443,4.44E-05,6.94E-07,0.000888496
14.2,0.000414295,2.18E-05,3.38E-07,0.00082859,4.35E-05,6.76E-07,0.000872808
14.25,0.000407018,2.14E-05,3.30E-07,0.000814036,4.27E-05,6.59E-07,0.000857435
14.3,0.000399886,2.10E-05,3.21E-07,0.000799772,4.20E-05,6.43E-07,0.00084237
14.35,0.000392897,2.06E-05,3.13E-07,0.000785793,4.12E-05,6.27E-07,0.000827606
14.4,0.000386046,2.02E-05,3.06E-07,0.000772092,4.04E-05,6.11E-07,0.000813138
14.45,0.000379332,1.98E-05,2.98E-07,0.000758663,3.97E-05,5.96E-07,0.000798957
14.5,0.00037275,1.95E-05,2.91E-07,0.0007455,3.90E-05,5.81E-07,0.000785058
14.55,0.000366299,1.91E-05,2.84E-07,0.000732597,3.83E-05,5.67E-07,0.000771435
