Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(1),J_total_Rh_relativistic
0.5,0.018365469463500397,0.06613623248492616,0.0330666633525966,0.03423011778125094,0.15548500904344534,0.09517341646089666,0.09766153849960674,0.06638786499532713,0.0669655971182751,0.3238528513308776,0.25307591078903985,0.2605453156473775,0.2782094877092081,0.2832257356842883,0.1572870765184166,6.530432006346867
0.55,0.018364053467845292,0.06607399118113573,0.033066598872077094,0.03423004293873371,0.15451429322244198,0.09516263679161792,0.09764930483296147,0.06638777305597182,0.06696549998995219,0.3117424658397769,0.2517262729627683,0.2589873040066621,0.27563212340239,0.2802976894881185,0.10713879671315943,6.422969372227549
0.6000000000000001,0.018362502788084233,0.06600589673711796,0.0330665143325021,0.034229944817665656,0.15345855569487737,0.09514857667742098,0.09763335319183415,0.06638762988493162,0.06696534875747068,0.2990420707111186,0.25003508727007334,0.25704117930878584,0.2723852953313462,0.2766455027687242,0.07475761416475862,6.324079736345123
0.65,0.01836081747126584,0.0659319693865804,0.033066405970019586,0.03422981905238799,0.15231975513629914,0.09513065589579367,0.0976130283657991,0.06638741521258791,0.06696512202864331,0.2858744089119051,0.24797082323734787,0.2546737481073087,0.26846254337754727,0.2722748032099065,0.05494112224472189,6.228606955737156
0.7000000000000001,0.01835899756851671,0.06585223107395674,0.033066269707315875,0.03422966091451264,0.15109999214529662,0.09510825824342366,0.0975876353736033,0.06638710353722306,0.0669647928973252,0.2723615144065506,0.24550775334400876,0.2518590285252236,0.26388355169908984,0.2672188476629702,0.04356095659314555,6.132723057805725
0.75,0.018357043135038123,0.06576670544234912,0.033066101157029695,0.03422946531708974,0.14980150255888536,0.09508073486766584,0.09755644340596041,0.06638666342703614,0.06696432821126212,0.25862289728735804,0.24262672039822536,0.24857903400832995,0.2586888733571134,0.2615317461993952,0.03754623008945954,6.033864511909834
0.8,0.01835495423010246,0.06567541782055528,0.03306589562542207,0.03422922681908642,0.14842665039219874,0.09504740775566925,0.09751868994820652,0.06638605682753963,0.06696368784677668,0.24477389242216865,0.23931563737312603,0.24482422114261337,0.2529341342883796,0.25528159144441265,0.03472968540820908,5.930527205608306
0.8500000000000001,0.018352730917049403,0.06557839520919133,0.03306564811629823,0.034228939630171915,0.14697792043569646,0.09500757335907817,0.0974735850555047,0.06638523838520304,0.06696282400184628,0.23092419908175085,0.23556972289594927,0.2405936136436537,0.24668456357459842,0.24854434735216824,0.03365249426348165,5.822022968869787
0.9,0.018350373263281837,0.0654756662659225,0.03306535333517731,0.03422859761580356,0.14545791054434382,0.09496050633162414,0.09742031575261542,0.06638415479796726,0.06696168051884975,0.2171766312110054,0.23139148713686664,0.23589462867439745,0.24001031953755134,0.24139889540101597,0.03337864406913266,5.708252230476079
0.9500000000000001,0.018347881340261513,0.06536726128981415,0.03306500569370554,0.03422819430260814,0.14386932365423863,0.09490546335650953,0.0973580505298124,0.06638274420286032,0.06696019224781857,0.20362609027649525,0.22679049214691602,0.23074264232626324,0.23298278972725736,0.23392331688477014,0.03334020429392218,5.589515345191001
1.0,0.01834525522350444,0.06525321220481678,0.03306459931430813,0.03422772288405256,0.14221495956296043,0.09484168704024931,0.09728594390632066,0.06638093561040866,0.06695828446043547,0.19035876526217513,0.2217829175227297,0.22516033826217363,0.22567185316088312,0.2261923039005115,0.033218075670038365,5.466366965591539
1.05,0.018342494992576012,0.06513355254239882,0.03306412803507504,0.034227176226397524,0.14049770651048685,0.09476840984958414,0.09720314103268081,0.0663786483948727,0.06695587232429126,0.17745155764577092,0.21639096661295262,0.2191768873039246,0.21814399019706646,0.21827550697087908,0.03285490310972717,5.339509169936448
1.1,0.018339600731085905,0.06500831742334236,0.03306358541487546,0.03422654687492775,0.13872053259786749,0.09468485806820076,0.09710878230369588,0.06637579184855232,0.06695286044605495,0.16497172326030823,0.21064215048022789,0.21282700649965047,0.2104610841765678,0.21023660789095944,0.03219402102250743,5.209715998028068
1.1500000000000001,0.01833657252668267,0.064877543538717,0.033062964738695653,0.03422582706045178,0.13688647708096643,0.09459025575029159,0.09700200795408634,0.06637226480752446,0.06694914249124921,0.15297671795733428,0.2045684867713083,0.2061499444216538,0.20267975570394992,0.20213292286270026,0.03123808036288689,5.07778186327984
1.2000000000000002,0.018333410471048098,0.0647412691300481,0.03306225902319457,0.03422500870606426,0.1349986415764856,0.09448382864844494,0.09688196260965654,0.066367955355207,0.066944600887272,0.14151423000949076,0.1982056488837224,0.19918843568588349,0.19485108715669355,0.19401537307239422,0.030021880219067758,4.944487351371165
1.25,0.01833011465989133,0.06459953396869618,0.03306146102247141,0.034224083434163284,0.1330601812171681,0.09436480809397534,0.09674779976764854,0.06636274060910673,0.06693910661518361,0.1306223792352747,0.19159209774524388,0.1919876625316321,0.18702061975409848,0.18592869542542556,0.028595101168598175,4.810577298833441
1.3,0.018326685192942695,0.06445237933446483,0.03306056323403923,0.03422304257371524,0.1310742957925608,0.09423243480856822,0.09659868618101593,0.06635648659502509,0.06693251909460715,0.12033006086667326,0.18476822453844682,0.18459425530139606,0.17922853125874436,0.17791179883774214,0.027011748821787966,4.676747353915378
1.35,0.01832312217394729,0.06429984799345517,0.033059557904998246,0.034221877167759006,0.12904422091099785,0.09408596262701585,0.09643380612257395,0.06634904821187734,0.0669246861648873,0.11065741114208441,0.17777552817698675,0.17705535729974575,0.17150992555244787,0.16999819873322802,0.025324031563259974,4.543636302762083
1.4000000000000001,0.018319425710658324,0.0641419841751853,0.033058437038402624,0.034220577981141684,0.12697321921755872,0.09392466211184876,0.09625236550635916,0.0663402692891507,0.06691544416443809,0.10161637139586854,0.17065584659781677,0.16941777318650209,0.16389518456703164,0.16221648374653388,0.023579096204174796,4.411822270792359
1.4500000000000002,0.018315595914830184,0.06397883354899396,0.033057192399814035,0.03421913550847723,0.12486457170167306,0.09374782404180816,0.09605359584504329,0.06632998273789863,0.06690461810900282,0.09321132791683741,0.16345065624299393,0.16172721408255247,0.15641034817899796,0.15459078457989298,0.02181755510346789,4.281821511022837
1.5,0.01831163290221127,0.06381044319974802,0.0330558155240354,0.03421753998231957,0.12272156912679481,0.09355476275734588,0.09583675802387567,0.06631801079505996,0.06689202196836509,0.08543980593588678,0.15620044967430433,0.15402764715575273,0.14907749907448045,0.1471412264206867,0.02007309782090506,4.154088913680449
1.55,0.018307536792536546,0.06363686160287381,0.03305429772201781,0.034215781381541396,0.1205475036131688,0.09334481934766552,0.09560114587335714,0.06630416535981719,0.0668774590399075,0.07829319765036602,0.14894419724274618,0.14636075274732444,0.14191513789454643,0.13988435431093876,0.0183727277163527,4.029019660168648
1.6,0.01830330770951988,0.06345813859873307,0.033052630087933646,0.03421384943990965,0.11834566040317585,0.09311736466521849,0.09534608952465808,0.0662882484196827,0.06686072241632625,0.07175750607600846,0.14171889521796635,0.13876548816372097,0.13493853986436902,0.1328335262496313,0.01673733078502848,3.9069516374479845
1.6500000000000001,0.0182989457808461,0.06327432536636454,0.033050803506408745,0.03421173365484864,0.11611930983708157,0.09287180215502717,0.09507095853366501,0.06627005256303652,0.06684159554379082,0.06581408862127634,0.13455919981840786,0.13127775410636594,0.1281600881702775,0.12599927229350436,0.015182394774617683,3.7881683554949794
1.7000000000000002,0.01829445113816279,0.06308547439661256,0.033048808659906226,0.034209423296381485,0.11387169956524554,0.09260757048770957,0.0947751647614557,0.06624936157394587,0.06681985286589827,0.06044038650074238,0.12749714418151317,0.12393015731049449,0.12158958204509283,0.11938962007404005,0.013718768998148658,3.672902192298965
1.75,0.01828982391707188,0.06289163946466486,0.03304663603625462,0.0342069074162404,0.1116060470209864,0.09232414598661293,0.09445816500094369,0.06622595110428418,0.06679526054792159,0.055610628354658236,0.12056193345588666,0.11675186125316991,0.11523451925478945,0.113010388410351,0.012353401778476358,3.561337843297392
1.8,0.018285064257120957,0.06269287560202157,0.03304427593631271,0.03420417485713635,0.1093255321763599,0.09202104484101323,0.09411946334138224,0.06619958941744289,0.06676757727509885,0.05129649864724997,0.11377981184393324,0.10976851568934971,0.10910035375158111,0.10686545135432624,0.011090021872640944,3.453615885776131
1.85,0.018280172301794316,0.06248923906791824,0.03304171848176346,0.034201214262178356,0.10703329060110656,0.09169782509889,0.09375861326435755,0.06617003819729869,0.06673655511805882,0.04746776351777385,0.10717399452061901,0.10300225519418633,0.10319072986600646,0.10095697525653449,0.009929748412319053,3.34983639046265
1.9000000000000001,0.0182751481985038,0.062280787320225836,0.03303895362302932,0.03419801408443262,0.10473240684297863,0.09135408843432939,0.09337521946681564,0.0661370534155661,0.06670194045793523,0.04409284871169352,0.10076465684066573,0.0964717567379656,0.09750769470203663,0.0952856314601397,0.008871624803603132,3.2500625269618917
1.9500000000000002,0.018269992098579366,0.062067578985850934,0.03303597114730103,0.03419456259661168,0.1024259081455789,0.0909894816861299,0.09296893940854205,0.06610038625023205,0.06666347496328619,0.041139365993556505,0.09456897305922157,0.09019234650880295,0.09205189050164976,0.08985078712058944,0.007913078318005203,3.1543241198758705
2.0,0.018264704157259407,0.06184967383065972,0.03303276068667212,0.03419084790088357,0.1001167585177486,0.09060369816567443,0.09253948458333378,0.06605978404743701,0.06662089661060765,0.03857458601911293,0.08860119686759704,0.08417614664582394,0.08682272873435906,0.08465067645592209,0.007050310480650084,3.0626211201047817
2.0500000000000003,0.018259284533680854,0.06162713272894961,0.03302931172637107,0.03418685793879099,0.09780785316644537,0.09019647873357743,0.09208662151485564,0.0660149913189338,0.06657394074001043,0.036365857012910424,0.08287277632764477,0.07843225317945868,0.0818185475779268,0.07968255450224544,0.0062786249275199255,2.974926961955587
2.1,0.018253733390869,0.061400017632492435,0.03302561361308321,0.03418258050127035,0.09550201330296729,0.08976761264600878,0.09161017247984833,0.06596575076712004,0.06652234113751385,0.034480969758350674,0.07739249622299912,0.07296693723315983,0.07703675432710062,0.07494283522498656,0.00559269990994341,2.891191782002511
2.15,0.01824805089572712,0.06116839153917354,0.03302165556335425,0.03417800323876068,0.09320198133031694,0.0893169381729264,0.09111001596294092,0.06591180432959759,0.06646583113539328,0.03288847036598633,0.0721666413863905,0.06778386237008004,0.07247395413254634,0.07042721562431938,0.004986812512315561,2.811345480465405
2.2,0.018242237219025806,0.06093231846125113,0.033017426672067446,0.03417311367139218,0.09091041641747692,0.08884434299171151,0.09058608684880878,0.0658528942352599,0.06640414472209727,0.03155792305369846,0.06719917517020325,0.06288431182670678,0.06812606633815958,0.06613078726846332,0.004455021193906093,2.735300610252521
2.25,0.01823629253539211,0.06069186339326037,0.03301291592098627,0.03416789919924426,0.0886298904643905,0.0883497643608856,0.09003837635880123,0.06578876406403802,0.06633701765341639,0.030460125763942043,0.062491927869714387,0.05826742022996324,0.06398842954970634,0.06204813650781846,0.0039913126650897805,2.662955082841017
2.3000000000000003,0.01823021702329842,0.06044709227958698,0.03300811218735446,0.03416234711266293,0.08636288445952421,0.08783318907969176,0.08946693174043463,0.06571915980264358,0.06626418855683353,0.029567281875440363,0.058044790558800914,0.05393040521980004,0.060055896444588655,0.0581734344731745,0.003589718454976322,2.594194683896589
2.35,0.018224010865051092,0.06019807198173502,0.033003004252545404,0.03415644460262743,0.08411178523003988,0.08729465324034097,0.08887185571930355,0.06564383088892448,0.06618540002130556,0.028853131557776864,0.053855910435916414,0.04986879517781145,0.05632291922913106,0.05450051782775217,0.003244405873896234,2.5288953949107413
2.4000000000000004,0.018217674246778878,0.05994487024531367,0.03299758081075277,0.03415017877115592,0.08187888258283012,0.08673424178065073,0.0882533057239985,0.06556253123778868,0.06610039966511175,0.028293046485906016,0.04992188438852961,0.04607664998179862,0.05278362655632897,0.05102296112310697,0.0029497474690453568,2.4669255201179503
2.45,0.018211207358421085,0.05968755566676791,0.03299183047771423,0.03414353664174021,0.07966636683298399,0.086152087845639,0.08761149289553544,0.06547502024204616,0.06600894117484563,0.027864091696031906,0.04623794805613864,0.04254677235921813,0.04943189263013511,0.0477341415132449,0.0027003725201717524,2.4081476205643195
2.5,0.018204610393715518,0.05942619765987788,0.032985741799460365,0.03413650516979948,0.07747632671465148,0.08554837196737672,0.08694668089359449,0.06538106374196004,0.06591078530911615,0.027545058342129305,0.04279815819826445,0.039270907995675015,0.04626139915056446,0.04462729650342515,0.0024912036239303267,2.352420259449653
2.5500000000000003,0.0181978835501862,0.05916086642205191,0.03297930326108062,0.03412907125314298,0.07531074766777554,0.08492332107304809,0.08625918451253795,0.0652804349577787,0.0658057008610517,0.02731647101998217,0.03959556665037806,0.03623993306762213,0.04326569069567298,0.041695575337979185,0.0023174809818202373,2.299599564736071
2.6,0.01819102702913084,0.05889163290043781,0.03297250329549844,0.03412122174243197,0.07317151049276122,0.08427720733171884,0.08554936812072772,0.06517291538003069,0.06569346557425866,0.02716057317794565,0.03662238457582067,0.03344402831299306,0.04043822408199393,0.038932084569842665,0.0021747766267768897,2.2495406165110357
2.6500000000000004,0.018184041035608077,0.058618568757877416,0.03296533029224767,0.0341129434516309,0.07106039036385674,0.08361034685076908,0.08481764393709595,0.06505829561289905,0.0655738670074665,0.027061293944102664,0.03387013609560726,0.03087283913300532,0.037772412195556396,0.0363299283077559,0.002059000488887082,2.2020986677655983
2.7,0.018176925778424512,0.058341746338728864,0.03295777260624238,0.0341042231684383,0.06897905619083644,0.0829230982333128,0.08406447015924023,0.06493637616654124,0.06544670334368542,0.027004199479876232,0.03132980070213162,0.028515621537269213,0.03526166274691335,0.033882243595263144,0.0019663999148661444,2.1571302081307464
2.75,0.018169681470121494,0.05806123863458118,0.03294981856653232,0.034095047664687725,0.06692907031749731,0.08221586100819993,0.08329034895752217,0.06480696819477931,0.06531178414030382,0.02697643173066407,0.028991944139780214,0.02636137400772373,0.032899412370546936,0.031582231334804575,0.001893554008768293,2.114493880705602
2.8000000000000003,0.018162308326961685,0.05777711924988568,0.03294145648503644,0.03408540370670923,0.064911888544516,0.08148907394438515,0.08249582434974959,0.06466989417514588,0.06516893101715274,0.026966637193331335,0.02684683766856696,0.02439895557023197,0.03067915645569192,0.029423183137653786,0.0018373639457285476,2.0740512624547414
2.85,0.01815480656891542,0.0574894623675283,0.03293267466524677,0.03407527806564219,0.06292886046335727,0.08074321326155173,0.08168147997102312,0.06452498852882797,0.06501797828015879,0.026964888065630473,0.024884565819776314,0.022617190531415723,0.028594475066307436,0.027398504454668047,0.001795040228089276,2.0356675188045923
2.9000000000000004,0.01814717641964681,0.057198342714366954,0.03292346141089524,0.03406465752769004,0.06098123008717922,0.07997879074890317,0.08084793675323439,0.06437209817859803,0.06485877347878771,0.02696259788968202,0.02309512290912056,0.021004960467910373,0.02663905528516398,0.02550173431582791,0.0017640876965083498,1.9992119430425217
2.95,0.018139418106499657,0.05690383552675786,0.03291380503457611,0.03405352890430821,0.059070136764044726,0.07919635180398563,0.07999585052852057,0.06421108304335385,0.06469117789604416,0.02695243355521295,0.021468498696996234,0.01955128415085509,0.024806710294972948,0.02372656198089879,0.00174228897235523,1.9645583909364042
3.0,0.018131531860483125,0.056606016516094315,0.03290369386631662,0.03404187904231599,0.057196616357217255,0.07839647340328285,0.07912590957071687,0.06404181646840301,0.06451506697033417,0.02692822529190916,0.019994753680906193,0.018245386154950263,0.023091395486404726,0.022066840784148882,0.0017276868925208604,1.931585620694704
3.0500000000000003,0.018123517916257218,0.05630496183438137,0.03289311626208888,0.034029694833923985,0.05536160267689371,0.07757976201613966,0.0782388320885099,0.06386418559111785,0.06433033064901165,0.026884876056665015,0.018664084575686878,0.01707675494328465,0.021487221863502073,0.020516599437904792,0.0017185663985057789,1.900177548001774
3.1,0.018115376512118014,0.05600074803986955,0.03288206061225587,0.03401696322666838,0.053565929147400895,0.07674685147332376,0.07733536368358931,0.06367809164205218,0.06413687367391528,0.026818271512574238,0.017466880586303267,0.01603519124041081,0.019988467000951266,0.019070051039432143,0.001713436255214806,1.8702234253988137
3.1500000000000004,0.01810710788998271,0.0556934520627703,0.03287051534994479,0.03400367123324379,0.051810330693653144,0.07589840080123439,0.07641627478662866,0.06348345018204635,0.06393461579965506,0.02672519160339648,0.016393771108850937,0.015110847510464386,0.01858958379018121,0.017721600008204087,0.0017110109018375172,1.8416179547625073
3.2,0.01809871229537443,0.0553831511710758,0.03285846895934093,0.03398980594122648,0.05009544583053337,0.07503509203241633,0.07548235808340756,0.06328019127625291,0.06372349194582703,0.026603224550583757,0.015435665510953656,0.014294259347701677,0.017285207193496358,0.01646584716678097,0.0017101926746163698,1.8142613410855988
3.25,0.018090189977406843,0.055069922936505165,0.03284590998389554,0.033975354522680086,0.048421818938810805,0.07415762800264301,0.07453442594282132,0.06306825960638728,0.06350345228471709,0.02645068393993365,0.014583785645594755,0.013576369566496079,0.01607015921094439,0.015297593163128249,0.0017100545877144287,1.7880592951954262
3.3000000000000003,0.01808154118876856,0.054753845200599,0.03283282703444132,0.03396030424363613,0.04678990271124544,0.07326673014439998,0.07357330785792027,0.06284761452284701,0.06327446226640174,0.026266529421358212,0.013829691744916628,0.012948545749046818,0.014939452251127985,0.014211840416102912,0.0017098238138026512,1.7629229924663956
3.35,0.018072766185707318,0.054434996040983626,0.03281920879720918,0.03394464247344164,0.04520006075264206,0.07236313628613371,0.0725998479104837,0.06261823003864805,0.06303650258346255,0.026050291417639718,0.013165302324731868,0.012402591973925563,0.01388829108202371,0.013203793753102468,0.0017088659684259021,1.7387689940057969
3.4000000000000004,0.01806386522801397,0.05411345373782613,0.032805044041740276,0.03392835669396683,0.04365257031780398,0.07144759846613688,0.07161490226897134,0.06238009476739635,0.06278956907780305,0.025802000125691688,0.01258290870822245,0.011930755408921367,0.01291207352376763,0.01226885989718738,0.0017066702706855798,1.7155191362292181
3.45,0.01805483857900627,0.05378929674050085,0.032790321628687315,0.03391143450866564,0.042147625171591166,0.07052088076942468,0.0706193367290133,0.06213321180774959,0.06253367259229205,0.025522118995904702,0.012075184750127099,0.01152572840895894,0.012006390033987456,0.011402645947476538,0.0017028356265374092,1.69310039419418
3.5,0.01804568650551243,0.05346260363448753,0.032775030517499484,0.03389386365148236,0.0406853385556034,0.06958375719542179,0.0696140243049039,0.06187759857702559,0.062268838770156376,0.02521148279067377,0.011635192311975977,0.011180646715421917,0.011167022324776243,0.010600956984277097,0.0016970576589274914,1.6714447235337628
3.5500000000000003,0.01803640927785451,0.05313345310852105,0.03275915977398536,0.03387563199559773,0.03926574624638258,0.06863700956373195,0.06859984287986226,0.06161328659678337,0.061995107805209976,0.02487124025115592,0.01125638300576888,0.010889084308049723,0.010389941138047986,0.009859792920700784,0.001689116691007696,1.6504888853332358
3.6,0.018027007169831594,0.052801923922011974,0.032742698577748475,0.03385672756200831,0.037888809690451865,0.06768142546470561,0.06757767292211675,0.06134032123333998,0.06171253414613648,0.024502801340640624,0.010932596688865415,0.010645045415532694,0.00967130329542477,0.00917534471222586,0.0016788666740332173,1.6301742578219567
3.6500000000000004,0.01801748045870276,0.0524680948727569,0.032725636229490346,0.03383713852793284,0.03655441920197858,0.06671779626095929,0.0665483952731675,0.061058761396293175,0.06142118615814035,0.02410778898257685,0.010658057157557837,0.010442954146675234,0.009007448129843632,0.00854399002460624,0.0016662250398579667,1.6104466383108196
3.7,0.018007829425169854,0.05213204476495703,0.03270796215817596,0.03381685323504,0.03526239720935749,0.06574691514543941,0.06551288901388537,0.06076867919819733,0.06112114574534927,0.023687995170252604,0.010427365451478538,0.01027764216105407,0.008394893396332365,0.007962288451605867,0.001651163449339983,1.5912560383955572
3.75,0.017998054353360094,0.05179385237756289,0.03268966592805696,0.03379586019749184,0.034012501537554335,0.06476957526106356,0.0644720294134206,0.06047015957859048,0.06081250793738904,0.023245341292364143,0.01023549114617682,0.010144334756866819,0.007830330749589044,0.007426976366363461,0.0016336994010339957,1.572556475066935
3.8000000000000003,0.017988155530808448,0.051453596432962684,0.03267073724554789,0.03377414810979764,0.032804428713623546,0.06378656788642051,0.06342668596522484,0.06016329989559464,0.060495380443564756,0.02278184249328937,0.010077761977297726,0.010038635714439043,0.007310620868039321,0.006934961481456195,0.0016138886590733998,1.5543057600185688
3.85,0.017978133248439852,0.05111135556603119,0.03265116596595118,0.03375170585447321,0.03163781728341145,0.06279868069146669,0.06237772051383817,0.05984820948831256,0.06016988317806927,0.022299575867894522,0.009949852107128425,0.00995651119683958,0.006832788296800287,0.00648331718445327,0.0015918184557137663,1.5364652891236443
3.9000000000000004,0.017967987800551213,0.05076720829355567,0.032630942100026546,0.03372852250950077,0.030512251128073868,0.06180669606662608,0.061325985475462065,0.05952500921322254,0.05983614775960531,0.021800652277318897,0.009847769313085251,0.009894272974373883,0.006394016074043064,0.006069276709385533,0.0015676014214149564,1.518999833761473
3.95,0.017957719484793237,0.05042123298405463,0.03261005582040101,0.033704587355585056,0.029427262769669713,0.06081138952818464,0.0602723221547326,0.05919383095773201,0.059494316988752134,0.0212871915636268,0.009767841348168844,0.009848561207450283,0.0059916401979847244,0.005690227198209469,0.0015413701938906943,1.5018773354109776
4.0,0.01794732860215208,0.05007350782800492,0.032588497467815614,0.03367988988320121,0.02838233665573514,0.05981352820237015,0.05921755915952664,0.05885481713399142,0.05914454430633413,0.020761300936781125,0.009706701695630243,0.009816326992460865,0.005623143986001895,0.005343703699380309,0.001513272657923355,1.4850687046911561
4.05,0.017936815456930804,0.04972411080849181,0.03256625755720533,0.03365441979943076,0.027376912413392806,0.05881386939002852,0.058162510915080755,0.05850812015599461,0.05878699323595903,0.020225056306438585,0.009661274914133934,0.009794814847863011,0.005286152371668966,0.005027383144968312,0.0014834677682455336,1.4685476258172687
4.1000000000000005,0.01792618035673065,0.04937311967229655,0.032543326783608835,0.033628167034581796,0.026410388064203028,0.05781315921334651,0.05710797627817791,0.0581539019029025,0.058421836813789436,0.019680486333012066,0.009628761745600517,0.009781545292534161,0.0049784261794857225,0.004739078343239996,0.0014521219086068985,1.4522903672526286
4.15,0.01791542361243214,0.04902061190143496,0.03251969602790491,0.03360112174859002,0.025482123191615445,0.05681213134563242,0.05605473725166325,0.057792333171425174,0.05804925700849552,0.019129558976774687,0.009606624135656125,0.009774297645622022,0.004697856412043845,0.0044767320186154,0.0014194057420543293,1.4362755991677678
4.2,0.017904545538176005,0.04866666468516027,0.032495356362372656,0.03357327433719757,0.024591442053526567,0.055811505824749905,0.05500355779908702,0.05742359311998509,0.05766944413421007,0.018574170330031572,0.009592570296175724,0.009771093156428809,0.004442458580327085,0.004238410926030326,0.0013854915089568372,1.4204842181708266
4.25,0.017893546451343927,0.048311354892442857,0.03247029905607275,0.03354461543790664,0.02373763663308924,0.054811987950408134,0.05395518275884191,0.05704786870726312,0.057282596259172744,0.018016135525155137,0.009584539920731239,0.009770178554241988,0.004210367103499534,0.004022300063159873,0.0013505507309245072,1.4048991796441002
4.3,0.017882426672539108,0.047954759044938865,0.032444515580047205,0.033515135935705445,0.02291996962154922,0.05381426726514285,0.05291033685676227,0.05666535412760059,0.05688891861260834,0.017457181520211522,0.009580689646776355,0.00977001009133765,0.0039998298002405725,0.0038266970006607458,0.001314752281403785,1.389505337908693
4.3500000000000005,0.017871186525566674,0.04759695329045917,0.03241799761233537,0.033484826968564044,0.02213767732750152,0.05281901661847942,0.05186972381578559,0.05627625024559676,0.056488622992237586,0.01689894157369309,0.009579378843040177,0.00976923813751245,0.0038092024903992215,0.003650006346825798,0.0012782607857487935,1.3742892943400606
4.4,0.01785982633741392,0.04723801337694961,0.03239073704280411,0.03345367993269814,0.021389972507561448,0.051826891313450335,0.050834025560941194,0.05588076403210255,0.05608192717466829,0.016342951230248752,0.009579155786776306,0.00976669237131983,0.00363694372288776,0.0034907343599279413,0.0012412353154147905,1.3592392534733428
4.45,0.01784834643823035,0.04687801462699275,0.03236272597779025,0.03342168648759889,0.02067604711403017,0.050838528334345455,0.04980390151762633,0.05547910800367041,0.05566905433076222,0.015790645650043962,0.009578744283131815,0.009761367601569336,0.003481609642606125,0.003347483719278375,0.0012038283435705979,1.3443448870666714
4.5,0.0178367471613076,0.046517031912840984,0.032333956744553624,0.03338883856082734,0.019995074955701693,0.04985454565430445,0.04877998800085746,0.05507149966737736,0.055250232447919295,0.015243358125294983,0.0095770307678685,0.009752410242469615,0.003341849006464662,0.0032189484635516672,0.0011661849314728184,1.3295972060289245
