Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(1),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/3(1),J_6s1/2(2),J_total_Gd_relativistic
0.55,0.012212335469581947,0.04337659476401332,0.021391539506701716,0.023013054944932738,0.09626465003860617,0.05743204636042256,0.06030122336375521,0.039380459185417084,0.040027849001891096,0.19321305438811254,0.13107917342177558,0.13790592928061518,0.10790429731789349,0.10969122784524854,0.11610514516250528,0.11781364006609535,0.35122010183730074,0.3386551200482007,0.35664628519912484,0.4080440479418579,0.07128667261522427,7.653670594132656
0.6000000000000001,0.012211862906929032,0.04335724259716955,0.021391529756744312,0.023013041678592226,0.09601214170402901,0.057430912330163966,0.060299779009340713,0.03938045630547194,0.040027845821993695,0.19075502430876146,0.13100714039278807,0.13781346835920497,0.1079013411366492,0.10968791234708396,0.11608292460602711,0.1177865370562064,0.32611354946300836,0.33171944222433025,0.34760426184033316,0.3780032101848876,0.060222856826572774,7.495074642231085
0.65,0.012211349281015381,0.043336218468697583,0.021391517254223606,0.02301302466456683,0.09573847025642443,0.057429460641533425,0.06029793048835977,0.03938045195999081,0.040027841024258236,0.18812091163872433,0.13091583921279015,0.1376964318153858,0.10789695229489714,0.10968299336477767,0.11604949117610634,0.11774616896979578,0.30103319167631754,0.3235933640542508,0.3371445466776397,0.3483539167408285,0.05617086070405635,7.342261757080905
0.7000000000000001,0.012210794599124363,0.04331352507994024,0.02139150152492343,0.02301300325730967,0.09544383137371666,0.05742763778115281,0.06029560990073026,0.03938044560790489,0.040027834011613764,0.1853194844978681,0.13080241594353037,0.1375512475527832,0.10789064790787727,0.10967593256020153,0.11600155255478288,0.11768885334135082,0.27630988349631513,0.31430861792820214,0.3253514283606379,0.3196862658267278,0.055209931212917875,7.189011811152022
0.75,0.012210198869120984,0.0432891653453425,0.021391482057475895,0.023012976760816956,0.09512843525792328,0.05742538644724363,0.060292744601169325,0.039380436572555876,0.0400278240374862,0.18235996663982462,0.13066393613601293,0.13737426504730654,0.10788184668545642,0.1096660829443806,0.11593557397780142,0.1176107109542139,0.2522384172820115,0.30393206706016446,0.312352077219115,0.29238116537334125,0.05507549574161835,7.032375251304722
0.8,0.012209562099451636,0.043263142391761496,0.021391458303541583,0.023012944428900017,0.09479250638077387,0.0574226456597609,0.060289257352253114,0.039380424021777015,0.040027810183884384,0.17925198734410783,0.13049741332113685,0.13716179442848597,0.10786986257576175,0.10965268227006325,0.11584789620676578,0.11750780142588017,0.22907347358998942,0.292561253284773,0.2983080897036172,0.2666591633774726,0.05461277598006698,6.871579223521541
0.8500000000000001,0.012208884299143852,0.04323545955772665,0.02139142967800267,0.02301290546547685,0.09443628321282391,0.05741935087739299,0.0602850664868454,0.0393804069469941,0.0400277913384231,0.17600552985545076,0.13029983774346623,0.1369101455790639,0.10785390005027795,0.10963484832888032,0.11573485113814434,0.11737624923772855,0.20702729122898486,0.2803188058173586,0.28340609397839234,0.24262529888115492,0.05335290914940997,6.707172129819292
0.9,0.012208165477806022,0.043206120392650295,0.02139139555916892,0.02301285902488296,0.09406001793654512,0.05741543412116347,0.0602800860794945,0.039380384141444576,0.04002776617039371,0.17263087876446956,0.13006820503587843,0.1366156668044222,0.10783305121663146,0.10961157635155001,0.11559286708086065,0.11721235278256036,0.1862689352066355,0.267346217789411,0.26784820133497184,0.22030536848858145,0.05121629304384676,6.540415299950507
0.9500000000000001,0.012207405645627107,0.043175128655988965,0.021391355288996414,0.02301280421220139,0.0936639761439004,0.057410824104356925,0.060274226126377554,0.039380354177616976,0.0400277331059978,0.16913856672360414,0.12979954454066114,0.136274782640732,0.10780629489521983,0.10958173865028675,0.11541855879983758,0.11701267276060584,0.16692498449470775,0.253797450377912,0.251842940485354,0.19967315636238459,0.048320233376653254,6.372878561314547
1.0,0.012206604813376324,0.04314248831635582,0.021391308173318985,0.023012740083611778,0.09324843651893676,0.0574054463684778,0.06026739273335217,0.039380315384016734,0.04002769030286312,0.16553932088821507,0.1294909469940969,0.13588403039373317,0.10777249774352476,0.10954408658118715,0.11520880007222965,0.11677409915686145,0.14908142324609877,0.2398327502340397,0.2355971424262432,0.1806699048658969,0.04486236614862875,6.206186124221456
1.05,0.012205762992402823,0.043108203550584395,0.021391253482092174,0.02301266564675824,0.09281369050595369,0.057399223424938896,0.06025948831165735,0.03938026582136735,0.04002763562396474,0.16184400946489305,0.12913959130639086,0.13544009502819426,0.10773041745908599,0.10949725484294105,0.11496077850584283,0.11649389798466349,0.13278649846965523,0.22561297795200289,0.21930907537344063,0.16321775351066975,0.0410549571382149,6.041866032468097
1.1,0.01220488019463534,0.04307227874274409,0.02139119044964967,0.023012579861135928,0.09236004196382723,0.05739207490216486,0.06025041178078975,0.03938020325835873,0.040027566611076905,0.15806358873767065,0.12874277018662733,0.13493984206070594,0.10767870804033329,0.1094397680686663,0.11467203370794675,0.11616974010032655,0.11805430228504481,0.2112946546843121,0.20316297828601781,0.14722875737791705,0.037091346484901665,5.881267858216905
1.1500000000000001,0.012203956432581833,0.04303471848310773,0.02139111827497208,0.02301248163849607,0.0918878068070913,0.05738391769778542,0.060240058778065916,0.03938012514705667,0.040027480457883825,0.15420905092815917,0.12829791438290716,0.13438034814480504,0.10761592703526084,0.10937004961171728,0.1143404806636666,0.1157997148811371,0.10486884509520127,0.19702584910966953,0.18732501704282672,0.13261078898117215,0.03313161137557594,5.725523976582063
1.2000000000000002,0.012202991719329105,0.04299552756707163,0.021391036121967928,0.02301236984326926,0.0913973126343976,0.057374666135583584,0.06022832187436831,0.03938002859808883,0.04002737398287891,0.1502913732279519,0.12780261533051518,0.13375892907675918,0.10754054466257844,0.10928643237544895,0.11396442052336388,0.1153823316179216,0.09318840432896568,0.18294295330455798,0.1719405930453209,0.11927130291701107,0.02929904509939052,5.575537995166084
1.25,0.012201986068542402,0.042954710994028485,0.02139094311976673,0.023012243293006846,0.09088889834499417,0.05736423212685533,0.06021509079556055,0.039379910355724176,0.04002724360218332,0.14632146832124573,0.12725464602547498,0.13307316499189328,0.10745095464957144,0.10918717149233323,0.11354254104404751,0.11491651127761589,0.08294995877957671,0.1691683365599479,0.15713286934499587,0.10711966585267721,0.025682248411267598,5.431989705188085
1.3,0.012200939494465001,0.04291227396619352,0.021390838363024064,0.023012100758840144,0.0903629137438792,0.0573525253358296,0.06020025264904746,0.03937976677296288,0.04002708530241521,0.14231013669287182,0.1266519799667304,0.1323209225643363,0.10734548659628652,0.10907045862042508,0.11307390879655646,0.11440157097109137,0.07407354815141928,0.1558088216151732,0.14300234106195628,0.09606854058374698,0.022339751386329786,5.29534976691677
1.35,0.012199852011917776,0.042868221887384414,0.02139072091223845,0.023011940965957305,0.08981971913630225,0.05733945334879075,0.060183692154946504,0.0393795937867542,0.04002689461374078,0.13826802099214436,0.12599280803701557,0.13150037406675355,0.10722241964743172,0.10893443759556035,0.11255795502458221,0.11383720310137935,0.0664664287450893,0.14295489742221668,0.1296272601797576,0.08603465666525717,0.019305429317205986,5.165899809996951
1.4000000000000001,0.01219872363629875,0.0428225603617553,0.021390589794079942,0.02301176259409757,0.08925968491229899,0.05732492184653983,0.06016529188133019,0.039379386893459246,0.04002666658323785,0.13420556269649223,0.12527555321980974,0.13061001319027973,0.10707999723188506,0.10877722115613467,0.11199445678044713,0.11322345081467826,0.06002692722994785,0.13068056470653444,0.11706472464083155,0.0769391898939861,0.016593797078056857,5.043755184518744
1.4500000000000002,0.01219755438358262,0.042775295192485456,0.02139044400173025,0.023011564278062675,0.0886831911219574,0.05730883477982624,0.0601449324829934,0.039379141124674555,0.04002639574870113,0.13013296129110502,0.12449888307720222,0.12964866756779578,0.10691644261506275,0.10859690844388238,0.11138351469990634,0.11256068105633,0.05464792362937583,0.11904370305757489,0.1053522531321939,0.068707897086211,0.014204749149329118,4.928888575668951
1.5,0.012196344270320281,0.04272643238042301,0.021390282495234267,0.023011344608245166,0.0880906270421244,0.05729109454737765,0.06012249294319573,0.03937885102353109,0.04002607611301685,0.1260601361521624,0.12366171994062751,0.12861550798526894,0.1067299750015025,0.1083916029785115,0.1107255285341437,0.11184955625955718,0.05021992090212756,0.10808684872716204,0.09450968577790693,0.061271101244385076,0.012127585042829656,4.821153315617353
1.55,0.01219509331363832,0.04267597812268429,0.021390104201862846,0.023011102131173383,0.08748239073527077,0.057271602176153256,0.0600978508178265,0.0393785106215813,0.04002570111923178,0.12199669129198952,0.12276324879289807,0.12751005430553344,0.10651882592357853,0.10815943080590192,0.11002117134267587,0.11109100546918167,0.04663368119141867,0.09783827851105688,0.08454127368437808,0.054563588027247645,0.010344305547262692,4.720305630808041
1.6,0.012193801531238497,0.04262393881120927,0.02138990801648665,0.023010835350072804,0.08685888860123937,0.05725025750344362,0.06007088248143933,0.03937811341638444,0.040025263626439,0.11795188309503792,0.1218029228454331,0.12633217816613007,0.10628125565682485,0.10789855852820533,0.10927136306916872,0.11028619551988905,0.04378242763631811,0.08831330507358394,0.07543784429007504,0.04852445190317765,0.008832236674471906,4.626025335786576
1.6500000000000001,0.0121924689413972,0.04257032103127359,0.02138969280196093,0.023010542725443527,0.08622053492260798,0.05722695936043958,0.06004146337460388,0.03937765234989764,0.04002475588659916,0.11393459114426734,0.12078046683875256,0.12508210254722615,0.10601556941231725,0.10760721093882125,0.10847724407025001,0.10943650274041364,0.04156362558529904,0.07951570121682848,0.06717895288939506,0.043096915765888026,0.007566067717295894,4.5379346761961035
1.7000000000000002,0.012191095562964903,0.04251513155995783,0.02138945738952104,0.023010222675653582,0.08556775140440165,0.05720160575689293,0.060009468252024745,0.039377119787776735,0.04002416952241221,0.10995329220861173,0.11969587811691848,0.12376039833685719,0.10572013307126775,0.10728368800499223,0.10764014904082908,0.10854348553617599,0.03988036831680575,0.07143918361543568,0.059734952316129,0.03822813842482071,0.006519396662853585,4.455615162317961
1.75,0.012189681415365588,0.04245837736457438,0.021389200579188566,0.023009873577547798,0.08490096670889263,0.05717409406649256,0.05997477143088122,0.03937650749968743,0.040023495506350225,0.1060160374340473,0.11854942554744043,0.12236797804850207,0.10539338824566807,0.10692638096472855,0.10676158167547921,0.10760885811040434,0.038642400296284365,0.06406889948785532,0.05306893188662127,0.033869018472852314,0.0056658716345542905,4.378622337287627
1.8,0.012188226518596152,0.04240006560105273,0.02138892114018781,0.023009493767071926,0.0842206159862265,0.057144321212582054,0.05993724703884696,0.03937580664072296,0.040022724140956964,0.10213043275360544,0.11734164637704003,0.12090608687013811,0.10503386647069735,0.10653378733198382,0.10584319032200755,0.10663446551231272,0.03776681600791311,0.05738287189834915,0.04713849300654005,0.0299739993837421,0.004980007394922586,4.306498500622766
1.85,0.012186730893225809,0.04234020361228348,0.02138861781137253,0.02300908153991173,0.08352714040161267,0.05711218385384753,0.05989676926125527,0.03937500773402029,0.040021845040514786,0.09830362250572981,0.11607334113045736,0.11937629124430522,0.10464020235889167,0.10610452463351279,0.10488674481662838,0.10562226014341256,0.037178474954729764,0.05135337046590628,0.04189734230391534,0.026500878454205498,0.004437744668679864,4.238783463906443
1.9000000000000001,0.01218519456039546,0.04227879892642197,0.0213882893016627,0.02300863515214672,0.08282098665981551,0.05707757856960861,0.05985321258688389,0.03937410065466186,0.04002084711417376,0.09454227622587183,0.11474556667408228,0.11778046519530067,0.10421114557198792,0.10563734273174359,0.10389411463539988,0.10457427980536506,0.036810173987475645,0.04594818397144567,0.03729669391235802,0.023410620911181537,0.004016808952361499,4.175023455556089
1.9500000000000002,0.012183617541817056,0.04221585925515186,0.021387934290491118,0.023008152820918233,0.08210260652767826,0.05704040204435003,0.05980645205184258,0.03937307461494478,0.040019718550632,0.09085257855333281,0.11335962757855508,0.1161207746324504,0.10374557149316548,0.10513113461944354,0.10286724845091454,0.10349262733486655,0.036602617141094654,0.041131779621300504,0.03328648084817187,0.02066717975555447,0.003696915359954087,4.114778318489786
2.0,0.012181999859772936,0.04215139249190947,0.021387551428259665,0.023007632725111554,0.0813724563554073,0.05700055125113728,0.059756363481057534,0.03937191815109408,0.04001844680444987,0.08724022217424089,0.11191706592458292,0.1143996598675448,0.10324249050943991,0.10458494560318327,0.1018081551462421,0.1023794518425717,0.0365042210288135,0.03686634056255706,0.029816381613602543,0.018237321550544992,0.003459857240137791,4.057627160741408
2.0500000000000003,0.012180341537115159,0.042085406710069426,0.021387139336805028,0.0230070730060517,0.0806309965973371,0.056957923633565964,0.05970282372685876,0.03937061911149091,0.04001701858407409,0.08371040370231299,0.11041964970408193,0.1126198165901235,0.10270105584060238,0.10399798082293385,0.10071888630931257,0.10123693155067176,0.036470790917431065,0.0331126787414458,0.026836672542148814,0.016090458190402633,0.0032895088385694092,4.003172626745569
2.1,0.012178642597264805,0.04201791016109232,0.021386696609873662,0.02300647176821261,0.07987869133288891,0.05691241728590192,0.05964571090418965,0.03936916464648046,0.04001541984164119,0.08026782238178488,0.10886935997442783,0.11078417554653072,0.10212056987681326,0.10336961108398995,0.09960152020800109,0.10006725820410786,0.03646509918026181,0.029831024477422384,0.02429891929833327,0.014198484630067544,0.003171766056674642,3.9510439579133956
2.15,0.012176903064211271,0.04194891127263496,0.021386221813605815,0.023005827079939332,0.07911600778842595,0.05686393113107729,0.05958490462197229,0.03936754119981866,0.040013635764622406,0.07691668148164986,0.10726837692715918,0.10889588116776004,0.10150048901129967,0.10269937700432624,0.09845814722668406,0.09887262301364093,0.03645639413878885,0.02698169734112882,0.022156522647122184,0.012535622549255832,0.0030944442463120966,3.9008990068583294
2.2,0.012175122962511543,0.041878418646623984,0.02138571348702838,0.023005136974182952,0.07834341586069796,0.056812365096216316,0.05952028621017753,0.03936573450181006,0.040011650769365144,0.07366069223716143,0.10561906503403001,0.10695826938732249,0.10084042697720619,0.10198699150509598,0.09729085672859049,0.09765520407694483,0.03641986355252204,0.02452566522848025,0.02036513437832233,0.011078269933318993,0.003047147809107949,3.852425361573419
2.25,0.01217330231728945,0.04180644105729341,0.021385170142556403,0.023004399449247807,0.07756138764255537,0.05675762028537439,0.059451738942165086,0.039363729564182985,0.04000944849657863,0.0705030801834273,0.10392395743297639,0.10497484488397785,0.10014015671822357,0.10123234069399815,0.09610172529583931,0.09641715521596511,0.03633607334506791,0.02242500006626752,0.018882959333778513,0.009804856583199335,0.0030211229860128176,3.805340725201606
2.3000000000000003,0.012171441154234913,0.04173298744918694,0.02138459026650298,0.023003612469550738,0.07677039695160019,0.05669959914918366,0.05937914825187633,0.039361510676741665,0.040007011808804005,0.06744659371682979,0.10218573971448508,0.10294925797546323,0.09939961084096818,0.10043548321049635,0.09489280629044451,0.09516059616220351,0.03619039866926567,0.020643239507346384,0.017670959029010516,0.008695705580216682,0.0030091025022408106,3.759392684737085
2.35,0.01216953949960316,0.04165806693512559,0.021383972319597377,0.02300277396639197,0.07597091886242648,0.056638205651109615,0.059302401945480525,0.03935906140582813,0.040004322789901445,0.06449351471291064,0.10040723326518776,0.10088528137863749,0.09861888071307598,0.09959664811827797,0.09366612067299826,0.09388760401523556,0.0359724611878443,0.01914566440227993,0.016692971541164905,0.007732900747298083,0.003005148551826849,3.7143579888277385
2.4000000000000004,0.012167597380213932,0.041581688794141515,0.021383314737511108,0.023001881838737262,0.07516342924308715,0.05657334543003416,0.05922139040709427,0.03935636459462024,0.040001362746579394,0.06164567102418565,0.09859137832041245,0.09878678703904097,0.0977982142845475,0.09871623144387887,0.0924236490099783,0.092600205895367,0.03567558352300653,0.01789950188017035,0.01591576127653779,0.006900160137492341,0.0030044988697013756,3.67004144140272
2.45,0.01216561482345068,0.04150386246937857,0.02138261593139178,0.023000933954010972,0.07434840429640789,0.056504925958892574,0.0591360067982135,0.03935340236528532,0.03999811221198335,0.05890445067803374,0.0967412168710793,0.09665772321905487,0.09693801272103503,0.09779479147111855,0.0911673245963185,0.09130037271011437,0.03529626923104074,0.01687406362937057,0.015309011031733719,0.006182715569227705,0.0030034192651484746,3.6262745046215863
2.5,0.012163591857259735,0.04142459756596053,0.02138187428840448,0.022999928148899684,0.07352632010675042,0.05643285669910418,0.059046147250517725,0.03935015612300235,0.03999455095135415,0.05627081759323026,0.09485987556289881,0.09450209201892794,0.09603882594654875,0.09683304290899787,0.08989902761803119,0.08999001395456693,0.03483371439173182,0.01604082851848483,0.014845267498494404,0.005567198208125604,0.0029990649076458106,3.5829136919614966
2.5500000000000003,0.012161528510149459,0.041343903848827544,0.021381088172280432,0.022998862230165982,0.07269765219280942,0.05635704925054925,0.058951711051726995,0.03934660656185884,0.039990657969758044,0.05374532863376582,0.09295054871749588,0.09232392748920888,0.09510134719957278,0.09583185005615842,0.08862058027971352,0.0886709734655841,0.03428935495942891,0.015373478105134956,0.014499850090166171,0.005041530173715364,0.002989351811356668,3.539838820367475
2.6,0.01215942481118939,0.04126179124054174,0.021380255923872757,0.022997733975472046,0.07186287506700746,0.05627741749685788,0.058852600824213494,0.039342733672622046,0.039986411521883584,0.051328151820182265,0.09101648159600731,0.09012727447685095,0.09412640671095182,0.0947922190880732,0.08733374282216823,0.08734502604967855,0.03366645238647498,0.014847892897363378,0.014250731728868824,0.004594822127154014,0.0029728393123526933,3.496951179429199
2.6500000000000004,0.012157280790009366,0.041178269819062564,0.02137937586171905,0.02299654113421264,0.07102246180203181,0.05619387774579017,0.05874872269609128,0.039338516752377574,0.039981789123893,0.049019085521645744,0.08906095401605375,0.08791616833069321,0.09311496461429487,0.09371528959404513,0.08604021035570641,0.0860138749062021,0.03296971867759029,0.014442116502224264,0.014078399055283053,0.004217276765167566,0.002948623837038206,3.4541716655913772
2.7,0.012155096476798627,0.04109334981549283,0.02137844628261057,0.02299528142835716,0.07017688360503635,0.05610634886450083,0.05863998646452995,0.03933393441602218,0.0399767675673085,0.04681757845622878,0.08708726442292566,0.08569461557540606,0.09206810320022006,0.09260232549006091,0.08474161043599372,0.0846791497710807,0.0322049809393765,0.014136294050556034,0.013965698426281991,0.0039000981207201616,0.0029162438900216282,3.4114389205023454
2.75,0.012152871902304909,0.041007041611796025,0.02137746546216779,0.022993952553300317,0.06932660940000919,0.05601475240949545,0.058526305751060145,0.0393289646095911,0.0399713229349072,0.04472275033225163,0.08509871450549553,0.08346657564652442,0.09098701862472465,0.09145470543081946,0.08343950131215927,0.08334240570983431,0.03137888462428647,0.013912590550588527,0.013897673060462554,0.003635406542901164,0.002875595920703955,3.3687075047409025
2.8000000000000003,0.012150607097833513,0.040919355738485895,0.021376431655422065,0.022992552178721072,0.06847210541878487,0.055919012751100075,0.05840759814866155,0.039323584625394356,0.03996543061859126,0.0427334129699051,0.08309859443691738,0.08123594376307204,0.08987301217950568,0.09027391284006785,0.08213537078039959,0.08200512249107306,0.030498634004810822,0.013755094113717775,0.013861395783266414,0.003416159209324615,0.00282686053881178,3.3259461313008116
2.85,0.012148302095246364,0.04083030287228888,0.02137534309740321,0.022991077949449476,0.06761383480115636,0.05581905719228024,0.0582837853604465,0.03931777111893052,0.03995906533919372,0.04084809174960217,0.0810901688097248,0.07900653499866625,0.08872748122837659,0.0890615256729683,0.08083063557931522,0.08066870447447701,0.02957176792365232,0.013649708325869111,0.013845801012759677,0.003236076003007664,0.0027704384220099383,3.283135977279331
2.9000000000000004,0.012145956926961054,0.04073989383378036,0.021374198003732674,0.022989527486340953,0.06675225720451874,0.055714816081660165,0.058154793329775085,0.039311500127540665,0.03995220116817381,0.0390650472414519,0.0790766633246083,0.07678206959702688,0.08755190990922167,0.0878192060178174,0.07952664126591759,0.07933448095165425,0.028605968523176938,0.013584037415440623,0.013841518912014983,0.0030895705666331708,0.002706895182570792,3.2402690871532247
2.95,0.012143571625949864,0.040648139584995496,0.02137299457122217,0.022987898387157684,0.06588782842345259,0.05560622292060773,0.05802055236166041,0.03930474709075979,0.039944811551149845,0.03738229687878679,0.07706125228204617,0.07456615956361397,0.08634785969539184,0.08654868963725915,0.078224662514685,0.07800370688320021,0.02760890043830215,0.01354726729856374,0.01384071400991701,0.0029716863299832524,0.0026369144206135303,3.197346876754831
3.0,0.012141146225738772,0.04055505122701531,0.0213717309784774,0.02298618822745668,0.06502100001963021,0.055493214464265465,0.05788099723534494,0.03929748687231788,0.03993686933321184,0.035797636547674594,0.07504704691616916,0.07236229655177975,0.08511695990425276,0.08525177554137932,0.07692590378637215,0.07667756397911267,0.02658807781931034,0.013530045066404511,0.013836930053146596,0.002878037292462449,0.0025612581810073435,3.154378743505936
3.0500000000000003,0.012138680760406442,0.04046063999752911,0.021370405386506714,0.022984394561484135,0.0641522189624039,0.05537573081642264,0.057736067307951604,0.03928969378373756,0.03992834678595077,0.03430866197369263,0.07303708460083988,0.07017384104941893,0.0838608982339168,0.08393031567692616,0.07563150031745308,0.07535716207273212,0.025550756515324083,0.013524359017526735,0.013824942391314743,0.002804753335925173,0.0024807340438658875,3.1113807855509683
3.1,0.012136175264583207,0.0403649172683738,0.021369015939334428,0.02298251492307568,0.06328192728040984,0.05525371551813842,0.05758570660913532,0.03928134160947093,0.03991921563613619,0.03291278979681946,0.07103431894898647,0.0680040128606877,0.08258141140218009,0.08258620480853796,0.07434251938441809,0.0740435407421358,0.02450384877818086,0.0135234209295286,0.013800618807560191,0.0027484298367292203,0.002396168105252267,3.068374630061072
3.1500000000000004,0.01213362977345002,0.0402678945430511,0.02136756076461853,0.022980546826562125,0.06241056172449623,0.055127115630040455,0.0574298639266825,0.03927240363351333,0.03990944709596921,0.03160727823500301,0.0690416108178027,0.06585588286697504,0.0812802759544822,0.08122137065942156,0.0730599618002619,0.07273767113764532,0.023453857925318806,0.013521551905774204,0.013760789381154928,0.002706081343719403,0.0023083831440866816,3.025386369100045
3.2,0.012131044322737403,0.040169583454223376,0.021366037974272546,0.022978487767680286,0.061538553442259704,0.054995881808238126,0.05726849288302779,0.03926285266742816,0.03989901189483347,0.030389247246697317,0.06706172022455612,0.06373236604196626,0.07995929930043683,0.07983776437054793,0.07178476360424045,0.07144045797834822,0.022406830516311576,0.0135140728218971,0.01370312569966274,0.0026750990867477034,0.0022181813174028033,2.982445599980827
3.25,0.012128418948724374,0.04006999576118901,0.02136444566509134,0.022976335224488505,0.06066632766444765,0.05485996837380391,0.05710155200267831,0.039252661079712654,0.03988788031246263,0.029255698112332425,0.06509729917046231,0.06163621568734244,0.07862031103125237,0.07843735132922099,0.07051779791007289,0.07015274168348445,0.0213683237401405,0.013497200129265233,0.01362602951912525,0.002653212082219264,0.0021263307745566164,2.939584565934668
