Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(1),J_5s1/2(1),J_total_Mo_relativistic
0.5,0.03963363392961233,0.14331885670572103,0.0718473640676894,0.148073976001818,0.34172068204038303,0.21108149221086783,0.4320687414093711,0.29806271279319585,0.4506061725126765,0.7034741617819124,0.5788925793009839,1.1863336457650513,1.3643824088420413,0.34109560221051033,0.1255569674597185,6.440970342405767
0.55,0.03963008946885805,0.14316049898011773,0.0718471686198189,0.14807353092806033,0.33913088903270433,0.21104521932416492,0.43198748905348416,0.29806181038708945,0.4506047492200067,0.6702028777706548,0.5738707891545097,1.175010188712344,1.3326105501163141,0.33315263752907853,0.08568048572937273,6.308114200408745
0.6000000000000001,0.039626207940590914,0.1429872827055294,0.07184691241332421,0.14807294752183217,0.33631859486939103,0.21099797998804395,0.43188170835701434,0.2980604089516573,0.45060253918913296,0.6357198739216348,0.5676663019334013,1.1610681284091613,1.295791781148976,0.323947945287244,0.06247907597242401,6.180312376788254
0.65,0.03962198948112123,0.142799268341651,0.0718465840689463,0.14807219988966083,0.33329011779127826,0.21093786928266983,0.4317471564246845,0.29805831382561115,0.4505992357768457,0.6004231418549826,0.560206356635956,1.1443662765082454,1.254706859578295,0.31367671489457377,0.05007663218776079,6.052881760140864
0.7000000000000001,0.03961743423856811,0.14259652143406323,0.07184617126747944,0.14807126000446091,0.3300522129450549,0.21086287650115257,0.4315793611031448,0.2980552816593424,0.45059445578202195,0.564697650755357,0.5514461532668659,1.1248288636822208,1.2102166367473182,0.30255415918682954,0.044178636513057014,5.922894089288128
0.75,0.0396125423728484,0.14237911257187805,0.07184566076197511,0.14807009773457314,0.326612046281323,0.2107708986216656,0.4313736522620984,0.29805101458303856,0.45058773033538724,0.5289089155184994,0.5413700511301326,1.102447131378594,1.1631784783968688,0.2907946195992172,0.04185061008661078,5.788845741290981
0.8,0.03960731405566478,0.14214711734219945,0.07184503839084902,0.1480686808749446,0.3229771671336896,0.21065975429898462,0.4311251942198814,0.29804515464250964,0.4505784962291635,0.4933975471219221,0.5299914422717183,1.0772778330001607,1.1143921113958768,0.2785980278489692,0.04120834802839606,5.6502739124764725
0.8500000000000001,0.03960174947049295,0.14190061628144676,0.07184428909187478,0.14806697518040918,0.3191554796354339,0.21052719826627517,0.43082901905014215,0.2980372786192034,0.4505660878707457,0.4584748578597324,0.517351450007162,1.0494390760396546,1.0645700566491674,0.26614251416229184,0.04112046836061497,5.507413648609112
0.9,0.039595848812567926,0.1416396948235889,0.0718433969170468,0.1480649444010247,0.3151552131347286,0.21037093603645043,0.4304800605034067,0.29802689334341775,0.4505497300322647,0.4244195486403954,0.503516648197146,1.0191040314481816,1.0143259393083277,0.2535814848270819,0.04096428482688948,5.3609286423739455
0.9500000000000001,0.03958961228886953,0.14136444324534228,0.07184234504829363,0.14806255031942053,0.31098489177257754,0.21018863879199878,0.4300731882771682,0.29801343160031385,0.4505285315525336,0.3914754643115735,0.48857602259571054,0.9864930793978873,0.9641744148213668,0.2410436037053417,0.04044300054041276,5.211716494865005
1.0,0.03958304011810694,0.1410749566083874,0.07184111581402224,0.14805975279010716,0.3066533033895595,0.20997795835281965,0.42960324237062436,0.29799624871725366,0.4505014801298578,0.3598503674446368,0.47263740297996126,0.9518649583219949,0.9145378025045532,0.2286344506261383,0.03945721869073289,5.060775943322095
1.05,0.03957613253070241,0.14077133469866215,0.07183969070647252,0.14805650978069618,0.30216946792815913,0.2097365421132746,0.42906506726521426,0.2979746199085082,0.4504674383239846,0.32971565213038545,0.4558235868444456,0.91550744594233,0.8657559857212852,0.2164389964303213,0.03801899852760212,4.909120634940801
1.1,0.03956888976877412,0.14045368196279262,0.07183805039986065,0.1480527774149778,0.2975426054969383,0.20946204784230898,0.42845354567953886,0.2979477384398212,0.4504251408635691,0.30120689753210717,0.43826835580167384,0.8777280372008667,0.818097373679858,0.2045243434199645,0.03619684224488287,4.75772566658135
1.1500000000000001,0.039561312086118114,0.14012210744172499,0.0718361747692886,0.14804851001779978,0.2927821042610926,0.20915215824407335,0.42776363165693954,0.2979147146609723,0.45037319333245296,0.2744251461763489,0.4201125582099074,0.8388450046348882,0.7717696337640972,0.1929424084410243,0.034082028329100345,4.607496176857104
1.2000000000000002,0.03955339974818947,0.13977672470162436,0.0718340429103966,0.14804366016169024,0.28789748832109713,0.20880459518090574,0.42699038275576834,0.2978745759396886,0.45031007228430653,0.24943878382228915,0.4015003994578765,0.7991791406861674,0.7269295228424513,0.18173238071061282,0.03176908940628062,4.459250309219067
1.25,0.03954515303208253,0.13941765176210924,0.07183163315973444,0.1480381787151643,0.2828983857372224,0.20841713346575044,0.4261289911260177,0.2978262675153092,0.45023412681127184,0.22628589554102263,0.3825760478001215,0.7590463959750459,0.6836915364867028,0.1709228841216757,0.02934533395498561,4.313711327739478
1.3,0.03953657222651029,0.13904501102189248,0.07182892311582631,0.14803201489265305,0.27779449685276786,0.20798761413700587,0.4251748132712652,0.2977686542758176,0.4501435815686505,0.20497697547293472,0.36348063106635153,0.7187515481078656,0.6421353238577994,0.16053383096444984,0.02688594840065326,4.171505474083425
1.35,0.03952765763178295,0.138658929181902,0.07182588966090393,0.1480251163059908,0.27259556306298377,0.20751395713532442,0.4241233983116057,0.29770052344749437,0.4500365412348472,0.18549787463305986,0.3443496697185929,0.6785829657128872,0.6023119388385775,0.15057798470964437,0.02445240425910071,4.033163395870565
1.4000000000000001,0.039518409559785625,0.13825953716595668,0.0718225089832811,0.14801742901739579,0.26731133616991415,0.20699417330894196,0.4229705145811459,0.29762058817276893,0.4499109963641167,0.16781288109812584,0.3253109657339711,0.6388084740952322,0.5642490546064215,0.14106226365160537,0.022092718001897774,3.899123789892781
1.4500000000000002,0.03950882833395515,0.13784697003907478,0.07181875660034277,0.148008897593877,0.26195154845587737,0.2064263756815969,0.4217121744124875,0.29752749193908123,0.4497648305695194,0.15186783897276707,0.30648294523955844,0.599672282825872,0.5279552866045223,0.13198882165113057,0.01984266247608578,3.7697384166311805
1.5,0.03949891428925611,0.1374213669234946,0.07181460738212082,0.1479994651629989,0.25652588360009815,0.20580878992491675,0.42034465698017687,0.29741981380990046,0.44959582895517847,0.13759322582015202,0.2879734358712505,0.5613929013981507,0.4934237658139158,0.12335594145347895,0.017727388010009185,3.645277956459562
1.55,0.03948866777215596,0.13698287091248854,0.07181003557542824,0.14798907346993398,0.25104394855420487,0.20513976398520656,0.41886452909510946,0.2972960743986403,0.44940168770068545,0.12490712199403461,0.2698788472955355,0.5241619457790124,0.46063509078344067,0.11515877269586017,0.0157631401688782,3.525938365136394
1.6,0.03947808914059938,0.13653162898205362,0.07180501482852286,0.14797766293573253,0.2455152464830053,0.20441777682277634,0.4172686638621162,0.29715474251718477,0.4491800246865097,0.11371801889682528,0.2522837148219329,0.4881437248220109,0.42955976940218044,0.10738994235054511,0.013958903628168142,3.4118474961932983
1.6500000000000001,0.03946717876398172,0.13606779190056334,0.07179951821627122,0.14796517271673676,0.2399491508672476,0.20364144623020183,0.4155542571331901,0.2969942424231746,0.4489283910376626,0.1039274261194515,0.23526056101239423,0.45347548947786337,0.4001602437000705,0.10004006092501762,0.012317888181154835,3.303071822790507
1.7000000000000002,0.03945593702312163,0.1355915141364669,0.07179351826578283,0.1479515407650665,0.23435488085505582,0.20280953570413862,0.41371884170882806,0.29681296158415776,0.4486442834537032,0.09543224933237428,0.2188700280700274,0.4202682278971287,0.3723925744765299,0.09309814361913248,0.010838823921354278,3.1996231310444156
1.75,0.039444364310232925,0.13510295376412362,0.07178698698248466,0.14793670389010202,0.22874147793849428,0.20192096035342116,0.4117602992595563,0.29660925887218836,0.4483251571864847,0.08812692145170478,0.2031612339668798,0.3886078943244529,0.34620784807973004,0.08655196201993251,0.00951706150964755,3.101465082672957
1.8,0.039432461028895506,0.13460227236786143,0.07177989587660517,0.14792059782088915,0.22311778402135707,0.20097479183409725,0.40967686995869596,0.29638147309945706,0.44796843952277454,0.08190527886287571,0.18817230718747346,0.35855696775715573,0.3215533556122668,0.0803883389030667,0.008345488720479691,3.0085195638732016
1.85,0.039420227594025574,0.1340896349443494,0.07177221599003722,0.14790315726939082,0.21749242093388232,0.19997026230970744,0.4074671598356377,0.29612793180400426,0.44757154362697055,0.07666218229672131,0.1739310581183705,0.33015624650825004,0.2983735848457287,0.07459339621143217,0.007315281661698959,2.9206727529230987
1.9000000000000001,0.03940766443184494,0.13356520980337558,0.07176391792354853,0.14788431599450927,0.2118737714397442,0.19890676744245062,0.4051301458761824,0.29584696019444107,0.4471318825994507,0.07229488833827408,0.16045574907276192,0.303426796114456,0.2766110569950545,0.06915276424876363,0.00641651157259681,2.837780852875259
1.9500000000000002,0.039394771979849565,0.13302916846712232,0.07175497186430861,0.14786400686680168,0.20626996177045803,0.1977838684278273,0.4026651789127356,0.2955368901637886,0.4466468836084909,0.0687041825784674,0.14775592934683165,0.2783719797087785,0.2562070341279427,0.06405175853198568,0.005638627999709365,2.7596754486608015
2.0,0.03938155068677729,0.13248168556803164,0.07174534761370054,0.14784216193381283,0.20068884571231932,0.19660129309187166,0.4000719843622118,0.295196069284939,0.4461140019579741,0.06579528920134593,0.13583330627861206,0.25497951146769143,0.23710211786396296,0.05927552946599074,0.004970837725162273,2.686168459898757
2.0500000000000003,0.03936800101257472,0.13192293874535443,0.07173501461538592,0.14781871248594738,0.1951379902612576,0.19535893607612903,0.3973506608833132,0.29482286970371996,0.44553073495910156,0.0634785744657763,0.12468262780462253,0.23322348464087958,0.21923675595378625,0.05480918898844656,0.0044023968008128495,2.6170566717168127
2.1,0.03935412342836335,0.13135310854047763,0.07172394198359161,0.14779358912280458,0.18962466285158253,0.19405685814107723,0.39450167703733635,0.29441569684997543,0.4448946354817828,0.06167006323463283,0.1142925563282143,0.21306633570909228,0.20255167024183807,0.05063791756045952,0.003922830840727998,2.55212583587794
2.15,0.039339918416404863,0.13077237829112376,0.07171209853158621,0.14776672181989828,0.18415582015558818,0.19269528462369787,0.3915258660477679,0.29397299789232656,0.44420332507010285,0.06029178857288412,0.1046465177196499,0.19446071523512906,0.18698821704280535,0.04674705426070134,0.0035220965935396946,2.491154343196521
2.2,0.03932538647006565,0.13018093402451789,0.07169945280031496,0.14773803999568536,0.17873809844241806,0.1912746030893628,0.38842441876363915,0.2934932698682,0.44345450651601315,0.05927199462229001,0.09572351289584914,0.17735124390203802,0.17248868900810552,0.04312217225202638,0.003190695848302318,2.433916475613113
2.25,0.03931052809378052,0.12957896434961713,0.07168597308716125,0.14770747257882558,0.17337780547651213,0.1897953602220981,0.3851988749398921,0.29297506742717633,0.442645975795941,0.05854521259949068,0.08749888264408674,0.16167613906287293,0.1589965661081218,0.03974914152703045,0.002919750972977961,2.380185252433795
2.3000000000000003,0.039295343803015664,0.12896666034849763,0.07167162747480331,0.14767494807559678,0.16808091392840263,0.18825825800061838,0.3818511129548838,0.2924170101325713,0.44177563328614333,0.058052228979446036,0.07994501915008861,0.14736870289512008,0.14645672216444677,0.03661418054111169,0.00270104986449589,2.329734890040931
2.35,0.03927983412423077,0.12834421546699448,0.07165638386013483,0.1476403946373894,0.1628530562636256,0.1866641492102939,0.37838333809063235,0.29181778927329444,0.44084149418412866,0.05773996382722542,0.07303202007636007,0.13435866802810464,0.13481559240659652,0.03370389810164913,0.0025270667783805654,2.282342897983956
2.4000000000000004,0.03926399959484045,0.1277118254046894,0.07164020998321836,0.14760374012820515,0.15769952106908755,0.18501403234342295,0.3747980695055236,0.29117617414530084,0.4398416980751412,0.05756127592343875,0.06672828303314737,0.12257340038007021,0.12402130682070787,0.03100532670517697,0.002390964391636629,2.2377918369239436
2.45,0.03924784076317479,0.12706968800434107,0.07162307345624054,0.14756491219208542,0.15262525077039857,0.18330904594185465,0.37109812603200226,0.29049101776925507,0.43877451759436226,0.05747470987313143,0.06100103992227196,0.11193896199981779,0.11402379343765041,0.028505948359412604,0.0022865815152745164,2.1958707654611405
2.5,0.03923135818843927,0.12641800314085241,0.07160494179243866,0.14752383832039537,0.14763484068845237,0.1815504624371524,0.3672866109333172,0.28976126201824676,0.4376383661469666,0.05744419886190615,0.05581683194788315,0.10238103905549256,0.10477485518875412,0.02619371379718853,0.002208410079016397,2.156376403607458
2.5500000000000003,0.03921455244067377,0.12575697260986865,0.07158578243496837,0.14748044591889134,0.14273253937891736,0.17973968154413472,0.3633668957537502,0.2889859421364505,0.4364318046593319,0.05743873518071879,0.05114192711470186,0.09382574184845277,0.09622822357699491,0.024057055894248728,0.0021515643455080947,2.119114040754945
2.6,0.03919742410071093,0.12508680001609973,0.0715655627856824,0.14743466237449954,0.13792225019428894,0.17787822326380143,0.35934260339600577,0.2881641906364173,0.4351535473454099,0.05743201912494113,0.04694268281040264,0.0862002849463004,0.0883395920528416,0.0220848980132104,0.0021117447550716654,2.0838982154849024
2.6500000000000004,0.03917997376013372,0.12440769066145951,0.07154425023379109,0.14738641512173536,0.1332075340047419,0.17596772055137772,0.35521759055765517,0.2872952405691564,0.4338024664824154,0.05740209541635606,0.0431858566299885,0.07943355631224056,0.08106663167427784,0.02026665791856946,0.0020851983331829104,2.050553193622887
2.7,0.03916220202123227,0.12371985143311352,0.0715218121843755,0.1473356317086939,0.12859161301120264,0.17400991170452232,0.35099592965580295,0.2863784281672523,0.4323775961994957,0.057330984922350045,0.03983886897974081,0.07345658473581591,0.07436899140376153,0.018592247850940383,0.0020686772032444045,2.0189132697083334
2.75,0.03914410949695995,0.1230234906915264,0.07149821608672462,0.14728223986254355,0.12407737558181132,0.17200663252567674,0.34668189036556335,0.28541319486691563,0.4308781352918207,0.05720431817078902,0.036870021227188673,0.06820291501179525,0.06820828515960112,0.01705207128990028,0.002059396423386797,1.988822915538743
2.8000000000000003,0.0391256968108887,0.12231881815859885,0.07147342946246851,0.14722616755445558,0.11966738204125524,0.1699598083111215,0.34227992089359643,0.2843990887200541,0.42930344908055407,0.05701097599178146,0.03424867326908038,0.06360890022989288,0.06254806752474858,0.015637016881187144,0.002054992096107956,1.9601367977822366
2.85,0.039106964597163694,0.12160604480598283,0.07144741993348015,0.14716734306390497,0.11536387134129551,0.16787144571758364,0.33779462910294616,0.28333576521214143,0.4276530703463649,0.0567427415635698,0.03194538439589599,0.0596139202799618,0.0573537998522195,0.014338449963054875,0.002053480477583666,1.9327196849169466
2.9000000000000004,0.039087913500457205,0.12088538274366284,0.0714201552495187,0.14710569504227777,0.11116876854015738,0.16574362455524638,0.33323076359984044,0.28222298750584673,0.4259266993705252,0.056393967199972,0.029932021260243396,0.05616053528947908,0.05259280832464193,0.013148202081160482,0.0020532186297611507,1.906446261954809
2.95,0.039068544175921795,0.1201570451088895,0.07139160331558811,0.1470411525757237,0.10708369301828444,0.16357848955378318,0.3285931948870513,0.2810606261340537,0.4241242031231834,0.055961258388857876,0.028181836625788284,0.053194582229580484,0.048234235357301855,0.012058558839325464,0.0020528670066491893,1.8812008696168458
3.0,0.03904885728914277,0.11942124595555051,0.07136173221898537,0.1469736452471928,0.1031099673582331,0.1613782421456077,0.3238868966819528,0.2798486581690508,0.42224561364312696,0.05544317687052872,0.02666952239870302,0.05066522238330343,0.04424898560500943,0.011062246401252357,0.00205135424277083,1.8568771828990516
3.0500000000000003,0.03902885351608996,0.1186782001440625,0.07133051025601335,0.1469031031975977,0.09924862681718075,0.15914513230793687,0.31911692749064935,0.27858716589732024,0.42029112565726023,0.054839963925378564,0.025371240238024523,0.04852494679013822,0.04060966768945619,0.010152416922364047,0.002047844311633177,1.8333778422888043
3.1,0.03900853354306874,0.11792812323186586,0.07129790595833385,0.14682945718604426,0.09550042932160073,0.15688145050253752,0.3142884125225535,0.27727633503150495,0.4182610934911571,0.054153284514565976,0.024264632815594482,0.046729546184587197,0.03729053263383629,0.009322633158459073,0.002041706142209361,1.8106140493054972
3.1500000000000004,0.03898789806667043,0.11717123136460281,0.0712638881189375,0.14675263864907576,0.09186586591509001,0.15458951974920032,0.3094065260226486,0.27591645249281466,0.41615602732443285,0.05338599247769177,0.02332881855925419,0.04523805134904762,0.03426740989410663,0.008566852473526657,0.002032485718215316,1.7885051365701374
3.2,0.03896694779372195,0.1164077411680577,0.07122842581770729,0.1466725797588772,0.08834517159208616,0.15227168786609152,0.3044764740914552,0.27450790379836304,0.413976588846363,0.05254191662944841,0.022544372471776715,0.04401264921518701,0.031517641766948205,0.007879410441737051,0.0020198806355496255,1.7669781212323592
3.25,0.03894568344123481,0.11563786964093625,0.07119148844655407,0.14658921348038853,0.08493833645224301,0.14993031990719735,0.29950347805548716,0.27305117008873836,0.41172358636819634,0.05162566730466157,0.021893295378231186,0.04301857948225022,0.029020016856261998,0.0072550042140654995,0.0020037170552648577,1.745967249321529
3.3000000000000003,0.03892410573635342,0.11486183404855901,0.07115304573410235,0.14650247362727767,0.08164511711252034,0.14756779082412994,0.29449275844380957,0.27154682483152903,0.40939796944902695,0.05064246267006545,0.021358973720395715,0.04222401598210419,0.026754703205367044,0.006688675801341761,0.0019839289602054644,1.7254135374501616
3.35,0.03890221541630277,0.11407985181754247,0.07111306776990606,0.14641229491672605,0.0784650483165431,0.14518647837662713,0.2894495196192364,0.2699955302365858,0.4070008230919465,0.04959797394387807,0.02092613179169356,0.04159993651390904,0.024703181615273462,0.0061757954038183654,0.001960539602609953,1.7052643172559663
3.4000000000000004,0.038880013228335335,0.11329214043153883,0.07107152502817464,0.14631861302298174,0.07539745468347223,0.14278875631317828,0.2843789351057942,0.26839803341853413,0.40453336156655556,0.04849818853356878,0.020580778092258417,0.041119984399052636,0.022848179591566854,0.0057120448978917136,0.0019336450157449738,1.6854727870353752
3.45,0.038857499929677485,0.11249891732810409,0.07102838839099043,0.146221364629637,0.07244146254146987,0.14037698784036165,0.27928613364736565,0.26675516234149277,0.401996921912823,0.0473492900114662,0.020310147282742653,0.0407603245709887,0.02117360630392358,0.005293401575980895,0.0019033994533483294,1.665997574199595
3.5,0.03883467628747509,0.11170039979676157,0.07098362917099958,0.14612048748058976,0.06959601179380402,0.13795351939670505,0.2741761860259515,0.2650678215801343,0.3993929571797983,0.04615755379093251,0.020102639028372185,0.04049949661537255,0.019664488875295337,0.004916122218823834,0.0018700026166226778,1.6468023114491468
3.5500000000000003,0.03881154307873858,0.11089680487832608,0.0709372191335591,0.14601592042965006,0.06685986776869722,0.13552067474419738,0.2690540926617908,0.2633369879301798,0.39672302945086235,0.04492925733720455,0.01994775485204404,0.0403182668130391,0.018306910260124817,0.004576727565031204,0.0018336885272968503,1.6278552289187935
3.6,0.038788101090287325,0.11008834926555193,0.07088913051832403,0.14590760348875548,0.06423163300714958,0.13308074938799613,0.2639247720116753,0.26156370590018097,0.3939888027050868,0.043670603741721256,0.019836033957083977,0.040199480910911446,0.01708794892917097,0.004271987232292743,0.0017947159061076404,1.609128763991215
3.6500000000000004,0.038764351118693384,0.10927524920516535,0.07083933606025906,0.14579547787476085,0.06170975894613511,0.13063600533240763,0.2587930497762144,0.2597490831150424,0.3911920355619273,0.042387657502428976,0.019758988836451337,0.04012791905239983,0.015995620529787327,0.003998905132446832,0.0017533599198784075,1.5905991899918206
3.7,0.03874029397022466,0.10845772040134033,0.07078780901006043,0.14567948605477088,0.059292557457758244,0.1281886661788734,0.25366364892156573,0.25789428566020184,0.3883345739539307,0.041086291381321444,0.019709041355278945,0.04009015403746678,0.0150188216493529,0.003754705412338225,0.0017099051650420484,1.5722462645600113
3.75,0.0387159304607874,0.10763597792067396,0.07073452315397413,0.14555957178998533,0.05697821220814034,0.1257409125694824,0.24854118051625473,0.25600053339374723,0.3854183437694481,0.03977214325096794,0.019679459877079288,0.04007441385130373,0.014147275780295863,0.003536818945073966,0.001664639761504099,1.5540528981439223
3.8000000000000003,0.038691261415868095,0.10681023609871561,0.07067945283299801,0.1454356801780299,0.05476478980296748,0.12329487797745481,0.24343013537917846,0.25406909525203075,0.3824453435045451,0.03845058189111542,0.019664297900029118,0.0400704491973753,0.013371481549881548,0.003342870387470387,0.0016178504387371387,1.5360048427668151
3.85,0.03866628767047481,0.10598070844810155,0.07062257296145574,0.14530775769374718,0.05265025068974847,0.12085264484410865,0.23833487653072064,0.2521012845725644,0.37941763696043246,0.03712668075214175,0.01965833457768271,0.04006940659326204,0.012682663249345158,0.0031706658123362894,0.0015698185034430825,1.518090400964519
3.9000000000000004,0.038641010069077865,0.10514760756834465,0.07056385904493195,0.14517575222842463,0.05063245978989216,0.11841624106003172,0.2332596324351048,0.250098454456176,0.37633734601983365,0.03580519876209622,0.019657017417435637,0.040063707434081754,0.012072723678283192,0.003018180919570798,0.0015208165859624551,1.5003001545948966
3.95,0.03861542946554995,0.1043111450573262,0.07050328719755825,0.14503961312743932,0.04870919683670062,0.115987636786538,0.22820849101867544,0.24806199318858133,0.37320664353279354,0.03449056731654213,0.019656407379221436,0.04004693329613536,0.011534199297487696,0.002883549824371924,0.0014711060708246578,1.4826267130554258
4.0,0.03858954672310568,0.10347153142453444,0.07044083415864125,0.1448992912263004,0.04687816639827423,0.11356874161198861,0.2231853944457138,0.24599331973971267,0.37002774633953894,0.03318688265396579,0.0196531265354246,0.040013717640718205,0.011060217666595873,0.0027650544166489682,0.0014209351236358385,1.4650644803137218
4.05,0.03856336271424054,0.10262897600609257,0.07037647730862433,0.14475473888507326,0.04513700756712912,0.11116140203620406,0.21819413463066786,0.24389387935734724,0.36680290845515584,0.03189790288296284,0.01964430839999869,0.03995964398277528,0.010644457133288081,0.0026611142833220204,0.001370537233935756,1.4476094400590707
4.1000000000000005,0.03853687832066926,0.1017836868816157,0.07031019468437569,0.14460591002117115,0.043483303301022375,0.10876739927498118,0.21323834946328155,0.24176513926981463,0.36353441443806683,0.030627048989806973,0.019627550989475825,0.039881150509391304,0.010281108726915919,0.0025702771817289797,0.0013201302014580283,1.4302589582069154
4.15,0.03851009443326368,0.10093587079293488,0.07024196499379644,0.14445276014050248,0.0419145894020621,0.10638844737565474,0.20832151972104856,0.2396085845108478,0.3602245729615903,0.029377409215609347,0.019600872640168795,0.03977544106725343,0.009964840199513842,0.0024912100498784605,0.0012699155000730725,1.413011601933795
4.2,0.03848301195198999,0.10008573306472289,0.07017176762974302,0.1442952463669639,0.0404283631236377,0.10402619163370264,0.2034469666416643,0.23742571387797876,0.35687571060526563,0.028151746250518247,0.01956267057366853,0.039640402384588436,0.009690762151971373,0.0024226905379928433,0.0012200779612359931,1.3958669743886922
4.25,0.038455631785845504,0.09923347752705494,0.07009958268325937,0.14413332747027147,0.039022091397038924,0.1016822072995846,0.19861785012670433,0.23521803603428607,0.3534901658801368,0.026952506747872012,0.019511682176046968,0.039474527350164025,0.0094543961743845,0.002363599043596125,0.0011707857255577382,1.3788255642061635
4.3,0.03842795485279481,0.09837930643993466,0.07002539095611496,0.14396696389212454,0.03769321867183279,0.09935799856431672,0.1938371675465892,0.23298706576177397,0.35007028349981534,0.025781832713608493,0.01944694893435623,0.03927684413837985,0.009251644924167622,0.0023129112310419056,0.0011221904163180253,1.3618886089385858
4.3500000000000005,0.03839998207970545,0.0975234204198133,0.06994917397264572,0.14379611777069873,0.036439174366136064,0.09705499781171624,0.18910775311600053,0.23073432037321578,0.34661840890690243,0.024641574375367743,0.019367782956486126,0.03904685094400658,0.009078764063863298,0.0022696910159658245,0.0010744274942390596,1.3450579715312008
4.4,0.03837171440228307,0.09666601836812799,0.06987091399089579,0.14362075296346655,0.03525737992485435,0.09477456512479526,0.1844322778082646,0.22846131628792643,0.3431368830622391,0.023533304181500424,0.01927373598666555,0.03878445607162907,0.008932335976515273,0.002233083994128818,0.0010276167574698812,1.3283360289751496
4.45,0.03834315276500602,0.09580729740188218,0.06979059401305873,0.14344083506834632,0.03414525548575646,0.09251798803343017,0.17981324977680377,0.22616956577564426,0.33962803750248,0.022458331622584753,0.019164570818376792,0.03848992311230264,0.008809245175356186,0.0022023112938390466,0.0009818629547555012,1.3117255722931394
4.5,0.0383142981210595,0.09494745278628951,0.0697081977952177,0.14325633144318173,0.03310022615491686,0.09028648149018316,0.17525301525155998,0.22386057387150476,0.33609418966965166,0.021417718607089953,0.019040234998747838,0.03816382093244199,0.008706655326193443,0.0021766638315483607,0.0009372564846296119,1.2952297170409521
