Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(2),J_5p1/2(2),J_total_Sn_relativistic
0.8,0.01631305980984647,0.05813615771728148,0.029109770707827824,0.030389829319232106,0.13018369383887168,0.08155810725010694,0.08409921887523461,0.056295808458416995,0.05687976348935415,0.23106479488372264,0.19993879084836993,0.20617918946938443,0.188031079908359,0.19046405598686159,0.08253570006486387,0.13414245677699013,5.670008484775565
0.8500000000000001,0.016311487795437556,0.05806900953140313,0.029109639585585878,0.03038967167627768,0.12923142883983443,0.08153943429690468,0.08407753239247268,0.05629557128525456,0.056879510739505056,0.22186130972556994,0.19840654613080894,0.20439549002657423,0.1872776542826168,0.18964503846182212,0.0674780159322277,0.10690222603013025,5.546709169596552
0.9,0.016309820736470446,0.05799788567235561,0.02910948337015962,0.0303894838771742,0.12822955303823458,0.08151731375920465,0.08405185245070333,0.05629525599828966,0.0568791747951354,0.2125351191268655,0.19665645765152232,0.20236461998826824,0.1863625221698273,0.18865313001987238,0.056883092670254244,0.08487012741206891,5.439266473701369
0.9500000000000001,0.01630805867331802,0.05792280255483277,0.02910929907946952,0.0303892623422801,0.12717941898887639,0.0814913738893567,0.08402175163191948,0.056294843802484146,0.05687873566079458,0.203140305688957,0.19468138575521546,0.20008020330681445,0.18527220255077373,0.18747477638970594,0.04972477231711463,0.06722069126740864,5.343910343269188
1.0,0.016306201648646948,0.057843777486594694,0.029109083573422817,0.03038900330325708,0.12608243531310068,0.08146123171284082,0.0839867903565259,0.05629431292557583,0.056878170181532794,0.19372891234219858,0.19247662467290685,0.19753882757877828,0.183995445552271,0.1860989349044793,0.045127302292981536,0.05320916016922461,5.25736960780554
1.05,0.016304249707415494,0.057760828661106635,0.029108833555936478,0.030388702805655005,0.12494006348104283,0.0814264944968366,0.08394651866647027,0.05629363839222285,0.05687745180544632,0.18435051974973357,0.19003996750302907,0.19474007667294857,0.18252350934437883,0.18451733608476648,0.042366521501585694,0.04218402014496241,5.176901508471277
1.1,0.016302202896871187,0.05767397514981348,0.029108545577058265,0.030388356711621226,0.12375381450111442,0.08138676124791575,0.0839004780398232,0.05629279180740358,0.056876550356515905,0.17505187953981793,0.1873717176772136,0.19168649760465473,0.18085033028809755,0.1827246276308848,0.040860601319737413,0.033587534644162406,5.100274950838215
1.1500000000000001,0.016300061266548392,0.05758323689405488,0.02910821603518414,0.030387960702731965,0.12252524552771936,0.08134162423230781,0.08384820322845289,0.0562917411513854,0.05687543182020921,0.16587660544284274,0.18447465025229715,0.18838350724699002,0.17897259158190534,0.18071840908941864,0.04015495057006016,0.02694969925622946,5.0257276400581175
1.2000000000000002,0.016297824868265764,0.05748863469662629,0.029107841179370226,0.030387510282943335,0.12125595639835893,0.0812906705121715,0.08378922411044354,0.05629045058846589,0.0568740581441955,0.1568649231740652,0.18135392742830844,0.18483924567012647,0.17688970036206605,0.17849917013273858,0.03990457029837685,0.021879088238858604,4.95191076730659
1.25,0.01629549375612356,0.05739019021299167,0.029107417111737473,0.03038700078165945,0.11994758611137259,0.08123348349132133,0.08372306754895842,0.05628888029156087,0.05687238705637645,0.1480534787512413,0.17801697350839524,0.1810643837485094,0.1746036862619502,0.1760701481751678,0.039856046756086616,0.018052691608544003,4.8778300085354465
1.3,0.01629306798650087,0.05728792594215355,0.029106939789967045,0.030386427356914988,0.11860180925560558,0.0811696444639119,0.08364925924934562,0.056286986284566104,0.05687037190227366,0.13947520388992046,0.17447331508997257,0.17707189318399313,0.17211903601050282,0.17343712221353155,0.03983052752297423,0.015205929433906796,4.802788099785948
1.35,0.0162905476180527,0.057181865217186496,0.02910640502988444,0.03038578499866951,0.11722033240328868,0.08109873415966812,0.08356732560642699,0.05628472030425661,0.056867961503632936,0.1311592361947759,0.17073439261585088,0.17287678728552766,0.16944247900966927,0.17060815965962017,0.03970841596907312,0.013123452156296882,4.726331878525873
1.4000000000000001,0.016287932711706966,0.05707203219544013,0.029105808508130278,0.030385068532210686,0.11580489047736196,0.08102033427936894,0.08347679553409522,0.05628202968330988,0.056865100039909855,0.1231308910743126,0.16681334953680566,0.1684958407571999,0.16658273826325945,0.16759333187554762,0.03941610266172679,0.011630986225045978,4.648205137912844
1.4500000000000002,0.016285223330661354,0.056958451848418266,0.02910514576491556,0.030384272621663558,0.11435724310437481,0.08093402901444177,0.08337720226956973,0.056278857255850245,0.05686172695409346,0.11541168165481742,0.16272480526615465,0.1639472964172295,0.16355025981476481,0.1644044124514326,0.03891478422044815,0.010588283501097645,4.568307685360127
1.5,0.01628241954038006,0.056841149951340646,0.029104412206859276,0.030383391773602855,0.11287917096394842,0.08083940654470487,0.08326808514492541,0.05627514128671282,0.056857776884106835,0.10801938245897436,0.1584846178697193,0.15925056624547038,0.16035693223647027,0.1610545702514055,0.038191259968422535,0.00988312530862448,4.48666043918775
1.55,0.01627952140859043,0.05672015307239413,0.029103603109906017,0.03038242034076529,0.1113724721455985,0.08073606050850234,0.08314899131880764,0.05627081542541915,0.05685317962079793,0.10096813224246752,0.15410964206069325,0.15442593348158618,0.15701580590065548,0.15755806711489193,0.03725051131817958,0.009426280854861638,4.4033760997254605
1.6,0.016276529005279483,0.05659548856168032,0.029102713622321322,0.030381352525858732,0.10983895852348491,0.08062359143970993,0.08301947746157853,0.056265808685645326,0.05684786009330354,0.09426857114187386,0.1496174875887309,0.14949426171460134,0.15354081991284774,0.1539299679951189,0.03610983274647043,0.00914730124011422,4.318634797471992
1.6500000000000001,0.016273442402690304,0.05646718453986679,0.02910173876776236,0.03038018238546501,0.10828045215938419,0.08050160816634731,0.08287911138750179,0.05626004545074888,0.05684173838233611,0.0879280071700324,0.14502628255561165,0.14447671605822393,0.14994654280990405,0.15018586935473086,0.034794277972363806,0.008991029740774256,4.232664085739443
1.7000000000000002,0.01627026167531834,0.05633526988654918,0.029100673448421526,0.030378903834033123,0.10669878174387386,0.08036972916581146,0.08272747362796135,0.05625344550570588,0.05683472976170986,0.08195060708947334,0.1403544455839495,0.1393945006321779,0.1462479314967242,0.14634164988586343,0.03333319766122155,0.008914717592457039,4.145722665966001
1.75,0.01626698689990758,0.05619977422833179,0.029099512448240474,0.030377510647959485,0.10509577908537379,0.08022758387204491,0.08256415894012153,0.056245924095595826,0.05682674476819148,0.0763376067874181,0.1356204701357906,0.13426861569966975,0.14246011145791368,0.14241324611231715,0.031757667004744285,0.008885646906624163,4.058087283385044
1.8,0.016263618155446597,0.056060727926634135,0.02909825043619205,0.030375996469751823,0.10347327565631505,0.08007481393026793,0.0823887777458686,0.05623739201056164,0.05681768929953374,0.0710875364533935,0.13084272364660327,0.1291196369714654,0.13859818005388885,0.13841645417326615,0.030098627342629775,0.008879175746909745,3.9700422924317293
1.85,0.016260155523164517,0.05591816206523138,0.029096881969627585,0.03037435481227326,0.10183309920530167,0.07991107439523505,0.08220095749632277,0.05622775569696728,0.056807464740330126,0.06619645610830854,0.12603926352566486,0.12396751879871591,0.13467703369626932,0.13436675807273463,0.02838559222244101,0.008877133249910605,3.8818714554103533
1.9000000000000001,0.016256599086526838,0.05577210843753659,0.029095401497686885,0.03037257906306309,0.10017707044369863,0.07973603486931923,0.082000343957673,0.056216917394277525,0.056795968115116266,0.06165819733767889,0.12122767149116521,0.11883142225513617,0.13071121888438111,0.1302791838874544,0.026645793019157368,0.008866504281787061,3.7938515991626605
1.9500000000000002,0.016252948931231154,0.055622599533632744,0.029093803364768335,0.030370662488730712,0.09850699981462312,0.0795493805770803,0.08178660241455986,0.056204775296995475,0.05678309226794216,0.05746460742780976,0.11642490716896584,0.11372956846493533,0.12671480645521802,0.12616817883224044,0.02490366148367957,0.008838353237451975,3.706247810161339
2.0,0.01624920514520277,0.055469668527062865,0.029092081814056356,0.03036859823941904,0.09682468435183904,0.07935081337333569,0.08155941878771236,0.05619122374081452,0.05676872606744873,0.05360579247924223,0.11164718139607205,0.10867911697212473,0.12270128793124768,0.12204751365885388,0.023180565992030097,0.008786945204869173,3.61930989761051
2.0500000000000003,0.016245367818590192,0.055313349261386466,0.029090230991103565,0.030366379353333847,0.09513190463555837,0.07914005268211716,0.08131850066302874,0.05617615341197418,0.05675275463630502,0.050070356464785096,0.10690984923870925,0.10369606847178414,0.1186834925206724,0.11793020658370847,0.021494734810716384,0.008709029951460424,3.5332698967121083
2.1,0.016241437043760517,0.05515367623651079,0.02908824494746483,0.030363998761335293,0.09343042185164233,0.07891683636426752,0.08106357822977643,0.056159451578654686,0.056735059603699435,0.046845633599396336,0.10222732236303947,0.0987951908336977,0.11467352311030368,0.11382846677554895,0.01986131355551924,0.008603260207096584,3.448340420667957
2.15,0.016237412915294704,0.05499068459480533,0.02908611764438048,0.03036144929158794,0.091721974960171,0.07868092151180077,0.08079440512606881,0.05614100234310415,0.056715519379430625,0.04391791178679386,0.09761300008438274,0.09398996704010788,0.11068270947077295,0.10975365536263292,0.018292515473396484,0.00846972069306766,3.364713700867134
2.2,0.016233295529982737,0.05482441010700831,0.02908384295650584,0.030358723674265526,0.09000827797881743,0.07843208516751819,0.08051075919025441,0.05612068691306577,0.056694009448011805,0.041272645295116844,0.09307921816687467,0.08929256342692549,0.10672157684814462,0.10571626191902352,0.01679783253320154,0.008309548448557493,3.2825611807800015
2.25,0.016229084986818677,0.05465488915793382,0.02908141467568427,0.03035581454630671,0.08829101738592142,0.07817012496873846,0.0802124431173237,0.05609838389096075,0.056670402681087355,0.03889465518475886,0.08863721424691422,0.08471381645497028,0.10279982812818442,0.10172589444334348,0.015384282882570186,0.008124628377027456,3.2020335510303033
2.3000000000000003,0.016224781386995606,0.05448215873198835,0.02907882651476089,0.030352714456218004,0.08657184964761452,0.07789485971435922,0.07989928501989796,0.05607396957918674,0.0566445696663623,0.03676831636053606,0.08429710860659534,0.08026323613725796,0.09892633781499202,0.09779128093568937,0.014056676300658339,0.007917350708531676,3.1232611315866015
2.35,0.01622038483390046,0.0543062563985057,0.029076072111434068,0.030349415868920062,0.08485239887280281,0.07760612985482061,0.07957113889381154,0.05604731829981095,0.05661637905116444,0.03487773044377798,0.08006789892289315,0.07594902420211744,0.0951091561521973,0.0939202807970902,0.012817884102006025,0.007690419360186871,3.0463545225576123
2.4000000000000004,0.01621589543310875,0.054127220296909105,0.02907314503214186,0.03034591117063356,0.08313425459926942,0.07730379790488418,0.07922788498872987,0.0560183027268725,0.05658569789869517,0.03320688395503305,0.0759574675595572,0.07177810507204964,0.09135552182243757,0.09011990441114709,0.011669103749283925,0.007446702057337975,2.971405458156997
2.45,0.01621131329237919,0.053945089121709616,0.029070038775980446,0.030342192673800738,0.08141896971361966,0.07698774877947374,0.0788694300846604,0.05598679422945934,0.056552392054978286,0.03173979156320773,0.07197259994612831,0.06775616777695465,0.08767188178142633,0.08639633941167392,0.010610111404920762,0.0071891146352894,2.898487809450537
2.5,0.016206638521648175,0.05375990210734978,0.029066746778651745,0.030338252622038882,0.07970805850725733,0.07665789005314501,0.07849570767560901,0.05595266322369154,0.05651632652448631,0.03046062439135053,0.06811901259689525,0.06388771699026612,0.08406391691036968,0.08275498228735044,0.009639497952298234,0.0069205332321848586,2.827658690840483
2.5500000000000003,0.016201871233024214,0.053571699012901694,0.029063262416437217,0.03033408319512178,0.07800299487005626,0.07631415214405775,0.07810667806200984,0.05591577953172397,0.056477365852410005,0.02935382357298153,0.06440138935677361,0.060176131470802766,0.08053657230000404,0.07920047412009054,0.008754885775624666,0.0066437291494848335,2.758959633136336
2.6,0.016197011540782204,0.0533805201066286,0.029059579010195034,0.030329676513985424,0.07630521062287679,0.07595648842361666,0.0777023283539093,0.05587601274587742,0.05643537451153889,0.028404199426523988,0.06082342451610754,0.05662372830556372,0.077094091107444,0.07573673939465925,0.007953124912737596,0.006361322047050903,2.6924177927573467
2.6500000000000004,0.01619205956135762,0.05318640615041912,0.029055689829377635,0.03032502464575404,0.07461609398957533,0.07558487525322312,0.07728267238721594,0.055833232596016864,0.0563902172917373,0.027597016760219174,0.057387871507728345,0.053231831473744114,0.07374005105059098,0.07236702695069518,0.007230468178700271,0.006075747879701637,2.628047172288487
2.7,0.016187015413340583,0.052989398384103305,0.02905158809606682,0.030320119608782666,0.07293698820866873,0.07519931194984004,0.07684775055563332,0.05578730931831885,0.05634175969003177,0.026918066937501664,0.05409659598312651,0.05000084338512451,0.07047740272207913,0.06909395227320815,0.006582725573045241,0.005789238595072029,2.565849832420723
2.75,0.016181879217469858,0.052789538509659784,0.029047266989023462,0.030314953377712454,0.07126919028434431,0.07479982068231364,0.07639762956117535,0.05573811402360524,0.05628986829936954,0.026353727425086057,0.050950632156624945,0.0469303181825832,0.06730850901432232,0.06591954043299378,0.006005398786368802,0.005503811129886146,2.5058170793933283
2.8000000000000003,0.0161766510966267,0.05258686867532305,0.02904271964774895,0.03030951788853489,0.06961394987605442,0.07438644630062051,0.07593240208641863,0.055685519063467706,0.056234411194164544,0.025891009615080517,0.04795024140377354,0.04401903573537072,0.0642351850484586,0.0628452690939022,0.005493796959314599,0.005221263671493778,2.447930615509474
2.85,0.016171331175828623,0.052381431459600225,0.029037939176555477,0.03030380504366116,0.06797246832550066,0.07395925610041329,0.07545218639187777,0.05562939839246502,0.056175258310814706,0.025517595760530754,0.04509497220004991,0.04126507538416391,0.06125873809258415,0.05987211109947365,0.005043135058517469,0.004943177509562447,2.3921636432138556
2.9000000000000004,0.016165919582223062,0.05217326985520636,0.02903291864864233,0.03029780671699294,0.06634589781940028,0.0735183395254248,0.07495712584209312,0.05556962792474249,0.05611228182145218,0.025221865893197987,0.04238372058603078,0.03866588862856329,0.05838000703864635,0.057000576237276154,0.004648616350940478,0.0046709231073608975,2.3384819156933765
2.95,0.016160416445080934,0.05196242725292754,0.02902765111017529,0.03029151475899082,0.06473534068603669,0.07306380781045788,0.07444738836419953,0.05550608588349887,0.05604535649927455,0.024992915605365058,0.03981479044357892,0.03621837007090862,0.05559940108290594,0.05423075185566026,0.004305500502915373,0.00440566927260944,2.2868447290299185
3.0,0.016154821895790084,0.051748947425420855,0.029022129584366386,0.030284921001736735,0.06314184882322624,0.072595793567836,0.0739231658428972,0.05543865314180985,0.05597436007389971,0.0248205655762698,0.0373859529627361,0.033918926045812564,0.05291693732225592,0.0515623420750374,0.0040091588212138735,0.0041483945171990055,2.237205852659788
3.0500000000000003,0.016149136067848634,0.0515328745109604,0.02901634707555108,0.03027801726398671,0.061566423254989226,0.07211445032031888,0.07338467345587281,0.055367213553407284,0.05589917357528798,0.024695363710515433,0.035094504769735246,0.031763540471808065,0.05033227703826308,0.04899470539478875,0.0037551181066518956,0.0038998998733095736,2.189514396333573
3.1,0.016143359096858236,0.05131425299713835,0.029010296573260215,0.030270795356210287,0.0600100138138906,0.0716199519835965,0.07283214895382194,0.05529165427210925,0.055819681664881916,0.02460858073251205,0.03293732427195306,0.029747837559454218,0.047844760493024906,0.046526890548198085,0.003539094518691957,0.003660822577748653,2.1437156129482613
3.1500000000000004,0.016137491120517218,0.05109312770453014,0.029003971056283873,0.0302632470856131,0.05847351894571866,0.07111249230156678,0.07226585188930097,0.0552118660586965,0.05573577295272511,0.024552200049527503,0.030910925855099015,0.027867141098922528,0.04545344010636146,0.04415767050208436,0.003357018760594611,0.003431650158303193,2.0997516375887173
3.2,0.016131532278613633,0.05086954377033275,0.02899736349672448,0.030255364261138985,0.05695778563289769,0.07059228423767418,0.07168606279869155,0.055127743574134774,0.055647340299436084,0.02451890265798081,0.02901151164108428,0.026116530129492718,0.04315711192309779,0.04188557453575468,0.0032050537949397636,0.003212734559441748,2.0575621638967467
3.25,0.016125482713018197,0.050643546631985004,0.028990466864036377,0.03024713869844821,0.05546360943278163,0.07005955932564126,0.0710930823415917,0.05503918565814896,0.05555428110202982,0.02450204782474303,0.027235020581633542,0.024490890863709393,0.04095434531284915,0.03970891836610562,0.0030796061945212623,0.00300430602661022,2.0170850594977434
3.3000000000000003,0.016119342567677147,0.05041518201077869,0.028983274129049268,0.030238562224868322,0.05399173462675319,0.069514566982963,0.07048723040195747,0.05494609559226361,0.05545649756269785,0.024495650228801995,0.02557717472275791,0.022984964800523252,0.0388435108733692,0.03762583231272912,0.002977332128424582,0.002806486538626298,1.978256922696153
3.35,0.016113111988604982,0.050184495895469396,0.02897577826797285,0.030229626684314292,0.05254285447585367,0.06895757379055355,0.06986884515530754,0.05484838134653312,0.05535389693977615,0.02449435419991594,0.024033522528786103,0.021593393014998272,0.03682280653265339,0.03563428751926008,0.002895138880117652,0.002619302635969008,1.9410135830159303
3.4000000000000004,0.016106791123877116,0.0499515345258956,0.028967972266380048,0.03022032394217453,0.051117611578494246,0.06838886274193995,0.06923828210627235,0.05474595580929428,0.055246391780248226,0.024493405640887075,0.022599479201950604,0.020310756657627816,0.034890281865052414,0.03373212026547984,0.00283018269497865,0.0024426975372442354,1.9052905484193492
3.45,0.01610038012362243,0.04971634437661483,0.028959849123166296,0.030210645890159586,0.04971659832564979,0.06780873246538657,0.06859591310071922,0.054638736999381834,0.055133900133247225,0.024488622169738444,0.02127036397481908,0.019131613734534293,0.03304386065306869,0.031917054419394686,0.002779863660382043,0.002276542474915893,1.8710234022158967
3.5,0.01609387914001572,0.0494789721405653,0.028951401854482334,0.03020058445111028,0.04834035744880859,0.06721749642230815,0.06794212531661854,0.05452664826035467,0.055016345744135775,0.024476361968142953,0.020041434388479804,0.018050532271423027,0.03128136173971007,0.030186722090132397,0.0027418182337266184,0.002120647211596577,1.8381481527787273
3.5500000000000003,0.016087288327270063,0.04923946471276142,0.028942623497638063,0.030190131583762096,0.04698938265584847,0.06661548208529058,0.0672773202377324,0.054409618436384775,0.05489365822885365,0.02445349177356888,0.018907917599709265,0.017062119989730614,0.02960051822669308,0.02853868255146933,0.0027139099530880135,0.0019747697198910816,1.8066015392292816
3.6,0.016080607841629083,0.04899786917403174,0.028933507114975,0.03017927928746281,0.04566411934992813,0.06600303009898681,0.06660191261410911,0.054287582029562687,0.05476577322833208,0.024417354405287656,0.017865038785766212,0.016161050643552333,0.027998995081825663,0.026970439512462314,0.0026942187912677618,0.0018386250283735492,1.7763212962513084
3.6500000000000004,0.016073837841359108,0.04875423277480721,0.028924045797704953,0.030168019606840263,0.04436496542642276,0.06538049342709062,0.06591632941325563,0.05416047933847184,0.05463263254287764,0.024365736169045703,0.016908046736383023,0.01534208718124264,0.0264744052249074,0.025479456816312862,0.0026810295468436937,0.0017118932499818427,1.7472463811532921
3.7,0.016066978486741258,0.04850860291896827,0.028914232669712613,0.030156344636417396,0.043092272142894864,0.06474823648851745,0.06522100876573601,0.054028256577978606,0.05449418424652878,0.02429683444214422,0.016032236739376572,0.014600101906622814,0.025024324165745508,0.0240631726515123,0.0026728196055569877,0.00159422681863958,1.7193171662233517
3.75,0.016060029940063406,0.048261027147758366,0.028904060891319715,0.03014424652517164,0.04184634505707192,0.06410663428583516,0.06451639890880882,0.05389086598027539,0.05435038278148297,0.024209225700125764,0.015232970879484818,0.013930093822035697,0.02364630327062419,0.02271901236077754,0.002668246351744778,0.0014852569692129875,1.6924755993264597
3.8000000000000003,0.016052992365612077,0.04801155312377216,0.02889352366300858,0.030131717481035845,0.04062744502780368,0.0634560715288948,0.06380295713157252,0.05374826587729974,0.054201189032782406,0.024101834208386266,0.014505695879951111,0.01332720333956274,0.022337881734990024,0.02144439993355691,0.002666134461916373,0.0013845995008242202,1.666665335576218
3.85,0.016045865929664248,0.04776022861502587,0.028882614229102824,0.030118749775338096,0.039435789273990336,0.06279694175650855,0.06308114872493446,0.0536004207647336,0.05404657038353039,0.02397390156690432,0.013845958623404086,0.012786724548026955,0.02109659734042746,0.020236768267197777,0.0026654632705156393,0.0012918598667616228,1.6418318427819663
3.9000000000000004,0.016038650800479035,0.04750710147911755,0.028871325881403134,0.030105335747177657,0.03827155248650869,0.0621296464589126,0.06235144593955918,0.05344730134786238,0.05388650075098926,0.023824957263939878,0.01324941949307793,0.012304115222374696,0.019919996073405083,0.019093568280413576,0.0026653543611669757,0.0012066376377304886,1.6179224832346053
3.95,0.016031347148289316,0.04725221964748468,0.02885965196277599,0.030091467807734595,0.03713486798821618,0.0614545942036374,0.061614326954785754,0.053288884569644306,0.05372096060398323,0.023654790364990526,0.012711863677721922,0.011875004759047552,0.01880564068196955,0.018012276960607417,0.002665059504862909,0.0011285303854292484,1.5948865742470875
4.0,0.01602395514529325,0.04699563110976654,0.028847585870693374,0.030077138444510505,0.03602582893717932,0.06077219976728575,0.06087027486133295,0.05312515362140519,0.05354993696209633,0.023463422436456133,0.012229210583970973,0.011495200216372462,0.01775111824471023,0.016990404424012066,0.0026639490390442705,0.0010571370334178448,1.5726754297161907
4.05,0.0160164749656457,0.04673738389827837,0.02883512106072144,0.030062340225497988,0.03494448956835532,0.060082883275593926,0.06011977666043653,0.052956097936633785,0.05337342337721613,0.02325108177927278,0.011797521498777887,0.01116069063312764,0.01675404682403373,0.016025500064596267,0.002661500757911927,0.0009920607221939022,1.551242384823296
4.1000000000000005,0.016008906785449594,0.04647752607260459,0.028822251049956317,0.03004706580327655,0.03389086646904952,0.05938706935402129,0.05936332228188602,0.05278171316840639,0.053191419898028426,0.023018179026131565,0.011413005642003295,0.010867649791560737,0.015812081273152697,0.015115157864371492,0.002657289364286424,0.0009329112328899208,1.5305428058403143
4.15,0.01600125078274716,0.046216105704317806,0.028808969420405145,0.03003130791903267,0.03286493988357854,0.05868518629098131,0.058601403623249476,0.052602001151018256,0.053003933018116685,0.022765284136675914,0.011072024745657195,0.01061243758348938,0.014922918263276162,0.014257020934221865,0.0026509765164876836,0.0008793070122857359,1.5105340868605683
4.2,0.01599350713751111,0.0459531708618304,0.02879526982231058,0.030015059406501905,0.03186665504268572,0.0579776652156923,0.05783451361239568,0.052416969846441966,0.052810975608362336,0.02249310480813852,0.010771096291797929,0.010391600129915494,0.01408430059435671,0.013448785350765536,0.0026423014895732276,0.0008308768401337879,1.4911756351325616
4.25,0.01598567603163571,0.04568876959538531,0.02878114597741708,0.02999831319583099,0.030895923513383525,0.057264939292490616,0.05706314529524423,0.05222663327627061,0.05261256683437882,0.022202466304092897,0.010506895535908951,0.010201868796019285,0.013294020849484584,0.012688203351104791,0.0026310724585448873,0.0007872611766410019,1.4724288465353008
