Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_total_Pd_relativistic
0.5,0.017922347326093557,0.0644613290476979,0.03220225249914358,0.033388838664167614,0.15090348577429433,0.0921363043213336,0.09463345375816283,0.06408127857987951,0.06465889622745587,0.3161676161940024,0.2443872793581058,0.2522233433367798,0.28041820044682597,0.28730596446602,6.847130852345461
0.55,0.01792102958445764,0.06440369439673764,0.03220219602739514,0.03338877267352051,0.15001710535907745,0.09212714212049036,0.09462300605030971,0.06408120840614362,0.0646588219568342,0.3050620245258534,0.2432234654459319,0.2508615543318118,0.2768364993068191,0.2830362787561956,6.775248082272485
0.6000000000000001,0.017919586496926876,0.06434063633791248,0.03220212198456958,0.03338868615331483,0.1490526827223655,0.09211518684863097,0.09460937748483858,0.06408109905689958,0.0646587062373824,0.29338557779845625,0.24176187021012155,0.2491570483049958,0.2725094789437514,0.277960433753862,6.692252924520634
0.65,0.01791801810528692,0.06427217266994269,0.03220202707190103,0.033388575251352935,0.1480119025347769,0.0920999421299935,0.09459200475859966,0.0640809349793791,0.06465853262396531,0.28124576756236713,0.2399735372535177,0.24707894682416526,0.26748417663928464,0.27215396456209545,6.598820271583062
0.7000000000000001,0.017916324454945756,0.06419832269857817,0.0322019077152579,0.03338843579461757,0.14689657305020604,0.09208087995986855,0.09457028938815365,0.06408069657596334,0.06465828040029575,0.26875003977405654,0.2378341828176671,0.24460233996729516,0.2618304314638297,0.26571275012434076,6.495871416848417
0.75,0.01791450559493091,0.0641191072265255,0.03220176006797964,0.03338826329276596,0.14570862069180154,0.09205744337505449,0.09454360089206146,0.06408035965134849,0.06465792399768563,0.2560042545167301,0.2353248954274189,0.24170901693424635,0.25563117188280216,0.2587414379607447,6.384466996164363
0.8,0.017912561577886427,0.06403454854260811,0.032201580013926784,0.03338805294188595,0.14445008432542683,0.09202904925679077,0.09451128012581322,0.06407989485932934,0.064657432414263,0.24311126812061992,0.23243262121029196,0.2383879198284098,0.24897445177552704,0.25134481279303467,6.265723295462749
0.8500000000000001,0.01791049246006962,0.06394467041016857,0.03220136317074138,0.03338779962851003,0.14312310924594993,0.09199509124954827,0.09447264274865733,0.06407926715717809,0.06465676864316207,0.2301696612250064,0.2291504345620442,0.23463532747580898,0.24194759768367022,0.24362208605875083,6.140753311633833
0.9,0.017908298301347627,0.06384949805472241,0.032201104893314424,0.033387497933883056,0.14172994090272042,0.09195494277854899,0.09442698280100806,0.0640784352754907,0.06465588911806806,0.21727263041902797,0.22547760316677828,0.23045478784882134,0.23463333210261864,0.235663612480984,6.01062919047452
0.9500000000000001,0.01790597916519371,0.06374905815087353,0.03220080027745679,0.0333871421384792,0.1402729183914432,0.09190796014851013,0.09437357637069677,0.06407735121116345,0.06465474318425996,0.20450705515829815,0.22141946408514485,0.22585682677492858,0.22710750951383188,0.2275494030749652,5.876360972345591
1.0,0.017903535118683353,0.06364337880850185,0.03220044416377015,0.033386726226763364,0.13875446774034642,0.09185348570585994,0.09431168532608539,0.06407595975085298,0.06465327260294818,0.19195274591203923,0.21698713348892484,0.22085846697830108,0.2194380488451247,0.2193488482626786,5.738886655578522
1.05,0.017900966232490146,0.06353248955823441,0.032200031141713825,0.03338624389219194,0.13717709501906494,0.091790851046554,0.09424056109398299,0.06407419803187087,0.06465141109625884,0.1796818741475462,0.2121970765921198,0.21548259518679083,0.21168468517928857,0.21112118201094726,5.599069459655183
1.1,0.017898272580881426,0.06341642133621171,0.032199555553863585,0.03338568854244784,0.13554337929901958,0.0917193802516302,0.09415944846039154,0.06407199514697651,0.06464908393967947,0.16775857996058974,0.20707056648717714,0.20975721627645494,0.20389923866619444,0.20291634652656257,5.4576992421060595
1.1500000000000001,0.01789545424171372,0.0632952064681615,0.03219901150035822,0.033385053304904176,0.13385596549426637,0.0916383931327746,0.09406758937235271,0.06406927179896915,0.06464620760816442,0.15623874902342216,0.2016330611206516,0.20371463257765143,0.19612617806934385,0.1947760286098414,5.315495999763616
1.2000000000000002,0.017892511296427955,0.063168878652793,0.03219839284352938,0.03338433103231097,0.13211755711182352,0.09154720847042544,0.09396422671956718,0.06406594001035121,0.06464268948141154,0.14516994711480652,0.19591352678410584,0.19739058395614884,0.18840332540106064,0.18673472451055012,5.173114156977348
1.25,0.017889443830044455,0.06303747294452475,0.03219769321271014,0.033383514308698924,0.13033090894035637,0.09144514722731409,0.09384860807500423,0.06406190289265107,0.06463842761307749,0.13459149784718324,0.1899437345387932,0.19082338055572384,0.18076260199478283,0.17882075107020265,5.031146900488976
1.3,0.017886251931157726,0.06290102573556,0.032196906009217596,0.03338259545549417,0.12849881970582097,0.09133153572082277,0.09371998937440469,0.06405705447926613,0.06463331056790927,0.12453468730748089,0.1837575532314773,0.18405305557529877,0.17323075564965856,0.1710571616148376,4.890130194516045
1.35,0.01788293569193101,0.06275957473732403,0.03219602441150446,0.0333815665378376,0.12662412472223616,0.09120570873812471,0.09357763851539415,0.06405127962492636,0.0646272173299469,0.11502307814334026,0.17739025947602355,0.17712056054052386,0.1658300355842681,0.1634625506492067,4.750546342927691
1.4000000000000001,0.017879495208090634,0.062613158961278,0.03219504138047473,0.03338041937110236,0.12470968856518211,0.0910670125787534,0.09342083885785613,0.06404445397409768,0.0646200172841089,0.10607291509572543,0.17087788142530175,0.1700670205435997,0.1585787996811353,0.15605174656117585,4.612827099212485
1.4500000000000002,0.017875930578920125,0.06246181869912473,0.03219394966495818,0.03337914552760267,0.12275839779491476,0.09091480801001746,0.09324889260825547,0.06403644399985346,0.06461157027262115,0.09769360402560577,0.16425658955643357,0.1629330621250112,0.15149204958235596,0.14883639979835772,4.477356392458137
1.5,0.01787224190725414,0.06230559550242206,0.03219274180733833,0.033377736343487265,0.12077315375515031,0.09074847312152712,0.09306112407173767,0.06402710711395294,0.06460172672690187,0.08988824701990825,0.1575621442125178,0.15575822204716958,0.1445818957196263,0.14182547780935462,4.34447276305367
1.55,0.01786842929947215,0.06214453216161972,0.032191410149328435,0.033376182925810245,0.11875686547261954,0.09056740606601776,0.09285688275704948,0.06401629184808744,0.06459032787468325,0.08265421709894663,0.1508294064151814,0.148580441289328,0.13785795781569485,0.1350256792598894,4.214471602677687
1.6,0.017864492865491924,0.061978672684536384,0.0321899468378899,0.03337447615977228,0.11671244268142848,0.09037102767463746,0.09263554632061602,0.06400383810549931,0.06457720602134362,0.07598375729290029,0.14409191557321907,0.1414356452462521,0.13132770791883586,0.12844177979033355,4.087607281094172
1.6500000000000001,0.0178604327187628,0.06180806227429359,0.03218834383128744,0.03337260671612474,0.11464278899509835,0.09015878393589788,0.09239652333745688,0.06398957748145308,0.06456218490365255,0.0698645903215612,0.1373815352155036,0.1343574083645683,0.12499676343142596,0.12207692053386604,3.964095224534037
1.7000000000000002,0.01785624897625873,0.06163274730672382,0.03218659290527513,0.03337056505872936,0.11255079524790598,0.08993014832856276,0.0921392558880168,0.06397333365035143,0.06454508011340411,0.0642805267193912,0.13072816579312807,0.12737669928921241,0.11886913731208228,0.11593284924760845,3.844113991514136
1.75,0.017851941758471136,0.06145277530727026,0.032184685659407436,0.03336834145226576,0.11043933302581481,0.08968462399985504,0.0918632219514105,0.06395492281664895,0.06452569958773828,0.05921206092579434,0.12415952192399059,0.12052170098064968,0.11294745198193167,0.11001012250127029,3.7278073744668854
1.8,0.017847511189401533,0.061268194927396054,0.032182613523469225,0.03336592597007919,0.10831124840588756,0.0894217457814929,0.09156793759702504,0.06393415422612767,0.06450384416233304,0.0546369465474286,0.11770097017220958,0.11381769914701849,0.10723312270268338,0.10430827600072215,3.615286540644637
1.85,0.01784295739655395,0.06107905592052131,0.03218036776401869,0.03336330850216062,0.10616935592161673,0.08914108203720814,0.09125295896787454,0.06391083073356853,0.06447930818309602,0.05053074364498655,0.11137542253172547,0.10728703164974072,0.10172651540804638,0.09882596888777945,3.5066322139040773
1.9000000000000001,0.017838280510927132,0.06088540911750619,0.03217793949103692,0.033360478763251364,0.10401643277010661,0.08884223633654649,0.09091788405054722,0.06388474942238334,0.0644518801714986,0.04686733246130263,0.10520328017725716,0.10094909121828603,0.09642708319377157,0.09356110680968849,3.401896890209447
1.9500000000000002,0.01783348066700656,0.06068730640169882,0.03217531966467795,0.033357426301064086,0.10185521327550418,0.08852484895089151,0.09056235422801581,0.06385570227136735,0.06442134353827955,0.04361938946099795,0.09920242171168192,0.09482037378218443,0.09133348498148303,0.08851094764771551,3.3011070736373473
2.0,0.01782855800275622,0.06048480068356704,0.03217249910211294,0.03335414050461232,0.09968838362151496,0.08818859816878202,0.09018605561298483,0.063823476863394,0.06438747733990269,0.040758822873343,0.09338823003139476,0.08891456493240855,0.08644368928321061,0.08367219302874318,3.2042655159652584
2.0500000000000003,0.0178235126596102,0.06027794587493293,0.03216946848446214,0.03335061061264023,0.09751857686426417,0.08783320142870059,0.08978872016081561,0.06378785713060285,0.06435005707188185,0.03825716610683565,0.08777365200637076,0.08324265740216999,0.08175506546839802,0.07904106813579949,3.111353441194948
2.1,0.017818344782464066,0.06006679686282975,0.03216621836380817,0.0333468257221445,0.09534836823518485,0.08745841626858894,0.08937012656239073,0.06374862413042738,0.06430885549288984,0.03608592843024995,0.08236928538875862,0.07781309295833025,0.07726446449002562,0.07461339183157852,3.022332736063853
2.15,0.017813054519666027,0.059851409483000564,0.03216273917028425,0.0333427747969801,0.09318027074204041,0.08706404109238974,0.08893010091854646,0.06370555684667183,0.06426364347344098,0.034216903190379684,0.07718348768629932,0.07263192267585346,0.07296829067596831,0.07038463868900596,2.9371480883988825
2.2,0.017807642023007914,0.05963184049305842,0.03215902121923079,0.033338446676541726,0.0910167310746318,0.0866499157549155,0.08846851719890789,0.06365843300977338,0.06421419086287988,0.032622434565667886,0.07222250213278975,0.0677029801933003,0.0688625658934596,0.06634999420280124,2.855729056808623
2.25,0.017802107447715928,0.05940814754532778,0.03215505471841391,0.033333830084512586,0.08886012582020415,0.08621592196730005,0.0879852974890986,0.06360702993037419,0.06416026736841758,0.031275644445105825,0.06749059633010426,0.06302806318854892,0.06494298713895494,0.06250440420087688,2.7779920572900676
2.3000000000000003,0.01779645095244121,0.05918038915938722,0.032150829775299275,0.03332891363767228,0.08671275799206578,0.08576198352619002,0.08748041203136173,0.06355112534037553,0.06410164344002747,0.0301506214834022,0.0629902096025432,0.058607118948371215,0.0612049784139708,0.05884261925734123,2.703842254653876
2.35,0.017790672699250193,0.058948624694333415,0.03214633640437482,0.033323685854755467,0.08457685387347048,0.08528806637068011,0.08695387906461488,0.06349049823574852,0.06403809115514249,0.02922257472828818,0.058722105576470174,0.0544384305164285,0.057643737594382766,0.055359234749206475,2.633175349183549
2.4000000000000004,0.01778477285361476,0.05871291432078648,0.03214156453451572,0.033318135165353084,0.08245456017739762,0.0847941784717815,0.08640576447086641,0.06342492971552918,0.06396938509727756,0.02846795445666651,0.054685526962251096,0.050518800479707776,0.05425427886335816,0.052048727078433096,2.56587925138755
2.45,0.017778751584402196,0.05847331899265687,0.03213650401638508,0.03331224991884781,0.08034794152150276,0.08428036955993687,0.08583618123574004,0.06335420381162502,0.06389530322293238,0.02786454300618671,0.05087834996084111,0.046843729985445476,0.051031471176116235,0.04890548647351323,2.5018356399735953
2.5,0.017772609063864953,0.05822990041869403,0.032131144629863904,0.03330601839337559,0.0782589782162076,0.08374673069675322,0.08524528873158814,0.06327810830430107,0.06381562771140303,0.027391518460636807,0.04729723613638012,0.043407591064464714,0.047970073152405125,0.04592384670778364,2.44092140034446
2.5500000000000003,0.017766345467630208,0.05798272103383698,0.03212547609150379,0.03329942880480496,0.07618956436265888,0.08319339369771626,0.08463329183232011,0.06319643551849076,0.06373014579244266,0.02702949405369076,0.043937779983787104,0.04020379077047078,0.04506476472375235,0.043098112019427495,2.383009942852225
2.6,0.017759960974689213,0.05773184397038709,0.03211948806199582,0.03329246931572615,0.07414150625611439,0.08262053041317438,0.08400043986962952,0.06310898309638524,0.06363865054705385,0.026760536107682458,0.04079465077357034,0.03722492602806172,0.04231017580777539,0.040422581466557334,2.327972401667206
2.6500000000000004,0.01775345576738648,0.05747733302902314,0.0321131701536493,0.0332851280444418,0.07211652108921492,0.08202835187533702,0.08334702544077435,0.06301555474208997,0.06354094167706534,0.02656816323290284,0.037861727573541885,0.03446292841636245,0.0397009122497999,0.03789157091293667,2.2756787165559973
2.7,0.017746830031408735,0.05721925264967893,0.03210651193787393,0.033277393073951236,0.07011623594857733,0.08141710731942206,0.08267338307844914,0.06291596093449278,0.06343682623953496,0.02643732938810809,0.035132226628768956,0.03190919840267651,0.037231579241017276,0.035499432819133946,2.2259986010820376
2.75,0.017740083955773707,0.05695766788230337,0.03209950295265904,0.033269252460920454,0.06814218709719613,0.08078708308740869,0.08197988779358677,0.06281001960485988,0.06332611934242698,0.026354393253069736,0.032598820527809456,0.029554728784473752,0.03489680239181174,0.033240573989788545,2.178802401648344
2.8000000000000003,0.017733217732818714,0.056692644357523136,0.03209213271004357,0.03326069424462992,0.06619581953427423,0.08013860142311001,0.08126695350214626,0.06269755677605955,0.0632086447984268,0.026307076196590156,0.030253748796670192,0.027390217301944124,0.03269124662377653,0.03110947140826998,2.133961852536466
2.85,0.017726231558189053,0.056424248257227715,0.03208439070357068,0.03325170645589243,0.06427848682331495,0.07947201916747244,0.08053503134708108,0.06257840716070337,0.06308423573417789,0.02628441094488802,0.028088919744073643,0.025406168551007996,0.030609633032133314,0.029100686283880833,2.091350732693098
2.9000000000000004,0.017719125630826203,0.056152546285096666,0.032076266415720686,0.03324227712593329,0.06239145117860107,0.07878772636314059,0.0797846079267457,0.06245241471588752,0.06295273515264689,0.026276682871065597,0.026096003534913925,0.023592985461908054,0.028646753852699956,0.02720887642718383,2.050845430370412
2.95,0.017711900152955845,0.055877605637088684,0.03206774932531635,0.03323239429522544,0.06053588379956006,0.07808614477739868,0.07901620344098971,0.062319433152607726,0.06281399644674228,0.026275365641009903,0.024266516595778633,0.021941050715071603,0.026797485658334747,0.025428807058485128,2.0123254219384976
3.0,0.017704555330075686,0.05559949397191193,0.03205882891489448,0.033222046022271856,0.058712865441968395,0.07736772635261514,0.07823036976611193,0.06217932639830748,0.06266788386272225,0.026273052768211735,0.022591897559720072,0.020440798547421368,0.025056800906833505,0.02375536015356715,1.9756736713403158
3.0500000000000003,0.017697091370943108,0.055318279381494966,0.0320494946780379,0.03321122039232814,0.056923387214480634,0.07663295159327925,0.07742768846970809,0.06203196901139644,0.06251427291232872,0.02626338645251025,0.021063575039669796,0.019082777462111407,0.023419777952692834,0.022183542426981114,1.9407769566496387
3.1,0.01768950848756261,0.05503403036147736,0.032039736126662076,0.03319990552605799,0.05516835158857911,0.0758823278986309,0.07660876877624692,0.06187724654694189,0.0623530507329707,0.02624098490791439,0.019673027583505656,0.017857704395892994,0.021881609627312094,0.02070849204501132,1.907526130066364
3.1500000000000004,0.017681806895173104,0.0547468157817389,0.03202954279825049,0.03318808958811451,0.05344857360972541,0.0751163878497494,0.07577424549395821,0.06171505587308771,0.06218411639565043,0.026201369224061435,0.018411836211180803,0.01675651092382455,0.02043761049169598,0.01932548415918167,1.8758163175514757
3.2,0.017673986812234973,0.054456704856986095,0.03201890426303336,0.03317576079564055,0.05176478229725437,0.07433568745978944,0.07492477691331548,0.06154530543809079,0.06200738116067733,0.026140890655692244,0.017271729967728647,0.015770382093397765,0.019083222860995806,0.018029935349196273,1.8455470640904412
3.25,0.017666048460417007,0.05416376711741436,0.032007810131104035,0.03316290742668126,0.050117622220380104,0.0735408043958347,0.07406104268705166,0.061367915488181636,0.06182276868154507,0.0260566590954748,0.016244624947408824,0.01489078848165113,0.017814021692589183,0.016817407057118285,1.8166224302726675
3.3000000000000003,0.01765799206458312,0.05386807237946414,0.03199625005946776,0.03314951782850229,0.04850765523758115,0.07273233618058594,0.07318374170126296,0.06118281823675305,0.06163021515765573,0.025946473357963185,0.01532265725561729,0.01410951206151301,0.01662571842796907,0.015683608092595322,1.788951045596033
3.35,0.017649817852778905,0.05356969071668885,0.031984213759017506,0.033135580425807304,0.0469353623865933,0.07191089838181507,0.07229358994673893,0.060989957985656616,0.06142966943686,0.02580875378652189,0.014498210378117962,0.013418666449237171,0.015514163876566109,0.014624396288082134,1.762446123608744
3.4000000000000004,0.017641526056217997,0.0532686924307523,0.0319716910014317,0.033121083728848394,0.04540114591226092,0.0710771227972024,0.07139131839921051,0.06078929119964065,0.0612210930690428,0.025642477590528283,0.01376393742315553,0.012810712084913098,0.014475350222527892,0.013635779377117704,1.7370254436406234
3.45,0.017633116909268283,0.052965148022572926,0.03195867162598889,0.03310601634142349,0.04390533141957861,0.0702316556418363,0.07047767091673791,0.06058078653519428,0.06100446031221992,0.025447117226761535,0.01311277869239651,0.012278466873984484,0.013505412232074465,0.012713915165963773,1.7126113035435666
3.5,0.01762459064943792,0.05265912816363185,0.03194514554629439,0.033090366968754795,0.04244817013938758,0.0693751557452942,0.06955340216196972,0.060364424825270754,0.06077975809282187,0.025222582056129504,0.012537975022574116,0.011815112790629235,0.012600627737977314,0.011855111068436371,1.689130447551456
3.5500000000000003,0.017615947517361178,0.052350703667461564,0.031931102756914236,0.03307412442524253,0.0410298412943764,0.06850829276484728,0.06861927555649953,0.06014019902154762,0.060546985922027265,0.02496916343421078,0.012033077322191665,0.011414198914705603,0.011757417472030548,0.01105582306863151,1.6665139730187823
3.6,0.01760718775678413,0.052039945461331547,0.03191653333991168,0.03305727764208854,0.03965045455326457,0.06763174542093991,0.06767606127403078,0.059908114096044025,0.060306155770169054,0.024687483330862757,0.01159195270753894,0.01106964134355513,0.010972344311374962,0.010312654172177641,1.6446972194637213
3.6500000000000004,0.017598311614550152,0.05172692455814685,0.03190142747128198,0.03303981567478433,0.03831005256131975,0.0667461997606928,0.06672453427853631,0.059668186904054225,0.06005729190137399,0.024378446519690858,0.011208787620344298,0.010775720388941132,0.010242112003158433,0.009622352405282784,1.623619643049892
3.7,0.01758931934058526,0.051411712028575376,0.031885775427280987,0.033021727710458554,0.03700861353567025,0.06585234745476967,0.06576547241307408,0.05942044601047431,0.05980043067070916,0.0240431963317903,0.010878088286255645,0.010527075438337266,0.009563563427729906,0.008981808415988732,1.6032246793303389
3.75,0.017580211187883287,0.05109437897341917,0.03186956759064339,0.03300300307507888,0.035746053914217896,0.06495088413253257,0.06479965454439358,0.05916493148169456,0.059535620286200214,0.023683073929156386,0.010594678849546593,0.010318697829106075,0.008933678454677695,0.00838805272741625,1.5834595967763
3.8000000000000003,0.017570987412490892,0.05077499649624458,0.031852794456686664,0.03298363124050361,0.03452223104733261,0.06404250775999556,0.06382785876794582,0.058901694645305674,0.05926292053815493,0.02329958102081955,0.010353697495421256,0.010145922054174531,0.008349571443787882,0.007838252691537016,1.564275343363004
3.85,0.017561648273492398,0.05045363567628603,0.031835446639296786,0.032963601831378544,0.033336945921910784,0.06312791706467064,0.06285086067739375,0.058630797819922725,0.058982402498274474,0.022894345918423393,0.010150590847401024,0.010004415588896214,0.00780848844034104,0.007329709188585808,1.5456263882358527
3.9000000000000004,0.017552194032994465,0.0501303675416373,0.031817514876792005,0.03294290463187468,0.032189945907804565,0.06220781001098767,0.061869431702213734,0.05835231401746807,0.05869414819106368,0.022469092806983205,0.009981106903809907,0.009890167601095392,0.007307804108952802,0.006859853112867419,1.5274705602320235
3.95,0.017542624956110624,0.04980526304274434,0.03179899003766121,0.03292152959226277,0.03108092751707351,0.06128288232956426,0.0608843375164845,0.058066326620274285,0.05839825024006278,0.022025614090328022,0.009841286754561545,0.009799476779966676,0.006845018447289462,0.00642624168409052,1.5097688848261175
4.0,0.017532941310945616,0.049478393026212784,0.031779863126173334,0.03289946683532083,0.03000953916696923,0.06035382610320092,0.059896336521478945,0.057772929035371824,0.05809481149141726,0.021565745658667198,0.009727455297469264,0.009728938494656562,0.006417753319331602,0.0060265546203654785,1.492485420874612
4.05,0.017523143368579613,0.049149828208943216,0.03176012528785478,0.03287670666257082,0.028975383938037034,0.059421328412088144,0.058906178404210474,0.05747222432831487,0.0577839446172813,0.02109134491730091,0.009636211152286646,0.009675431470041481,0.006023748843585885,0.005658590204522595,1.475587098335898
4.1000000000000005,0.017513231403052238,0.0488196391526066,0.03173976781483158,0.03285323956034125,0.027978022319199988,0.05848607004033221,0.057914602773638045,0.057164324838873536,0.057465771701515005,0.0206042714102197,0.00956441595073748,0.009636104145469079,0.005660859667966814,0.00532026127336078,1.4590435579763692
4.15,0.017503205691346477,0.04848789623847208,0.03171878215103357,0.03282905620565225,0.02701697493217946,0.05754872424554023,0.056922337875806854,0.05684935178088309,0.05714042381008746,0.020106369869761987,0.009509183161977505,0.009608360862047478,0.00532705116152998,0.005009591157123219,1.442826993927565
4.2,0.017493066513372398,0.04815466964259865,0.03169715989725773,0.032804147471920224,0.026091725228097898,0.056609955592851494,0.055930099388793626,0.05652743482849189,0.05680804054853839,0.019599455523209647,0.009467866595284875,0.009589848005432132,0.005020395550165077,0.004724709592602569,1.4269119998114026
4.25,0.017482814151950746,0.04782002931140209,0.031674892816088186,0.032778504434479286,0.02520172214960295,0.05567041885446446,0.05493858929793993,0.05619871169099083,0.05646876960878184,0.019085301488831516,0.009438048705318195,0.00957844021393589,0.004739068019658376,0.004463848631270069,1.411275419023645
4.3,0.017472448892796366,0.04748404493760774,0.03165197283667042,0.03275211837591676,0.024346382752342906,0.054730757975385215,0.05394849485149197,0.05586332767833933,0.056122766307456766,0.018565628097099794,0.009417528810007307,0.009572226746126273,0.004481342807981891,0.004225338562276019,1.3958961996616412
4.3500000000000005,0.017461971024501494,0.04714678593659958,0.03162839205933747,0.03272498079122055,0.023525094780111045,0.05379160510581736,0.05296048759642408,0.0555214352594273,0.055770193117944185,0.018042093977310096,0.009404311317034899,0.009569498087815625,0.0042455893067913815,0.0040076038671004715,1.3807552544784074
4.4,0.017451380838518896,0.04680832142317549,0.03160414276008608,0.032697083392736075,0.02273721918845816,0.052853579700323464,0.05197522249390428,0.05517319361503085,0.05541121919807803,0.017516288755369595,0.009396594041896668,0.009568732865428106,0.00403026818886042,0.003809159220750845,1.3658353261524687
4.45,0.017440678629144855,0.046468720188717956,0.031579217394900834,0.03266841811493092,0.02198209261204566,0.05191728768361598,0.05099333711356403,0.05481876818733171,0.055046019915479985,0.016989727214848923,0.009392756688655657,0.009568585121070096,0.00383392757630895,0.003628605553302602,1.3511208580893783
4.5,0.017429864693502033,0.04612805067878942,0.0315536086039246,0.0326389771189654,0.021259029771476236,0.05098332068258128,0.050015450905462444,0.05445833022777872,0.05467477637234708,0.016463844780321545,0.00939134955368749,0.00956787199416222,0.003655199263297192,0.0034646261830934733,1.3365978708998725
4.55,0.017418939331522162,0.04578638097116058,0.03152730921547367,0.032608752797067604,0.020567325815791123,0.050052255323903144,0.049042164548384615,0.054092056344974146,0.05429767493141643,0.015939994189363153,0.009391082502898046,0.00956556184513487,0.0034927950043616616,0.003315983031007515,1.322253844634459
4.6000000000000005,0.01740790284592862,0.04544377875427985,0.03150031224989617,0.03257773777671154,0.019906258597263547,0.04912465259643331,0.04807405937288719,0.053720128054169834,0.05391490674472489,0.01541944322720416,0.00939081426403064,0.009560762848368192,0.0033455028776278447,0.00318151292447792,1.308077606804348
4.65,0.01739675554221887,0.04510031130619154,0.031472610923272554,0.0325459249245973,0.019275090875544066,0.04820105727725532,0.0471116968572993,0.0533427313298584,0.053526667286673595,0.01490337340579119,0.009389542067710813,0.009552712074196184,0.003212183731433215,0.0030601239980539694,1.2940592261738715
4.7,0.017385497728646726,0.044756045473909795,0.03144419865095705,0.032513307350432404,0.018673072448624685,0.047281997420203815,0.046155618194703624,0.05296005616284396,0.05313315589279867,0.014392879476809861,0.009386391663746779,0.009540765073319201,0.0030917677213754724,0.0029507921957786423,1.28018991226796
4.75,0.017374129716204532,0.044411047653255174,0.03141506905095916,0.03247987841051356,0.018099442208484577,0.0463679839054353,0.04520634392876101,0.0525722961230762,0.05273457530554176,0.013888969675960972,0.009380607732855142,0.009524385971308039,0.0029832509430220274,0.0028525578800840546,1.266461920506788
4.800000000000001,0.017362651818605183,0.04406538376915997,0.0313852159471644,0.032445631711108376,0.017553430119658812,0.04545951004849628,0.04426437365610014,0.05217964792943092,0.052331131228206144,0.01339256660338891,0.009371544708357892,0.009503138075966942,0.002885692164900147,0.0027645225506920416,1.252868462853078
