Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(1),J_total_Pd_relativistic
2.15,0.01739555224652125,0.05857703470159282,0.031342453257461975,0.03254621393845981,0.09300285288131557,0.08487434146935782,0.08680864422318177,0.06163981770842815,0.06220206833930729,0.03618718268921067,0.08295909228166685,0.0784892557025848,0.08533737388698451,0.0832108820430811,0.005947569654190922,3.066387512841331
2.2,0.017390506600677667,0.05837256095920704,0.03133917626097238,0.03254237248761817,0.09096092983563711,0.08451068410010197,0.08640108699451038,0.06160191000619581,0.062162199961977034,0.034308513059343175,0.07801936634933108,0.07352968049040645,0.0809705940742175,0.07886348240443393,0.005340242694509215,2.981480387435309
2.25,0.01738534705282058,0.058164204858726996,0.031335679583466246,0.032538274281101114,0.08892252696566061,0.08412909235429993,0.0859738712371761,0.06156048375541031,0.06211864654816577,0.03268994786154345,0.07327390001110652,0.06879149559322922,0.07676750337060223,0.0746860529098364,0.004796603302557352,2.8999527103758953
2.3000000000000003,0.01738007374429661,0.05795201843390757,0.031331954412337625,0.032533909105656574,0.08688977392961161,0.08372944565725345,0.08552691098050201,0.061515345756168884,0.062071207877102776,0.03130779617186453,0.06872798198878337,0.06427788429841245,0.07272739732480052,0.07067713984649393,0.004312606180769041,2.8217665710606203
2.35,0.01737468681950109,0.057736054486167795,0.03132799184583795,0.0325292666526014,0.08486473808878035,0.0833116593076069,0.0850601615991189,0.061466302619988575,0.062019683787524205,0.03013906478705454,0.06438527692440751,0.05999034953513746,0.0688489716070747,0.06683474226150395,0.00388408235202768,2.7468697912205933
2.4000000000000004,0.017369186425869668,0.0575163665607907,0.03132378289933234,0.03252433652545508,0.0828494217684673,0.0828756845957242,0.08457361975675887,0.06141316144656132,0.061963874890589285,0.029161603172482918,0.060247939964471316,0.05592886001581807,0.06513039255281844,0.06315638064092721,0.0035068243391961273,2.675197809492219
2.45,0.017363572713869773,0.05729300892290369,0.031319318511592247,0.03251910824761032,0.08084575977447303,0.08242150878614389,0.08406732319142877,0.06135573050120555,0.06190358328189921,0.02835422143184294,0.0563167358841389,0.05209199738726921,0.061569362296885415,0.059639159994607005,0.0031766548806018433,2.606675453087165
2.5,0.01735784583699186,0.05706603653325598,0.0313145895511191,0.03251357127003359,0.07885561716504635,0.08194915496805535,0.08354135034766029,0.061293819888896844,0.06183861324827091,0.027696783257350435,0.05259116048336963,0.0484771021458616,0.05816317882521598,0.05627982773537478,0.00288948157689764,2.5412185929798223
2.5500000000000003,0.01735200595174054,0.05683550502380952,0.0313095868224937,0.032507714978989063,0.07688078727719293,0.08145868177826034,0.08299581986212198,0.06122724222090418,0.06176877196508527,0.027170275924814555,0.04906956229311263,0.04508041644561368,0.05490879125101694,0.05307482671310309,0.0026413395677679836,2.4787356808143297
2.6,0.017346053217625484,0.056601470673159925,0.031304301072746066,0.03250152870377905,0.0749229900052794,0.08095018300155683,0.08243088990940395,0.06115581327023101,0.06169387018022584,0.026756859450263987,0.04574926292206661,0.041897222273796504,0.051802850607280314,0.05002034373619369,0.002428424070100222,2.419129167311977
2.6500000000000004,0.017339987797152217,0.05636399038180392,0.031298722997740475,0.032495001724494384,0.07298387032894958,0.0804237870539077,0.08184675741524682,0.061079352612257415,0.0616137228808466,0.02643989703182153,0.04262667464879223,0.0389219737828274,0.04884175643229997,0.04711235388453571,0.0022471143674901604,2.362296803308623
2.7,0.017333809855812708,0.056123121647269764,0.03129284324857044,0.03248812327976802,0.07106499708650255,0.07987965635413272,0.0812436571448846,0.060997684247198466,0.06152814993945104,0.026203968869844357,0.0396974141175286,0.036148422849044834,0.04602169940756722,0.04434666089485165,0.002093990628828422,2.308132825707819
2.75,0.017327519562075802,0.05587892253912712,0.03128665243795849,0.03248088257452533,0.06916786198906877,0.07931798659019058,0.08062186067450464,0.06091063720123085,0.061436976736027556,0.026034871397048798,0.036956411227311727,0.03356973717850014,0.043338700291517554,0.04171893388225506,0.0019658447487017174,2.2565290316250746
2.8000000000000003,0.017321117087377498,0.05563145167389278,0.03128014114665546,0.0324732687877245,0.0672938788701638,0.07873900588639621,0.07998167525409978,0.060818046103391615,0.06134003475326286,0.02591960386485666,0.03439801251224325,0.031178610498097233,0.04078864538080948,0.0392247406447902,0.0018596862376754606,2.2073757448056566
2.85,0.01731460260611104,0.055380768189848543,0.031273299929834374,0.03246527108008061,0.06544438316449855,0.07814297387815008,0.07932344257019854,0.060719751735616286,0.061237162142143434,0.02584634412831023,0.0320160784960338,0.028967364558759704,0.03836731872017186,0.036859577779636866,0.0017727440476872434,2.16056267902325
2.9000000000000004,0.01730797629561688,0.0551269317217876,0.03126611932347359,0.03245687860176699,0.06362063160928369,0.07753018070094032,0.07864753741711003,0.06061560155355528,0.06112820425555054,0.02580441535470674,0.029804074666824575,0.0269280428377178,0.036070431269544866,0.03461889782535011,0.0017024650941546032,2.1159797036436054
2.95,0.01730123833617244,0.054870002375705544,0.03125858985072442,0.0324480805000875,0.06182380216068403,0.07690094590051631,0.07795436628541544,0.06050545017608484,0.06101301414775485,0.025784245255037582,0.027755155859749428,0.02505249596164833,0.033893647225533355,0.03249813363432792,0.001646510126818836,2.073517516891573
3.0,0.017294388910981746,0.05461004070345208,0.0312507020282581,0.03243886592711361,0.06005499411755446,0.07625561727122691,0.07724436587647648,0.06038915984170833,0.060891453038018135,0.0257773193061812,0.025862243955997875,0.02333245898356541,0.031832607685568226,0.030492720168811254,0.0016027475068446984,2.033068232592854
3.0500000000000003,0.017287428206164884,0.05434710767735944,0.031242446372587294,0.03242922404727998,0.05831522844412658,0.07559456962956726,0.07651800155171985,0.06026660083032329,0.06076339073680972,0.025776129298790276,0.024118098909731524,0.021759620736398238,0.029882951835543996,0.028598113901357948,0.001569245366407165,1.994525886277129
3.1,0.017280356410747297,0.054081264664863266,0.03123381340635723,0.03241914404493264,0.05660544828290943,0.074918203529989,0.07577576572539471,0.060137651849106515,0.06062870603344149,0.02577411841357707,0.022515383199647736,0.020325685557419242,0.02804033583245425,0.02680980999085232,0.0015442625550907356,1.9577868665542648
3.1500000000000004,0.017273173716648934,0.05381257340313172,0.031224793664601774,0.032408615131823755,0.05492651964872066,0.07422694393000048,0.07501817620939338,0.06000220038154123,0.06048728704421495,0.025765623899375343,0.021046719871883668,0.01902242773234649,0.02630044954418003,0.025123357398038778,0.001526238715363733,1.9227502776347507
3.2,0.017265880318673238,0.05354109597371826,0.03121537770095971,0.0323976265545472,0.05327923229447519,0.07352123881151953,0.07424577451857561,0.05986014299887552,0.0603390315204547,0.02574581830163124,0.019704744396915285,0.017841739048163767,0.02465903130139706,0.023534372096440107,0.001513783775836701,1.8893182387592273
3.25,0.017258476414495967,0.05326689477725354,0.03120555609384659,0.03238616760190912,0.051664300739122614,0.07280155776534264,0.07345912414484747,0.059711385633557115,0.06018384711607331,0.025710650071137753,0.018482150606693025,0.016775669871463304,0.023111880810243457,0.02203854852482888,0.0015056671035409087,1.85739612613282
3.3000000000000003,0.017250962204653886,0.052990032508191495,0.031195319452577693,0.03237422761222803,0.05008236544794489,0.07206839054546504,0.07265880880802177,0.05955584381443513,0.060021651614571035,0.025656784270819754,0.017371731010969522,0.015816464186249556,0.021654870366662558,0.02063166941946339,0.0015008065155085399,1.826892762751348
3.35,0.017243337892533277,0.05271057212962471,0.031184658423437612,0.032361795980558834,0.048533994155296245,0.07132224559982737,0.07184543069122942,0.05939344286375337,0.059852373115618536,0.025581543993841837,0.01636641181502424,0.014956589033308132,0.020283954505141092,0.01930961415838839,0.0014982573146915816,1.7977205612738671
3.4000000000000004,0.017235603684358315,0.05242857684818372,0.03117356369569213,0.03234886216583552,0.0470196833197882,0.07056364858387922,0.07101960866836578,0.05922411805618032,0.059675950181601004,0.025482853009639095,0.01545928297608875,0.01418875879394123,0.018995178207977095,0.01806836574317946,0.0014972014842086292,1.76979562483735
3.45,0.017227759789179287,0.052144110089034953,0.031162026007538136,0.032335415697927285,0.04553985970189183,0.06979314086314181,0.07018197653074496,0.059047814740327706,0.059492331944716606,0.025359180065840255,0.01464362364392977,0.013505954755436693,0.01778468379551839,0.016904016535241272,0.0014969371472071497,1.743037810427887
3.5,0.01721980641886066,0.051857235470991456,0.031150036151987436,0.032321446184603,0.04409488205394198,0.06901127801072164,0.06933318121980261,0.058864488423401765,0.05930147817542046,0.02520948519346822,0.013912923333349711,0.012901440385254691,0.01664871661106714,0.01581277285685325,0.0014968683766991876,1.7173707591335006
3.5500000000000003,0.017211743788069,0.05156801678175069,0.031137584982680398,0.032306943318399096,0.042685042912585514,0.06821862830547862,0.06847388107233644,0.05867410481980791,0.05910335931318666,0.02503316829013073,0.013260899173805168,0.012368772726625581,0.01558362960682873,0.01479095856184631,0.0014964954198479015,1.6927218973150369
3.6,0.01720357211426075,0.05127651795327313,0.031124663419625498,0.03229189688338607,0.0413105704838114,0.06741577123628818,0.06760474408440736,0.05847663986469082,0.05889795646072536,0.024830020190909026,0.012681509574802715,0.011901810310959125,0.01458588693115899,0.013835017674631654,0.0014954053844154862,1.6690224124409083
3.6500000000000004,0.01719529161766985,0.05098280303731521,0.03111126245486091,0.032276296761829026,0.039971630610834,0.06660329601755863,0.06672644619964632,0.05827207969353731,0.058685261342938895,0.024600176378986822,0.012168964635991568,0.011494717962952834,0.01365206661212889,0.012941516189054003,0.0014932634209521391,1.646207207039721
3.7,0.017186902521295223,0.0506869361811301,0.03109737315803444,0.03226013294073766,0.03866832881526962,0.06578180012087635,0.06583966962732447,0.0580604205890987,0.05846527623203096,0.024344073437345515,0.011717733618621577,0.011141968853225265,0.012778862426466905,0.01210714311241558,0.0014898044224258757,1.6242148339416629
3.75,0.017178405050888097,0.05038898160334919,0.031082986681898184,0.03224339551830149,0.03740071240224544,0.06495188782735377,0.064945101195151,0.057841668897003484,0.05823801384029587,0.024062408298651822,0.011322549780872479,0.010838344131255596,0.011963085036419257,0.01132871083522904,0.0014848252530819182,1.6029874157092727
3.8000000000000003,0.017169799434939216,0.05008900357005712,0.03106809426771438,0.03222607471020605,0.03616877262030954,0.06411416880495067,0.06404343074136673,0.05761584091152903,0.058003497182211365,0.023756100312321886,0.010978412864006741,0.010578930448859419,0.01120166247147522,0.010603154901846136,0.0014781775098395783,1.5824705508965293
3.85,0.01716108590466588,0.04978706637107284,0.031052687250569144,0.032208160855826035,0.03497244686726502,0.06326925671473152,0.06313534955030406,0.057382962733084464,0.05776175940753855,0.023426256115188324,0.010680589499798039,0.010359115661764813,0.01049164002723109,0.009927533250904771,0.0014697608125212702,1.5626132095226049
3.9000000000000004,0.01715226469399886,0.049483234296448776,0.03103675706459077,0.03218964442429169,0.0338116209333298,0.06241776784970972,0.062221548835187934,0.05714307009902524,0.0575128436071974,0.02307413726474928,0.010424611792619,0.010174582974393604,0.009830179648604496,0.00929902498931718,0.0014595166134691569,1.543367619909461
3.95,0.017143336039569166,0.04917757161320014,0.031020295248069478,0.03217051602042455,0.03268613127332282,0.061560319809619464,0.06130271827156115,0.05689620818947427,0.0572568025937359,0.022701130571171943,0.01020627431225223,0.010021303770958294,0.009214558859086152,0.008714928759434396,0.0014474225122976946,1.5246891488117478
4.0,0.017134300180694683,0.048870142542275674,0.03100329344847563,0.03215076639053916,0.03159576729989372,0.06069753021464504,0.06037954458433063,0.05664243140986543,0.05699369865824642,0.022308721045601318,0.010021629716180525,0.009895529354659536,0.008642169292909289,0.00817266075446884,0.0014334870580111647,1.5065361765590521
4.05,0.017125157359366667,0.04856101123578132,0.030985743427373452,0.03213038642810742,0.030540273690146107,0.059830015460830915,0.05945271019105349,0.05638180315195311,0.05672360330560499,0.021898467367450884,0.009866983203031187,0.009793781796269952,0.008110514883086853,0.007669752432104349,0.001417745018139787,1.4888699687342404
4.1000000000000005,0.0171159078202361,0.04825024175446753,0.030967637065227604,0.03210936717928226,0.029519352698349138,0.05895838951959316,0.05852289190371228,0.05611439553504775,0.056446596969918814,0.021471979761808722,0.009738885982168297,0.00971284407383544,0.0076172097541559,0.007203847971899021,0.0014002530924052405,1.471654545731148
4.15,0.01710655181059993,0.047937898045490895,0.030948966366099864,0.03208769984827777,0.02853266646778815,0.05808326278345617,0.05759075969087103,0.05584028912924164,0.05616276871206493,0.021030900169489934,0.009634127928283252,0.009649749666698638,0.007159975863942573,0.006772701518712876,0.0013810860471520105,1.4548565513703615
4.2,0.017097089580387144,0.04762404392046023,0.030929723462233504,0.03206537580260289,0.027579839335168485,0.05720524095984879,0.056656975501757134,0.05555957266238366,0.05587221590118992,0.020576884586238076,0.00954972957433339,0.009601771749605838,0.006736640434635307,0.0063741742506979076,0.0013603332460281246,1.4384451215986338
4.25,0.017087521382144758,0.04730874303377711,0.030909900618522942,0.03204238657814597,0.026660460121356932,0.056324924014512806,0.05572219215348192,0.055272342712545997,0.05557504388201771,0.020111587443787354,0.009482933581400427,0.009566412116328396,0.006345133210204419,0.006006231306276895,0.001338095551743733,1.4223917541553428
4.3,0.017077847471023623,0.04699205886128038,0.030889490236866428,0.032018723884107786,0.0257740844026181,0.05544290516580419,0.05478705228229373,0.054978703387701444,0.05527136562978031,0.019636647903631847,0.009431195810040148,0.009541389947022234,0.005983483573933833,0.005666938601144642,0.0013144825738161496,1.4066701799621315
4.3500000000000005,0.01706806810476414,0.04667405467920371,0.030868484860399687,0.03199437960778061,0.02492023675687887,0.05455976993090527,0.05385218735945395,0.054678765994297614,0.05496130139454605,0.019153677934124886,0.009392176104508926,0.009524630519457246,0.005649817556236193,0.005354459563724803,0.0012896102376707633,1.3912562368777692
4.4,0.017058183543681837,0.04635479354345531,0.030846877177608496,0.03196934581917121,0.024098412979929262,0.05367609522471457,0.05291821677203849,0.054372648696374544,0.054644978336672916,0.01866425204269326,0.00936372888890015,0.009514253951251897,0.005342354759704472,0.0050670518146729146,0.0012635986507791787,1.3761277463549824
4.45,0.01704819405065281,0.046034338269227995,0.03082466002631836,0.03194361477546591,0.023308082266841612,0.052792448511940655,0.05198574696869548,0.05406047616682614,0.05432253015505998,0.01816989853726449,0.009343893662709908,0.00950856404831621,0.005059405225837505,0.00480306381284825,0.001236570242287956,1.3612643934402142
4.5,0.01703809989109906,0.04571275141094798,0.030801826397559618,0.03191717892533568,0.022548689354260572,0.05190938701269836,0.05105537067013475,0.05374237923235433,0.053994096709811326,0.0176720921942643,0.009330885472670065,0.009506037323800284,0.00479936626546159,0.004560931487587722,0.0012086481534529744,1.3466476104731937
