Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_4p(4),J_total_Se
0.65,0.02551536547993517,0.09250928986259507,0.04747602580266364,0.2196442561472775,0.14988261610172454,0.2584265737906149,0.11408274352770294,0.3717391515784997,5.004126863578202
0.7000000000000001,0.02551061361556085,0.09228528097442883,0.04747518075718371,0.21561714994072578,0.14966162331579483,0.2174458148338074,0.11406012496349129,0.33505102817148225,4.765343905487759
0.75,0.025505511121556575,0.09204535591942896,0.04747413477105029,0.21138273380291192,0.14939426531212355,0.1815539989426991,0.11402929289463755,0.2993424988753575,4.539848524520042
0.8,0.025500058280325547,0.09178966603177549,0.04747285881853179,0.2069577892116965,0.14907577842992575,0.15064552467755654,0.11398834469089375,0.26527782035062203,4.33007262820488
0.8500000000000001,0.025494255391723952,0.09151837208816038,0.04747132216804144,0.20235948886285374,0.14870153873786723,0.12446076515943265,0.1139351979509119,0.23333841836813404,4.1374085814214485
0.9,0.025488102773017923,0.09123164365516614,0.04746949244954481,0.19760529170328409,0.1482671194361902,0.10263326421040786,0.11386761709021125,0.2038376332100933,3.9623629797406474
0.9500000000000001,0.02548160075888871,0.09092965850157837,0.047467335723633056,0.19271283803975842,0.1477683442336062,0.08473110232823437,0.11378324473893345,0.1769444192650026,3.8047346034497003
1.0,0.02547474970147982,0.09061260209559219,0.04746481655212222,0.1876998453293762,0.14720133605988922,0.07029115956606777,0.11367963669010074,0.1527104742011098,3.6637918927625477
1.05,0.025467549970478877,0.090280667195024,0.04746189807012214,0.18258400547148454,0.14656256058253025,0.05884600009907179,0.11355429909617595,0.1310970704652003,3.5384344702105937
1.1,0.025460001953226535,0.08993405352866769,0.047458542059539276,0.17738288456729423,0.14584886411729805,0.049943787779279235,0.1134047266404937,0.11199940182588351,3.4273307664264303
1.1500000000000001,0.02545210605484482,0.08957296755939834,0.0474547090239619,0.17211382618362603,0.14505750564891365,0.04316205011378432,0.11322844049717284,0.09526740502462884,3.3290292129308043
1.2000000000000002,0.025443862698377503,0.08919762231465767,0.04745035826484225,0.1667938591534313,0.1441861828019887,0.03811629852529479,0.11302302502350013,0.08072277964608754,3.2420439006038593
1.25,0.02543527232493586,0.08880823726736772,0.047445447958854026,0.16143961087819564,0.1432330517187628,0.03446454808078337,0.11278616228756558,0.06817238171082869,3.164917484887237
1.3,0.0254263353938439,0.08840503824973248,0.04743993523627201,0.15606722698069156,0.14219674090583556,0.03190871600434392,0.11251566370738017,0.05741839705788476,3.09626491541521
1.35,0.025417052382778093,0.08798825738332992,0.04743377626019816,0.15069229800686176,0.14107635920538825,0.03019375963254622,0.11220949825402535,0.04826578787062599,3.0348016816273073
1.4000000000000001,0.02540742378789763,0.08755813301088732,0.04742692630644547,0.14532979370817495,0.1398714981267687,0.029105273112028644,0.11186581684117236,0.040527509074153666,2.9793599985456005
1.4500000000000002,0.02539745012396214,0.08711490961773177,0.047419339843886216,0.1399940052637562,0.13858222884188695,0.028466119227351167,0.11148297267966684,0.034027951079271715,2.9288959116939965
1.5,0.025387131924434668,0.086658837733755,0.0474109706150732,0.1346984956352743,0.13720909420314958,0.02813254078632973,0.11105953751427348,0.02860500648066292,2.8824898021343106
1.55,0.025376469741568566,0.08619017380954554,0.04740177171694892,0.12945605809434824,0.13575309618635317,0.027990081241889994,0.11059431377767631,0.024111095096986813,2.839342291359228
1.6,0.025365464146477595,0.08570918006293195,0.047391695681467394,0.12427868282675433,0.13421567919386163,0.027949548800617185,0.11008634279369554,0.02041342154120436,2.798767115027309
1.6500000000000001,0.02535411572918909,0.08521612429442671,0.047380694555964116,0.11917753140231536,0.1325987096763329,0.027943181732150657,0.10953490923797654,0.017393685630185056,2.760182166610451
1.7000000000000002,0.025342425098680513,0.08471127967190431,0.0473687199831215,0.11416291880458125,0.13090445254507124,0.02792111314917141,0.10893954212159856,0.01494741945278434,2.7230996076449547
1.75,0.025330392882900045,0.08419492448627622,0.04735572328038879,0.10924430263952177,0.12913554485259177,0.027848188768182503,0.1083000126031702,0.012983085760383263,2.6871156954248794
1.8,0.025318019728772147,0.08366734188095995,0.04734165551872676,0.10443027908586586,0.1272949672170155,0.027701158548630127,0.107616328960329,0.011421039959710473,2.6519007843450417
1.85,0.025305306302189107,0.08312881955861966,0.04732646760055787,0.09972858510938616,0.12538601345728909,0.02746624024085565,0.10688872906450567,0.01019243161929943,2.617189805891437
1.9000000000000001,0.025292253287989733,0.08257964946903319,0.047310110336812664,0.09514610643710278,0.12341225889175161,0.027137037619513305,0.10611767070561254,0.009238100253129176,2.5827734170673056
1.9500000000000002,0.025278861389926376,0.082020127482071,0.047292534522971684,0.0906888907728442,0.12137752773306065,0.0267127867235891,0.10530382010804344,0.008507503450710819,2.548489921156333
2.0,0.02526513133062138,0.08145055304971013,0.04727369101401066,0.0863621657307748,0.11928585998872679,0.026196898270233988,0.1044480389678499,0.007957702471042386,2.5142180023417744
2.0500000000000003,0.025251063851514113,0.08087122886080164,0.047253530798163454,0.08217036096651843,0.11714147824926292,0.025595762353814663,0.10355137032474898,0.00755242056462658,2.479870271855852
2.1,0.025236659712799543,0.0802824604920073,0.047232005069423905,0.07811713399476838,0.11494875471597531,0.02491778163770928,0.1026150235630241,0.007261181960601427,2.445387593859611
2.15,0.025221919693359348,0.079684556057957,0.04720906529871311,0.07420539919642065,0.1127121787884167,0.024172600766319646,0.101640358813471,0.007058534154496418,2.4107341407035876
2.2,0.025206844590686346,0.0790778258632841,0.047184663303643605,0.07043735953618696,0.11043632549816143,0.023370502120508438,0.10062887100518078,0.006923352426342929,2.3758931167893413
2.25,0.02519143522080302,0.07846258205879342,0.04715875131681597,0.06681454053242937,0.10812582504146957,0.022521940908698548,0.09958217379183097,0.006838223046348472,2.340863085694866
2.3000000000000003,0.02517569241817475,0.07783913830362567,0.04713128205258722,0.06333782604388574,0.10578533362915894,0.021637195641006243,0.09850198355282243,0.006788900086132281,2.3056548347766155
2.35,0.025159617035618354,0.07720780943491333,0.04710220877225327,0.06000749546244846,0.10341950583811754,0.02072611307746776,0.09739010364549043,0.006763829904141222,2.27028871375459
2.4000000000000004,0.025143209944206345,0.07656891114608588,0.04707148534759052,0.056823261926750385,0.10103296861582384,0.019797929644399227,0.09624840906107371,0.006753737020533066,2.2347923877962392
2.45,0.02512647203316737,0.07592275967468141,0.047039066322704194,0.053784311197636964,0.0986302970574014,0.018861153996854126,0.09507883161442,0.006751265088351398,2.199198950582919
2.5,0.025109404209783096,0.07526967150025853,0.04700490697413292,0.0508893408633502,0.09621599204445178,0.017923497828669314,0.09388334577575158,0.006750666888714927,2.163545348228006
2.5500000000000003,0.025092007399281892,0.07460996305277827,0.04696896336916135,0.04813659956917052,0.09379445980646832,0.016991844179485252,0.09266395523237837,0.00674753764167947,2.1278710703457113
2.6,0.025074282544729456,0.07394395043163784,0.0469311924222943,0.04552392599313303,0.09136999343924698,0.016072244362857008,0.09142268024915493,0.0067385863684380895,2.0922170697992635
2.6500000000000004,0.02505623060691663,0.07327194913538476,0.046891551949847884,0.04304878731606702,0.08894675639054317,0.015169936254989342,0.09016154587882483,0.006721440519941737,2.056624877537077
2.7,0.025037852564244525,0.07259427380201848,0.04685000072261503,0.040708316960429605,0.08652876790138259,0.014289378060296782,0.08888257105724512,0.0066944795712289675,2.0211358833753317
2.75,0.025019149412607095,0.07191123795969248,0.04680649851656472,0.038499351398057616,0.0841198903719747,0.013434292831847713,0.08758775860386876,0.006656693749672478,1.9857907575730238
2.8000000000000003,0.025000122165271237,0.07122315378756076,0.04676100616153639,0.03641846585190816,0.08172381860411668,0.012607719996800949,0.08627908613479819,0.0066075645066448144,1.9506289915715616
2.85,0.024980771852754543,0.07053033188646436,0.04671348558789331,0.03446200874096323,0.07934407085728114,0.011812070943700485,0.08495849788419352,0.006546963748979067,1.9156885393566634
2.9000000000000004,0.024961099522700723,0.06983308105912275,0.04666389987110089,0.032626134740622245,0.07698398164319405,0.011049186393036217,0.0836278974197956,0.006475069216109345,1.8810055435791269
2.95,0.024941106239752802,0.06913170809947955,0.04661221327419877,0.030906836352994023,0.07464669617353675,0.010320393815896257,0.08228914122975552,0.006392293720563247,1.8466141328824666
3.0,0.024920793085424112,0.06842651759084714,0.04655839128813808,0.02929997390243268,0.07233516636733062,0.009626563606686225,0.08094403315078316,0.006299226264841234,1.8125462788707891
3.0500000000000003,0.02490016115796715,0.06771781171250081,0.04650240066995829,0.027801303891367535,0.07005214831845313,0.008968163071347636,0.07959431960176026,0.006196583308937947,1.7788317028501892
3.1,0.024879211572240326,0.0670058900543847,0.04644420947878114,0.026406505669889894,0.06780020111943723,0.008345307576638872,0.07824168558231857,0.006085168692637273,1.7454978239293526
3.1500000000000004,0.024857945459572654,0.06629104943960978,0.04638378710960243,0.025111206389635564,0.06558168693506526,0.00775780843116898,0.07688775139236499,0.005965840918245104,1.7125697413046104
3.2,0.024836363967626417,0.0655735837544452,0.04632110432486586,0.02391100422820968,0.06339877221812153,0.007205217245463379,0.07553407002604177,0.005839486675603504,1.6800702446122455
3.25,0.024814468260257856,0.06485378378552775,0.04625613328380665,0.02280148988472277,0.06125342995984368,0.006686866655215161,0.07418212519203557,0.0057069996449150805,1.648019847133365
3.3000000000000003,0.024792259517375913,0.06413193706403894,0.046188847569556185,0.021778266359945023,0.05914744286895449,0.006201907396429286,0.07283332991139112,0.005569263746749034,1.61643683740755
3.35,0.024769738934799057,0.06340832771662408,0.0461192222140029,0.020836967046149932,0.057082407375495456,0.005749341799556832,0.07148902564393844,0.005427140125013017,1.5853373454706865
3.4000000000000004,0.02474690772411026,0.06268323632285208,0.04604723372040812,0.019973272161935413,0.05505973835887258,0.005328053827049398,0.07015048189500776,0.005281457249821241,1.5547354204969412
3.45,0.024723767112510148,0.06195693977903846,0.045972860083779606,0.01918292357621743,0.05308067450341558,0.004936835819255653,0.06881889625518788,0.005133003614990641,1.5246431171090558
3.5,0.024700318342668347,0.06122971116827576,0.04589608080900921,0.0184617380732338,0.05114628418920602,0.004574412140700478,0.06749539482739089,0.004982522581047243,1.495070588037146
3.5500000000000003,0.02467656267257311,0.060501819636536336,0.045816876926785065,0.017805619116832306,0.04925747183082541,0.004239459935375217,0.06618103299733702,0.0048307089806113234,1.4660261811641124
3.6,0.024652501375379228,0.05977353027473073,0.04573523100729228,0.017210567177608733,0.047414984581892,0.003930627208046347,0.06487679650568914,0.004678207160153214,1.43751653930414
3.6500000000000004,0.024628135739254292,0.05904510400662135,0.0456511271717201,0.016672688690677673,0.04561941932869316,0.003646548450649445,0.06358360278238127,0.004525610181508361,1.4095467013267315
3.7,0.024603467067223325,0.058316797482505886,0.04556455110159702,0.01618820371507461,0.04387122990178703,0.003385858030107847,0.06230230250613487,0.004373459949202419,1.382120203468286
3.75,0.024578496677011858,0.05758886297859689,0.04547549004597887,0.015753452368078475,0.04217073444005778,0.003147201547637714,0.06103368135468891,0.004222248066430509,1.355239179871481
3.8000000000000003,0.024553225900887463,0.0568615483020348,0.04538393282651865,0.01536490010918829,0.0405181228472971,0.0029292453707678366,0.059778461913836886,0.004072417254215442,1.3289044615638819
3.85,0.024527656085499807,0.05613509670147988,0.04528986984044989,0.015019141949163786,0.0389134642868863,0.002730684528707146,0.05853730571592646,0.003924363195498065,1.3031156732349751
3.9000000000000004,0.02450178859171926,0.05540974678323529,0.04519329306151881,0.01471290565952695,0.03735671466551991,0.002550249149965931,0.057310815381002,0.0037784366892664603,1.2778713272982132
3.95,0.024475624794474106,0.05468573243285875,0.045094196038903606,0.014443054057295813,0.035847724062100815,0.0023867096087738385,0.056099536836229945,0.0036349460198148165,1.25316891483439
4.0,0.024449166082586394,0.05396328274222318,0.044992573894161926,0.014206586438558003,0.034386244062914455,0.00223888053422439,0.054903961591618554,0.0034941594632794293,1.2290049931069456
4.05,0.02442241385860648,0.05324262194198929,0.044888423316250765,0.014000639232861824,0.03297193496893042,0.0021056238235085544,0.05372452905231204,0.003356307868116069,1.2053752694206041
4.1000000000000005,0.024395369538646298,0.05252396933945331,0.044781742554665147,0.01382248594837446,0.03160437284556363,0.001985850788301835,0.052561628849889866,0.0032215872584986614,1.1822746811638176
4.15,0.02436803455221139,0.051807539261732996,0.04467253141074481,0.013669536475395441,0.03028305638944135,0.001878523551505004,0.05141560317712799,0.003090161420031162,1.159697471934211
4.2,0.024340410342031785,0.051093541004253146,0.04456079122720008,0.013539335813178304,0.029007413590657755,0.0017826558002246647,0.05028674911257293,0.0029621644359322974,1.1376372636959813
4.25,0.024312498363891686,0.05038217878449015,0.044446524875910366,0.013429562282160733,0.0277768081726525,0.0016973129901952434,0.04917532092304141,0.0028377031492041642,1.1160871249600837
4.3,0.024284300086458096,0.0496736517009314,0.04432973674405046,0.013338025280684186,0.026590545795221222,0.0016216120868369401,0.0480815323337846,0.0027168595324288075,1.0950396350130125
4.3500000000000005,0.024255816991108365,0.04896815369720206,0.04421043271860169,0.013262662642145037,0.025447880009260876,0.0015547209188395427,0.04700555875755151,0.0025996929519256,1.074486944248983
4.4,0.02422705057175672,0.04826587353130736,0.044088620169306314,0.013201537645302663,0.024348017954675127,0.0014958572115656352,0.04594753947515204,0.0024862423171974073,1.0544208306840634
4.45,0.024198002334679804,0.0475669947499338,0.043964307930124985,0.013152835727213241,0.023290125795423857,0.0014442873596704452,0.04490757976136144,0.0023765281100266984,1.0348327527500087
4.5,0.02416867379834132,0.046871695667747994,0.04383750627925834,0.01311486094499475,0.0222733338880074,0.001399324991120511,0.04388575295113143,0.0022705542903683246,1.015713898480791
4.55,0.024139066493215715,0.04618014935162639,0.04370822691779452,0.013086032229387971,0.02129674168173975,0.0013603293682326052,0.042882102442082085,0.0021683100784223664,0.9970552312166412
4.6000000000000005,0.024109181961611065,0.04549252360974388,0.043576482947045476,0.013064879469885337,0.020359422351000606,0.0013267036654158063,0.04189664363015306,0.0020697716140442063,0.9788475319592961
4.65,0.024079021757491104,0.04480898098544409,0.04344228884463542,0.01305003946807606,0.019460427161275332,0.0012978931579472898,0.04092936577609654,0.0019749034960335147,0.9610814385184812
4.7,0.024048587446296486,0.04412967875580836,0.04330566043940515,0.013040251792819946,0.018598789572208667,0.001273383351308326,0.039980233801206175,0.0018836602049028292,0.9437474815938223
4.75,0.024017880604765326,0.04345476893483553,0.043166614885196575,0.01303435456792889,0.01777352908212703,0.0012526980763121795,0.03904919001130337,0.001795987413514582,0.9268361179387176
4.800000000000001,0.02398690282075302,0.0427843982811391,0.04302517063358164,0.013031280220216017,0.016983654819537546,0.001235397571431061,0.03813615574854955,0.0017118231905393598,0.9103377607534464
4.8500000000000005,0.023955655693051407,0.04211870831006334,0.042881347405599915,0.013030051213077352,0.01622816888800481,0.0012210765703367006,0.037241032971129996,0.001631099102068006,0.894242807454258
4.9,0.023924140831207343,0.04145783531011507,0.042735166162569026,0.013029775788206605,0.015506069471550876,0.0012093624096713189,0.03636370576126514,0.0015537412169396626,0.87854166496353
4.95,0.02389235985534064,0.040801910363603255,0.04258664907603188,0.013029643735614998,0.014816353708333946,0.0011999131694272404,0.035504041762357136,0.0014796710214559955,0.8632247726635626
5.0,0.02386031439596152,0.04015105937137405,0.04243581949690401,0.013028922209838053,0.014158020340847718,0.0011924158560003572,0.03466189354637746,0.0014088062491627643,0.8482826231532841
5.050000000000001,0.023828006093787518,0.039505403081524906,0.042282701923884065,0.013026951608060937,0.013530072151259566,0.0011865846359634252,0.03383709991285117,0.001341061631314258,0.8337057809433042
5.1000000000000005,0.023795436599559953,0.03886505712197755,0.04212732197118967,0.013023141523883452,0.012931518190781857,0.0011821591268501306,0.03302948712100067,0.0012763495735109507,0.8194848992204219
5.15,0.023762607573859954,0.03823013203678614,0.04196970633568023,0.013016966788573284,0.012361375812157351,0.001178902749722506,0.03223887005678015,0.0012145807638303475,0.8056107348080321
5.2,0.023729520686924115,0.03760073332605389,0.04180988276342724,0.013007963609919404,0.011818672514447518,0.0011766011469872752,0.031465053336666916,0.001155664717567329,0.7920741614439564
5.25,0.02369617761845978,0.036976961489328525,0.041647880015791935,0.012995725817193134,0.011302447609349477,0.001175060667807744,0.03070783235018001,0.0010995102634729975,0.778866181492119
5.300000000000001,0.023662580057460032,0.036358912072344506,0.04148372783506879,0.01297990121924814,0.010811753718243156,0.001174106922505697,0.029966994243174967,0.0010460259761382175,0.7659779361992909
5.3500000000000005,0.02362872970201841,0.035746675716977996,0.0413174569097525,0.012960188081437927,0.010345658109092172,0.001173583406543018,0.029242318844018615,0.0009951205589161444,0.7534007146028735
5.4,0.02359462825914337,0.03514033821427856,0.04114909883948466,0.01293633172579504,0.009903243882197238,0.0011733501939978845,0.028533579534782468,0.0009467031815222766,0.7411259611904348
5.45,0.023560277444572578,0.03453998056044045,0.040978686099735324,0.012908121257794758,0.009483611013636956,0.001173282699889554,0.02784054406961125,0.0009006837761951784,0.7291452824065215
5.5,0.023525678982587016,0.033945679015575096,0.04080625200627299,0.012875386422011732,0.009085877265032571,0.001173270510244687,0.027162975342425046,0.0008569732960491532,0.7174504520971174
5.550000000000001,0.023490834605824983,0.033357505165145705,0.04063183067947545,0.012837994588065041,0.008709178968047418,0.0011732162784240422,0.02650063210610352,0.0008154839390044214,0.7060334159771094
5.6000000000000005,0.02345574605509599,0.032775525983924615,0.04045545700853233,0.01279584786742952,0.008352671691782582,0.0011730346859297974,0.025853269645279283,0.0007761293404426092,0.6948862952012125
5.65,0.02342041507919463,0.032199803902333686,0.040277166615588694,0.01274888036096299,0.008015530800962465,0.001172651465680489,0.025220640404836767,0.0007388247375069602,0.6840013891140462
5.7,0.023384843434714416,0.03163039687502865,0.0400969958198776,0.012697055536354392,0.00769695191252191,0.0011720024855635526,0.02460249457617531,0.0007034871077486653,0.6733711772504669
5.75,0.02334903288586164,0.03106735845158846,0.03991498160188787,0.012640363734130898,0.007396151257913181,0.0011710328899466544,0.02399858064325014,0.0006700352846135851,0.6629883206528173
5.800000000000001,0.023312985204269308,0.030510737849171677,0.03973116156761183,0.012578819800367309,0.007112365958150498,0.0011696962967413182,0.02340864589035574,0.0006383900520678541,0.652845662567502
5.8500000000000005,0.023276702168811152,0.029960580027003064,0.039545573912916084,0.012512460843812906,0.006844854218304207,0.0011679540475595265,0.022832436873562324,0.0006084742204764596,0.6429362285792243
5.9,0.023240185565415784,0.029416925762554617,0.039358257388076814,0.012441344114784156,0.006592895447848777,0.0011657745084804924,0.02226969985765911,0.0005802126856758431,0.6332532262373181
5.95,0.023203437186880994,0.028879811729287216,0.03916925126251942,0.012365545002861219,0.00635579031296106,0.0011631324189458594,0.021720181220399308,0.0005535324730197129,0.6237900442249054
6.0,0.023166458832688277,0.028349270575820512,0.03897859528980069,0.012285155150167286,0.006132860726559029,0.0011600082863229718,0.021183627825780416,0.0005283627680262254,0.6145402511180654
6.050000000000001,0.023129252308817565,0.027825331006400836,0.03878632967287002,0.012200280676797688,0.005923449781568716,0.001156387823713901,0.020659787368031753,0.0005046349351141805,0.6054975937788667
6.1000000000000005,0.023091819427562242,0.027308017862539183,0.03859249502964456,0.01211104051479632,0.005726921632609401,0.0011522614286394574,0.020148408687918513,0.00048228252578541364,0.5966559954229249
6.15,0.023054162007344448,0.02679735220569345,0.03839713235893144,0.01201756484694589,0.00554266133099542,0.001147623700289686,0.019649242062908887,0.0004612412774896826,0.5880095533991557
6.2,0.02301628187253072,0.026293351400872012,0.038200283006728696,0.011919993646542318,0.005370074617668606,0.0011424729931029894,0.019162039472688644,0.00044144910429658873,0.5795525367165526
6.25,0.022978180853248004,0.025796029201038108,0.03800198863293481,0.011818475314258283,0.005208587678398628,0.0011368110045130164,0.018686554841445366,0.0004228460803958763,0.5712793833501527
6.300000000000001,0.022939860785200036,0.025305395832197482,0.03780229117849511,0.011713165408163514,0.005057646865320541,0.0011306423947840443,0.01822254425828377,0.0004053744173523689,0.5631846973558312
6.3500000000000005,0.0229013235094842,0.024821458079054753,0.03760123283301177,0.01160422546295657,0.00491671838861991,0.0011239744369403227,0.017769766177073463,0.000388978435954296,0.5552632458212136
6.4,0.022862570872408786,0.02434421937112685,0.037398856002842436,0.011491821894471703,0.004785287981926346,0.0011168166948814684,0.0173279815969716,0.0003736045334133455,0.5475099556777596
6.45,0.022823604725310788,0.02387367986920528,0.03719520327971105,0.011376124985552525,0.004662860544736669,0.001109180727863476,0.016896954224805846,0.0003592011466009941,0.5399199103970129
6.5,0.022784426924374178,0.02340983655206209,0.03699031740985282,0.011257307949428738,0.004548959764959103,0.0011010798196123598,0.016476450620446798,0.00034571871193802433,0.5324883465920465
6.550000000000001,0.02274503933044876,0.022952683303297677,0.036784241263713734,0.011135546066791355,0.004443127724450196,0.0010925287304241478,0.016066240326244943,0.0003331096224922255,0.5252106505433257
6.6000000000000005,0.022705443808869585,0.02250221099823218,0.03657701780622363,0.011011015892833225,0.004344924490206576,0.0010835434706903367,0.015666095981554544,0.00032132818278266304,0.5180823546665081
6.65,0.022665642229276965,0.02205840759074534,0.03636869006766025,0.010883894530603587,0.004253927693673957,0.0010741410943714824,0.015275793423315729,0.0003103305617371843,0.511099133938106
6.7,0.022625636465437138,0.021621258199973542,0.03615930111512027,0.010754358967116129,0.004169732100446218,0.0010643395110230107,0.014895111773617157,0.0003000747442026599,0.5042568022934808
6.75,0.022585428395063563,0.021190745196775867,0.035948894024612106,0.01062258546874791,0.004091949172447414,0.0010541573150562478,0.014523833515113839,0.0002905204813644512,0.4975513090102405
6.800000000000001,0.022545019899638932,0.020766848289884822,0.03573751185378347,0.010488749032570318,0.004020206624519317,0.001043613630993912,0.014161744555129205,0.0002816292403924518,0.49097873508885453
6.8500000000000005,0.02250441286423787,0.020349544611660792,0.03552519761529587,0.010353022890361633,0.0039541479771761446,0.001032727973552683,0.013808634279226538,0.0002733641535954443,0.48453528964110526
6.9,0.022463609177350376,0.019938808803372676,0.03531199425085649,0.010215578062162575,0.00389343210713635,0.0010215201214558878,0.013464295594992539,0.0002656899673331611,0.47821730629589815
6.95,0.022422610730706033,0.01953461309993101,0.03509794460591679,0.010076582956350574,0.0038377327970984094,0.0010100100039467396,0.013128524966735593,0.0002585729909060843,0.47202123963094017
7.0,0.022381419419098984,0.019136927414003004,0.03488309140504608,0.009936203013324367,0.0037867382860931748,0.0009982175990369037,0.012801122441762233,0.00025198104561639556,0.46594366163785
7.050000000000001,0.022340037140213747,0.018745719419442627,0.03466747722798679,0.009794600390007175,0.003740150821619266,0.000986162842586459,0.012481891668858377,0.00024588341416938544,0.4599812582273977
7.1000000000000005,0.022298465794451824,0.018360954633972297,0.03445114448639735,0.009651933682493506,0.003697686214649824,0.0009738655473695907,0.012170639909566398,0.00024025079056282482,0.4541308257807727
7.15,0.02225670728475919,0.01798259650105594,0.03423413540128717,0.009508357684280783,0.003659073398488435,0.0009613453313356316,0.011867178042815053,0.000235055230592099,0.44838926775203564
7.2,0.022214763516454645,0.01761060647090688,0.03401649198114745,0.009364023177642247,0.0036240539923488575,0.0009486215543274593,0.011571320563427209,0.00023027010308112982,0.44275359132623693
7.25,0.02217263639705907,0.017244944080576995,0.03379825600078021,0.009219076755811134,0.003592381870436948,0.0009357132625687815,0.011282885574999228,0.00022587004193308543,0.43722090413705955
7.300000000000001,0.022130327836125573,0.016885567033077024,0.03357946898082707,0.009073660673757903,0.003563822737223662,0.0009226391402786378,0.011001694777616597,0.00022183089908046086,0.4317884110472704
7.3500000000000005,0.02208783974507062,0.016532431275481117,0.03336017216799842,0.008927912725451782,0.0035381537095147933,0.0009094174678155784,0.010727573450842466,0.0002181296984011541,0.4264534109947468
7.4,0.022045174037006076,0.016185491075971677,0.03314040651600249,0.008781966145604767,0.0035151629058459586,0.0008960660857955465,0.010460350432389003,0.00021474459065553544,0.42121329390635903
7.45,0.022002332626572235,0.01584469909978385,0.032920212667173133,0.008635949534000506,0.003494649043659873,0.0008826023646666231,0.010199858092856404,0.00021165480948909707,0.4160655376815649
7.5,0.021959317429771846,0.015510006484011884,0.03269963093479425,0.008489986800611632,0.0034764210446569426,0.0008690431792605516,0.009945932306900194,0.000208840628535958,0.4110077052471648
7.550000000000001,0.021916130363805148,0.01518136291124245,0.03247870128611785,0.008344197129807286,0.0034602976486492756,0.0008554048878754937,0.009698412421164766,0.0002062833196501938,0.40603744168431194
7.6000000000000005,0.021872773346905936,0.01485871668198309,0.032257463326072135,0.008198694962047481,0.003446107036192136,0.000841703315476854,0.009457141219299503,0.00020396511228456613,0.4011524714285457
7.65,0.021829248298178654,0.014542014785856455,0.03203595628165517,0.008053589991552548,0.0034336864602153355,0.0008279537406333656,0.009221964884353232,0.00020186915402965836,0.396350595543316
7.7,0.021785557137436566,0.014231202971533954,0.031814218987009,0.007908987178524191,0.003422881886829828,0.0008141708858340578,0.008992732958823545,0.00019997947232060887,0.3916296890672084
7.75,0.02174170178504099,0.01392622581538489,0.031592289869168524,0.0077649867745795105,0.0034135476454415395,0.0008003689108583204,0.00876929830261897,0.00019828093731349533,0.3869876984348315
7.800000000000001,0.021697684161741622,0.013627026788819758,0.03137020693447858,0.007621684360140838,0.003405546088265052,0.0007865614088961435,0.008551517049174734,0.00019675922592890456,0.3824226389711215
7.8500000000000005,0.021653506188517975,0.013333548324308855,0.031148007755672422,0.00747917089260232,0.0033987472592938483,0.0007727614051388435,0.008339248559946418,0.00019540078705625985,0.3779325924586229
