Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_4p_one electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_4p(2),J_total_Ge
2.85,0.02649576909756176,0.07248872516580773,0.02834140120490955,0.04985293609535158,0.0725794458287307,0.08231653271727918,0.0064111948510223,0.004402197281298359,0.05299153819512352,0.14497745033161547,0.2991176165721095,0.0566828024098191,0.4354766749723842,0.0128223897020446,0.8231653271727918,0.008804394562596718,1.8340381939184849
2.9000000000000004,0.02647215263304589,0.0716737934499246,0.026808156360725185,0.049785223989345,0.06994885125090203,0.08055484915022411,0.00590363832416879,0.004279948014418688,0.05294430526609178,0.1433475868998492,0.29871134393607,0.05361631272145037,0.41969310750541217,0.01180727664833758,0.8055484915022411,0.008559896028837376,1.7942283205082894
2.95,0.026448154481791157,0.07085532840035633,0.025396368732388236,0.049714747778213275,0.06736890017024995,0.07880683222056988,0.005432462416909256,0.004154401770683955,0.052896308963582314,0.14171065680071265,0.29828848666927965,0.05079273746477647,0.4042134010214997,0.010864924833818512,0.7880683222056988,0.00830880354136791,1.7551436415007362
3.0,0.026423776117556554,0.07003371341370847,0.024099842773128592,0.04964146948749703,0.06484200979504823,0.07707420280820072,0.004996239317576183,0.004026398615652714,0.05284755223511311,0.14006742682741694,0.29784881692498216,0.048199685546257184,0.38905205877028937,0.009992478635152366,0.7707420280820072,0.008052797231305428,1.7168028442525236
3.0500000000000003,0.026399019035934466,0.06920932753399014,0.022912421254131298,0.049565353141189115,0.06237030384156543,0.0753585387372034,0.004593434730577817,0.0038967171331683033,0.05279803807186893,0.1384186550679803,0.2973921188471347,0.045824842508262596,0.37422182304939255,0.009186869461155635,0.753585387372034,0.0077934342663366065,1.6792211686441654
3.1,0.026373884754163898,0.06838254522594873,0.021828013311148926,0.0494863648019479,0.059955622422487656,0.07366127941673067,0.004222441339477954,0.003766071735940461,0.052747769508327796,0.13676509045189747,0.2969181888116874,0.04365602662229785,0.35973373453492596,0.008444882678955908,0.7366127941673067,0.007532143471880922,1.6424106302472798
3.1500000000000004,0.026348374810941436,0.06755373615800556,0.020840619497904934,0.049404472607628196,0.057599532922400075,0.07198373091218158,0.003881607349744162,0.003635111934872862,0.05269674962188287,0.1351074723160111,0.29642683564576916,0.04168123899580987,0.34559719753440044,0.007763214699488324,0.7198373091218158,0.007270223869745724,1.6063802418049233
3.2,0.02632249076622963,0.06672326499457464,0.01994435395729744,0.049319646804121896,0.05530334167009027,0.07032707134828879,0.003569260615624218,0.0035044230847430112,0.05264498153245926,0.13344652998914927,0.29591788082473136,0.03988870791459488,0.3318200500205416,0.007138521231248436,0.7032707134828879,0.0070088461694860224,1.5711362311650987
3.25,0.02629623420106254,0.06589149119758764,0.01913346383484831,0.04923185977450916,0.05306810623174862,0.06869235655574642,0.0032837288318293147,0.003374528218933648,0.05259246840212508,0.13178298239517527,0.29539115864705495,0.03826692766969662,0.3184086373904917,0.006567457663658629,0.6869235655574641,0.006749056437867296,1.5366822541635339
3.3000000000000003,0.026269606717348286,0.06505876883708514,0.018402346069514245,0.049141086064529514,0.05089464816372083,0.06708052588270744,0.003023356241243164,0.0032458906638604015,0.05253921343469657,0.13011753767417028,0.29484651638717707,0.03680469213902849,0.305367888982325,0.006046712482486328,0.6708052588270743,0.006491781327720803,1.5030196012546788
3.35,0.026242609937668387,0.06422544641076523,0.01774556170507754,0.049047302404390945,0.04878356607805491,0.06549240810173795,0.0027865172771944276,0.0031189171875404998,0.052485219875336775,0.12845089282153047,0.29428381442634566,0.03549112341015508,0.2927013964683295,0.005573034554388855,0.6549240810173795,0.0062378343750809995,1.470147396948547
3.4000000000000004,0.026215245505073842,0.06339186667240677,0.017157847871071472,0.04895048772694336,0.04673524888846867,0.06392872735156714,0.002571627524717191,0.0029939614888699183,0.052430491010147684,0.12678373334481355,0.2937029263616602,0.034315695742142945,0.280411493330812,0.005143255049434382,0.6392872735156714,0.005987922977739837,1.438062791332422
3.45,0.02618751508287782,0.06255836646910598,0.016634127585782626,0.04885062318225097,0.04474988911836894,0.06239010906116932,0.0023771523509658016,0.0028713278766554482,0.05237503016575564,0.12511673293821196,0.2931037390935058,0.03326825517156525,0.26849933471021364,0.004754304701931603,0.6239010906116932,0.0057426557533108965,1.406761143146188
3.5,0.02615942035444498,0.061725276587281684,0.016169517535525462,0.04874769214860603,0.04282749616603771,0.06087708581132194,0.002201613521449511,0.002751275021963881,0.05231884070888996,0.12345055317456337,0.2924861528916362,0.032339035071050924,0.2569649769962263,0.004403227042899022,0.6087708581132194,0.005502550043927762,1.376236194042413
3.5500000000000003,0.026130963022977356,0.06089292160741709,0.01575933398431996,0.048641680240034006,0.04096790943495893,0.059390103095787114,0.0020435940866254153,0.0026340196952938026,0.05226192604595471,0.12178584321483418,0.291850081440204,0.03151866796863992,0.24580745660975356,0.004087188173250831,0.5939010309578712,0.005268039390587605,1.3464802338010962
3.6,0.02610214481129686,0.06006161976751465,0.01539909696653183,0.048532575310347284,0.03917081124940955,0.0579295249506559,0.0019017417930355552,0.0025197404225991305,0.05220428962259372,0.1201232395350293,0.29119545186208373,0.03079819393306366,0.2350248674964573,0.0038034835860711103,0.579295249506559,0.005039480845198261,1.3174842563870564
3.6500000000000004,0.026072967461624418,0.05923168283524555,0.015084532912161915,0.048420367453811605,0.0374357394868256,0.05649563942618254,0.0017747712448366675,0.0024085810122545723,0.052145934923248836,0.1184633656704911,0.2905222047228696,0.03016906582432383,0.22461443692095362,0.003549542489673335,0.5649563942618254,0.0048171620245091445,1.289238106837895
3.7,0.02604343273535579,0.05840341598877753,0.01481157585049234,0.04830504900249559,0.03576209986904499,0.05508866388063563,0.0016614650153715664,0.002300653919446449,0.05208686547071158,0.11680683197755506,0.2898302940149735,0.02962315170098468,0.2145725992142699,0.003322930030743133,0.5508866388063562,0.004601307838892898,1.261730619054487
3.75,0.026013542412834153,0.057577117706263815,0.014576367332895924,0.048186614520379936,0.03414917786430489,0.05370875008032461,0.0015606738844057965,0.0021960434258579027,0.052027084825668306,0.11515423541252763,0.28911968712227964,0.02915273466579185,0.20489506718582934,0.003121347768811593,0.5370875008032461,0.004392086851715805,1.2349497446358702
3.8000000000000003,0.02598329829311956,0.05675307966397273,0.014375255209965151,0.04806506079430826,0.032596150160835176,0.052355989094055186,0.0014713163547770446,0.0020948086214439806,0.05196659658623912,0.11350615932794546,0.28839036476584956,0.028750510419930302,0.19557690096501107,0.0029426327095540892,0.5235598909405519,0.004189617242887961,1.2088826729579694
3.85,0.02595270219375528,0.05593158664303249,0.014204791391875799,0.04794038682186684,0.031102095681047923,0.051030415973854173,0.001392377582408889,0.0019969861820143026,0.05190540438751056,0.11186317328606497,0.287642320931201,0.028409582783751598,0.18661257408628754,0.002784755164817778,0.5103041597385417,0.003993972364028605,1.1835159427422037
3.9000000000000004,0.02592175595053123,0.05511291644475831,0.014061728714213696,0.04781259379628513,0.029666006112700573,0.049732014216920355,0.0013229078358269774,0.0019025929416363976,0.05184351190106246,0.11022583288951662,0.28687556277771076,0.028123457428427392,0.17799603667620345,0.002645815671653955,0.49732014216920356,0.003805185883272795,1.1588355453970511
3.95,0.025890461417244534,0.05429733981452088,0.013943017024491905,0.04768168508845305,0.02828679594003466,0.048460720006439015,0.0012620205853677625,0.0018116282628535148,0.05178092283448907,0.10859467962904176,0.2860901105307183,0.02788603404898381,0.16972077564020796,0.002524041170735525,0.4846072000643902,0.0036232565257070296,1.1348270204442736
4.0,0.025858820465457344,0.053485120374105105,0.013845798597386754,0.04754766622615506,0.026963311963796806,0.04721642623117957,0.0012088903080596438,0.0017240762106346117,0.05171764093091469,0.10697024074821021,0.2852859973569304,0.027691597194773508,0.16177987178278083,0.0024177806161192875,0.47216426231179565,0.0034481524212692234,1.1114755433627936
4.05,0.02582683498425205,0.05267651456249804,0.013767402979428182,0.04741054487062419,0.025694342304275333,0.04599898628571705,0.0011627500815511761,0.001639907538054,0.0516536699685041,0.10535302912499608,0.28446326922374515,0.027534805958856365,0.154166053825652,0.0023255001631023522,0.45998986285717053,0.003279815076108,1.0887660061981346
4.1000000000000005,0.025794506879984,0.0518717715850331,0.013705341356582672,0.04727033079052211,0.02447862488607353,0.04480821765471307,0.0011228890293272845,0.001559081493108243,0.051589013759968,0.1037435431700662,0.28362198474313266,0.027410682713165345,0.1468717493164412,0.002245778058654569,0.44808217654713073,0.003118162986216486,1.0666830912947753
4.15,0.02576183807603183,0.051071133370806314,0.013657300530943285,0.04712703583345405,0.023314855407334956,0.043643905285996425,0.0010886496696613879,0.0014815474569615744,0.05152367615206366,0.10214226674161263,0.2827622150007243,0.02731460106188657,0.13988913244400975,0.0021772993393227758,0.43643905285996426,0.002963094913923149,1.0452113385135071
4.2,0.025728830512545556,0.050274834538267955,0.013621136585656578,0.04698067389512901,0.0222016947995793,0.04250580475822915,0.0010594252121726342,0.001407246424384962,0.05145766102509111,0.10054966907653591,0.2818840433707741,0.027242273171313156,0.1332101687974758,0.0021188504243452684,0.4250580475822915,0.002814492848769924,1.0243352062965967
4.25,0.02569548614619255,0.04948310236888133,0.013594868310325319,0.04683126088627787,0.021137776187245955,0.04139364524976376,0.0010346568383731766,0.00133611233731303,0.0513909722923851,0.09896620473776266,0.2809875653176672,0.027189736620650638,0.12682665712347574,0.002069313676746353,0.41393645249763755,0.00267222467462606,1.0040391269409512
