Q,J(Q)
6.6000000000000005,9.593637691250726e-06
6.65,9.178150129197242e-06
6.7,8.783440961332882e-06
6.75,8.408334671399471e-06
6.800000000000001,8.05172980648078e-06
6.8500000000000005,7.71259384399234e-06
6.9,7.389958446105423e-06
6.95,7.082915070018818e-06
7.0,6.790610905254201e-06
7.050000000000001,6.512245111655755e-06
7.1000000000000005,6.247065334047199e-06
7.15,5.994364471562719e-06
7.2,5.753477681542766e-06
7.25,5.5237795995896685e-06
7.300000000000001,5.30468175892783e-06
7.3500000000000005,5.095630193624116e-06
7.4,4.896103211508506e-06
7.45,4.705609323806022e-06
7.5,4.5236853195580086e-06
7.550000000000001,4.349894473884847e-06
7.6000000000000005,4.1838248800309295e-06
7.65,4.025087895944532e-06
7.7,3.873316696887249e-06
7.75,3.7281649262458185e-06
7.800000000000001,3.5893054373399006e-06
7.8500000000000005,3.4564291195873508e-06
7.9,3.329243802908729e-06
7.95,3.207473234729595e-06
8.0,3.090856124376059e-06
8.05,2.979145250059975e-06
8.1,2.8721066240180874e-06
8.15,2.769518711707154e-06
8.200000000000001,2.6711717012674994e-06
8.25,2.576866819752562e-06
8.3,2.4864156928842924e-06
8.35,2.3996397453356367e-06
8.4,2.316369638763237e-06
8.450000000000001,2.236444745018206e-06
8.5,2.1597126521510726e-06
8.55,2.0860287010007533e-06
8.6,2.015255550317554e-06
8.65,1.9472627685178713e-06
8.700000000000001,1.8819264503047302e-06
8.75,1.8191288565141043e-06
8.8,1.7587580756633552e-06
8.85,1.70070770578561e-06
8.9,1.6448765552332266e-06
8.950000000000001,1.591168361225544e-06
9.0,1.5394915250010432e-06
9.05,1.489758862512914e-06
9.1,1.4418873696799154e-06
9.15,1.3957980012719347e-06
9.200000000000001,1.3514154625724084e-06
9.25,1.3086680130176945e-06
9.3,1.2674872810674698e-06
9.35,1.2278080896101711e-06
9.4,1.1895682912538806e-06
9.450000000000001,1.1527086128962105e-06
9.5,1.1171725090067244e-06
9.55,1.0829060230926726e-06
9.600000000000001,1.0498576568534234e-06
9.65,1.017978246561107e-06
9.700000000000001,9.872208462349662e-07
9.75,9.575406172047666e-07
9.8,9.288947236845226e-07
9.850000000000001,9.012422340020222e-07
9.9,8.745440271520835e-07
9.950000000000001,8.487627043625039e-07
10.0,8.238625053812187e-07
10.05,7.998092292114003e-07
10.100000000000001,7.765701590383168e-07
10.15,7.541139911075937e-07
10.200000000000001,7.324107673294001e-07
10.25,7.114318113969267e-07
10.3,6.911496682204471e-07
10.350000000000001,6.715380464903856e-07
10.4,6.525717641940848e-07
10.450000000000001,6.342266969215677e-07
10.5,6.164797288054778e-07
10.55,5.993087059496127e-07
10.600000000000001,5.826923922091693e-07
10.65,5.666104271938902e-07
10.700000000000001,5.510432863729257e-07
10.75,5.359722431673332e-07
10.8,5.213793329227963e-07
10.850000000000001,5.072473186614204e-07
10.9,4.935596585172967e-07
10.950000000000001,4.803004747660446e-07
11.0,4.674545243636996e-07
11.05,4.5500717091513757e-07
11.100000000000001,4.429443579968011e-07
11.15,4.3125258376272823e-07
11.200000000000001,4.199188767669179e-07
11.25,4.0893077293882346e-07
11.3,3.9827629365229477e-07
11.350000000000001,3.879439248316376e-07
11.4,3.7792259704156675e-07
11.450000000000001,3.682016665107813e-07
11.5,3.587708970416632e-07
11.55,3.4962044276118917e-07
11.600000000000001,3.407408316706165e-07
11.65,3.321229499537972e-07
11.700000000000001,3.23758027006154e-07
11.75,3.156376211484046e-07
11.8,3.077536059910377e-07
11.850000000000001,3.000981574173756e-07
11.9,2.9266374115476435e-07
11.950000000000001,2.854431009050482e-07
12.0,2.7842924700701963e-07
12.05,2.7161544560495637e-07
12.100000000000001,2.649952082987349e-07
12.15,2.5856228225227106e-07
12.200000000000001,2.52310640738261e-07
12.25,2.462344740983326e-07
12.3,2.4032818109879136e-07
12.350000000000001,2.3458636066317448e-07
12.4,2.2900380396377521e-07
12.450000000000001,2.2357548685522138e-07
12.5,2.182965626340454e-07
12.55,2.1316235510899644e-07
12.600000000000001,2.0816835196761856e-07
12.65,2.0331019842533973e-07
12.700000000000001,1.9858369114400965e-07
12.75,1.939847724074762e-07
12.8,1.895095245424005e-07
12.850000000000001,1.8515416457310297e-07
12.9,1.8091503909977755e-07
12.950000000000001,1.767886193899404e-07
13.0,1.727714966734735e-07
13.05,1.6886037763209067e-07
13.100000000000001,1.650520800745051e-07
13.15,1.6134352878899338e-07
13.200000000000001,1.5773175156545405e-07
13.25,1.5421387537944125e-07
13.3,1.5078712273100643e-07
13.350000000000001,1.4744880813153173e-07
13.4,1.4419633473205545e-07
13.450000000000001,1.4102719108690136e-07
13.5,1.3793894804671559e-07
13.55,1.3492925577528936e-07
13.600000000000001,1.3199584088481323e-07
13.65,1.2913650368445394e-07
13.700000000000001,1.2634911553738603e-07
13.75,1.2363161632163492e-07
13.8,1.209820119903011e-07
13.850000000000001,1.1839837222694237e-07
13.9,1.1587882819208026e-07
13.950000000000001,1.1342157035698497e-07
14.0,1.1102484642106738e-07
14.05,1.0868695930937064e-07
14.100000000000001,1.064062652468172e-07
14.15,1.0418117190601297e-07
14.200000000000001,1.020101366255579e-07
14.25,9.989166469594722e-08
14.3,9.782430771027574e-08
14.350000000000001,9.580666197708655e-08
14.4,9.383736699281776e-08
14.450000000000001,9.191510397141659e-08
14.5,9.003859442879734e-08
14.55,8.820659881991883e-08
14.600000000000001,8.64179152263581e-08
14.65,8.467137809234639e-08
14.700000000000001,8.296585700732256e-08
14.75,8.130025553314611e-08
14.8,7.967351007418656e-08
14.850000000000001,7.808458878858875e-08
14.9,7.653249053908184e-08
14.950000000000001,7.50162438817718e-08
15.0,7.353490609142363e-08
15.05,7.208756222180171e-08
15.100000000000001,7.067332419969874e-08
15.15,6.929132995134018e-08
15.200000000000001,6.794074255990714e-08
15.25,6.662074945297361e-08
15.3,6.533056161870264e-08
15.350000000000001,6.406941284969656e-08
15.4,6.283655901343972e-08
15.450000000000001,6.163127734831835e-08
15.5,6.045286578424248e-08
15.55,5.93006422869355e-08
15.600000000000001,5.81739442249957e-08
15.65,5.7072127758869775e-08
15.700000000000001,5.599456725091389e-08
15.75,5.4940654695751934e-08
15.8,5.390979917017083e-08
15.850000000000001,5.290142630182586e-08
15.9,5.191497775605608e-08
15.950000000000001,5.094991074013876e-08
16.0,5.000569752433977e-08
16.05,4.90818249791399e-08
16.1,4.8177794128044644e-08
16.150000000000002,4.729311971540605e-08
16.2,4.642732978870942e-08
16.25,4.5579965294798224e-08
16.3,4.47505796895322e-08
16.35,4.393873856039216e-08
16.400000000000002,4.314401926156514e-08
16.45,4.236601056106135e-08
16.5,4.1604312299430845e-08
16.55,4.0858535059666976e-08
16.6,4.0128299847896265e-08
16.650000000000002,3.941323778447264e-08
16.7,3.871298980510712e-08
16.75,3.802720637167849e-08
16.8,3.7355547192384315e-08
16.85,3.669768095090388e-08
16.900000000000002,3.605328504425799e-08
16.95,3.542204532906161e-08
17.0,3.4803655875877454e-08
17.05,3.419781873138962e-08
17.1,3.36042436881258e-08
17.150000000000002,3.3022648061468265e-08
17.2,3.245275647370272e-08
17.25,3.189430064486303e-08
17.3,3.1347019190140075e-08
17.35,3.081065742362995e-08
17.400000000000002,3.0284967168206346e-08
17.45,2.9769706571309105e-08
17.5,2.9264639926448852e-08
17.55,2.876953750023483e-08
17.6,2.828417536474005e-08
17.650000000000002,2.780833523502481e-08
17.7,2.734180431164583e-08
17.75,2.6884375127984575e-08
17.8,2.6435845402234985e-08
17.85,2.59960178938951e-08
17.900000000000002,2.5564700264614242e-08
17.95,2.5141704943251737e-08
18.0,2.4726848995008473e-08
18.05,2.431995399449798e-08
18.1,2.3920845902627597e-08
18.150000000000002,2.352935494716576e-08
18.2,2.3145315506875068e-08
18.25,2.2768565999095552e-08
18.3,2.2398948770666562e-08
18.35,2.203630999207899e-08
18.400000000000002,2.168049955475416e-08
18.45,2.133137097134893e-08
18.5,2.0988781278989773e-08
18.55,2.0652590945342637e-08
18.6,2.032266377742786e-08
18.650000000000002,1.999886683309305e-08
18.7,1.9681070335059776e-08
18.75,1.936914758746228e-08
18.8,1.9062974894800277e-08
18.85,1.876243148322928e-08
18.900000000000002,1.84673994241154e-08
18.95,1.817776355978388e-08
19.0,1.7893411431392516e-08
19.05,1.761423320886437e-08
19.1,1.7340121622815267e-08
19.150000000000002,1.7070971898414646e-08
19.200000000000003,1.6806681691119997e-08
19.25,1.6547151024227046e-08
19.3,1.6292282228179964e-08
19.35,1.604197988158769e-08
19.400000000000002,1.579615075389413e-08
19.450000000000003,1.5554703749651694e-08
19.5,1.5317549854349708e-08
19.55,1.5084602081750076e-08
19.6,1.4855775422685055e-08
19.650000000000002,1.4630986795272558e-08
19.700000000000003,1.441015499650654e-08
19.75,1.419320065518112e-08
19.8,1.3980046186108378e-08
19.85,1.3770615745591313e-08
19.900000000000002,1.3564835188114331e-08
19.950000000000003,1.3362632024215228e-08
20.0,1.3163935379503479e-08
20.05,1.2968675954790938e-08
20.1,1.2776785987302232e-08
20.150000000000002,1.2588199212932754e-08
20.200000000000003,1.2402850829523797e-08
20.25,1.2220677461124767e-08
20.3,1.2041617123213694e-08
20.35,1.1865609188848224e-08
20.400000000000002,1.1692594355719737e-08
20.450000000000003,1.1522514614084604e-08
20.5,1.1355313215547073e-08
20.55,1.1190934642669189e-08
20.6,1.1029324579383986e-08
20.650000000000002,1.0870429882188732e-08
20.700000000000003,1.0714198552095914e-08
20.75,1.0560579707320338e-08
20.8,1.040952355668115e-08
20.85,1.0260981373698685e-08
20.900000000000002,1.0114905471366117e-08
20.950000000000003,9.971249177576969e-09
21.0,9.829966811189888e-09
21.05,9.69101365871261e-09
21.1,9.554345951587908e-09
21.150000000000002,9.419920844064345e-09
21.200000000000003,9.287696391635647e-09
21.25,9.157631530032706e-09
21.3,9.029686054752815e-09
21.35,8.903820601111266e-09
21.400000000000002,8.779996624800639e-09
21.450000000000003,8.65817638294391e-09
21.5,8.538322915627606e-09
21.55,8.42040002790178e-09
21.6,8.304372272234099e-09
21.650000000000002,8.190204931405366e-09
21.700000000000003,8.077864001834572e-09
21.75,7.967316177321648e-09
21.8,7.858528833196553e-09
21.85,7.751470010863681e-09
21.900000000000002,7.646108402730799e-09
21.950000000000003,7.54241333751214e-09
22.0,7.440354765895562e-09
22.05,7.339903246563899e-09
22.1,7.2410299325610646e-09
22.150000000000002,7.143706557993573e-09
22.200000000000003,7.047905425058559e-09
22.25,6.9535993913895315e-09
22.3,6.860761857711397e-09
22.35,6.769366755796611e-09
22.400000000000002,6.679388536714305e-09
22.450000000000003,6.590802159364789e-09
22.5,6.503583079291781e-09
22.55,6.417707237765094e-09
22.6,6.333151051126697e-09
22.650000000000002,6.249891400393116e-09
22.700000000000003,6.167905621107622e-09
22.75,6.087171493435524e-09
22.8,6.007667232496351e-09
22.85,5.9293714789266944e-09
22.900000000000002,5.852263289667717e-09
22.950000000000003,5.776322128971548e-09
23.0,5.701527859620863e-09
23.05,5.62786073435617e-09
23.1,5.555301387505484e-09
23.150000000000002,5.4838308268110995e-09
23.200000000000003,5.413430425448541e-09
23.25,5.344081914232629e-09
23.3,5.275767374006006e-09
23.35,5.20846922820543e-09
23.400000000000002,5.142170235601297e-09
23.450000000000003,5.076853483206008e-09
23.5,5.0125023793469596e-09
23.55,4.9491006468998875e-09
23.6,4.886632316678678e-09
23.650000000000002,4.825081720977541e-09
23.700000000000003,4.764433487261857e-09
23.75,4.70467253200391e-09
23.8,4.645784054659861e-09
23.85,4.587753531784539e-09
23.900000000000002,4.5305667112805e-09
23.950000000000003,4.474209606778083e-09
24.0,4.4186684921432325e-09
24.05,4.363929896109846e-09
24.1,4.309980597033695e-09
24.150000000000002,4.2568076177647976e-09
24.200000000000003,4.204398220635409e-09
24.25,4.152739902560773e-09
24.3,4.1018203902498665e-09
24.35,4.051627635523461e-09
24.400000000000002,4.002149810736868e-09
24.450000000000003,3.9533753043048435e-09
24.5,3.905292716326136e-09
24.55,3.857890854305297e-09
24.6,3.811158728969387e-09
24.650000000000002,3.765085550177294e-09
24.700000000000003,3.7196607229193882e-09
24.75,3.6748738434054313e-09
24.8,3.630714695238512e-09
24.85,3.5871732456730624e-09
24.900000000000002,3.5442396419548286e-09
24.950000000000003,3.501904207740947e-09
25.0,3.460157439598139e-09
25.05,3.4189900035772038e-09
25.1,3.378392731862019e-09
25.150000000000002,3.338356619491232e-09
25.200000000000003,3.298872821150973e-09
25.25,3.2599326480368907e-09
25.3,3.221527564783878e-09
25.35,3.183649186461935e-09
25.400000000000002,3.146289275636557e-09
25.450000000000003,3.1094397394921873e-09
25.5,3.0730926270172518e-09
25.55,3.0372401262493126e-09
25.6,3.001874561578998e-09
25.650000000000002,2.966988391111288e-09
25.700000000000003,2.932574204082851e-09
25.75,2.898624718334146e-09
25.8,2.865132777835003e-09
25.85,2.8320913502624742e-09
25.900000000000002,2.7994935246297383e-09
25.950000000000003,2.767332508964874e-09
26.0,2.735601628038409e-09
26.05,2.704294321138456e-09
26.1,2.6734041398924373e-09
26.150000000000002,2.6429247461342455e-09
26.200000000000003,2.612849909815891e-09
26.25,2.5831735069625655e-09
26.3,2.553889517670159e-09
26.35,2.524992024144303e-09
26.400000000000002,2.4964752087799384e-09
26.450000000000003,2.4683333522805532e-09
26.5,2.4405608318161675e-09
26.55,2.4131521192192e-09
26.6,2.3861017792173936e-09
26.650000000000002,2.359404467702927e-09
26.700000000000003,2.3330549300369437e-09
26.75,2.3070479993886883e-09
26.8,2.281378595108491e-09
26.85,2.256041721133848e-09
26.900000000000002,2.231032464427863e-09
26.950000000000003,2.206345993449328e-09
27.0,2.1819775566537585e-09
27.05,2.1579224810246917e-09
27.1,2.1341761706345913e-09
27.150000000000002,2.1107341052347007e-09
27.200000000000003,2.0875918388732023e-09
27.25,2.0647449985411003e-09
27.3,2.042189282845165e-09
27.35,2.0199204607074166e-09
27.400000000000002,1.9979343700905e-09
27.450000000000003,1.9762269167484546e-09
27.5,1.9547940730022824e-09
27.55,1.9336318765397916e-09
27.6,1.9127364292392124e-09
27.650000000000002,1.8921038960160373e-09
27.700000000000003,1.871730503692611e-09
27.75,1.851612539889976e-09
27.8,1.8317463519414869e-09
27.85,1.8121283458277501e-09
27.900000000000002,1.7927549851324083e-09
27.950000000000003,1.7736227900183348e-09
28.0,1.7547283362238182e-09
28.05,1.7360682540782788e-09
28.1,1.7176392275371447e-09
28.150000000000002,1.699437993235448e-09
28.200000000000003,1.6814613395597562e-09
28.25,1.6637061057380636e-09
28.3,1.646169180947242e-09
28.35,1.6288475034377075e-09
28.400000000000002,1.6117380596749194e-09
28.450000000000003,1.5948378834973706e-09
28.5,1.5781440552907214e-09
28.55,1.5616537011777394e-09
28.6,1.5453639922237242e-09
28.650000000000002,1.529272143657075e-09
28.700000000000003,1.51337541410471e-09
28.75,1.4976711048420144e-09
28.8,1.4821565590570163e-09
28.85,1.4668291611285117e-09
28.900000000000002,1.4516863359178318e-09
28.950000000000003,1.4367255480739803e-09
29.0,1.4219443013518717e-09
29.05,1.407340137943385e-09
29.1,1.3929106378209954e-09
29.150000000000002,1.3786534180936993e-09
29.200000000000003,1.3645661323750009e-09
29.25,1.3506464701627117e-09
29.3,1.3368921562303053e-09
29.35,1.323300950029625e-09
29.400000000000002,1.3098706451046851e-09
29.450000000000003,1.2965990685163515e-09
29.5,1.2834840802776862e-09
29.55,1.2705235727997324e-09
29.6,1.2577154703475397e-09
29.650000000000002,1.245057728506212e-09
29.700000000000003,1.2325483336567875e-09
29.75,1.220185302461743e-09
29.8,1.2079666813599402e-09
29.85,1.1958905460708247e-09
29.900000000000002,1.1839550011076784e-09
29.950000000000003,1.1721581792997684e-09
30.0,1.160498241323196e-09
30.05,1.1489733752402803e-09
30.1,1.1375817960473136e-09
30.150000000000002,1.126321745230512e-09
30.200000000000003,1.115191490330004e-09
30.25,1.1041893245117042e-09
30.3,1.0933135661469025e-09
30.35,1.082562558399439e-09
30.400000000000002,1.071934668820293e-09
30.450000000000003,1.061428288949454e-09
30.5,1.0510418339249338e-09
30.55,1.0407737420987673e-09
30.6,1.0306224746598843e-09
30.650000000000002,1.0205865152637025e-09
30.700000000000003,1.0106643696683183e-09
30.75,1.0008545653771686e-09
30.8,9.91155651288033e-10
30.85,9.81566197348263e-10
30.900000000000002,9.720847942161039e-10
30.950000000000003,9.627100529280081e-10
31.0,9.534406045718104e-10
31.05,9.442750999656628e-10
31.1,9.352122093426138e-10
31.150000000000002,9.262506220407231e-10
31.200000000000003,9.173890461986104e-10
31.25,9.086262084563289e-10
31.3,8.999608536614649e-10
31.35,8.913917445803679e-10
31.400000000000002,8.82917661614406e-10
31.450000000000003,8.745374025211565e-10
31.5,8.662497821404361e-10
31.55,8.580536321250811e-10
31.6,8.499478006763872e-10
31.650000000000002,8.419311522841199e-10
31.700000000000003,8.340025674710093e-10
31.75,8.261609425416496e-10
31.8,8.184051893357104e-10
31.85,8.107342349853954e-10
31.900000000000002,8.031470216770507e-10
31.950000000000003,7.95642506416858e-10
32.0,7.882196608005341e-10
32.050000000000004,7.808774707869532e-10
32.1,7.736149364756395e-10
32.15,7.664310718880294e-10
32.2,7.593249047524611e-10
32.25,7.522954762928092e-10
32.300000000000004,7.453418410206902e-10
32.35,7.384630665311939e-10
32.4,7.316582333020516e-10
32.45,7.24926434496198e-10
32.5,7.182667757676548e-10
32.550000000000004,7.116783750706683e-10
32.6,7.051603624720639e-10
32.65,6.987118799667297e-10
32.7,6.923320812961964e-10
32.75,6.860201317702478e-10
32.800000000000004,6.797752080914957e-10
32.85,6.735964981828921e-10
32.9,6.674832010180936e-10
32.95,6.614345264546533e-10
33.0,6.554496950699754e-10
33.050000000000004,6.4952793799998e-10
33.1,6.436684967804426e-10
33.15,6.378706231909445e-10
33.2,6.321335791013978e-10
33.25,6.264566363211002e-10
33.300000000000004,6.20839076450258e-10
33.35,6.152801907339598e-10
33.4,6.09779279918527e-10
33.45,6.043356541102254e-10
33.5,5.989486326362807e-10
33.550000000000004,5.936175439081562e-10
33.6,5.883417252870645e-10
33.65,5.831205229516582e-10
33.7,5.779532917678744e-10
33.75,5.728393951608883e-10
33.800000000000004,5.677782049891342e-10
33.85,5.627691014203729e-10
33.9,5.578114728097477e-10
33.95,5.529047155798147e-10
34.0,5.480482341025029e-10
34.050000000000004,5.432414405829628e-10
34.1,5.38483754945292e-10
34.15,5.33774604720079e-10
34.2,5.291134249337537e-10
34.25,5.244996579997072e-10
34.300000000000004,5.199327536111405e-10
34.35,5.154121686356292e-10
34.4,5.109373670113577e-10
34.45,5.065078196450073e-10
34.5,5.021230043112628e-10
34.550000000000004,4.977824055539058e-10
34.6,4.934855145884817e-10
34.65,4.892318292064935e-10
34.7,4.850208536811141e-10
34.75,4.808520986743815e-10
34.800000000000004,4.767250811458504e-10
34.85,4.72639324262683e-10
34.9,4.685943573111453e-10
34.95,4.645897156094922e-10
35.0,4.6062494042221505e-10
35.050000000000004,4.566995788756232e-10
35.1,4.528131838747502e-10
35.15,4.4896531402154467e-10
35.2,4.451555335343397e-10
35.25,4.4138341216857213e-10
35.300000000000004,4.376485251387241e-10
35.35,4.3395045304148477e-10
35.4,4.30288781780088e-10
35.45,4.266631024898258e-10
35.5,4.2307301146471036e-10
35.550000000000004,4.195181100852589e-10
35.6,4.1599800474739617e-10
35.65,4.1251230679244304e-10
35.7,4.090606324381808e-10
35.75,4.05642602710973e-10
35.800000000000004,4.0225784337891866e-10
35.85,3.989059848860348e-10
35.9,3.9558666228743376e-10
35.95,3.9229951518549395e-10
36.0,3.890441876669987e-10
36.050000000000004,3.858203282412279e-10
36.1,3.8262758977899313e-10
36.15,3.794656294525887e-10
36.2,3.763341086766579e-10
36.25,3.732326930499493e-10
36.300000000000004,3.7016105229794824e-10
36.35,3.67118860216379e-10
36.4,3.641057946155494e-10
36.45,3.611215372655362e-10
36.5,3.581657738421922e-10
36.550000000000004,3.552381938739577e-10
36.6,3.523384906894743e-10
36.65,3.494663613659742e-10
36.7,3.466215066784439e-10
36.75,3.4380363104954504e-10
36.800000000000004,3.410124425002772e-10
36.85,3.3824765260137696e-10
36.9,3.3550897642543563e-10
36.95,3.3279613249972715e-10
37.0,3.3010884275973593e-10
37.050000000000004,3.274468325033667e-10
37.1,3.248098303458363e-10
37.15,3.221975681752237e-10
37.2,3.196097811086793e-10
37.25,3.170462074492759e-10
37.300000000000004,3.145065886434914e-10
37.35,3.119906692393189e-10
37.4,3.094981968449845e-10
37.45,3.0702892208827373e-10
37.5,3.0458259857644946e-10
37.550000000000004,3.021589828567528e-10
37.6,2.9975783437748303e-10
37.65,2.973789154496399e-10
37.7,2.950219912091237e-10
37.75,2.926868295794868e-10
37.800000000000004,2.903732012352191e-10
37.85,2.880808795655703e-10
37.9,2.8580964063889033e-10
37.95,2.8355926316748623e-10
38.0,2.8132952847298755e-10
38.050000000000004,2.7912022045220414e-10
38.1,2.769311255434821e-10
38.15,2.747620326935362e-10
38.2,2.726127333247613e-10
38.25,2.7048302130301165e-10
38.300000000000004,2.683726929058383e-10
38.35,2.662815467911836e-10
38.400000000000006,2.6420938396651823e-10
38.45,2.621560077584219e-10
38.5,2.6012122378259254e-10
38.550000000000004,2.581048399142848e-10
38.6,2.5610666625916684e-10
38.650000000000006,2.5412651512458794e-10
38.7,2.521642009912575e-10
38.75,2.5021954048531845e-10
38.800000000000004,2.4829235235081897e-10
38.85,2.4638245742257157e-10
38.900000000000006,2.444896785993921e-10
38.95,2.426138408177179e-10
39.0,2.4075477102559376e-10
39.050000000000004,2.389122981570244e-10
39.1,2.370862531066867e-10
39.150000000000006,2.352764687049927e-10
39.2,2.3348277969350485e-10
39.25,2.3170502270069095e-10
39.300000000000004,2.2994303621801876e-10
39.35,2.281966605763835e-10
39.400000000000006,2.264657379228614e-10
39.45,2.2475011219778802e-10
39.5,2.2304962911215233e-10
39.550000000000004,2.2136413612530513e-10
39.6,2.1969348242297627e-10
39.650000000000006,2.1803751889559295e-10
39.7,2.1639609811690087e-10
39.75,2.1476907432287625e-10
39.800000000000004,2.1315630339093024e-10
39.85,2.1155764281939965e-10
39.900000000000006,2.0997295170731604e-10
39.95,2.084020907344566e-10
40.0,2.0684492214166408e-10
40.050000000000004,2.0530130971143812e-10
40.1,2.037711187487921e-10
40.150000000000006,2.0225421606236875e-10
40.2,2.0075046994581598e-10
40.25,1.9925975015941326e-10
40.300000000000004,1.9778192791194984e-10
40.35,1.9631687584284905e-10
40.400000000000006,1.948644680045323e-10
40.45,1.9342457984502567e-10
40.5,1.919970881907984e-10
40.550000000000004,1.9058187122983495e-10
40.6,1.891788084949359e-10
40.650000000000006,1.8778778084724183e-10
40.7,1.8640867045998103e-10
40.75,1.8504136080243434e-10
40.800000000000004,1.8368573662411566e-10
40.85,1.8234168393916534e-10
40.900000000000006,1.8100909001095072e-10
40.95,1.796878433368751e-10
41.0,1.7837783363338723e-10
41.050000000000004,1.7707895182119262e-10
41.1,1.7579109001066162e-10
41.150000000000006,1.7451414148743024e-10
41.2,1.7324800069819532e-10
41.25,1.7199256323669497e-10
41.300000000000004,1.707477258298774e-10
41.35,1.6951338632425273e-10
41.400000000000006,1.682894436724236e-10
41.45,1.6707579791979628e-10
41.5,1.6587235019146493e-10
41.550000000000004,1.6467900267927038e-10
41.6,1.6349565862902895e-10
41.650000000000006,1.6232222232792833e-10
41.7,1.6115859909209057e-10
41.75,1.6000469525429685e-10
41.800000000000004,1.588604181518736e-10
41.85,1.577256761147384e-10
41.900000000000006,1.566003784535995e-10
41.95,1.5548443544831266e-10
