Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(2),J_3d(3),J_total_Vanadium
0.9500000000000001,0.03789429133743766,0.13588188145848776,0.2136447891667765,0.07538188224544387,0.23154589210456414,0.21743820626090704,0.03468990614726299,0.07578858267487532,0.2717637629169755,0.4522912934726632,0.427289578333553,1.3892753526273849,0.06937981229452599,0.6523146187827211,3.338103001102699
1.0,0.037871471827641515,0.13474115607715312,0.19937905262678896,0.07535684093269149,0.22614696924818448,0.21257424157257984,0.03428720527480988,0.07574294365528303,0.26948231215430624,0.4521410455961489,0.3987581052535779,1.356881815489107,0.06857441054961975,0.6377227247177395,3.259303357415782
1.05,0.03784750083935152,0.13355390218484248,0.1855183949617908,0.07532804367483038,0.22038136202465644,0.20740391395714658,0.033513115900890844,0.07569500167870304,0.26710780436968495,0.4519682620489823,0.3710367899235816,1.3222881721479387,0.06702623180178169,0.6222117418714397,3.1773340038421116
1.1,0.0378223811982674,0.1323217453367063,0.17213076900359353,0.0752951748685317,0.21428289916966203,0.2019728935593093,0.03237155552920018,0.0756447623965348,0.2646434906734126,0.45177104921119016,0.34426153800718706,1.2856973950179722,0.06474311105840036,0.605918680677928,3.092680027042625
1.1500000000000001,0.037796115919617554,0.13104635880169685,0.1592731375090389,0.07525791542643095,0.207888938348977,0.1963274243644699,0.030913595132426357,0.07559223183923511,0.2620927176033937,0.45154749255858573,0.3185462750180778,1.247333630093862,0.06182719026485271,0.5889822730934097,3.005921810471417
1.2000000000000002,0.03776870820386699,0.12972945834215086,0.14699173628991685,0.0752159441094102,0.20123940802996398,0.190513005685202,0.029210507096862605,0.07553741640773398,0.2594589166843017,0.4512956646564612,0.2939834725798337,1.207436448179784,0.05842101419372521,0.571539017055606,2.917671949757446
1.25,0.0377401614301743,0.1283727967577631,0.1353225023745252,0.07516893885671745,0.1943758852817389,0.18457337564726337,0.027337622978445237,0.0754803228603486,0.2567455935155262,0.45101363314030474,0.2706450047490504,1.1662553116904335,0.054675245956890474,0.5537201269417901,2.828535238854344
1.3,0.037710479148687644,0.1269781583766585,0.12429163465594248,0.07511657810574428,0.18734073183923275,0.17854976537173203,0.025365360178029817,0.07542095829737529,0.253956316753317,0.45069946863446564,0.24858326931188496,1.1240443910353966,0.05073072035605963,0.5356492961151961,2.739084420503695
1.35,0.03767966507252227,0.1255473536319783,0.11391625686769827,0.07505854209331125,0.1801763051522957,0.1724803860215158,0.023354830797293398,0.07535933014504453,0.2510947072639566,0.4503512525598675,0.22783251373539654,1.0810578309137742,0.046709661594586796,0.5174411580645474,2.649846454277174
1.4000000000000001,0.03764772307002029,0.12408221382056421,0.10420515537775854,0.07499451413057666,0.1729242559773368,0.16640010986133902,0.021356257108797672,0.07529544614004058,0.24816442764112842,0.4499670847834599,0.20841031075551708,1.0375455358640209,0.042712514217595345,0.49920032958401706,2.561295648985779
1.4500000000000002,0.03761465715768193,0.12258458610443931,0.0951595670322865,0.0749241818441434,0.16562491945609606,0.16034030863927337,0.019409012823451286,0.07522931431536387,0.24516917220887863,0.4495450910648604,0.190319134064573,0.9937495167365764,0.03881802564690257,0.4810209259178201,2.4738511799549747
1.5,0.03758047149398547,0.12105632878717762,0.08677399502457203,0.07484723837654854,0.158316802619709,0.15432881633269377,0.01754252949043601,0.07516094298797094,0.24211265757435524,0.4490834302592912,0.17354799004914406,0.949900815718254,0.03508505898087202,0.4629864489980813,2.3878773445679693
1.55,0.037545170374182354,0.11949930687589029,0.07903703347118535,0.07476338354003297,0.15103616787798957,0.14838998760735864,0.01577759499763984,0.07509034074836471,0.23899861375178058,0.44858030124019777,0.1580740669423707,0.9062170072679374,0.03155518999527968,0.4451699628220759,2.3036854827680067
1.6,0.03750875822606075,0.11791538792466628,0.07193218402555307,0.07467232491826302,0.14381670929946985,0.14254482764282916,0.014127762481316048,0.0750175164521215,0.23583077584933257,0.4480339495095781,0.14386436805110614,0.8629002557968191,0.028255524962632096,0.4276344829284875,2.221536873550077
1.6500000000000001,0.03747123960660867,0.11630643814578533,0.06543865043187083,0.07457377891147446,0.13668931633261666,0.13681117299200624,0.012600711693950857,0.07494247921321734,0.23261287629157065,0.44744267346884675,0.13087730086374166,0.8201358979957,0.025201423387901715,0.4104335189760187,2.1416461701969967
1.7000000000000002,0.03743261919947117,0.11467431876970592,0.05953209940030242,0.07446747172130153,0.1296819180227109,0.13120390674809157,0.011199482534438629,0.07486523839894234,0.22934863753941184,0.44680483032780915,0.11906419880060484,0.7780915081362654,0.022398965068877258,0.3936117202442747,2.0641850985161856
1.75,0.037392901813077785,0.11302088263263294,0.05418537854477189,0.07435314027231636,0.12281939969054383,0.12573519446130224,0.009923547507533211,0.07478580362615557,0.22604176526526587,0.44611884163389814,0.10837075708954377,0.7369163981432629,0.019847095015066422,0.37720558338390675,1.9892862441570995
1.8,0.037352092379311704,0.11134797097045798,0.049369184342053056,0.07423053306801988,0.11612358339891739,0.12041472999625684,0.008769717148234435,0.07470418475862341,0.22269594194091596,0.4453831984081193,0.09873836868410611,0.6967415003935044,0.01753943429646887,0.3612441899887705,1.9170468184705083
1.85,0.03731019595259657,0.10965741039928348,0.04505267512031792,0.0740994109796832,0.10961326327700377,0.11524998288197613,0.007732887239989892,0.07462039190519314,0.21931482079856696,0.4445964658780992,0.09010535024063585,0.6576795796620226,0.015465774479979783,0.3457499486459284,1.847532331610426
1.9000000000000001,0.03726721770928678,0.10795101006500317,0.041204025944767235,0.07395954796703302,0.1033042868355376,0.11024644071655401,0.006806643810838221,0.07453443541857356,0.21590202013000634,0.44375728780219814,0.08240805188953447,0.6198257210132256,0.013613287621676441,0.33073932214966206,1.7807801260248766
1.9500000000000002,0.03722316294726025,0.10623055894708383,0.03779092392040164,0.07381073173030321,0.09720967372344047,0.10540784188301343,0.00598374453155757,0.0744463258945205,0.21246111789416766,0.44286439038181924,0.07558184784080328,0.5832580423406428,0.01196748906311514,0.31622352564904027,1.716802739064109
2.0,0.037178037085627044,0.10449782330446673,0.034781003866687685,0.07365276429363864,0.091339763888108,0.10073639524427509,0.005256495233400448,0.07435607417125409,0.20899564660893347,0.4419165857618318,0.06956200773337537,0.548038583328648,0.010512990466800896,0.3022091857328253,1.655591073803669
2.0500000000000003,0.03713184566448194,0.10275454425417557,0.03214222553195943,0.07348546252024116,0.08570238775168881,0.09623298464382117,0.004617039021073204,0.07426369132896388,0.20550908850835115,0.44091277512144694,0.06428445106391886,0.5142143265101329,0.009234078042146408,0.2886989539314635,1.5971173645064236
2.1,0.03708459434464242,0.10100243547565074,0.029843194509663537,0.07330865855999445,0.08030305175504916,0.09189735697313957,0.00405757360331302,0.07416918868928483,0.20200487095130149,0.4398519513599667,0.059686389019327074,0.481818310530295,0.00811514720662604,0.2756920709194187,1.5413379286762199
2.15,0.03703628890732657,0.09924318103595343,0.027853429802766904,0.07312220023060159,0.07514513340755534,0.08772829330477354,0.0035705104166199996,0.07407257781465314,0.19848636207190687,0.43873320138360955,0.05570685960553381,0.450870800445332,0.007141020833239999,0.2631848799143206,1.488195702068596
2.2,0.03698693525373614,0.09747843333276786,0.026143581570518097,0.07292595133352198,0.0702300807793663,0.08372376315708267,0.003148587106958366,0.07397387050747228,0.19495686666553572,0.43755570800113186,0.052287163141036194,0.42138048467619776,0.006297174213916732,0.251171289471248,1.4376225566765384
2.25,0.036936539404519866,0.09570981115356957,0.024685603000752558,0.0727197919062088,0.06555761215572761,0.07988106237871677,0.0027849430759160822,0.07387307880903973,0.19141962230713913,0.43631875143725274,0.049371206001505116,0.3933456729343657,0.0055698861518321645,0.2396431871361503,1.3895414047772847
2.3000000000000003,0.03688510749910017,0.09393889785043964,0.023452880501057437,0.07250361841233027,0.06112591231856043,0.07619693544088725,0.00247316614211674,0.07377021499820034,0.18787779570087929,0.43502171047398164,0.046905761002114875,0.3667554739113626,0.00494633228423348,0.22859080632266177,1.343868094693434
2.35,0.03683264579485322,0.09216723963081432,0.022420326514728018,0.07227734387181263,0.05693182261419524,0.07266768312553366,0.0022073169284893665,0.07366529158970644,0.18433447926162863,0.4336640632308758,0.044840653029456036,0.34159093568517146,0.004414633856978733,0.21800304937660098,1.3005131060304183
2.4000000000000004,0.03677916066613764,0.0903963439649988,0.021564439264260247,0.07204089793267436,0.052971022597380624,0.06928925671705825,0.001981936354184646,0.07355832133227529,0.1807926879299976,0.43224538759604614,0.043128878528520494,0.31782613558428374,0.003963872708369292,0.20786777015117475,1.2593830538306672
2.45,0.03672465860317169,0.08862767811158113,0.020863333627332597,0.07179422688673427,0.049238201605085546,0.06605733986180692,0.0017920405695075485,0.07344931720634339,0.17725535622316227,0.43076536132040566,0.041726667254665194,0.2954292096305133,0.003584081139015097,0.19817201958542077,1.2203820123595257
2.5,0.03666914621076214,0.08686266776198812,0.020296747177857784,0.07153729363137235,0.04572721910706147,0.06296741926790804,0.001633106802231409,0.07333829242152427,0.17372533552397623,0.42922376178823407,0.04059349435571557,0.27436331464236885,0.003266213604462818,0.1889022578037241,1.1834126701400058
2.5500000000000003,0.03661263020689052,0.08510269580536892,0.019846025196107005,0.071270077579606,0.04243125310441483,0.06001484539114311,0.0015010528622965598,0.07322526041378104,0.17020539161073783,0.427620465477636,0.03969205039221401,0.254587518626489,0.0030021057245931196,0.18004453617342933,1.1483773284188803
2.6,0.03655511742116456,0.08334910121480173,0.01949408818353893,0.07099257452081617,0.039342936205424464,0.0571948842007061,0.0013922124583158318,0.07311023484232912,0.16669820242960345,0.425955447124897,0.03898817636707786,0.23605761723254678,0.0027844249166316636,0.1715846526021183,1.1151787555152042
2.6500000000000004,0.036496614793143665,0.08160317805552483,0.019225385124097428,0.0707047964345193,0.036454479303883805,0.05450276105050221,0.0013033079943759651,0.07299322958628733,0.16320635611104967,0.4242287786071158,0.038450770248194856,0.21872687582330283,0.0026066159887519302,0.16350828315150662,1.083720909516209
2.7,0.03643712937054843,0.07986617461552194,0.019025835426508906,0.07040677125963438,0.03375778302467347,0.0519336976037389,0.0012314221222542924,0.07287425874109686,0.15973234923104387,0.42244062755780626,0.03805167085301781,0.20254669814804083,0.002462844244508585,0.1558010928112167,1.053909541586731
2.75,0.03637666830736453,0.0781392926583632,0.018882762171539575,0.07009854262173806,0.031244537289926273,0.049482942676115874,0.001173969007382449,0.07275333661472906,0.1562785853167264,0.4205912557304284,0.03776552434307915,0.18746722373955765,0.002347938014764898,0.14844882802834763,1.025652691787633
2.8000000000000003,0.0363152388618515,0.07642368679774114,0.018784818982312865,0.06978016952083738,0.02890630950308777,0.0471457977797698,0.0011286660137152051,0.072630477723703,0.15284737359548228,0.41868101712502426,0.03756963796462573,0.17343785701852663,0.0022573320274304103,0.1414373933393094,0.9988610887941017
2.85,0.03625284839446691,0.07472046399265715,0.018721912540875428,0.06945172598221767,0.02673462195337843,0.044917638069023845,0.0010935063119891736,0.07250569678893382,0.1494409279853143,0.4167103558933061,0.037443825081750856,0.16040773172027056,0.002187012623978347,0.13475291420707153,0.9734484643006255
2.9000000000000004,0.036189504365716246,0.0730306831617271,0.018685122494867118,0.06911330067294376,0.024721019115362335,0.04279392931182045,0.001066732758238554,0.07237900873143249,0.1460613663234542,0.4146798040376626,0.037370244989734236,0.148326114692174,0.002133465516477108,0.12838178793546134,0.949331792226396
2.95,0.03612521433393835,0.07135535491459442,0.01866662023762981,0.06876499648660464,0.022857125562867387,0.040770241438674165,0.001046813266905068,0.0722504286678767,0.14271070982918885,0.41258997891962784,0.03733324047525962,0.13714275337720433,0.002093626533810136,0.1223107243160225,0.9264314621189902
3.0,0.03605998595303582,0.06969544139797405,0.01865958780543296,0.06840693009889626,0.021134695238263845,0.038842259154736866,0.001032417808759302,0.07211997190607164,0.1393908827959481,0.41044158059337754,0.03731917561086592,0.12680817142958306,0.002064835617518604,0.1165267774642106,0.9046713954175755
3.0500000000000003,0.03599382697015933,0.06805185625341138,0.018658137917772825,0.068039231496633,0.019545652821472175,0.0370057900403989,0.0010223970925803075,0.07198765394031865,0.13610371250682277,0.40823538897979805,0.03731627583554565,0.11727391692883304,0.002044794185160615,0.11101737012119671,0.8839791124976755
3.1,0.035926745223354144,0.06642546468342991,0.018657235991201015,0.06766204348276618,0.018082127931890953,0.035256770511740934,0.0010157629365173605,0.07185349044670829,0.13285092936685983,0.4059722608965971,0.03731447198240203,0.10849276759134571,0.002031525873034721,0.1057703115352228,0.8642857576921704
3.1500000000000004,0.0358587486391765,0.06481708362236628,0.018652624783522618,0.06727552115996709,0.016736482874062375,0.03359126996389645,0.0010116702964963061,0.071717497278353,0.12963416724473256,0.4036531269598025,0.037305249567045236,0.10041889724437425,0.0020233405929926123,0.10077380989168935,0.8455260887789895
3.2,0.035789845230286936,0.06322748200785429,0.01864075217267381,0.0668798313953037,0.015501334607190057,0.03200549337764484,0.001009400891837108,0.07157969046057387,0.12645496401570858,0.4012789883718222,0.03728150434534762,0.09300800764314035,0.002018801783674216,0.09601648013293453,0.8276384367532013
3.25,0.035720043093027065,0.06165738114862141,0.01861870244200587,0.06647515226850241,0.01436957158200426,0.03049578263191168,0.001008348349902869,0.07144008618605413,0.12331476229724282,0.39885091361101443,0.03723740488401174,0.08621742949202556,0.002016696699805738,0.09148734789573504,0.8105646410658894
3.3000000000000003,0.03564935040498562,0.060107455184005766,0.018584131329701218,0.06606167250624162,0.013334366047941927,0.029058616731856206,0.001008004780071303,0.07129870080997124,0.12021491036801153,0.3963700350374497,0.037168262659402436,0.08000619628765156,0.002016009560142606,0.08717585019556862,0.7942499649181977
3.35,0.03557777542255905,0.05857833163038592,0.01853520500312312,0.0656395909048708,0.012389182390811776,0.027690611133409277,0.0010079486809761926,0.0711555508451181,0.11715666326077184,0.3938375454292248,0.03707041000624624,0.07433509434487065,0.002015897361952385,0.08307183340022783,0.7786429946484118
3.4000000000000004,0.03550532647851138,0.057070592009541815,0.018470543037484948,0.06520911574388864,0.011527782017369701,0.026388516320036578,0.0010078340825083823,0.07101065295702276,0.11414118401908363,0.39125469446333183,0.036941086074969896,0.0691666921042182,0.0020156681650167645,0.07916554896010973,0.7636955267437529
3.45,0.03543201197953754,0.05558477255383146,0.018389165410737693,0.06477046419244642,0.010744225259579165,0.02514921576571155,0.0010073808244639496,0.07086402395907508,0.11116954510766291,0.3886227851546785,0.036778330821475386,0.06446535155747499,0.002014761648927899,0.07544764729713464,0.7493624455464294
3.5,0.0353578404038338,0.05412136498297172,0.018290443471471157,0.06432386171106924,0.010032870728578,0.02396972339918899,0.001006365876172945,0.0707156808076676,0.10824272996594345,0.38594317026641545,0.036580886942942314,0.060197224371467996,0.00201273175234589,0.07190917019756697,0.7356015943043497
3.5500000000000003,0.03528282029867859,0.052680817347153304,0.01817405479242516,0.06386954145070774,0.009388372507122123,0.022847180668312064,0.0010046156053058523,0.07056564059735718,0.10536163469430661,0.38321724870424645,0.03634810958485032,0.05633023504273274,0.0020092312106117045,0.06854154200493619,0.7223736418390413
3.6,0.03520696027802644,0.05126353493119513,0.018039941787519557,0.06340774365114796,0.008805675529961629,0.02177885328893242,0.0010019989088511701,0.07041392055605288,0.10252706986239025,0.38044646190688775,0.036079883575039114,0.052834053179769774,0.0020039978177023403,0.06533655986679726,0.7096419467646392
3.6500000000000004,0.0351302690201175,0.04986988121445156,0.017888273943845318,0.06293871504071685,0.008280009464524033,0.020762127750785387,0.000998421124615925,0.070260538040235,0.09973976242890312,0.3776322902443011,0.035776547887690635,0.0496800567871442,0.00199684224923185,0.062286383252356164,0.6973724208898618
3.7,0.0350527552651046,0.0485001788812238,0.017719413500631383,0.06246270823912693,0.007806881369618008,0.019794507642082734,0.0009938186472428804,0.0701055105302092,0.0970003577624476,0.3747762494347616,0.03543882700126277,0.04684128821770805,0.001987637294485761,0.0593835229262482,0.6855333931671233
3.75,0.0349744278126996,0.047154710876491465,0.017533884393743697,0.061979981165205714,0.007382067377723274,0.018873609845438403,0.0009881541784574667,0.0699488556253992,0.09430942175298293,0.3718798869912343,0.035067768787487394,0.04429240426633964,0.0019763083569149333,0.05662082953631521,0.6740954753166736
3.8000000000000003,0.034895295519840365,0.045833721501870435,0.017332344275825296,0.06149079645115516,0.007001603616824168,0.01799716064983412,0.0009814125469045747,0.06979059103968073,0.09166744300374087,0.368944778706931,0.03466468855165059,0.04200962170094501,0.0019628250938091493,0.05399148194950236,0.6630314300462598
3.85,0.03481536729837962,0.04453741754681466,0.017115559417898482,0.060995420864883465,0.006661776560644742,0.017162991816490943,0.0009735970384050974,0.06963073459675924,0.08907483509362932,0.3659725251893008,0.034231118835796964,0.039970659363868455,0.0019471940768101949,0.051488975449472826,0.6523160426056379
3.9000000000000004,0.03473465211279642,0.04326596945021079,0.016884382297372758,0.060494124741847066,0.006359112971481796,0.016369036630594545,0.0009647261826832748,0.06946930422559285,0.08653193890042157,0.3629647484510824,0.033768764594745516,0.03815467782889077,0.0019294523653665496,0.049107109891783636,0.6419259962578834
3.95,0.03465315897793106,0.04201951248766312,0.016639731679281913,0.05998718142773574,0.0060903695775080865,0.015613325965700534,0.0009548309475433633,0.06930631795586212,0.08403902497532624,0.3599230885664145,0.03327946335856383,0.036542217465048515,0.0019096618950867265,0.046839977897101606,0.6318397521134034
4.0,0.034570896956743806,0.04079814797992874,0.01638257500164358,0.05947486673322759,0.005852522606309136,0.014893984383212953,0.0009439522960823638,0.06914179391348761,0.08159629595985748,0.3568492003993655,0.03276515000328716,0.035115135637854816,0.0018879045921647276,0.04468195314963886,0.6220374336556561
4.05,0.03448787515809788,0.039601944518138386,0.016113912881609096,0.05895745840193557,0.005642757278389326,0.014209226285492487,0.0009321390668035761,0.06897575031619577,0.07920388903627677,0.35374475041161346,0.03222782576321819,0.033856543670335956,0.0018642781336071523,0.04262767885647746,0.6125007161877246
4.1000000000000005,0.03440410273456683,0.03843093920162329,0.015834765566135185,0.058435235592562466,0.005458457348293072,0.013557352137830459,0.0009194461404432883,0.06880820546913366,0.07686187840324658,0.3506114135553748,0.03166953113227037,0.032750744089758435,0.0018388922808865765,0.04067205641349138,0.6032127213441618
4.15,0.034319588880266344,0.03728513888436205,0.015546161158912018,0.05790847837617783,0.005297194766690081,0.012936744771653155,0.0009059328609472502,0.06863917776053269,0.0745702777687241,0.347450870257067,0.031092322317824037,0.031783168600140486,0.0018118657218945003,0.03881023431495946,0.5941579167411423
4.2,0.03423434282871056,0.03616452142626019,0.015249125463930292,0.05737746724942877,0.005156719524124586,0.012345865778838803,0.0008916616813472043,0.06846868565742112,0.07232904285252038,0.3442648034965726,0.030498250927860585,0.030940317144747518,0.0017833233626944086,0.03703759733651641,0.5853220207783331
4.25,0.03414837385069265,0.03506903694567968,0.014944673295119766,0.05684248266439718,0.005034949725986026,0.01178325200488748,0.0008766970083065792,0.0682967477013853,0.07013807389135936,0.3410548959863831,0.02988934659023953,0.030209698355916158,0.0017533940166131585,0.03534975601466244,0.5766919125565589
4.3,0.03406169125218962,0.03399860906984118,0.014633801110742198,0.05630380457571904,0.004929961938485909,0.011247512146837299,0.0008611042218464336,0.06812338250437924,0.06799721813968236,0.33782282745431425,0.029267602221484397,0.029579771630915453,0.0017222084436928672,0.033742536440511894,0.5682555468349805
4.3500000000000005,0.033974304372290966,0.032953136179929836,0.014317480840510457,0.05576171200548752,0.004839981836893349,0.010737323460232394,0.000844948849246894,0.06794860874458193,0.06590627235985967,0.3345702720329251,0.028634961681020914,0.029039891021360092,0.001689897698493788,0.03221197038069718,0.5600018739189387
4.4,0.033886222581150996,0.031932492647942734,0.01399665478260212,0.05521648262637111,0.004763375179867249,0.010251428578085964,0.0008282958743649308,0.06777244516230199,0.06386498529588547,0.3312988957582267,0.02799330956520424,0.028580251079203492,0.0016565917487298615,0.030754285734257893,0.5519207643438097
4.45,0.033797455277964475,0.03093653006252184,0.013672231456737275,0.054668392363290595,0.004698639127312169,0.009788632443616803,0.00081120916563542,0.06759491055592895,0.06187306012504368,0.32801035417974356,0.02734446291347455,0.028191834763873012,0.00162241833127084,0.02936589733085041,0.544002938200185
4.5,0.03370801188896525,0.029965078441220462,0.013345082308217597,0.0541177150139155,0.004644393913671556,0.009347799357546364,0.0007937510078475077,0.0674160237779305,0.059930156882440924,0.324706290083493,0.026690164616435193,0.027866363482029338,0.0015875020156950153,0.028043398072639093,0.5362398989306632
4.55,0.033617901865447525,0.0290179474268507,0.013016039166216877,0.05356472188816098,0.004599374883858168,0.008927850139902828,0.0007759817244298677,0.06723580373089505,0.0580358948537014,0.3213883313289659,0.026032078332433754,0.02759624930314901,0.0015519634488597354,0.026783550419708486,0.5286238714177134
4.6000000000000005,0.033527134681809394,0.02809492746575573,0.012685892367629912,0.05300968146679076,0.004562424895017769,0.008527759405571118,0.0007579593784531458,0.06705426936361879,0.05618985493151146,0.3180580888007446,0.025371784735259823,0.027374549370106614,0.0015159187569062915,0.025583278216713353,0.5211477441748609
4.65,0.03343571983361839,0.02719579096604168,0.012355389465397191,0.05245285907916044,0.00453248708394653,0.008146552952236142,0.000739739541881149,0.06687143966723678,0.05439158193208336,0.3147171544749626,0.024710778930794382,0.02719492250367918,0.001479479083762298,0.024439658856708426,0.5138050154492271
4.7,0.03334366683569853,0.026320293433988916,0.012025234447409463,0.051894516600068295,0.004508597997160683,0.0077833052588762285,0.0007213751237885206,0.06668733367139706,0.05264058686797783,0.31136709960040976,0.024050468894818926,0.027051587982964094,0.0014427502475770411,0.023349915776628684,0.5065897430417734
4.75,0.033250985220238664,0.025468174587042466,0.011696087398850643,0.05133491216561849,0.004489881078281696,0.007437137092562411,0.00070291624932498,0.06650197044047733,0.05093634917408493,0.30800947299371095,0.023392174797701285,0.026939286469690175,0.00140583249864996,0.02231141127768723,0.4994964976520018
4.800000000000001,0.03315768453492174,0.024639159441953596,0.01136856454715781,0.05077429990794254,0.004475540505490859,0.0071072132209947445,0.000684410182156771,0.06631536906984348,0.04927831888390719,0.30464579944765524,0.02273712909431562,0.026853243032945156,0.001368820364313542,0.021321639662984233,0.4925203195559645
