Q,J_1s(2),J_2s(2),J_3s(2),J_2p(6),J_3p(3),J_total_Phosphorus
4.0,0.09395419842954693,0.022122132704021292,0.004380370680576496,0.2874505305324032,2.7901141002009917e-06,0.4079100224606481
4.05,0.09343637639180888,0.02095272321890159,0.004068756603585755,0.2798409555997561,2.7768708372775617e-06,0.3983015886848896
4.1000000000000005,0.09291617583228477,0.019864303490793933,0.0037796489355925583,0.27239318609713725,2.763775964312153e-06,0.3889560781317728
4.15,0.09239370330153474,0.01885245227917819,0.0035116907999481924,0.26510690077628213,2.750798451964253e-06,0.3798674979553952
4.2,0.09186906462167901,0.017912913002436855,0.0032635823349349146,0.2579815195181743,2.7379103097503874e-06,0.3710298173875348
4.25,0.09134236485653513,0.017041593372550408,0.0030340813647967437,0.2510162231420244,2.7250862631733828e-06,0.3624369878221698
4.3,0.09081370828264164,0.016234564385845727,0.002822003511727149,0.24420997245685622,2.7123034728203634e-06,0.35408296094054353
4.3500000000000005,0.09028319836116491,0.015488058741347567,0.002626221839476213,0.23756152653304552,2.6995412895011397e-06,0.34596170501632373
4.4,0.08975093771068549,0.014798468753769299,0.002445666108393502,0.23106946017882618,2.6867810403466983e-06,0.33806721953271485
4.45,0.08921702808086089,0.014162343823727127,0.002279321711904138,0.22473218061357908,2.6740058415160854e-06,0.33039354823591277
4.5,0.08868157032696204,0.013576387523401831,0.0021262283555632693,0.21854794333572336,2.6612004337852866e-06,0.3229347907420843
4.55,0.08814466438528033,0.013037454351626622,0.0019854785318827992,0.2125148671882806,2.6483510378279977e-06,0.3156851128081082
4.6000000000000005,0.08760640924940268,0.012542546208270394,0.0018562158370079812,0.20663094862974676,2.6354452264576986e-06,0.30863875536965424
4.65,0.08706690294735177,0.012088808633827346,0.0017376331689739433,0.20089407522183586,2.6224718114940034e-06,0.3017900424438004
4.7,0.08652624251958854,0.011673526856329008,0.0016289708416289096,0.1953020383490035,2.609420743253042e-06,0.2951333879872932
4.75,0.08598452399787408,0.011294121684072822,0.0015295146433098588,0.18985254518748063,2.5962830209497635e-06,0.28866330179575833
4.800000000000001,0.08544184238498757,0.01094814527921771,0.0014385938649382167,0.18454322994387967,2.5830506125463857e-06,0.2823743945236357
4.8500000000000005,0.08489829163529718,0.010633276844036353,0.0013555793183125176,0.1793716643853424,2.569716382791791e-06,0.2762613818993712
4.9,0.08435396463617988,0.010347318248536923,0.0012798813619594594,0.17433536768470842,2.55627402837658e-06,0.27031908820541306
4.95,0.08380895319028663,0.010088189625274274,0.0012109479489162964,0.169431815605351,2.5427180192822225e-06,0.2645424490878475
5.0,0.08326334799864843,0.009853924954459399,0.0011482627082111975,0.1646584490511785,2.529043545534018e-06,0.25892651375604303
5.050000000000001,0.08271723864461869,0.009642667659943961,0.0010913430695432967,0.1600126820078786,2.515246468679733e-06,0.2534664466284532
5.1000000000000005,0.08217071357864691,0.009452666234299134,0.00103973843870307,0.15549190890182166,2.5013232774115383e-06,0.24815752847674818
5.15,0.08162386010387823,0.009282269909019742,0.0009930284295823532,0.15109351140316143,2.4872710468306904e-06,0.2429951571166886
5.2,0.08107676436257309,0.009129924383860217,0.0009508211571709027,0.1468148646996161,2.4730874009242677e-06,0.23797484769062124
5.25,0.08052951132334078,0.00899416762744114,0.0009127515946948588,0.14265334326719187,2.4587704778829844e-06,0.23309223258314654
5.300000000000001,0.07998218476918006,0.008873625759547922,0.0008784799969967441,0.13860632616375945,2.444318897940132e-06,0.22834306100838214
5.3500000000000005,0.0794348672863199,0.008767009023968856,0.0008476903913640602,0.13467120187092513,2.429731733455329e-06,0.2237231983043114
5.4,0.07888764025385256,0.00867310785928119,0.000820089136263894,0.13084537270907126,2.415008481004063e-06,0.21922862496694992
5.45,0.07834058383415123,0.008590789073683752,0.0007954035478161812,0.12712625884980042,2.400149035265969e-06,0.21485543545448685
5.5,0.07779377696406357,0.008518992128785187,0.0007733805933222093,0.12351130194930401,2.3851536645321003e-06,0.21059983678913952
5.550000000000001,0.0772472973468724,0.008456725536181185,0.0007537856507433442,0.1199979684254206,2.370022987674919e-06,0.2064581469822052
5.6000000000000005,0.07670122144501394,0.008403063369684424,0.0007364013326850695,0.1165837524003478,2.3547579524448e-06,0.20242679330568367
5.65,0.0761556244735442,0.008357141895200653,0.0007210263731720426,0.11326617833014474,2.3393598149741126e-06,0.1985023104318766
5.7,0.07561058039434294,0.008318156319466266,0.000707474575291067,0.11004280334131768,2.3238301203847555e-06,0.19468133846053834
5.75,0.07506616191104507,0.008285357658170288,0.0006955738176219268,0.10691121929392061,2.3081706844077898e-06,0.19096062085144233
5.800000000000001,0.07452244046468787,0.008258049723370565,0.0006851651172632569,0.10386905458974369,2.292383575934763e-06,0.1873370022786413
5.8500000000000005,0.07397948623006347,0.00823558622957391,0.0006761017471853129,0.1009139757433014,2.2764711004298336e-06,0.18380742642122452
5.9,0.07343736811276408,0.008217368017377265,0.0006682484055977604,0.09804368873247948,2.2604357841399334e-06,0.18036893370400273
5.95,0.07289615374690851,0.008202840393156002,0.0006614804350033246,0.09525594014486058,2.2442803590473274e-06,0.17701865900028746
6.0,0.07235590949353721,0.008191490582931074,0.000655683088612826,0.09254851813492075,2.228007748515018e-06,0.17375382930775038
6.050000000000001,0.0718167004396633,0.00818284529824394,0.0006507508418199406,0.08991925320648395,2.211621053580785e-06,0.1705717614072647
6.1000000000000005,0.07127859039796672,0.008176468411612325,0.0006465867464715886,0.08736601883403425,2.1951235398602707e-06,0.16746985951362472
6.15,0.07074164190711775,0.008171958738926626,0.0006431018257192868,0.08488673193572277,2.1785186250235302e-06,0.16444561292611146
6.2,0.07020591623271707,0.008168947925972071,0.0006402145072956246,0.0824793532101689,2.161809866813013e-06,0.16149659368602048
6.25,0.06967147336883807,0.008167098436121786,0.0006378500931260912,0.08014188734844133,2.1450009515739812e-06,0.15862045424747884
6.300000000000001,0.06913837204015764,0.008166101636137188,0.0006359402632579868,0.07787238313191974,2.128095683271094e-06,0.15581492516715584
6.3500000000000005,0.06860666970466148,0.008165675976931363,0.0006344226121635567,0.07566893342607951,2.111097972967231e-06,0.15307781281780888
6.4,0.06807642255690917,0.008165565266095262,0.0006332402155524642,0.07352967507960949,2.0940118287427267e-06,0.1504069971299951
6.45,0.06754768553184504,0.008165537028952927,0.0006323412259081984,0.0714527887376722,2.0768413460350113e-06,0.1478004293657244
6.5,0.06702051230913984,0.008165380954897885,0.0006316784950430534,0.06943649857753795,2.059590698380291e-06,0.14525612992731712
6.550000000000001,0.06649495531804872,0.008164907425766069,0.000631209222046175,0.0674790719742773,2.0422641285403297e-06,0.1427721862042668
6.6000000000000005,0.06597106574277066,0.008163946123018937,0.000630894625078215,0.06557881910367522,2.024865939998677e-06,0.14034675046048303
6.65,0.0654488935282944,0.008162344710541884,0.0006306996355438567,0.06373409248903425,2.0074004888118215e-06,0.1379780377639032
6.7,0.0649284873867161,0.00815996758990586,0.0006305926132494751,0.06194328649806677,1.989872175801773e-06,0.13566432396011402
6.75,0.06440989480401357,0.008156694724992577,0.0006305450812271456,0.06020483679563075,1.9722854390774666e-06,0.13340394369130312
6.800000000000001,0.06389316204726235,0.008152420532944465,0.0006305314789778732,0.058517219757645234,1.954644746873206e-06,0.13119528846157677
6.8500000000000005,0.06337833417227832,0.008147052838468151,0.0006305289329560985,0.056878951851125015,1.936954590693096e-06,0.12903680474941828
6.9,0.06286545503167222,0.008140511888593634,0.0006305170431841082,0.055288588984901035,1.9192194787510488e-06,0.12692699216782974
6.95,0.06235456728330086,0.00813272942506929,0.0006304776849488615,0.05374472583524183,1.9014439296965623e-06,0.12486440167249054
7.0,0.0618457123991004,0.00812364781165447,0.0006303948245948841,0.0522459951502608,1.883632466616988e-06,0.12284763381807717
7.050000000000001,0.061338930674286696,0.008113219213655917,0.000630254348485266,0.050791067036683915,1.8657896113074826e-06,0.1208753370627231
7.1000000000000005,0.06083426123690806,0.00810140482714066,0.0006300439042584322,0.04937864823226153,1.8479198788002907e-06,0.11894620612044747
7.15,0.06033174205773577,0.008088174155345835,0.0006297527535612741,0.048007481366835,1.8300277721453756e-06,0.11705898036125002
7.2,0.05983140996047779,0.008073504329894477,0.000629371635489478,0.04667634421481445,1.8121177774347994e-06,0.11521244225845363
7.25,0.059333300632301404,0.008057379474514965,0.0006288926400135218,0.04538404894158445,1.7941943590635614e-06,0.1134054158827734
7.300000000000001,0.05883744863465028,0.008039790109050435,0.0006283090907139151,0.04412944134613224,1.7762619552199075e-06,0.11163676544250209
7.3500000000000005,0.05834388741434203,0.008020732591632183,0.0006276154361919015,0.04291140010198539,1.7583249735983962e-06,0.1099053938691251
7.4,0.05785264931493215,0.008000208596978045,0.0006268071495621167,0.041728835998351636,1.7403877873292489e-06,0.1082102414476113
7.45,0.057363765588330624,0.007978224628862173,0.0006258806354716899,0.04058069118317407,1.7224547311177435e-06,0.10655028449056966
7.5,0.05687726640665754,0.007954791564886706,0.0006248331441260865,0.0394659384096468,1.704530097587619e-06,0.10492453405541473
7.550000000000001,0.0563931808743242,0.007929924231768012,0.000623662691835705,0.03838358028758082,1.6866181338226415e-06,0.10333203470364256
7.6000000000000005,0.055911537040326635,0.007903641009430497,0.000622367987628964,0.037332648540865446,1.6687230381006721e-06,0.10177186330128964
7.65,0.05543236191073824,0.007875963462279163,0.0006209483655074327,0.03631220327213672,1.6508489568147179e-06,0.10024312785961836
7.7,0.05495568146138896,0.007846915996098132,0.0006194037219465714,0.03532133223564065,1.6329999815756238e-06,0.0987449664150559
7.75,0.054481520650718186,0.00781652553909609,0.0006177344582719449,0.034359150119164544,1.6151801464911758e-06,0.09727654594739726
7.800000000000001,0.05400990343278909,0.007784821245690939,0.0006159414275654379,0.03342479783580382,1.5973934256165332e-06,0.09583706133527489
7.8500000000000005,0.05354085277045222,0.0077518342216950096,0.0006140258857791345,0.032517441826234623,1.5796437305710164e-06,0.09442573434789156
7.9,0.053074390648646344,0.007717597269628674,0.0006119894467561992,0.03163627337207226,1.5619349083163941e-06,0.0930418126720118
7.95,0.05261053808782495,0.00768214465295439,0.0006098340408783936,0.030780507920813577,1.5442707390919162e-06,0.0916845689732104
8.0,0.05214931515749691,0.007645511878084888,0.0006075618770788757,0.02994938442278486,1.5266549345014417e-06,0.09035329999038004
8.05,0.05169074098987015,0.007607735493078493,0.0006051754079767055,0.029142164680447877,1.5090911357480923e-06,0.08904732566250897
8.1,0.05123483379358727,0.007568852901991505,0.0006026772979061219,0.028358132710352674,1.4915829120119666e-06,0.08776598828674959
8.15,0.050781610867542536,0.00752890219391203,0.0006000703936292061,0.027596594117967457,1.4741337589665165e-06,0.0865086517068102
8.200000000000001,0.05033108861476981,0.00748792198575198,0.0005973576975350862,0.026856875485563425,1.4567470974292846e-06,0.08527470053071773
8.25,0.049883282556391156,0.007445951277923791,0.0005945423431424201,0.026138323773282988,1.4394262721427587e-06,0.0840635393770125
8.3,0.0494382073456162,0.007403029322076234,0.0005916275727345807,0.02544030573347667,1.4221745506811838e-06,0.08287459214845436
8.35,0.0489958767817828,0.007359195500109225,0.0005886167169688166,0.024762207338354093,1.4049951224792508e-06,0.08170730133233742
8.4,0.04855630382442924,0.007314489213730978,0.000585513176311715,0.024103433220957475,1.387891097978624e-06,0.08056112732652738
8.450000000000001,0.0481195006073893,0.0072689497838623485,0.0005823204041636204,0.0234634061294349,1.3708655078883667e-06,0.07943554779035805
8.5,0.0476854784529009,0.007222616359232575,0.0005790418915442865,0.02284156639455989,1.3539213025553636e-06,0.07833005701954021
8.55,0.04725424788571993,0.007175527833548223,0.0005756811532210197,0.022237371410418486,1.3370613514409168e-06,0.0772441653442591
8.6,0.04682581864723102,0.007127722770652836,0.0005722417151689547,0.02165029512816136,1.3202884426997575e-06,0.07617739854965687
8.65,0.04640019970954683,0.00707923933712866,0.000568727103260899,0.021079827562696912,1.3036052828577551e-06,0.07512929731791615
8.700000000000001,0.04597739928958845,0.007030115241824091,0.000565140833091476,0.020525474312183857,1.287014496584702e-06,0.07409941669118447
8.75,0.04555742486313905,0.006980387681820993,0.0005614864008470674,0.01998675609016424,1.2705186265585746e-06,0.0730873255545979
8.8,0.045140283178863476,0.006930093294385059,0.0005577672751393807,0.01946320827016434,1.2541201334177588e-06,0.07209260613868568
8.85,0.044725980272287066,0.0068792681144698746,0.0005539868897263594,0.018954380442578175,1.2378213957977812e-06,0.07111485354045727
8.9,0.0443145214797264,0.0068279475373713,0.0005501486370496271,0.018459835983636978,1.2216247104491307e-06,0.07015367526249475
8.950000000000001,0.0439059114521659,0.006776166286153526,0.0005462558625227735,0.01797915163625982,1.2055322924328457e-06,0.06920869076939445
9.0,0.043500154169073636,0.006723958383491376,0.0005423118595095386,0.017511917102571557,1.1895462753905672e-06,0.06827953106092148
9.05,0.043097252952150375,0.006671357127595537,0.0005383198649353791,0.01705773464786859,1.1736687118858431e-06,0.06736583826126176
9.1,0.0426972104790063,0.006618395071908239,0.0005342830554800232,0.0166162187158074,1.1579015738135216e-06,0.06646726522377577
9.15,0.042300028796759336,0.0065651040082765405,0.0005302045443024472,0.016186995554586102,1.1422467528741175e-06,0.0655834751506773
9.200000000000001,0.041905709335550274,0.006511514953329059,0.0005260873782532829,0.015769702853886878,1.1267060611101223e-06,0.06471414122708061
9.25,0.04151425292196916,0.006457658137799441,0.0005219345355329745,0.01536398939234387,1.1112812315012617e-06,0.06385894626887695
9.3,0.04112565979238827,0.006403562998556486,0.0005177489237570962,0.014969514695300182,1.095973918615778e-06,0.06301758238392066
9.35,0.04073992960619705,0.006349258173116464,0.0005135333783931106,0.014585948702616744,1.0807856993148836e-06,0.06218975064602268
9.4,0.04035706145893439,0.006294771496427784,0.0005092906615355135,0.014212971446295212,1.0657180735075642e-06,0.06137516078126641
9.450000000000001,0.03997705389531427,0.006240129999732193,0.0005050234609887974,0.013850272737678235,1.0507724649530097e-06,0.06057353086617845
9.5,0.03959990492214053,0.006185359911319583,0.0005007343896299687,0.01349755186399072,1.0359502221079744e-06,0.05978458703730291
9.55,0.039225612021107026,0.006130486659005876,0.0004964259850244957,0.013154517293987596,1.0212526190164545e-06,0.05900806321174401
9.600000000000001,0.03885417216147981,0.0060755348741750245,0.0004921007092715633,0.01282088639247552,1.0066808562391261e-06,0.05824370081825815
9.65,0.038485581812657536,0.006020528397236961,0.0004877609490563507,0.012496385143477836,9.92236061820039e-07,0.057491248538490504
9.700000000000001,0.03811983695660717,0.005965490284363643,0.00048340901588877334,0.012180747881815121,9.779192922881308e-07,0.056750462057966994
9.75,0.03775693310017202,0.005910442815374933,0.00047904714650972804,0.01187371703287647,9.637315336911976e-07,0.05602110382646685
9.8,0.03739686528724896,0.00585540750265502,0.000474677503447354,0.01157504286035953,9.496737026599878e-07,0.055302942827413534
9.850000000000001,0.03703962811083268,0.005800405100988679,0.0004703021757072089,0.011284483221761251,9.357466475001874e-07,0.054595754355937325
9.9,0.03668521572492403,0.005745455618214495,0.00046592317958152617,0.011001803331404249,9.219511493100901e-07,0.05389931980527361
9.950000000000001,0.03633362185630046,0.005690578326599745,0.00046154245956391135,0.01072677553078793,9.082879231218296e-07,0.05321342646117516
10.0,0.035984839816146426,0.005635791774848593,0.00045716188935693243,0.010459179066057272,8.947576190641068e-07,0.05253786730402829
10.05,0.03563886251154161,0.005581113800661784,0.00045278327296107573,0.010198799872385849,8.813608235443938e-07,0.05187244081837386
10.100000000000001,0.03529568245680544,0.005526561543772247,0.0004484083458344906,0.009945430365074372,8.680980604486794e-07,0.051216950809547
10.15,0.034955291784696065,0.005472151459386696,0.00044403877611381526,0.009698869237169533,8.549697923568583e-07,0.050571206227158466
10.200000000000001,0.034617682257462305,0.005417899331968752,0.00043967616588719337,0.009458921263412617,8.419764217719359e-07,0.049935020995152644
10.25,0.03428284527774751,0.0053638202893041805,0.00043532205251134383,0.009225397110331497,8.291182923612896e-07,0.0493082138481869
10.3,0.0339507718993437,0.005309928816793461,0.00043097790996523693,0.008998113152293642,8.1639569020826e-07,0.04869060817408625
10.350000000000001,0.03362145283779534,0.005256238771921451,0.0004266451502335853,0.008776891293342536,8.038088450724364e-07,0.04808203186213799
10.4,0.03329487848085158,0.005202763398857893,0.0004223251247139458,0.008561558794643709,7.913579316570299e-07,0.047482317156998785
10.450000000000001,0.03297103889876622,0.005149515343146459,0.0004180191256417879,0.008351948107371176,7.790430708818006e-07,0.046891300517996524
10.5,0.03264992385444489,0.005096506666443595,0.00041372838752839396,0.008147896710869284,7.668643311600648e-07,0.04630882248361732
10.55,0.0323315228134386,0.005043748861271736,0.0004094540886069265,0.007949246955928989,7.548217296783434e-07,0.04573472754097593
10.600000000000001,0.032015824953783634,0.0049912528657546675,0.0004051973522824403,0.0077558459130221335,7.429152336772992e-07,0.04516886400007655
10.65,0.03170281917568707,0.004939029078305646,0.0004009592485820149,0.007567545225341029,7.311447617326321e-07,0.044611083872677496
10.700000000000001,0.031392494111057996,0.0048870873722416525,0.0003967407956015598,0.007384200966495081,7.1951018503468e-07,0.04406124275558132
10.75,0.03108483813288432,0.00483543711029968,0.00039254296094619,0.007205673502720082,7.080113286655176e-07,0.04351919971817894
10.8,0.030779839364454987,0.0047840871590332495,0.00038836666316137956,0.007031827359459706,6.966479728723885e-07,0.042984817194082196
10.850000000000001,0.03047748568842794,0.00473304590306963,0.0003842127731524051,0.006862531092182856,6.854198543363765e-07,0.04245796087668717
10.9,0.0301777647557439,0.0046823212592101635,0.0003800821155898493,0.0066976571613041515,6.743266674352531e-07,0.0419384996185155
10.950000000000001,0.029880663994386197,0.004631920690358049,0.00037597547029919045,0.006537081811078743,6.633680654994966e-07,0.04142630533418768
11.0,0.02958617061798728,0.0045818512192596856,0.0003718935736327316,0.00638068495234638,6.525436620605354e-07,0.04092125290688814
11.05,0.029294271634282023,0.004532119442047235,0.00036783711982232793,0.006228350049003094,6.418530320902904e-07,0.040423220098186774
