Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_4p_one electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_4p(1),J_total_Ga
1.6,0.027831325109898344,0.09311305316658113,0.11661430755880502,0.05267589705160247,0.1449055994237392,0.12913470681326178,0.022676060339294313,0.004478033673577903,0.05566265021979669,0.18622610633316225,0.31605538230961483,0.23322861511761003,0.8694335965424352,0.045352120678588626,1.2913470681326178,0.004478033673577903,3.0017835730074034
1.6500000000000001,0.027816269515800764,0.09245651315783457,0.11053406544075729,0.052657269748096265,0.1421730562615733,0.1274370058460082,0.02202876717518588,0.004249248136285421,0.05563253903160153,0.18491302631566914,0.3159436184885776,0.22106813088151459,0.8530383375694399,0.04405753435037176,1.274370058460082,0.004249248136285421,2.953272493233542
1.7000000000000002,0.027800761846618165,0.09178534239209896,0.1046419132972305,0.05263703688445881,0.13935217215362572,0.1256739828047656,0.021290343861718537,0.004106910112454355,0.05560152369323633,0.1835706847841979,0.31582222130675286,0.209283826594461,0.8361130329217543,0.04258068772343707,1.256739828047656,0.004106910112454355,2.9038187151839496
1.75,0.0277848031274202,0.091099989819721,0.09894666254626215,0.052615123109084234,0.13645083586848272,0.12385106020503514,0.020477187272763236,0.004024145491269642,0.0555696062548404,0.182199979639442,0.3156907386545054,0.1978933250925243,0.8187050152108963,0.04095437454552647,1.2385106020503514,0.004024145491269642,2.8535477869393557
1.8,0.027768394414166776,0.09040091008404139,0.09345554796138662,0.05259145317911072,0.13347720999340307,0.1219737663151414,0.019605909968807105,0.003980716317122075,0.05553678882833355,0.18080182016808277,0.3155487190746643,0.18691109592277325,0.8008632599604184,0.03921181993761421,1.219737663151414,0.003980716317122075,2.8025918833604226
1.85,0.027751536793469422,0.08968856283103889,0.08817429375743747,0.05256595209826853,0.1304396489101871,0.12004767149220155,0.01869248602972663,0.003961532385546033,0.055503073586938845,0.17937712566207778,0.3153957125896112,0.17634858751487495,0.7826378934611227,0.03738497205945326,1.2004767149220155,0.003961532385546033,2.7510856121816403
1.9000000000000001,0.02773423138235134,0.08896341203120676,0.08310718685254476,0.05253854525210199,0.12734662040983952,0.11807833201009986,0.017751715670684474,0.003955484384934147,0.05546846276470268,0.17792682406241353,0.31523127151261193,0.1662143737050895,0.7640797224590371,0.03550343134136895,1.1807833201009985,0.003955484384934147,2.6991628903311566
1.9500000000000002,0.027716479328008508,0.08822592531842133,0.07825715589675075,0.052509158540480126,0.12420663171011649,0.11607124113181515,0.016796921316815257,0.003954530854750805,0.055432958656017016,0.17645185063684266,0.31505495124288074,0.1565143117935015,0.745239790260699,0.033593842633630515,1.1607124113181515,0.003954530854750805,2.646954647396474
2.0,0.027698281807573465,0.08747657334919734,0.07362585475110148,0.05247771850730155,0.12102816048621488,0.11403178706652996,0.015839808018381057,0.003952984744621554,0.05539656361514693,0.17495314669839468,0.3148663110438093,0.14725170950220295,0.7261689629172893,0.031679616036762115,1.1403178706652997,0.003952984744621554,2.594587165223526
2.0500000000000003,0.02767964002788276,0.0867158291845675,0.06921374919590412,0.052444152467290145,0.11781959137718535,0.11196521738077837,0.014890437372722845,0.0039469565536768315,0.05535928005576552,0.173431658369135,0.31466491480374087,0.13842749839180823,0.7069175482631121,0.02978087474544569,1.1196521738077838,0.0039469565536768315,2.542180904990468
2.1,0.027660555225248587,0.08594416769587225,0.0650202057422494,0.05240838862976924,0.1145891582916376,0.10987660939221362,0.01395727702637025,0.003933920130917651,0.055321110450497174,0.1718883353917445,0.3144503317786154,0.1300404114844988,0.6875349497498255,0.0279145540527405,1.0987660939221362,0.003933920130917651,2.489849706960976
2.15,0.027641028665234667,0.08516206499498674,0.061043581516306615,0.05237035621929419,0.111344892707933,0.10777084605609384,0.01304729790611277,0.00391237451190263,0.055282057330469335,0.17032412998997348,0.3142221373157651,0.12208716303261323,0.668069356247598,0.02609459581222554,1.0777084605609384,0.00391237451190263,2.437700274801485
2.2,0.027621061642436225,0.08436999788892587,0.05728131428084056,0.05232998559301724,0.1080945780477874,0.10565259685183087,0.012166099081721043,0.0038815809508810284,0.05524212328487245,0.16873999577785173,0.31397991355810345,0.11456262856168112,0.6485674682867244,0.024332198163442086,1.0565259685183088,0.0038815809508810284,2.385831877101865
2.25,0.02760065548026358,0.08356844335833347,0.053730011752422986,0.05228720835465375,0.10484571009898723,0.10352630318505018,0.011318046049379756,0.003841358857266417,0.05520131096052716,0.16713688671666693,0.3137232501279225,0.10746002350484597,0.6290742605939234,0.02263609209875951,1.0352630318505018,0.003841358857266417,2.334336214710414
2.3000000000000003,0.027579811530728804,0.08275787805905463,0.05038553946544986,0.05224195746491624,0.10160546337325221,0.10139616783601897,0.010506412633901237,0.0037919279045008037,0.05515962306145761,0.16551575611810926,0.31345174478949744,0.10077107893089972,0.6096327802395133,0.021012825267802474,1.0139616783601897,0.0037919279045008037,2.2832974146719702
2.35,0.027558531174234735,0.08193877784579026,0.04724310652482451,0.052194167348281924,0.0983806632092357,0.09926614800549353,0.009733519965498025,0.003733786353735324,0.05511706234846947,0.16387755569158052,0.31316500408969156,0.09448621304964902,0.5902839792554142,0.01946703993099605,0.9926614800549354,0.003733786353735324,2.2327921207744716
2.4000000000000004,0.027536815819365672,0.08111161731671787,0.04429734867748465,0.052143773995960166,0.09517776336795995,0.0971399515322696,0.009000868359682291,0.003667617793504948,0.055073631638731343,0.16222323463343574,0.312862643975761,0.0885946973549693,0.5710665802077597,0.018001736719364583,0.9713995153226961,0.003667617793504948,2.1828896576462227
2.45,0.02751466690267897,0.08027686937791637,0.041542408218292325,0.05209071506492917,0.09200282881807212,0.0950210358818078,0.008309259630191416,0.003594220175804969,0.05502933380535794,0.16055373875583273,0.312544290389575,0.08308481643658465,0.5520169729084328,0.01661851926038283,0.9502103588180779,0.003594220175804969,2.133652250550049
2.5,0.02749208588849682,0.07943500482643706,0.038972010327616685,0.0520349299729154,0.08886152337036826,0.0929126095314467,0.00765890856291915,0.0035144523364635093,0.05498417177699364,0.15887000965287412,0.3122095798374924,0.07794402065523337,0.5331691402222096,0.0153178171258383,0.929126095314467,0.0035144523364635093,2.0851352869215716
2.5500000000000003,0.027469074268697567,0.07858649195090703,0.03657953551570979,0.05197635998919535,0.0857591017941011,0.09081763540436669,0.007049543104256036,0.0034291942077687002,0.054938148537395134,0.15717298390181406,0.3118581599351721,0.07315907103141958,0.5145546107646066,0.014099086208512072,0.9081763540436669,0.0034291942077687002,2.0373876086303553
2.6,0.02744563356250586,0.0777317961486205,0.03435808792223124,0.051914948321106116,0.08270040603056769,0.08873883603123842,0.006480493370047725,0.00333931772933417,0.05489126712501172,0.155463592297241,0.3114896899266367,0.06871617584446248,0.49620243618340615,0.01296098674009545,0.8873883603123842,0.00333931772933417,1.990451826158572
2.6500000000000004,0.027421765316281144,0.07687137955816241,0.03230055928762092,0.05185064019616003,0.07968986511121895,0.08667870014509563,0.005950769937259574,0.003245666089550665,0.05484353063256229,0.15374275911632482,0.31110384117696016,0.06460111857524184,0.4781391906673137,0.011901539874519147,0.8667870014509562,0.003245666089550665,1.9443646475834289
2.7,0.027397471103303924,0.07600570070670652,0.03039968847612775,0.051783382939667784,0.07673149838687002,0.08463949044117694,0.005459132096007648,0.00314903942333824,0.05479494220660785,0.15201140141341304,0.3107002976380067,0.0607993769522555,0.4603889903212201,0.010918264192015296,0.8463949044117693,0.00314903942333824,1.8991572165586261
2.75,0.027372752523559363,0.07513521417123294,0.028648116487938313,0.051713126047784955,0.07382892168036097,0.08262325225908435,0.005004146856767884,0.003050185481899145,0.054745505047118725,0.15027042834246587,0.31027875628670976,0.057296232975876625,0.4429735300821658,0.010008293713535768,0.8262325225908435,0.003050185481899145,1.854855454520615
2.8000000000000003,0.02734761120351786,0.07426037025301288,0.02703843694987261,0.051639821255907804,0.07098535598611352,0.08063182296942896,0.00458423955697113,0.002949794099464649,0.05469522240703572,0.14852074050602576,0.30983892753544684,0.05407687389974522,0.42591213591668114,0.00916847911394226,0.8063182296942896,0.002949794099464649,1.8114804031726313
2.85,0.02732204879591229,0.07338161466480811,0.02556324212046578,0.051563422602355934,0.06820363835540333,0.07866684187101197,0.004197736915041268,0.002848494528041322,0.05464409759182458,0.14676322932961622,0.3093805356141356,0.05112648424093156,0.40922183013242,0.008395473830082536,0.7866684187101197,0.002848494528041322,1.7690485639771714
2.9000000000000004,0.0272960669795116,0.07249938823032558,0.02421516448596818,0.05148388648729132,0.06548623462485934,0.07672976042737627,0.0038429033541503422,0.002746854907301096,0.0545921339590232,0.14499877646065115,0.3089033189237479,0.04843032897193636,0.392917407749156,0.0076858067083006845,0.7672976042737627,0.002746854907301096,1.727572231953879
2.95,0.027269667458890645,0.07161412659555501,0.02298691405898121,0.05140117172683571,0.06283525366684384,0.07482185269313531,0.003517971373818292,0.0026453832933963977,0.05453933491778129,0.14322825319111002,0.30840703036101424,0.04597382811796242,0.377011522001063,0.007035942747636584,0.748218526931353,0.0026453832933963977,1.6870598215613168
3.0,0.02724285196419603,0.07072625995169421,0.02187131152128093,0.05131523960236078,0.060252462863183774,0.07294422580073588,0.0032211666928533686,0.002544529795684944,0.05448570392839206,0.14145251990338842,0.30789143761416465,0.04374262304256186,0.36151477717910263,0.006442333385706737,0.7294422580073588,0.002544529795684944,1.64751618285636
3.0500000000000003,0.027215622250907904,0.06983621276943673,0.020861317377108834,0.051226053904937896,0.05773930452755048,0.07109783039716212,0.002950728827437453,0.00244468947043453,0.05443124450181581,0.13967242553887346,0.3073563234296274,0.04172263475421767,0.34643582716530286,0.005901457654874906,0.7109783039716212,0.00244468947043453,1.608942906486768
3.1,0.027187980099597633,0.06894440354445602,0.019950057303115803,0.051133580974947114,0.05529691302604001,0.0692834709374844,0.0027049277070711896,0.0023462057005225407,0.054375960199195265,0.13788880708891205,0.3068014858496827,0.03990011460623161,0.33178147815624004,0.005409855414142379,0.6928347093748439,0.0023462057005225407,1.5713386163897707
3.1500000000000004,0.0271599273156813,0.06805124455397107,0.01913084389656093,0.051037789736856985,0.052926132369711984,0.06750181575807135,0.002482076871020007,0.002249373853894586,0.0543198546313626,0.13610248910794215,0.3062267384211419,0.03826168779312186,0.3175567942182719,0.004964153742040014,0.6750181575807135,0.002249373853894586,1.5346992493484886
3.2,0.02713146572916906,0.06715714162432147,0.018397195034647467,0.05093865172919909,0.05062753407660604,0.06575340686671372,0.002280543730374558,0.0021544450642503356,0.05426293145833812,0.13431428324864295,0.30563191037519455,0.036794390069294934,0.3037652044596363,0.004561087460749116,0.6575340686671372,0.0021544450642503356,1.4990183208032435
3.25,0.027102597194410345,0.06626249390951311,0.017742849065396204,0.0508361411297729,0.04840143512375208,0.06403866939987167,0.0020987573267741756,0.0020616300176081047,0.05420519438882069,0.13252498781902622,0.3050168467786374,0.03548569813079241,0.29040861074251245,0.004197514653548351,0.6403866939987167,0.0020616300176081047,1.4642871765296623
3.3000000000000003,0.027073323589835024,0.06536769368072295,0.017161777054596844,0.05073023477612785,0.04624791583168456,0.06235792070879736,0.0019352139687327796,0.001971102660098939,0.05414664717967005,0.1307353873614459,0.3043814086567671,0.03432355410919369,0.2774874949901074,0.0038704279374655592,0.6235792070879735,0.001971102660098939,1.4304952299827223
3.35,0.027043646817690507,0.06447312612677034,0.016648192314522085,0.05062091218138051,0.044166837544775274,0.06071137904645366,0.001788481080557523,0.0018830037672022803,0.05408729363538101,0.12894625225354067,0.30372547308828307,0.03329638462904417,0.26500102526865166,0.003576962161115046,0.6071137904645366,0.0018830037672022803,1.3976301852677544
3.4000000000000004,0.02701356880377494,0.0635791691655753,0.01619655743861568,0.05050815554543521,0.042157859990189735,0.05909917183602326,0.0016571995570738047,0.001797444333994422,0.05402713760754988,0.1271583383311506,0.3030489332726113,0.03239311487723136,0.2529471599411384,0.0033143991141476093,0.5909917183602327,0.001797444333994422,1.365678245838056
3.45,0.026983091497166566,0.06268619326663236,0.015801589062639353,0.05039194976168614,0.04022045821637001,0.057521343509458964,0.0015400848796527516,0.0017145087609228974,0.05396618299433313,0.1253723865332647,0.30235169857011684,0.03160317812527871,0.24132274929822006,0.0030801697593055032,0.5752134350945897,0.0017145087609228974,1.3346243091360317
3.5,0.02695221686994935,0.06179456128452968,0.015458260567132053,0.050272282419288584,0.03835393902860772,0.055977862911055526,0.0014359272151867467,0.0016342578210268265,0.0539044337398987,0.12358912256905936,0.3016336945157315,0.030916521134264106,0.2301236341716463,0.0028718544303734934,0.5597786291105553,0.0016342578210268265,1.3044521474925554
3.5500000000000003,0.026920946916934987,0.060904628303542284,0.015161802928827007,0.0501491438010953,0.0365574568544921,0.05446863026652003,0.0013435906894368236,0.0015567314031124328,0.053841893833869975,0.12180925660708457,0.3008948628065718,0.030323605857654014,0.21934474112695257,0.002687181378873647,0.5446863026652004,0.0015567314031124328,1.2751445756793192
3.6,0.02688928365538143,0.060016741493321424,0.014907703920191162,0.05002252687736253,0.03483002898581365,0.05299348372257578,0.0012620119993198258,0.001481951031746848,0.05377856731076286,0.12003348298664285,0.30013516126417517,0.029815407840382325,0.2089801739148819,0.0025240239986396517,0.5299348372257577,0.001481951031746848,1.2466836055729893
3.6500000000000004,0.026857229124708018,0.059131239975693486,0.014691705846777496,0.04989242729533725,0.033170550155915364,0.05155220546584966,0.0011901985049413866,0.0014099221695244,0.053714458249416036,0.11826247995138697,0.2993545637720235,0.029383411693554993,0.1990233009354922,0.0023803970098827732,0.5155220546584967,0.0014099221695244,1.2190505884397775
3.7,0.026824785386207396,0.05824845470256986,0.014509802001866813,0.049758843364844464,0.031577806422566274,0.05014452743275879,0.0011272259212421509,0.001340636310269968,0.05364957077241479,0.11649690940513972,0.2985530601890668,0.029019604003733625,0.18946683853539764,0.0022544518424843017,0.5014452743275879,0.001340636310269968,1.1922263453860946
3.75,0.026791954522754284,0.05736870834495483,0.014358232007148601,0.049621776039999184,0.030050488336250965,0.04877013662441531,0.0010722357107459178,0.0012740728739817865,0.05358390904550857,0.11473741668990967,0.2977306562399951,0.028716464014297203,0.1803029300175058,0.0021444714214918356,0.4877013662441531,0.0012740728739817865,1.1661912865468431
3.8000000000000003,0.026758738638511293,0.05649231519302321,0.014233476197151597,0.049481228897173636,0.028587203382400915,0.047428680042297056,0.0010244322628284875,0.001210200915629067,0.053517477277022586,0.11298463038604642,0.29688737338304183,0.028466952394303194,0.17152322029440548,0.002048864525656975,0.47428680042297056,0.001210200915629067,1.140925519599076
3.85,0.026725139858631876,0.055619581067221806,0.014132249193959069,0.04933720810935501,0.027186487693617534,0.046119769261660976,0.0009830799309281698,0.0011489806606059954,0.05345027971726375,0.11123916213444361,0.29602324865613006,0.028264498387918138,0.1631189261617052,0.0019661598618563396,0.46119769261660976,0.0011489806606059954,1.1164089481965327
3.9000000000000004,0.026691160328960555,0.054750803240330756,0.014051492807582881,0.04918972241703344,0.02584681703443562,0.04484298466048153,0.0009474999869726924,0.001090364879860871,0.05338232065792111,0.10950160648066151,0.2951383345022006,0.028102985615165763,0.15508090220661372,0.0018949999739453847,0.44842984660481533,0.001090364879860871,1.0926213609211843
3.95,0.026656802215730562,0.05388627037040208,0.013988368386352519,0.04903878309576362,0.024566617066733836,0.043597879322142985,0.000917067541798699,0.0010343001175922104,0.053313604431461124,0.10777254074080415,0.29423269857458173,0.027976736772705037,0.147399702400403,0.001834135083597398,0.43597879322142985,0.0010343001175922104,1.0695425113425745
4.0,0.026622067705259017,0.05302626244447328,0.013940248730907294,0.04888440392054667,0.023344272908596066,0.042383982630261226,0.0008912084713019825,0.000980727784030648,0.053244135410518034,0.10605252488894656,0.29330642352328,0.027880497461814587,0.1400656374515764,0.001782416942603965,0.42383982630261224,0.000980727784030648,1.0471521897653824
4.05,0.02658695900363977,0.052171050732934966,0.013904709674949658,0.048726601127181336,0.022178138003346674,0.04120080357391381,0.0008693963803083707,0.00092958512528307,0.05317391800727954,0.10434210146586993,0.29235960676308803,0.027809419349899316,0.13306882802008005,0.0017387927606167413,0.41200803573913813,0.00092958512528307,1.0254302872312548
4.1000000000000005,0.026551478336434037,0.05132089775441193,0.01387952142589426,0.04856539337073581,0.021066542318698617,0.04004783378126001,0.000851149629541816,0.0008808060815627238,0.053102956672868074,0.10264179550882387,0.29139236022441484,0.02775904285178852,0.1263992539121917,0.001702299259083632,0.4004783378126001,0.0008808060815627238,1.0043568523233337
4.15,0.02651562794835895,0.05047605725099876,0.013862639748984981,0.048400801681292675,0.020007799898540696,0.03892455029908044,0.00083602844544789,0.000834322044411349,0.0530312558967179,0.10095211450199752,0.29040481008775604,0.027725279497969962,0.12004679939124419,0.00167205689089578,0.3892455029908044,0.000834322044411349,0.9839121413017972
4.2,0.02647941010297415,0.049636774173672286,0.013852197069389968,0.04823284941712086,0.019000215791916776,0.037830418135191786,0.0008236321278818347,0.0007900625227707484,0.0529588202059483,0.09927354834734457,0.28939709650272516,0.027704394138779936,0.11400129475150066,0.0016472642557636694,0.37830418135191785,0.0007900625227707484,0.9640766620767508
4.25,0.026442827082366525,0.04880328467768627,0.013846493558249464,0.04806156221542867,0.018042092385281445,0.03676489258002915,0.0008135963666780864,0.0007479557270070516,0.05288565416473305,0.09760656935537254,0.288369373292572,0.027692987116498927,0.10825255431168868,0.0016271927333561728,0.3676489258002915,0.0007479557270070516,0.94483121250152
