Q,J_1s_one_electron,J_2s_one_electron,J_1s(2),J_2s(1),J_total_carbon
2.75,0.03488684709523438,0.0013523138526658266,0.06977369419046876,0.0013523138526658266,0.07112600804313458
2.8000000000000003,0.033026019349113936,0.0012642972531318776,0.06605203869822787,0.0012642972531318776,0.06731633595135975
2.85,0.03126895859964143,0.0011827309447619942,0.06253791719928287,0.0011827309447619942,0.06372064814404486
2.9000000000000004,0.02961001698686336,0.0011070966532545539,0.05922003397372672,0.0011070966532545539,0.06032713062698128
2.95,0.02804380338604285,0.001036920210677614,0.0560876067720857,0.001036920210677614,0.05712452698276331
3.0,0.026565180263763522,0.0009717678021148873,0.053130360527527044,0.0009717678021148873,0.05410212832964193
3.0500000000000003,0.02516925906985111,0.0009112424898842072,0.05033851813970222,0.0009112424898842072,0.05124976062958643
3.1,0.023851394449339234,0.0008549810083810413,0.04770278889867847,0.0008549810083810413,0.04855776990705951
3.1500000000000004,0.02260717752227286,0.0008026508184304133,0.04521435504454572,0.0008026508184304133,0.046017005862976135
3.2,0.021432428446096278,0.0007539474074209223,0.042864856892192556,0.0007539474074209223,0.04361880429961348
3.25,0.020323188445590567,0.0007085918200224377,0.040646376891181134,0.0007085918200224377,0.041354968711203574
3.3000000000000003,0.019275711468649294,0.0006663284036363697,0.03855142293729859,0.0006663284036363697,0.039217751340934956
3.35,0.01828645560241862,0.0006269227526548768,0.03657291120483724,0.0006269227526548768,0.037199833957492115
3.4000000000000004,0.017352074363274538,0.0005901598359341836,0.034704148726549075,0.0005901598359341836,0.03529430856248326
3.45,0.016469407955551782,0.0005558422924845016,0.032938815911103564,0.0005558422924845016,0.03349465820358807
3.5,0.015635474577660038,0.0005237888811467211,0.031270949155320076,0.0005237888811467211,0.0317947380364668
3.5500000000000003,0.0148474618400147,0.0004938330708926172,0.0296949236800294,0.0004938330708926172,0.030188756750922016
3.6,0.014102718346866818,0.00046582175929890966,0.028205436693733637,0.00046582175929890966,0.028671258453032547
3.6500000000000004,0.013398745483448764,0.0004396141076695646,0.026797490966897528,0.0004396141076695646,0.027237105074567093
3.7,0.012733189440677892,0.00041508048218956347,0.025466378881355785,0.00041508048218956347,0.02588145936354535
3.75,0.012103833501811764,0.0003921014913699129,0.024207667003623527,0.0003921014913699129,0.02459976849499344
3.8000000000000003,0.011508590608772643,0.00037056711087678034,0.023017181217545285,0.00037056711087678034,0.023387748328422064
3.85,0.010945496220213919,0.0003503758876208889,0.021890992440427838,0.0003503758876208889,0.022241368328048728
3.9000000000000004,0.010412701468660123,0.00033143421571328905,0.020825402937320246,0.00033143421571328905,0.021156837153033535
3.95,0.009908466620100049,0.00031365567756953344,0.019816933240200098,0.00031365567756953344,0.020130588917769632
4.0,0.009431154836145515,0.00029696044406661505,0.01886230967229103,0.00029696044406661505,0.019159270116357645
4.05,0.008979226236195187,0.00028127472822772197,0.017958452472390373,0.00028127472822772197,0.018239727200618096
4.1000000000000005,0.008551232254881014,0.0002665302874312249,0.01710246450976203,0.0002665302874312249,0.017368994797193255
4.15,0.008145810288352345,0.00025266396961539045,0.01629162057670469,0.00025266396961539045,0.016544284546320082
4.2,0.007761678621605437,0.00023961729938211065,0.015523357243210875,0.00023961729938211065,0.015762974542592987
4.25,0.007397631628038444,0.00022733610029476058,0.014795263256076888,0.00022733610029476058,0.015022599356371649
4.3,0.007052535231654005,0.00021577015002022647,0.01410507046330801,0.00021577015002022647,0.014320840613328237
4.3500000000000005,0.006725322621801639,0.00020487286528633744,0.013450645243603279,0.00020487286528633744,0.013655518108889616
4.4,0.006414990210012321,0.0001946010139162735,0.012829980420024641,0.0001946010139162735,0.013024581433940915
4.45,0.006120593818295907,0.00018491445146379622,0.012241187636591815,0.00018491445146379622,0.012426102088055611
4.5,0.0058412450882210955,0.00017577588020994522,0.011682490176442191,0.00017577588020994522,0.011858266056652135
4.55,0.005576108100152689,0.00016715062849552458,0.011152216200305378,0.00016715062849552458,0.011319366828800902
4.6000000000000005,0.0053243961921624295,0.0001590064485565097,0.010648792384324859,0.0001590064485565097,0.010807798832881368
4.65,0.005085368968339564,0.0001513133312034112,0.010170737936679127,0.0001513133312034112,0.010322051267882538
4.7,0.004858329486490833,0.00014404333584251477,0.009716658972981665,0.00014404333584251477,0.00986070230882418
4.75,0.0046426216155244365,0.00013717043447841637,0.009285243231048873,0.00013717043447841637,0.009422413665527289
4.800000000000001,0.004437627553147582,0.00013067036846493773,0.008875255106295164,0.00013067036846493773,0.009005925474760102
4.8500000000000005,0.0042427654948641235,0.0001245205168866804,0.008485530989728247,0.0001245205168866804,0.008610051506614928
4.9,0.00405748744562965,0.00011869977555743712,0.0081149748912593,0.00011869977555743712,0.008233674666816737
4.95,0.0038812771659004716,0.00011318844571550525,0.007762554331800943,0.00011318844571550525,0.007875742777516449
5.0,0.0037136482441947625,0.0001079681315806932,0.007427296488389525,0.0001079681315806932,0.007535264619970218
5.050000000000001,0.0035541422886649207,0.00010302164601433861,0.007108284577329841,0.00010302164601433861,0.00721130622334418
5.1000000000000005,0.0034023272305564916,9.833292359283773e-05,0.006804654461112983,9.833292359283773e-05,0.006902987384705821
5.15,0.0032577957327980423,9.388694046769792e-05,0.0065155914655960845,9.388694046769792e-05,0.006609478406063783
5.2,0.0031201636973264084,8.966964044168956e-05,0.006240327394652817,8.966964044168956e-05,0.006329997035094507
5.25,0.002989068865100741,8.566786674182701e-05,0.005978137730201482,8.566786674182701e-05,0.006063805596943309
5.300000000000001,0.0028641695030959947,8.186929901623624e-05,0.0057283390061919895,8.186929901623624e-05,0.005810208305208226
5.3500000000000005,0.0027451431728908195,7.826239512390773e-05,0.005490286345781639,7.826239512390773e-05,0.0055685487409055465
5.4,0.002631685575775756,7.48363373243474e-05,0.005263371151551512,7.48363373243474e-05,0.005338207488875859
5.45,0.0025235094696049783,7.158098250859498e-05,0.005047018939209957,7.158098250859498e-05,0.005118599921718552
5.5,0.0024203436528982343,6.848681614433535e-05,0.004840687305796469,6.848681614433535e-05,0.004909174121940804
5.550000000000001,0.002321932011969354,6.554490963619248e-05,0.004643864023938708,6.554490963619248e-05,0.0047094089335749005
5.6000000000000005,0.0022280326271137425,6.274688082805078e-05,0.004456065254227485,6.274688082805078e-05,0.004518812135055536
5.65,0.002138416934129917,6.00848573976461e-05,0.004276833868259834,6.00848573976461e-05,0.00433691872565748
5.7,0.002052868937679825,5.755144291493614e-05,0.00410573787535965,5.755144291493614e-05,0.004163289318274586
5.75,0.001971184473209598,5.513968535510272e-05,0.003942368946419196,5.513968535510272e-05,0.003997508631774299
5.800000000000001,0.0018931705143571682,5.284304787463623e-05,0.0037863410287143364,5.284304787463623e-05,0.003839184076588973
5.8500000000000005,0.0018186445229661768,5.065538167498015e-05,0.0036372890459323536,5.065538167498015e-05,0.0036879444276073335
5.9,0.0017474338390073012,4.8570900792804976e-05,0.0034948676780146024,4.8570900792804976e-05,0.0035434385788074073
5.95,0.001679375107879139,4.658415866929101e-05,0.003358750215758278,4.658415866929101e-05,0.003405334374427569
6.0,0.001614313742721444,4.469002636292475e-05,0.003228627485442888,4.469002636292475e-05,0.003273317511805813
6.050000000000001,0.001552103419524479,4.288367228138951e-05,0.003104206839048958,4.288367228138951e-05,0.0031470905113303474
6.1000000000000005,0.001492605602959937,4.116054331823048e-05,0.002985211205919874,4.116054331823048e-05,0.003026371749238104
6.15,0.0014356891009917733,3.951634728920969e-05,0.0028713782019835466,3.951634728920969e-05,0.0029108945492727564
6.2,0.0013812296464499481,3.794703657169739e-05,0.0027624592928998963,3.794703657169739e-05,0.0028004063294715937
6.25,0.001329109503866829,3.644879285816341e-05,0.002658219007733658,3.644879285816341e-05,0.0026946678005918216
6.300000000000001,0.0012792170999854266,3.501801294188414e-05,0.0025584341999708533,3.501801294188414e-05,0.0025934522129127374
6.3500000000000005,0.0012314466764510718,3.365129545944412e-05,0.0024628933529021436,3.365129545944412e-05,0.002496544648361588
6.4,0.0011856979632940245,3.234542852052171e-05,0.002371395926588049,3.234542852052171e-05,0.0024037413551085706
6.45,0.0011418758719002678,3.109737816087254e-05,0.0022837517438005356,3.109737816087254e-05,0.0023148491219614083
6.5,0.0010998902062516692,2.9904277559389545e-05,0.0021997804125033385,2.9904277559389545e-05,0.002229684690062728
6.550000000000001,0.0010596553912952346,2.8763416964678265e-05,0.002119310782590469,2.8763416964678265e-05,0.0021480741995551474
6.6000000000000005,0.0010210902173746171,2.7672234280766938e-05,0.0020421804347492342,2.7672234280766938e-05,0.002069852669030001
6.65,0.0009841175997256976,2.6628306265411218e-05,0.001968235199451395,2.6628306265411218e-05,0.0019948635057168065
6.7,0.0009486643521022661,2.562934029798104e-05,0.0018973287042045321,2.562934029798104e-05,0.0019229580445025132
6.75,0.000914660973657828,2.4673166677158067e-05,0.001829321947315656,2.4673166677158067e-05,0.0018539951139928139
6.800000000000001,0.000882041448265652,2.3757731411654007e-05,0.001764082896531304,2.3757731411654007e-05,0.001787840627942958
6.8500000000000005,0.0008507430555116083,2.2881089469901092e-05,0.0017014861110232165,2.2881089469901092e-05,0.0017243672004931176
6.9,0.0008207061926433243,2.2041398457191048e-05,0.0016414123852866486,2.2041398457191048e-05,0.0016634537837438396
6.95,0.0007918742068049963,2.1236912691061567e-05,0.0015837484136099927,2.1236912691061567e-05,0.0016049853263010543
7.0,0.0007641932369299643,2.0465977647871758e-05,0.0015283864738599286,2.0465977647871758e-05,0.0015488524515078004
7.050000000000001,0.0007376120647031623,1.97270247554794e-05,0.0014752241294063247,1.97270247554794e-05,0.001494951154161804
7.1000000000000005,0.0007120819740429273,1.901856650875467e-05,0.0014241639480858546,1.901856650875467e-05,0.0014431825145946092
7.15,0.0006875566185865689,1.8339191886340857e-05,0.0013751132371731378,1.8339191886340857e-05,0.0013934524290594786
7.2,0.0006639918966967658,1.7687562048624705e-05,0.0013279837933935317,1.7687562048624705e-05,0.0013456713554421563
7.25,0.0006413458335363484,1.706240629830643e-05,0.0012826916670726969,1.706240629830643e-05,0.0012997540733710033
7.300000000000001,0.0006195784697875588,1.646251828628359e-05,0.0012391569395751175,1.646251828628359e-05,0.001255619457861401
7.3500000000000005,0.0005986517566185395,1.588675244678157e-05,0.001197303513237079,1.588675244678157e-05,0.0012131902656838606
7.4,0.0005785294565247206,1.533402064679457e-05,0.0011570589130494413,1.533402064679457e-05,0.0011723929336962357
7.45,0.0005591770496960903,1.4803289035943361e-05,0.0011183540993921807,1.4803289035943361e-05,0.001133157388428124
7.5,0.0005405616455831133,1.4293575083823922e-05,0.0010811232911662266,1.4293575083823922e-05,0.0010954168662500505
7.550000000000001,0.0005226518993544436,1.380394479281397e-05,0.0010453037987088873,1.380394479281397e-05,0.0010591077435017013
7.6000000000000005,0.0005054179329586403,1.3333510075134261e-05,0.0010108358659172807,1.3333510075134261e-05,0.0010241693759924148
7.65,0.0004888312605199093,1.2881426283727538e-05,0.0009776625210398185,1.2881426283727538e-05,0.000990543947323546
7.7,0.00047286471781458666,1.2446889887230528e-05,0.0009457294356291733,1.2446889887230528e-05,0.0009581763255164039
7.75,0.00045749239559066997,1.2029136279972986e-05,0.0009149847911813399,1.2029136279972986e-05,0.0009270139274613129
7.800000000000001,0.00044268957650730735,1.1627437718550046e-05,0.0008853791530146147,1.1627437718550046e-05,0.0008970065907331647
7.8500000000000005,0.0004284326754848231,1.124110137708168e-05,0.0008568653509696462,1.124110137708168e-05,0.0008681064523467279
7.9,0.00041469918326863923,1.0869467513799769e-05,0.0008293983665372785,1.0869467513799769e-05,0.0008402678340510782
7.95,0.0004014676130224372,1.051190774209323e-05,0.0008029352260448744,1.051190774209323e-05,0.0008134471337869676
8.0,0.00038871744977710506,1.0167823399595446e-05,0.0007774348995542101,1.0167823399595446e-05,0.0007876027229538055
8.05,0.0003764291025725194,9.836644009321659e-06,0.0007528582051450388,9.836644009321659e-06,0.0007626948491543604
8.1,0.0003645838591390438,9.51782582725579e-06,0.0007291677182780876,9.51782582725579e-06,0.0007386855441053433
8.15,0.000353163842974832,9.210850471152392e-06,0.000706327685949664,9.210850471152392e-06,0.0007155385364208164
8.200000000000001,0.0003421519726836662,8.915223625658452e-06,0.0006843039453673324,8.915223625658452e-06,0.0006932191689929908
8.25,0.00033153192344613166,8.630473819176879e-06,0.0006630638468922633,8.630473819176879e-06,0.0006716943207114402
8.3,0.0003212880905045221,8.356151268187003e-06,0.0006425761810090442,8.356151268187003e-06,0.0006509323322772312
8.35,0.0003114055545489741,8.091826785013012e-06,0.0006228111090979481,8.091826785013012e-06,0.0006309029358829612
8.4,0.0003018700488989801,7.837090745285102e-06,0.0006037400977979602,7.837090745285102e-06,0.0006115771885432453
8.450000000000001,0.0002926679283806953,7.591552111578102e-06,0.0005853358567613907,7.591552111578102e-06,0.0005929274088729687
8.5,0.0002837861398062948,7.354837509932572e-06,0.0005675722796125896,7.354837509932572e-06,0.0005749271171225222
8.55,0.0002752121939671466,7.126590356171946e-06,0.0005504243879342932,7.126590356171946e-06,0.0005575509782904651
8.6,0.00026693413905772354,6.906470029121365e-06,0.0005338682781154471,6.906470029121365e-06,0.0005407747481445685
8.65,0.00025894053545200634,6.694151088014772e-06,0.0005178810709040127,6.694151088014772e-06,0.0005245752219920274
8.700000000000001,0.0002512204317586905,6.489322531544779e-06,0.000502440863517381,6.489322531544779e-06,0.0005089301860489258
8.75,0.00024376334208575854,6.291687096167183e-06,0.0004875266841715171,6.291687096167183e-06,0.0004938183712676843
8.8,0.0002365592244489949,6.1009605914185905e-06,0.0004731184488979898,6.1009605914185905e-06,0.0004792194094894084
8.85,0.00022959846026278166,5.916871270143071e-06,0.0004591969205255633,5.916871270143071e-06,0.0004651137917957064
8.9,0.00022287183485503761,5.739159231651586e-06,0.00044574366971007523,5.739159231651586e-06,0.0004514828289417268
8.950000000000001,0.00021637051895149765,5.567575855958241e-06,0.0004327410379029953,5.567575855958241e-06,0.00043830861375895354
9.0,0.00021008605107763472,5.401883267349186e-06,0.00042017210215526945,5.401883267349186e-06,0.0004255739854226186
9.05,0.0002040103208294682,5.241853825645009e-06,0.0004080206416589364,5.241853825645009e-06,0.00041326249548458144
9.1,0.0001981355529672583,5.087269643615821e-06,0.0003962711059345166,5.087269643615821e-06,0.00040135837557813244
9.15,0.00019245429228867083,4.937922129099617e-06,0.00038490858457734166,4.937922129099617e-06,0.0003898465067064413
9.200000000000001,0.00018695938924044613,4.7936115504612746e-06,0.00037391877848089226,4.7936115504612746e-06,0.00037871239003135353
9.25,0.00018164398622988709,4.654146624109323e-06,0.00036328797245977417,4.654146624109323e-06,0.0003679421190838835
9.3,0.0001765015045996462,4.519344122863923e-06,0.0003530030091992924,4.519344122863923e-06,0.0003575223533221563
9.35,0.0001715256322313213,4.3890285040395944e-06,0.0003430512644626426,4.3890285040395944e-06,0.0003474402929666822
9.4,0.00016671031174527357,4.2630315561731244e-06,0.00033342062349054713,4.2630315561731244e-06,0.00033768365504672023
9.450000000000001,0.00016204972926589078,4.141192063388806e-06,0.00032409945853178156,4.141192063388806e-06,0.00032824065059517034
9.5,0.00015753830372320217,4.0233554864520005e-06,0.00031507660744640434,4.0233554864520005e-06,0.0003190999629328563
9.55,0.00015317067666335246,3.909373659616242e-06,0.00030634135332670493,3.909373659616242e-06,0.00031025072698632116
9.600000000000001,0.00014894170254194528,3.7991045024211175e-06,0.00029788340508389057,3.7991045024211175e-06,0.0003016825095863117
9.65,0.0001448464394756763,3.692411745645611e-06,0.0002896928789513526,3.692411745645611e-06,0.0002933852906969982
9.700000000000001,0.00014088014042901596,3.5891646706676896e-06,0.0002817602808580319,3.5891646706676896e-06,0.0002853494455286996
9.75,0.00013703824481395757,3.4892378615228315e-06,0.00027407648962791514,3.4892378615228315e-06,0.00027756572748943796
9.8,0.0001333163704820274,3.39251096899452e-06,0.0002666327409640548,3.39251096899452e-06,0.0002700252519330493
9.850000000000001,0.00012971030608887837,3.2988684861070947e-06,0.00025942061217775674,3.2988684861070947e-06,0.0002627194806638638
9.9,0.00012621600381283483,3.20819953442677e-06,0.00025243200762566965,3.20819953442677e-06,0.00025564020716009644
9.950000000000001,0.00012282957240975542,3.1203976606097127e-06,0.00024565914481951084,3.1203976606097127e-06,0.00024877954248012053
10.0,0.00011954727058751763,3.0353606426674293e-06,0.00023909454117503526,3.0353606426674293e-06,0.00024212990181770268
10.05,0.0001163655006843089,2.9529903054488726e-06,0.0002327310013686178,2.9529903054488726e-06,0.0002356839916740667
10.100000000000001,0.0001132808026357508,2.8731923448665105e-06,0.0002265616052715016,2.8731923448665105e-06,0.00022943479761636812
10.15,0.00011028984821666433,2.7958761604194716e-06,0.00022057969643332867,2.7958761604194716e-06,0.00022337557259374813
10.200000000000001,0.00010738943554403314,2.720954695591332e-06,0.00021477887108806629,2.720954695591332e-06,0.0002174998257836576
10.25,0.00010457648382842394,2.6483442857233654e-06,0.00020915296765684787,2.6483442857233654e-06,0.00021180131194257123
10.3,0.00010184802836178375,2.577964512985414e-06,0.0002036960567235675,2.577964512985414e-06,0.0002062740212365529
10.350000000000001,9.920121573016644e-05,2.509738068087439e-06,0.00019840243146033288,2.509738068087439e-06,0.0002009121695284203
10.4,9.663329924052782e-05,2.4435906183936e-06,0.00019326659848105564,2.4435906183936e-06,0.00019571018909944924
10.450000000000001,9.414163455129247e-05,2.379450682119317e-06,0.00018828326910258494,2.379450682119317e-06,0.00019066271978470425
10.5,9.172367549692439e-05,2.3172495083085098e-06,0.00018344735099384878,2.3172495083085098e-06,0.0001857646005021573
10.55,8.937697009723096e-05,2.2569209623046455e-06,0.00017875394019446192,2.2569209623046455e-06,0.00018101086115676656
10.600000000000001,8.709915674260785e-05,2.1984014164441934e-06,0.0001741983134852157,2.1984014164441934e-06,0.0001763967149016599
10.65,8.488796054687529e-05,2.1416296457157223e-06,0.00016977592109375058,2.1416296457157223e-06,0.0001719175507394663
10.700000000000001,8.274118985978229e-05,2.0865467281410762e-06,0.00016548237971956457,2.0865467281410762e-06,0.00016756892644770565
10.75,8.06567329316562e-05,2.033095949648272e-06,0.0001613134658633124,2.033095949648272e-06,0.00016334656181296066
10.8,7.863255472305093e-05,1.981222713217381e-06,0.00015726510944610186,1.981222713217381e-06,0.00015924633215931924
10.850000000000001,7.666669385261039e-05,1.9308744520924957e-06,0.00015333338770522078,1.9308744520924957e-06,0.00015526426215731328
10.9,7.475725967669894e-05,1.8820005468632405e-06,0.00014951451935339789,1.8820005468632405e-06,0.00015139651990026112
10.950000000000001,7.290242949467495e-05,1.8345522462297835e-06,0.0001458048589893499,1.8345522462297835e-06,0.0001476394112355797
11.0,7.110044587398788e-05,1.7884825912746887e-06,0.00014220089174797577,1.7884825912746887e-06,0.00014398937433925045
11.05,6.934961408956531e-05,1.7437463430741313e-06,0.00013869922817913061,1.7437463430741313e-06,0.00014044297452220475
11.100000000000001,6.764829967223307e-05,1.7002999134895607e-06,0.00013529659934446615,1.7002999134895607e-06,0.0001369968992579557
11.15,6.599492606116733e-05,1.6581012989889727e-06,0.00013198985212233466,1.6581012989889727e-06,0.00013364795342132364
11.200000000000001,6.438797235562431e-05,1.6171100173546588e-06,0.00012877594471124863,1.6171100173546588e-06,0.0001303930547286033
11.25,6.282597116142649e-05,1.5772870471415454e-06,0.00012565194232285297,1.5772870471415454e-06,0.0001272292293699945
11.3,6.130750652790193e-05,1.53859476975708e-06,0.00012261501305580385,1.53859476975708e-06,0.00012415360782556094
11.350000000000001,5.983121197118585e-05,1.500996914040114e-06,0.0001196624239423717,1.500996914040114e-06,0.0001211634208564118
11.4,5.839576857998839e-05,1.4644585032224311e-06,0.00011679153715997678,1.4644585032224311e-06,0.00011825599566319921
11.450000000000001,5.699990320012271e-05,1.428945804162249e-06,0.00011399980640024542,1.428945804162249e-06,0.00011542875220440767
11.5,5.5642386694265496e-05,1.3944262787447433e-06,0.00011128477338853099,1.3944262787447433e-06,0.00011267919966727574
11.55,5.432203227358956e-05,1.3608685373495714e-06,0.00010864406454717912,1.3608685373495714e-06,0.0001100049330845287
11.600000000000001,5.303769389807153e-05,1.3282422942906385e-06,0.00010607538779614306,1.3282422942906385e-06,0.0001074036300904337
11.65,5.178826474242714e-05,1.296518325137685e-06,0.00010357652948485428,1.296518325137685e-06,0.00010487304780999196
11.700000000000001,5.057267572477318e-05,1.2656684258340182e-06,0.00010114535144954635,1.2656684258340182e-06,0.00010241101987538037
11.75,4.93898940952523e-05,1.2356653735286442e-06,9.87797881905046e-05,1.2356653735286442e-06,0.00010001545356403324
11.8,4.823892208198588e-05,1.2064828890452581e-06,9.647784416397176e-05,1.2064828890452581e-06,9.768432705301701e-05
11.850000000000001,4.7118795591846227e-05,1.1780956009141293e-06,9.423759118369245e-05,1.1780956009141293e-06,9.541568678460658e-05
11.9,4.6028582963655004e-05,1.1504790108966703e-06,9.205716592731001e-05,1.1504790108966703e-06,9.320764493820668e-05
11.950000000000001,4.4967383771527745e-05,1.123609460935695e-06,8.993476754305549e-05,1.123609460935695e-06,9.105837700399118e-05
12.0,4.393432767619067e-05,1.0974641014677873e-06,8.786865535238134e-05,1.0974641014677873e-06,8.896611945384913e-05
12.05,4.292857332219563e-05,1.0720208610370342e-06,8.585714664439127e-05,1.0720208610370342e-06,8.69291675054283e-05
12.100000000000001,4.1949307279057004e-05,1.0472584171524824e-06,8.389861455811401e-05,1.0472584171524824e-06,8.494587297526649e-05
12.15,4.0995743024423553e-05,1.0231561683342606e-06,8.199148604884711e-05,1.0231561683342606e-06,8.301464221718137e-05
12.200000000000001,4.0067119967486386e-05,9.996942072960278e-07,8.013423993497277e-05,9.996942072960278e-07,8.11339341422688e-05
12.25,3.916270251090654e-05,9.768532952138345e-07,7.832540502181308e-05,9.768532952138345e-07,7.930225831702692e-05
12.3,3.8281779149623016e-05,9.546148370338276e-07,7.656355829924603e-05,9.546148370338276e-07,7.751817313627986e-05
12.350000000000001,3.742366160497863e-05,9.32960857773519e-07,7.484732320995726e-05,9.32960857773519e-07,7.578028406773079e-05
12.4,3.658768399267018e-05,9.118739797733772e-07,7.317536798534036e-05,9.118739797733772e-07,7.408724196511374e-05
