Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(2),J_5p1/2(1),J_total_In_relativistic
1.9000000000000001,0.016629205865693473,0.05698491153591795,0.029816895610223153,0.031070294136959963,0.10125259704560945,0.08188086851182652,0.08410206202546124,0.057961949759825195,0.058537757094352216,0.05780540002795217,0.11832524249280645,0.1153847377159448,0.1267405235939283,0.12586053947555215,0.020761823821135436,0.006538774692664593,3.740880712862898
1.9500000000000002,0.016625303975291543,0.056824785936589364,0.029815093373124,0.031068148891798354,0.09947201077710258,0.0816683944747652,0.08386012276280519,0.05794696768520988,0.05852190453105702,0.05378393937602632,0.11316705291820557,0.10995666203345755,0.1222012395931648,0.12121910462551752,0.01916960595878001,0.006460970546348211,3.646091962931308
2.0,0.01662130205240971,0.05666101916027229,0.029813152200418937,0.03106583864614818,0.09768023910062511,0.0814425652273944,0.0836032069143385,0.05793026802595553,0.058504240041523256,0.05011718864519697,0.10806717498877763,0.10461713781310868,0.11769463034529636,0.11662023546164602,0.017636170658557136,0.006360985417654568,3.5528297894833636
2.0500000000000003,0.01661720019763837,0.05649364912010725,0.029811065533083457,0.031063355659296778,0.09587924787480992,0.0812030909365039,0.08333101728537053,0.05791172109961627,0.05848462771659332,0.04678984975129344,0.10304149627683334,0.09938216954555487,0.11323295384375931,0.11207601077477686,0.016172190756413823,0.006239718497304359,3.4613040000732833
2.1,0.016612998514040387,0.05632271445339689,0.029808826710001856,0.031060692075041273,0.09407097688793756,0.08094970424534527,0.083043283869029,0.0578911936484336,0.05846292802360537,0.0437855219540738,0.09810460572521103,0.09426615909534572,0.10882734449394985,0.10759731908276446,0.014785615535890442,0.006098717484204809,3.371696820901416
2.15,0.016608697107145583,0.05614825450534786,0.02980642897228923,0.031057839927090235,0.09225733667007562,0.08068216110749264,0.08273976471067918,0.05786854918111225,0.05843899817527924,0.04108695717824688,0.09326975026425521,0.08928188953110573,0.1044878283124064,0.10319388512251433,0.01348197666369931,0.005939955186862228,3.2841638665603035
2.2,0.016604296084945104,0.05597030931257709,0.029803865467665072,0.031054791144525404,0.09044020545226995,0.08040024152691287,0.08242024665603467,0.05784364833589439,0.05841269252047068,0.03867629826851386,0.08854881177856894,0.08444053086076986,0.1002233494135503,0.09887430670024239,0.012264696291489683,0.005765658038896027,3.198835367372158
2.25,0.01659979555788567,0.05578891958639319,0.029801129254874933,0.031051537557318844,0.08862142627807469,0.0801037502034058,0.08208454598258359,0.05781634926272027,0.05838386295437982,0.036535299016218444,0.08395230245935413,0.07975166497074435,0.09604180552045023,0.09464609961286981,0.011135385979230793,0.005578175659823737,3.115817580909466
2.3000000000000003,0.016595195638863677,0.05560412669586359,0.029798213308156716,0.03104807090190098,0.0868028042720033,0.07979251708303337,0.08173250891452814,0.05778650802216726,0.058352359345704,0.03464552521720205,0.07948937650983631,0.07522332708879358,0.09195009050745509,0.09051574865314724,0.010094128992034298,0.005379882873782593,3.035194328040257
2.35,0.016590496443219194,0.0554159726506784,0.029795110521748065,0.031044382826774894,0.08498610406878207,0.07946639781360165,0.08136401202198883,0.057753978998785545,0.05831802997815409,0.032988536398028484,0.07516785615633491,0.07086206116656008,0.08795414223851998,0.08648876298779788,0.00913974139713868,0.005173107375217422,2.957028605080509
2.4000000000000004,0.016585698088729818,0.05522450008382173,0.029791813714431344,0.03104046489817226,0.08317304740659097,0.07912527410568905,0.08097896250575366,0.05771861532639648,0.0582807220037057,0.03154604817977822,0.0709942699471861,0.06667298669709797,0.08405899420228496,0.08256973444978546,0.008270009489092092,0.004960077623558379,2.8813642328939655
2.45,0.016580800695604404,0.05502975223406157,0.029788315634112664,0.031036308605746316,0.08136531088679233,0.0787690540001267,0.08057729836935575,0.057680269322889055,0.05824028190493217,0.03030007553526914,0.0669739013875839,0.06265987463491941,0.08026882966197475,0.07876239751267115,0.007481902585167018,0.004742886646864356,2.8082275114494606
2.5,0.016575804386476684,0.05483177292826913,0.029784608962431437,0.03103190536829722,0.07956452390197373,0.07839767204322966,0.08015898848073717,0.05763879293203989,0.05819655596376407,0.029233057438004813,0.06311084605268968,0.05882523026128132,0.07658703723460206,0.0750696899177137,0.006771761297704048,0.004523468299512981,2.7376288547177685
2.5500000000000003,0.016570709286398734,0.054630606563578786,0.02978068631939692,0.031027246539525186,0.07777226673347466,0.07801108937144992,0.07972403252620179,0.05759403816989208,0.05814939073403889,0.02832796360136701,0.05940807543702262,0.05517038102750256,0.0730162669900069,0.07149381310392838,0.0061354621174638715,0.004303583209590498,2.669564386110213
2.6,0.016565515522834348,0.05442629808939967,0.02977654026804819,0.031022323413806764,0.0759900688189269,0.07760929370747219,0.0792724608597724,0.05754585757325674,0.05809863351524333,0.027568384167148283,0.055867505928896846,0.05169556760694682,0.06955848631653581,0.0680362917488684,0.0055685596220464255,0.004084812198452277,2.6040174791139425
2.6500000000000004,0.016560223225652263,0.05421889298929001,0.02977216331913405,0.031017127231989697,0.07421940718971953,0.0771922992701003,0.07880433425144774,0.05749410464794755,0.058044132824908855,0.026938603326500388,0.052490071439054584,0.048400036586079304,0.06621503493765196,0.06469803186485991,0.005066407919021093,0.0038685553939504917,2.540960231509972
2.7,0.016554832527119277,0.054008437262705385,0.029767547935809317,0.03101164918720171,0.07246170507770439,0.07676014660058444,0.07831974353820158,0.05743863431442109,0.0579857388671955,0.026423657947076015,0.04927579835798369,0.04528213342195293,0.0629866785838703,0.061479377013689586,0.004624263090195801,0.003656035612494948,2.4803548646787528
2.75,0.01654934356189323,0.053794977406632,0.029762686538343977,0.031005880430668736,0.07071833068988598,0.07631290230831705,0.07781880918187763,0.05737930334857363,0.05792330399529023,0.026009382341038622,0.046223881662796895,0.04233939448385309,0.05987366092877698,0.05838016230445974,0.0042373684613331375,0.0034483048682508936,2.4221550421022324
2.8000000000000003,0.016543756467015888,0.053578560397116115,0.029757571508841715,0.030999812077537967,0.06899059614929616,0.07585065873907687,0.07730168073841213,0.0573159708155362,0.057856683165350704,0.02568244034322592,0.04333276113880424,0.039568637177790224,0.05687575348815899,0.05539976592651574,0.003901024512016008,0.0032462531009998367,2.3663071033527263
2.85,0.016538071381905668,0.05335923367070074,0.029752195195964348,0.030993435212701287,0.0672797565997373,0.0753735335692273,0.0767685362430581,0.05724849849441346,0.057785734379842905,0.025430345880543104,0.04060019682048955,0.036966047322010795,0.05399230325884418,0.05253715804361263,0.0036106451823721642,0.0030506184013165192,2.3127512116680413
2.9000000000000004,0.01653228844835028,0.05313704510578065,0.02974654991965867,0.030986740896614563,0.0655870094715911,0.07488166932947456,0.07621958151649334,0.05717675129202567,0.05771031911824927,0.025241473205979737,0.038023342889563834,0.03452726309832018,0.051222277939945264,0.04979094693807394,0.0033618022411086765,0.0028619981662677827,2.2614224147008177
2.95,0.016526407810499223,0.05291204300388688,0.0297406279758823,0.03097972017110839,0.0639134939054346,0.07437523286196583,0.07565504939686854,0.057100597643836716,0.05763030275326165,0.025105057946659612,0.03559881939268239,0.03224745504696042,0.04856430863496374,0.0471594223457822,0.0031502592672569777,0.002680860743828669,2.2122516192415786
3.0,0.01652042961485618,0.05268427607091156,0.02973442164132511,0.03097236406518589,0.062260290329779554,0.07385441471465547,0.07507519890299119,0.05701990990038171,0.05754555495071842,0.02501119007800111,0.03332278125729386,0.030121401701712826,0.04601672997985346,0.04464059596574945,0.002971996676503097,0.0025075572217474677,2.1651664816877068
3.0500000000000003,0.01651435401027128,0.05245379339828419,0.02972792317812285,0.03096466360080321,0.060628420188859694,0.07331942847699018,0.07448031433394933,0.05693456469764493,0.0574559500516961,0.024950799888100422,0.03119098419034195,0.028143560576837576,0.04357761768091358,0.04223223916316631,0.0028232290963642655,0.002342333096380152,2.120092216800819
3.1,0.016508181147933246,0.05222064444411019,0.029721124838559626,0.030956609798628455,0.05901884581603024,0.07277051006106224,0.07387070431055379,0.05684444330998059,0.05736136743532141,0.024915637940307298,0.029198847140875468,0.02630813431874521,0.041244823478390744,0.03993191791346485,0.002700416266725915,0.0021853396186839874,2.0769523278878057
3.1500000000000004,0.016501911181361437,0.051984879014282594,0.02971401886975594,0.030948193683774793,0.05743247044801669,0.07220791693245285,0.07324670076402295,0.05674943198431404,0.057261691861027975,0.024898249979836636,0.02734151109401826,0.024609131923476885,0.03901600757780525,0.0377370250579573,0.0026002685185634853,0.0020366446679633524,2.0356692619920262
3.2,0.016495544266397755,0.05174654724357761,0.029706597518338977,0.030939406291503567,0.05587013837495667,0.07163192729503828,0.07260865787734933,0.05664942225450806,0.05715681378914174,0.024891947664080732,0.02561389404038969,0.02304042499687338,0.036888668611953,0.035644809959632595,0.002519747766566889,0.0018962430493916686,1.9961649940094806
3.25,0.01648908056119845,0.05150569957674479,0.02969885303509197,0.0309302386728933,0.054332635220916095,0.0710428392340582,0.07195695098477424,0.05654431123492686,0.05704662967883907,0.024890775927734716,0.024010742032289978,0.021595799098568964,0.034860171212876864,0.03365240566124228,0.002456064840721528,0.0017640661485459935,1.9583615438627067
3.3000000000000003,0.016482520226225802,0.0512623867496023,0.02969077767957939,0.030920681900470554,0.05282068834933325,0.07044096982175153,0.07129197543475839,0.05643400189237768,0.05693104226268045,0.024889477724357637,0.02252667629623914,0.02026900026456475,0.03292777128549822,0.03175685365754737,0.0024066738785638157,0.0016399909077521569,1.9221814309911034
3.35,0.016475863424239706,0.05101665977014786,0.029682363724744906,0.030910727073798654,0.051334967387646556,0.06982665418985003,0.07061414542177144,0.056318403295755645,0.056809960797078965,0.0248834568167729,0.02115623642132935,0.019053776847054938,0.03108863908371919,0.029955126400273063,0.002369264405480218,0.0015238481097020794,1.887548070462637
3.4000000000000004,0.01646911032028911,0.05076856989969574,0.02967360346147893,0.03090036532502038,0.04987608486519672,0.06920024457318481,0.06992389279213673,0.056197430842860954,0.05668330128821611,0.024868739220764154,0.019893919684925564,0.01794391684534926,0.029339880196247104,0.028244147658588736,0.0023417516448892214,0.001415429968842126,1.8543861149969776
3.45,0.016462261081703372,0.05051816863404995,0.029664489203152823,0.030889587824350802,0.0484445969583594,0.06856210932860848,0.06922166582905864,0.05607100646399709,0.05655098669306612,0.02484193384065504,0.018734216612165757,0.016933280929090463,0.027678554553586834,0.02662081086021583,0.0023222655223512005,0.0013144970407745753,1.8226217471228936
3.5,0.01645531587808349,0.050265507684723904,0.02965501329011667,0.03087838578551651,0.04704100433675881,0.0679126319333648,0.06850792802183121,0.0559390588020941,0.05641294709533368,0.024800192772210378,0.017671642894118624,0.016015831375409052,0.02610169356988116,0.02508199553877542,0.002309138757647061,0.0012207844672321743,1.7921829255848627
3.5500000000000003,0.016448274881293228,0.05001063896021651,0.02964516809415782,0.030866750471137582,0.0456657531043374,0.06725220996695229,0.06778315682408051,0.05580152336923155,0.056269119856247544,0.024741171688346726,0.016700767812003574,0.015185657156050863,0.024606315533803276,0.023624582011899355,0.0023008943768836423,0.0011340075824897665,1.7629995899769686
3.6,0.016441138265450125,0.049753614547354524,0.029634946022917205,0.030854673198048698,0.04431923582900748,0.06658125408042713,0.06704784240573061,0.05565834267956013,0.05611944974028366,0.02466299066674206,0.01581623933219418,0.014436995419661524,0.023189439361806792,0.02224546441222181,0.0022962329218510795,0.0010538669125002111,1.735003827418652
3.6500000000000004,0.016433906206916395,0.04949448669271098,0.029624339524260756,0.03084214534255593,0.04300179265458909,0.06590018695697682,0.06630248640320575,0.05550946635873951,0.055963889016015345,0.02456419576582193,0.0150128060494217,0.013764249619066278,0.02184809682505052,0.020941562190021145,0.0022940195852848445,0.0009800526030330475,1.708130004905689
3.7,0.01642657888428972,0.04923330778410918,0.02961334109060307,0.03082915834562579,0.04171371248874214,0.06520944226747036,0.06554760067219231,0.055354851230121474,0.055802397532404374,0.02444372160690745,0.014285336164244681,0.013162004534230949,0.02057934335853323,0.019709830202331875,0.002293271458228342,0.0009122483152242474,1.6823148707756466
3.75,0.016419156478393936,0.0489701303322217,0.02960194326318076,0.030815703718003254,0.040455234260627526,0.06450946362455373,0.06478370604708318,0.05519446137801209,0.05563494277095537,0.024300855175589792,0.013628833685992946,0.012625038439254534,0.01938026755758569,0.018547267498970767,0.0022931450389951833,0.0008501346272127875,1.6574976285256358
3.8000000000000003,0.016411639172269617,0.04870500695227378,0.029590138636272783,0.030801773045255512,0.03922654824208285,0.06380070353871385,0.06401133111101814,0.05502826818844382,0.055461499874255964,0.024135201014628318,0.01303845205453034,0.01214833265679013,0.018247999462969323,0.017450924911156428,0.002292924121448514,0.0007933919808824845,1.6336199860157048
3.85,0.016404027151164537,0.04843799034585999,0.02957791986136529,0.03078735799273839,0.03802779742616912,0.0630836223795797,0.06323101098021647,0.05485625036797811,0.05528205165151715,0.02394664794377921,0.012509505373767866,0.011727078736219828,0.017179717731489397,0.01641791154325719,0.002292008152914157,0.000741703211156154,1.6106261828835706
3.9000000000000004,0.01639632060252404,0.0481691332828832,0.0295652796512585,0.030772450310482372,0.03685907895703624,0.06235868734556852,0.06244328610607519,0.054678393941140636,0.05509658856181154,0.02373533740882836,0.012037477447315125,0.01135668348316712,0.016172655784358454,0.015445400262779893,0.0022899011287549707,0.0006947556946037351,1.588462998791385
3.95,0.016388519715981303,0.04789848858362471,0.029552210784113186,0.030757041837995363,0.03572044560516456,0.06162637144481829,0.06164870109827926,0.054494692227166006,0.054905108675782154,0.023501633532570565,0.011618028802359258,0.01103277205790809,0.015224107020698647,0.014530632278198936,0.0022862010709010154,0.0006522431527982987,1.5670797449239404
4.0,0.016380624683347493,0.0476261091009538,0.02953870610743451,0.030741124508979336,0.034611907282166274,0.06088715249017641,0.060847803571939356,0.0543051457967945,0.05470761761666084,0.02324609491436469,0.011247001882142773,0.010751189349280538,0.014331429178690031,0.013670920888794057,0.002280590120920155,0.0006138671446919692,1.5464282409631687
4.05,0.01637263569860182,0.047352047702685404,0.029524758541990898,0.030724690355958203,0.03353343258947229,0.06014151211083997,0.06004114302154178,0.05410976240992237,0.054504128481493296,0.02296944820200107,0.01092042458057422,0.010507999819083515,0.013492047922031484,0.012863654485387437,0.002272825264320125,0.0005793382816141605,1.5264627795780195
4.1000000000000005,0.01636455295788149,0.04707635725409379,0.029510361085665834,0.030707731514814283,0.03248495039538614,0.05938993478306607,0.05922926972426245,0.05390855693495821,0.05429466174351785,0.022672563439730224,0.010634512284810755,0.010299485999959461,0.012703459724586565,0.012106298875708703,0.0022627296913744935,0.0005483771961854853,1.507140080289886
4.15,0.01635637665947156,0.04679909060059044,0.02949550681724047,0.03069024022923089,0.03146635143515493,0.05863290688219257,0.0584127336749665,0.053701551250781375,0.05407924513668688,0.02235643117920163,0.010385668583329863,0.010122145817571317,0.011963234121331733,0.011396399003020932,0.0022501847903697025,0.0005207152940815162,1.4884192344029579
4.2,0.01634810700379468,0.0465203005505738,0.02948018890010503,0.030672208855038654,0.030477489928886888,0.057870915758030606,0.05759208355498558,0.05348877413223487,0.05385791352335401,0.02202214132552633,0.010170484788257462,0.009972688895705342,0.011269015389036258,0.010731580121628915,0.0022351227616009836,0.0004960953140780294,1.4702616425255302
4.25,0.016339744193400757,0.046240039858458454,0.029464400585897086,0.030653629864463326,0.02951818521233458,0.05710444883551291,0.0567678657365399,0.05327026112011462,0.053630708746177196,0.021670863678488493,0.009985738411712998,0.009848031990894698,0.010618523715552405,0.010109548488056409,0.0022175198346426235,0.00047427171864380106,1.452630946055201
