Q,J_1s_one_electron,J_2s_one_electron,J_2p_one_electron,J_total_O
3.0,0.07182371255271155,0.006041988647901827,0.018001561016206688,0.22773764646605352
3.0500000000000003,0.07082686179019164,0.00603688706358618,0.016911859819019354,0.22137493698363306
3.1,0.0698329857388818,0.006034994246791848,0.015892527211371903,0.21530606881683492
3.1500000000000004,0.06884253620435866,0.006034616946946853,0.014938807606070933,0.20950953672689476
3.2,0.06785594850336524,0.0060343627455959085,0.014046273216094638,0.20396571536230085
3.25,0.06687364145637328,0.006033099585484123,0.013210802058997505,0.19865669031970484
3.3000000000000003,0.06589601741064427,0.006029920062566166,0.012428557233026818,0.19356610387852816
3.35,0.06492346229241606,0.006024109975825357,0.011695967435282346,0.18867901427761222
3.4000000000000004,0.06395634568681684,0.006015120675983963,0.011009708682821397,0.18398176745688719
3.45,0.0629950209440879,0.006002544797567796,0.010366687190938015,0.17946188024706347
3.5,0.06203982531068421,0.005986094999186112,0.00976402335836338,0.17510793405319414
3.5500000000000003,0.06109108008381454,0.005965585374247356,0.009199036806385738,0.17090947814166674
3.6,0.06014909078798269,0.0059409152286811285,0.008669232417497235,0.16685694170331658
3.6500000000000004,0.059214147372095495,0.005912054953664869,0.008172287318839004,0.16294155392687673
3.7,0.05828652442571414,0.005879033749988253,0.007706038756188867,0.15915527137616026
3.75,0.057366481413039704,0.005841928986683554,0.007268472805319459,0.15549071202072437
3.8000000000000003,0.05645426292324412,0.005800857000075603,0.006857713869090026,0.15194109532299954
3.85,0.055550098935781125,0.005755965160636786,0.006472014910494074,0.14850018783481211
3.9000000000000004,0.0546542050993397,0.005707425054148323,0.006109748373966649,0.14516225380284264
3.95,0.05376678302313374,0.00565542664084288,0.005769397749478571,0.14192201032586754
4.0,0.05288802057925572,0.005600173271603331,0.0054495497362469095,0.13877458664670575
4.05,0.05201809221485938,0.005541877454077883,0.005148886965222642,0.13571548719876508
4.1000000000000005,0.05115715927297577,0.005480757273892889,0.0048661812418390755,0.1327405580610936
4.15,0.050305370320808326,0.0054170333871416424,0.004600287272789839,0.1298459565070593
4.2,0.04946286148439591,0.005350926510129838,0.004350136842831088,0.12702812336037586
4.25,0.048629756788577325,0.005282655341085628,0.004114733409753718,0.12428375789834079
4.3,0.04780616850123637,0.005212434856303542,0.0038931470877363464,0.1216097950660252
4.3500000000000005,0.04699219748085292,0.005140474930086719,0.0036845099912618503,0.11900338478692668
4.4,0.04618793352643277,0.005066979233971559,0.003488011913654697,0.11646187317542744
4.45,0.04539345572893581,0.004992144376145058,0.0033028963160712617,0.11398278547444678
4.5,0.04460883282336999,0.004916159246772112,0.003128456604450763,0.11156381055808726
4.55,0.04383412354076545,0.004839204539204639,0.002964032673511197,0.10920278685398496
4.6000000000000005,0.04306937695928993,0.00476145242080686,0.0028090076983552804,0.1068976895536147
4.65,0.042314632853813386,0.004683066330455462,0.0026628051556386906,0.10464661899109245
4.7,0.04156992204327468,0.004604200882708085,0.0025248860575503304,0.10244779008216684
4.75,0.040835266735248885,0.004525001861222171,0.0023947463830660425,0.10029952272520629
4.800000000000001,0.04011068086715686,0.00444560628628732,0.0022719146920669336,0.0982002330751561
4.8500000000000005,0.03939617044360201,0.004366142543342757,0.002155949908965852,0.09614842560975294
4.9,0.03869173386936041,0.004286730561118154,0.002046439263464566,0.0941426859148154
4.95,0.03799736227759129,0.004207482029588554,0.0019429963769743396,0.09218167412225704
5.0,0.037313039852873424,0.004128500649296962,0.0018452594840778049,0.09026411894065199
5.050000000000001,0.03663874414871092,0.004049882404793301,0.0017528897791945636,0.0883888122237867
5.1000000000000005,0.035974446399188134,0.00397171585598522,0.0016655698793406391,0.08655460402770927
5.15,0.03532011182448785,0.003894082442112022,0.0015830023945464533,0.08476039811138555
5.2,0.03467569993002066,0.0038170567938531305,0.0015049085981231505,0.08300514784024018
5.25,0.03404116479894478,0.0037407070497805627,0.0014310271895460385,0.08128785245563484
5.300000000000001,0.03341645537788589,0.003665095173973013,0.001361113143260054,0.07960755367675801
5.3500000000000005,0.03280151575569554,0.003590277272138039,0.0012949366372084366,0.07796333260450089
5.4,0.03219628543511335,0.00351630390404795,0.0012322820553450295,0.07635430689970273
5.45,0.03160069959722467,0.0034432203904928194,0.0011729470588156216,0.07477962821069747
5.5,0.031014689358628816,0.003371067113297886,0.0011167417208868317,0.07323847982740073
5.550000000000001,0.030438182021256432,0.0032998798072491837,0.0010634877210646987,0.07173007454127003
5.6000000000000005,0.029871101314795524,0.003229689843026284,0.0010130175941814926,0.07025365269236959
5.65,0.029313367631705688,0.003160524500459687,0.0009651740305403058,0.06880848038649197
5.7,0.028764898254818955,0.0030924072316172798,0.0009198092234947171,0.06739384786685133
5.75,0.028225607577542614,0.0030253579133832525,0.0008767842611068421,0.06600906802627911
5.800000000000001,0.027695407316695658,0.002959393089327617,0.0008359685587731736,0.06465347504713924
5.8500000000000005,0.027174206718025205,0.0028945262007779977,0.0007972393299351861,0.06332642315734714
5.9,0.026661912754462752,0.002830767807100453,0.0007604810922021522,0.06202728549193502
5.95,0.026158430317192876,0.0027681257952752,0.000725585206408342,0.06075545305056952
6.0,0.025663662399618033,0.0027066055789182497,0.0006924494463068507,0.05951033374229997
6.050000000000001,0.02517751027431368,0.0026462102869531145,0.0006609775967689357,0.05829135150960933
6.1000000000000005,0.02469987366307719,0.0025869409421795083,0.000631079078511909,0.05709794552456103
6.15,0.024230650900182338,0.0025287966300197055,0.0006026685975212737,0.055929569450489186
6.2,0.0237697390889588,0.0024717746577493584,0.0005756658174648378,0.05478569076327567
6.25,0.023317034251822546,0.0024158707045390275,0.0005499950535187253,0.05366579012679805
6.300000000000001,0.02287243147388887,0.0023610789626465605,0.0005255849861383396,0.05256936081762423
6.3500000000000005,0.022435825040304943,0.0023073922701095425,0.0005023683934120846,0.0514959081944773
6.4,0.022007108567442826,0.0022548022352920413,0.0004802819007326356,0.05044494920840028
6.45,0.02158617512809793,0.0022032993536415498,0.00045926574661041004,0.049416011949920596
6.5,0.021172917370840497,0.0021528731170107514,0.00043926356353710024,0.048408635229850894
6.550000000000001,0.02076722763367034,0.0021035121158951846,0.0004202221728842506,0.04742236819066805
6.6000000000000005,0.0203689980521269,0.002055204134932351,0.00040209139289332365,0.0464567699456918
6.65,0.01997812066200782,0.0020079362420006865,0.00038482385887993046,0.04551140924353673
6.7,0.019594487496850457,0.001961694871248483,0.00036837485483631933,0.04458586415554316
6.75,0.01921799068033077,0.0019164659003734494,0.00035270215567314683,0.043679721784101025
6.800000000000001,0.018848522513734253,0.0018722347224635013,0.0003377658793943713,0.042792577989973
6.8500000000000005,0.018485975558653157,0.0018289863126986824,0.000323528348548097,0.04192403713689606
6.9,0.01813024271506342,0.0017867052902030243,0.00030995396034164596,0.04107371185189947
6.95,0.017781217294933847,0.00174537597532386,0.00029700906485132563,0.04024122279992071
7.0,0.017438793091518568,0.001704982442604624,0.00028466185079650607,0.03942619847143241
7.050000000000001,0.017102864444482273,0.0016655085697057132,0.000272882238383978,0.03862827498191188
7.1000000000000005,0.016773326301005958,0.0016269380825165698,0.0002616417787623199,0.03784709588209434
7.15,0.016450074273018662,0.0015892545966908515,0.0002509135596573541,0.03708231197804844
7.2,0.016133004690698675,0.0015524416558254882,0.00024067211678890782,0.03633358116020396
7.25,0.01582201465238508,0.0015164827664935464,0.00023089335069615584,0.03560056824054187
7.300000000000001,0.015517002071038032,0.0014813614303302585,0.00022155444862398526,0.03488294479723252
7.3500000000000005,0.015217865717383495,0.0014470611733613003,0.00021263381114620773,0.03418038902607442
7.4,0.014924505259875187,0.00141356557275244,0.00020411098322319041,0.033492585598148016
7.45,0.014636821301603847,0.0013808582811500993,0.00019596658941170683,0.03281922552315472
7.5,0.014354715414280725,0.0013489230487730983,0.00018818227296361822,0.03216000601796212
7.550000000000001,0.014078090169419202,0.001317743743406976,0.00018074063856750522,0.03151463037992238
7.6000000000000005,0.013806849166835453,0.0012873043684437596,0.00017362519850366208,0.030882807864573075
7.65,0.013540897060585678,0.0012575890791018788,0.00016682032199802788,0.030264253567367227
7.7,0.013280139582454567,0.00122858219695315,0.00016031118757475472,0.029658688309114455
7.75,0.013024483563106162,0.0012002682228762908,0.0001540837382202577,0.029065838524845938
7.800000000000001,0.012773836951005292,0.0011726318485493535,0.00014812463918384192,0.028485436155844656
7.8500000000000005,0.012528108829214452,0.001145657966586716,0.00014242123825141415,0.027917218544607995
7.9,0.012287209430167775,0.0011193316794198503,0.00013696152833941741,0.027360928332532918
7.95,0.012051050148520709,0.0010936383070150244,0.00013173411226604325,0.026816313360135638
8.0,0.011819543552170656,0.001068563393515298,0.00012672816956601213,0.026283126569635957
8.05,0.011592603391540864,0.0010440927128887246,0.0001219334252238318,0.025761125909754507
8.1,0.01137014460721668,0.0010202122736594872,0.00011734012020847883,0.02525007424258625
8.15,0.011152083336020194,0.0009969083227938016,0.00011293898369994356,0.024749739252427766
8.200000000000001,0.01093833691560646,0.0009741673488078134,0.00010872120690507877,0.024259893356448865
8.25,0.010728823887661224,0.000951976084160319,0.00010467841836671359,0.02378031361710994
8.3,0.010523463999777433,0.0009303215069890493,0.00010080266067609359,0.023310781656237338
8.35,0.01032217820608489,0.0009091908422453678,9.708636850439693e-05,0.022851083570678103
8.4,0.010124888666704402,0.000888571562278551,9.352234787438535e-05,0.022401009849463447
8.450000000000001,0.009931518746095392,0.0008684513869174162,9.010375659821889e-05,0.021960355292418493
8.5,0.009741993010362902,0.0008488182830937776,8.682408581209284e-05,0.02152891893016173
8.55,0.00955623722358749,0.0008296604640491902,8.367714254269239e-05,0.02110650394544413
8.6,0.009374178343239007,0.0008109663881635747,8.065703324450983e-05,0.020692917595783202
8.65,0.009195744514732504,0.0007927247574416002,7.775814825085084e-05,0.02028797113735161
8.700000000000001,0.009020865065182411,0.0007749245156902135,7.497514708490175e-05,0.01989147975008486
8.75,0.008849470496408475,0.0007575548464182941,7.230294458053425e-05,0.019503262463975674
8.8,0.008681492477244819,0.0007406051704872135,6.973669776562414e-05,0.01912314208652656
8.85,0.008516863835201288,0.0007240651435389933,6.72717934635573e-05,0.018750945131334792
8.9,0.008355518547523826,0.0007079246532267796,6.490383657130391e-05,0.01838650174778643
8.950000000000001,0.008197391731698912,0.0006921738162705579,6.262863897498447e-05,0.018029645651838875
9.0,0.008042419635444685,0.0006768029753592843,6.044220906622113e-05,0.01768021405787282
9.05,0.007890539626229643,0.0006618026959190319,5.834074182479588e-05,0.017338047611596533
9.1,0.007741690180357878,0.0006471637627652476,5.6320609435219035e-05,0.017002990323987124
9.15,0.007595810871657793,0.0006328771766558003,5.4378352406760884e-05,0.01667488950625423
9.200000000000001,0.007452842359809769,0.0006189341507602186,5.251067116833093e-05,0.0163535957058133
9.25,0.007312726378346197,0.0006053261070592686,5.071441811129846e-05,0.016038962643256126
9.3,0.007175405722355889,0.0005920446726879002,4.8986590054956286e-05,0.015730847150307405
9.35,0.00704082423592322,0.0005790816762335241,4.73243211108345e-05,0.015429109108756828
9.4,0.006908926799330669,0.0005664291440005757,4.572487592348023e-05,0.015133611390356409
9.450000000000001,0.006779659316052209,0.0005540792962514242,4.418564326664638e-05,0.014844219797673853
9.5,0.006652968699563317,0.000542024543432796,4.270412997507048e-05,0.014560803005892508
9.55,0.00652880285999214,0.0005302574823961006,4.127795519319154e-05,0.014283232505549248
9.600000000000001,0.006407110690635063,0.0005187708926192959,3.990484492324584e-05,0.014011382546201701
9.65,0.006287842054358513,0.0005075577324372296,3.8582626856206555e-05,0.01374513008101631
9.700000000000001,0.0061709477699077525,0.0004966111352867579,3.730922546999698e-05,0.013484354712269008
9.75,0.006056379598142243,0.00048592440597234406,3.6082657380310754e-05,0.013228938637750416
9.8,0.005944090228215888,0.0004754910169572715,3.4901026930220034e-05,0.0129787665980672
9.850000000000001,0.005834033263719645,0.0004653046046851124,3.376252200555261e-05,0.012733725824831725
9.9,0.005726163208802714,0.00045535896593559095,3.266541006376542e-05,0.012493705989731672
9.950000000000001,0.005620435454287692,0.0004456480542185549,3.1608034364747586e-05,0.012258599154471483
10.0,0.005516806263794115,0.00043616597620935654,3.058881039264724e-05,0.012028299721577533
10.05,0.0054152327598838155,0.0004269069882285533,2.96062224584372e-05,0.011802704386058486
10.100000000000001,0.005315672910240817,0.0004178654927685082,2.865882047352087e-05,0.011581712087912734
10.15,0.005218085513897511,0.00040903603506912636,2.774521688522756e-05,0.011365223965474186
10.200000000000001,0.005122430187518176,0.00040041329974467826,2.686408376556458e-05,0.011153143309587967
10.25,0.005028667351750159,0.0003919921074633849,2.601415004507963e-05,0.010945375518607407
10.3,0.004936758217652196,0.0003837674116811749,2.519419888414348e-05,0.010741828054203316
10.350000000000001,0.004846664773208872,0.00037573429543080907,2.4403065174395e-05,0.010542410397976942
10.4,0.004758349769939365,0.000367887968167335,2.3639633163494232e-05,0.010347034008867377
10.450000000000001,0.004671776709608142,0.0003602237626706506,2.290283419671151e-05,0.010155612281344432
10.5,0.004586909831044659,0.000352737132005773,2.219164456923978e-05,0.009968060504377825
10.55,0.004503714097078479,0.0003454236465412362,2.1505083483454357e-05,0.009784295821173248
10.600000000000001,0.004422155181595828,0.0003382789910259046,2.0842211105664374e-05,0.009604237189666123
10.65,0.004342199456722976,0.0003312989617243372,2.0202126717198713e-05,0.009427805343763421
10.700000000000001,0.004263813980141408,0.00032447946361072253,1.958396695495275e-05,0.009254922755324073
10.75,0.004186966482539347,0.0003178165076212884,1.898690413678855e-05,0.009085513596868424
10.8,0.004111625355203621,0.0003113062079649813,1.841014466743146e-05,0.00891950370500693
10.850000000000001,0.0040377596377556245,0.0003049447794921283,1.785292752074383e-05,0.008756820544578481
10.9,0.003965339006034605,0.0002987285351206981,1.7314522794478576e-05,0.008597393173488522
10.950000000000001,0.0038943337601312004,0.0002926538833197097,1.6794230333826504e-05,0.008441152208237126
11.0,0.003824714812573837,0.0002867173256492706,1.629137842026954e-05,0.008288029790127292
11.05,0.003756453676670165,0.0002809154543566551,1.5805322522438798e-05,0.008137959552143395
11.100000000000001,0.003689522455005547,0.00027524495002779505,1.5335444105853863e-05,0.007990876586490099
11.15,0.003623893828100181,0.00026970257929349216,1.488114949858545e-05,0.007846717412781689
11.200000000000001,0.00355954104322626,0.00026428519258962953,1.4441868810041493e-05,0.007705419946871945
11.25,0.0034964379033863035,0.0002589897219706207,1.401705490022517e-05,0.0075669234703147495
11.3,0.003434558756453476,0.00025381317897529696,1.3606182396953044e-05,0.0074311686004453585
11.350000000000001,0.0033738784844746057,0.0002487526525444168,1.3208746758654733e-05,0.007298097261072663
11.4,0.003314372493136278,0.00024380530698894708,1.282426338049973e-05,0.0071676526537724486
11.450000000000001,0.003256016701394255,0.00023896838000825316,1.2452266741715608e-05,0.007039779229771879
11.5,0.0031987875312662864,0.00023423918075731864,1.209230959207343e-05,0.0069144226624155035
11.55,0.0031426618977881174,0.00022961508796209655,1.1743962175621156e-05,0.006791529820202913
11.600000000000001,0.003087617199132469,0.00022509354808209365,1.1406811489846217e-05,0.006671048740388511
11.65,0.0030336313068904746,0.00022067207351927215,1.1080460578541925e-05,0.0065529286031336615
11.700000000000001,0.002980682556515004,0.00021634824087235534,1.0764527856741848e-05,0.006437119706201686
11.75,0.0029287497379251685,0.00021211968923562005,1.0458646466170533e-05,0.00632357344018626
11.8,0.0028778120862710983,0.00020798411854125313,1.0162463659738137e-05,0.006212242264263656
11.850000000000001,0.0028278492728580885,0.00020393928794435902,9.875640213682494e-06,0.006103079682459625
11.9,0.0027788413962289912,0.00019998301424970007,9.597849866032817e-06,0.005996040220421514
11.950000000000001,0.0027307689734037024,0.00019611317037926092,9.328778780136995e-06,0.005891079402686475
12.0,0.0026836129312744978,0.00019232768387973401,9.06812503205829e-06,0.005788153730436697
12.05,0.0026373545981558293,0.00018862453546902543,8.815598120707216e-06,0.005687220659732538
12.100000000000001,0.002591975695487214,0.0001850017576208963,8.570918499632161e-06,0.005588238580214749
12.15,0.002547458329687683,0.00018145743318685604,8.333817129445868e-06,0.005491166794266861
12.200000000000001,0.0025037849841602483,0.0001779896940544395,8.104035049916475e-06,0.005395965496629042
12.25,0.0024609385114448008,0.0001745967198410093,7.881322970800358e-06,0.005302595754454822
12.3,0.0024189021255177265,0.00017127673662223312,7.66544088053971e-06,0.005211019487802078
12.350000000000001,0.0023776593942365838,0.00016802801569440386,7.456157671991773e-06,0.005121199450549943
12.4,0.00233719423192805,0.00016484887236977632,7.253250784397537e-06,0.005033099211733243
12.450000000000001,0.002297490892117362,0.00016173766480411192,7.0565058608370225e-06,0.0049466831372862955
12.5,0.002258533960397443,0.00015869279285563563,6.865716420455429e-06,0.004861916372187979
12.55,0.0022203083474358334,0.0001557126969746194,6.6806835447792465e-06,0.004778764823000022
12.600000000000001,0.002182799282117587,0.00015279585712282639,6.5012155774751895e-06,0.004697195140790728
12.65,0.0021459923048222068,0.00014994079172205843,6.327127836936018e-06,0.004617174704436275
12.700000000000001,0.0021098732608327165,0.00014714605663106726,6.158242341107504e-06,0.004538671604291998
12.75,0.0020744282938749596,0.00014441024415010444,5.9943875439992515e-06,0.0044616546262261254
12.8,0.0020396438397851475,0.0001417319820523958,5.835398083348813e-06,0.0043860932360084825
12.850000000000001,0.0020055066203037535,0.0001391099326418466,5.681114538934473e-06,0.0043119575640469384
12.9,0.001972003636993766,0.00013654279183629198,5.531383201056027e-06,0.004239218390464339
12.950000000000001,0.0019391221652813595,0.00013402928827562657,5.386055848726153e-06,0.004167847130508876
13.0,0.0019068497486170383,0.00013156818245415995,5.244989537136831e-06,0.004097815820290944
13.05,0.0018751741927552682,0.0001291582658765571,5.10804639398586e-06,0.004029097102839594
13.100000000000001,0.001844083560150682,0.0001267983602367421,4.975093424268542e-06,0.003961664214471922
13.15,0.0018135661644688825,0.00012448731661915166,4.846002323158047e-06,0.0038954909714687003
13.200000000000001,0.0017836105652099174,0.000122224014721744,4.720649296615952e-06,0.0038305517570497868
13.25,0.0017542055624425066,0.00012000736210018061,4.5989148893913405e-06,0.00376682150864294
13.3,0.001725340191647077,0.0001178362934326108,4.480683820082756e-06,0.0037042757054397066
13.350000000000001,0.0016970037186657286,0.00011570976980450599,4.3658448229528095e-06,0.0036428903562322804
13.4,0.0016691856347572126,0.00011362677801300049,4.254290496199502e-06,0.0035826419875252245
13.450000000000001,0.0016418756517550522,0.00011158632989021101,4.145917156402277e-06,0.0035235076319161352
13.5,0.0016150636973269502,0.00010958746164502026,4.0406246988739e-06,0.0034654648167394366
13.55,0.0015887399103336156,0.00010762923322282024,3.938316463661606e-06,0.003408491552967518
13.600000000000001,0.0015628946362852016,0.00010571072768272761,3.838899106953008e-06,0.0033525663243636704
13.65,0.0015375184228935258,0.0001038310505917915,3.742282477653342e-06,0.003297668076881248
13.700000000000001,0.0015126020157182848,0.00010198932943572948,3.6483794989114465e-06,0.003243776208303674
13.75,0.0014881363539054999,0.00010018471304573842,3.557106054382107e-06,0.0031908705581200052
13.8,0.001464112566016421,9.84163710409372e-05,3.468380879021948e-06,0.0031389313976308043
13.850000000000001,0.0014405219659451801,9.668349328601269e-05,3.382125454225508e-06,0.0030879394202792875
13.9,0.0014173560489234643,9.498528936364843e-05,3.2982639071167134e-06,0.0030378757322026924
13.950000000000001,0.0013946064876105273,9.332098806132862e-05,3.216722913819476e-06,0.00298872184299899
14.0,0.0013722651282668823,9.168983687212066e-05,3.1374316065390754e-06,0.0029404596567041623
14.05,0.0013503239870100111,9.009110150904808e-05,3.0603214842934852e-06,0.0028930714629752923
14.100000000000001,0.001328775246150493,8.852406543267913e-05,2.985326327141188e-06,0.002846539928474909
14.15,0.0013076112506069356,8.698802939156332e-05,2.9123821137587256e-06,0.0028008480884520325
14.200000000000001,0.0012868245043981424,8.54823109751599e-05,2.841426942227906e-06,0.0027559793385155164
14.25,0.0012664076672109711,8.400624417891191e-05,2.77240095389882e-06,0.0027119174265953614
14.3,0.0012463535510423387,8.255917898112715e-05,2.705246260200661e-06,0.0026686464450877342
14.350000000000001,0.0012266551169138906,8.114048093133917e-05,2.6399068722781816e-06,0.002626150823179572
14.4,0.0012073054716578361,7.97495307498276e-05,2.576328633336856e-06,0.0025844153193486747
14.450000000000001,0.0011882978647725015,7.838572393798798e-05,2.514459153585065e-06,0.002543425014035319
14.5,0.0011696256853461734,7.704847039924917e-05,2.4542477476665283e-06,0.002503165302481511
14.55,0.0011512824590478093,7.573719407024356e-05,2.3956453744808026e-06,0.002463621887734029
14.600000000000001,0.0011332618451832476,7.445133256194574e-05,2.3386045792942518e-06,0.0024247807738075637
14.65,0.0011155576338155407,7.319033681050075e-05,2.283079438048033e-06,0.002386628259004275
14.700000000000001,0.0010981637429480799,7.195367073747222e-05,2.2290255037737714e-06,0.002349150929386199
14.75,0.0010810742157692013,7.074081091924838e-05,2.176399755031475e-06,0.0023123356523970253
14.8,0.0010642832179569696,6.95512462653495e-05,2.1251605462878546e-06,0.0022761695706297893
14.850000000000001,0.0010477850350428853,6.838447770538992e-05,2.0752675601568573e-06,0.002240640095737178
14.9,0.001031574069833259,6.724001788445249e-05,2.0266817614274715e-06,0.002205734902481133
14.950000000000001,0.0010156448398870317,6.611739086664128e-05,1.9793653528071417e-06,0.0021714419229185745
15.0,0.0009999919750488515,6.501613184658511e-05,1.933281732312195e-06,0.002137749340720122
15.05,0.0009846102150362095,6.393578686866952e-05,1.8883954522395473e-06,0.0021046455856187163
15.100000000000001,0.0009694944070794984,6.287591255378294e-05,1.8446721796568324e-06,0.00207211932798519
15.15,0.0009546395036138476,6.183607583336698e-05,1.802078658350693e-06,0.002040159473527832
15.200000000000001,0.0009400405600216234,6.081585369056793e-05,1.7605826721755583e-06,0.0020087551581130848
15.25,0.0009256927324245122,5.981483290829228e-05,1.7201530097476766e-06,0.0019778957427045996
15.3,0.0009115912755241023,5.883260982397324e-05,1.6807594304314333e-06,0.0019475708084178767
15.350000000000001,0.0008977315404899309,5.786879009086298e-05,1.642372631567298e-06,0.001917770151687857
15.4,0.0008841089728939546,5.692298844566819e-05,1.6049642168927737e-06,0.001888483779546817
15.450000000000001,0.0008707191106904407,5.599482848235334e-05,1.5685066661098063e-06,0.0018597019050100273
15.5,0.0008575575822402956,5.50839424319407e-05,1.5329733055540494e-06,0.0018314149425666887
15.55,0.0008446201043788505,5.4189970948140064e-05,1.4983382799231801e-06,0.001803613503773674
15.600000000000001,0.0008319024805261686,5.3312562898647426e-05,1.4645765250233053e-06,0.0017762883929497253
15.65,0.0008194005988389323,5.245137516195493e-05,1.4316637414941241e-06,0.001749430602967751
15.700000000000001,0.0008071104304030062,5.160607242951979e-05,1.399576369475173e-06,0.0017230313111429526
15.75,0.0007950280274657846,5.077632701314425e-05,1.3682915641770174e-06,0.0016970818752145656
