Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(2),J_total_Silicon
0.5,0.06310580943062843,0.25500888539846467,0.3740835826457819,0.14864571890618544,0.49309538007214837,0.12621161886125687,0.5100177707969293,0.8918743134371127,0.7481671652915638,0.9861907601442967,3.2624616285311596
0.55,0.0630488534865359,0.2510474364948497,0.3068953687247216,0.14850994713747534,0.43899658889149046,0.1260977069730718,0.5020948729896993,0.891059682824852,0.6137907374494432,0.8779931777829809,3.011036178020047
0.6000000000000001,0.0629865504856178,0.2467912852653998,0.24854310873645497,0.14833626738799147,0.38571731479753635,0.1259731009712356,0.4935825705307996,0.8900176043279489,0.49708621747290993,0.7714346295950727,2.7780941228979668
0.65,0.06291892122112726,0.24226052862804728,0.19904001865507787,0.14811939878193536,0.3349006025032137,0.12583784244225452,0.48452105725609457,0.8887163926916122,0.39808003731015573,0.6698012050064274,2.5669565347065446
0.7000000000000001,0.0628459883735516,0.23747607437049034,0.15795182420517523,0.14785414282314935,0.2877052649134233,0.1256919767471032,0.4749521487409807,0.8871248569388961,0.31590364841035046,0.5754105298268466,2.379083160664177
0.75,0.06276777655070469,0.23245946483644836,0.12454857168583745,0.1475354679098682,0.24483598188069444,0.12553555310140938,0.4649189296728967,0.8852128074592093,0.2490971433716749,0.4896719637613889,2.2144363973665793
0.8,0.06268431231241345,0.22723270338579174,0.09793475988748827,0.14715858785716912,0.2066156593415346,0.1253686246248269,0.4544654067715835,0.8829515271430147,0.19586951977497655,0.4132313186830692,2.071886396997471
0.8500000000000001,0.06259562417779907,0.2218180852197114,0.07715187132015293,0.14671903317545432,0.17307309435222304,0.12519124835559814,0.4436361704394228,0.8803141990527259,0.15430374264030586,0.3461461887044461,1.9495915491924987
0.9,0.062501742615418,0.2162380339458182,0.0612529071267366,0.1462127140890269,0.14402845340755394,0.125003485230836,0.4324760678916364,0.8772762845341613,0.1225058142534732,0.28805690681510787,1.8453185587252148
0.9500000000000001,0.06240270001820712,0.2105149450848655,0.049351892655364514,0.14563597455151064,0.11916724577565324,0.12480540003641424,0.421029890169731,0.8738158473090638,0.09870378531072903,0.23833449155130648,1.7566894143772447
1.0,0.06229853066620025,0.20467103758119337,0.04065291354964025,0.1449856367946785,0.0980992806991468,0.1245970613324005,0.40934207516238674,0.869913820768071,0.0813058270992805,0.1961985613982936,1.6813573457604325
1.05,0.06218927068040178,0.19872821426039627,0.0344635984935031,0.14425903621303562,0.08040262955066872,0.12437854136080356,0.39745642852079255,0.8655542172782138,0.0689271969870062,0.16080525910133744,1.6171216432481534
1.1,0.062074957971144276,0.1927079320676519,0.03019758143817529,0.1434540466257656,0.06565441855529608,0.12414991594228855,0.3854158641353038,0.8607242797545936,0.06039516287635058,0.13130883711059216,1.5619940598191289
1.1500000000000001,0.06195563218386873,0.1866310828085005,0.02736973658285841,0.1425690961646147,0.05345095224460593,0.12391126436773746,0.373262165617001,0.8554145769876882,0.05473947316571682,0.10690190448921186,1.5142293846273553
1.2000000000000002,0.06183133464469372,0.1805178849939966,0.025587139972972277,0.1416031742095598,0.04341969355546496,0.12366266928938743,0.3610357699879932,0.8496190452573589,0.051174279945944555,0.08683938711092992,1.4723311515916138
1.25,0.06170210830750092,0.17438778726110377,0.02453792105507537,0.14055582993473084,0.035225333879866816,0.12340421661500184,0.34877557452220753,0.8433349796083851,0.04907584211015074,0.07045066775973363,1.4350412806154789
1.3,0.061567997703646,0.1682593836972436,0.023979496738254173,0.13942716313722456,0.028571777591965483,0.123135995407292,0.3365187673944872,0.8365629788233473,0.047958993476508345,0.057143555183930966,1.401320290285566
1.35,0.06142904889486052,0.1621503412477803,0.023727150650726295,0.13821780810371587,0.023201451408586003,0.12285809778972104,0.3243006824955606,0.8293068486222952,0.04745430130145259,0.046402902817172006,1.3703228330262014
1.4000000000000001,0.06128530942947081,0.1560773392312101,0.02364352475524564,0.13692891132670476,0.01889298193534242,0.12257061885894162,0.3121546784624202,0.8215734679602286,0.04728704951049128,0.03778596387068484,1.3413717786627664
1.4500000000000002,0.0611368283017317,0.15005602083393932,0.02362930978806348,0.13556210391627924,0.015457983584091256,0.1222736566034634,0.30011204166787864,0.8133726234976755,0.04725861957612696,0.030915967168182512,1.313932908513327
1.5,0.060983655913850875,0.14410095630979375,0.023615231730566146,0.13411946956674248,0.012737464454479297,0.12196731182770175,0.2882019126195875,0.8047168174004549,0.04723046346113229,0.025474928908958593,1.287591434217835
1.55,0.060825844040150484,0.1382256174733308,0.023555311328698064,0.1326035089325949,0.010598182185587581,0.12165168808030097,0.2764512349466616,0.7956210535955694,0.04711062265739613,0.021196364371175162,1.2620309636511033
1.6,0.060663445792758244,0.1324423629543291,0.023421303360912533,0.13101710124739419,0.008929154748933455,0.12132689158551649,0.2648847259086582,0.7861026074843651,0.04684260672182507,0.01785830949786691,1.2370151411982317
1.6500000000000001,0.060496515588223616,0.12676243357622682,0.023198186577697677,0.12936346398417042,0.007638442134692905,0.12099303117644723,0.25352486715245365,0.7761807839050225,0.046396373155395354,0.01527688426938581,1.2123719396587045
1.7000000000000002,0.06032510911449799,0.12119595713547923,0.022880562319302487,0.12764611130959463,0.006650254540015554,0.12065021822899598,0.24239191427095846,0.7658766678575678,0.045761124638604975,0.013300509080031109,1.1879804340761582
1.75,0.060149283297787334,0.11575196179255687,0.02246982123005337,0.12586881202823677,0.00590240330077471,0.12029856659557467,0.23150392358511374,0.7552128721694207,0.04493964246010674,0.01180480660154942,1.1637598114117653
1.8,0.05996909626886932,0.11043839723851827,0.021971947213724224,0.1240355476502274,0.005344086362746106,0.11993819253773864,0.22087679447703654,0.7442132859013644,0.04394389442744845,0.010688172725492212,1.1396603400690801
1.85,0.05978460732855532,0.10526216277298601,0.021395841728122575,0.12215047114761114,0.004933985973244802,0.11956921465711064,0.21052432554597203,0.7329028268856669,0.04279168345624515,0.009867971946489603,1.1156560224914844
1.9000000000000001,0.059595876912064576,0.1002291414186168,0.020752067032539363,0.12021786689368613,0.004638649105689154,0.11919175382412915,0.2004582828372336,0.7213072013621168,0.041504134065078725,0.009277298211378309,1.0917386702999365
1.9500000000000002,0.05940296655215866,0.09534423920209259,0.02005192242743724,0.11824211220754854,0.0044311184758904195,0.11880593310431732,0.19068847840418518,0.7094526732452913,0.04010384485487448,0.008862236951780839,1.067913166560449
2.0,0.059205938840955936,0.09061142875033391,0.01930678191213609,0.1162276408545907,0.004289782164108297,0.11841187768191187,0.18122285750066783,0.6973658451275442,0.03861356382427218,0.008579564328216594,1.0441937084626125
2.0500000000000003,0.05900485739040759,0.08603379638099147,0.01852763455376931,0.1141789087843034,0.00419741165262483,0.11800971478081518,0.17206759276198294,0.6850734527058204,0.03705526910753862,0.00839482330524966,1.020600852661407
2.1,0.058799786791467384,0.08161359190623037,0.01772478003274982,0.1121003623206373,0.004140360745196501,0.11759957358293477,0.16322718381246074,0.6726021739238238,0.03544956006549964,0.008280721490393002,0.997159212875112
2.15,0.05859079257202786,0.0773522804163538,0.016907641315248387,0.1099964089583668,0.004107900847932038,0.11718158514405572,0.1547045608327076,0.6599784537502008,0.033815282630496775,0.008215801695864076,0.973895684053325
2.2,0.058377941153726395,0.07325059536301275,0.016084664316091166,0.10787139086211872,0.004091671147369167,0.11675588230745279,0.1465011907260255,0.6472283451727123,0.03216932863218233,0.008183342294738334,0.9508380891331113
2.25,0.058161299807746696,0.06930859231884914,0.015263280922933404,0.10572956111348743,0.004085225136613547,0.11632259961549339,0.1386171846376983,0.6343773666809246,0.030526561845866808,0.008170450273227095,0.92801416305321
2.3000000000000003,0.057940936609755654,0.06552570284984463,0.014449917040332277,0.10357506270626203,0.004083657615828832,0.11588187321951131,0.13105140569968926,0.6214503762375722,0.028899834080664554,0.008167315231657663,0.905450804469095
2.35,0.05771692039412407,0.061900787997006636,0.013650031564658357,0.1014119102503548,0.004083298685703482,0.11543384078824814,0.12380157599401327,0.6084714615021288,0.027300063129316713,0.008166597371406964,0.883173538785114
2.4000000000000004,0.057489320707582454,0.05843219092411919,0.01286817558891485,0.09924397431149276,0.004081463352516805,0.11497864141516491,0.11686438184823839,0.5954638458689565,0.0257363511778297,0.00816292670503361,0.861206147015223
2.45,0.057258207762462154,0.055117788347124254,0.012108063813191915,0.09707496828593869,0.004076247181946902,0.11451641552492431,0.11023557669424851,0.5824498097156321,0.02421612762638383,0.008152494363893804,0.8395704239250824
2.5,0.05702365238966773,0.051955040417454815,0.011372652233938492,0.0949084376871491,0.0040663599975480835,0.11404730477933546,0.10391008083490963,0.5694506261228947,0.022745304467876985,0.008132719995096167,0.818286036200113
2.5500000000000003,0.05678572599151977,0.04894103878567397,0.010664217815617234,0.09274775170399016,0.0040509909455872396,0.11357145198303954,0.09788207757134794,0.5564865102239409,0.021328435631234467,0.008101981891174479,0.7973704573007373
2.6,0.05654450049459902,0.04607255262258763,0.009984437105121499,0.09059609687748524,0.004029699368701484,0.11308900098919804,0.09214510524517526,0.5435765812649114,0.019968874210242998,0.008059398737402967,0.7768389604469306
2.6500000000000004,0.05630004830271311,0.04334607242224466,0.00933446170954109,0.08845647273459982,0.004002326873832098,0.11260009660542622,0.08669214484448932,0.5307388364075989,0.01866892341908218,0.008004653747664197,0.7567046550242609
2.7,0.05605244225009739,0.04075785145468748,0.008714989284151318,0.0863316892127999,0.003968926770319103,0.11210488450019478,0.08151570290937496,0.5179901352767995,0.017429978568302636,0.007937853540638206,0.7369785547953102
2.75,0.055801755554950774,0.03830394477584263,0.008126329220481862,0.08422436570756489,0.0039297077145870486,0.11160351110990155,0.07660788955168527,0.5053461942453894,0.016252658440963724,0.007859415429174097,0.717669668777114
2.8000000000000003,0.055548061773397606,0.03598024573751574,0.0075684626245678625,0.08213693157622834,0.003884988948498118,0.11109612354679521,0.07196049147503147,0.49282158945737004,0.015136925249135725,0.007769977896996236,0.6987851076253285
2.85,0.05529143475395638,0.033782519972115066,0.007041096465305865,0.08007162793500654,0.0038351649765404564,0.11058286950791275,0.06756503994423013,0.4804297676100392,0.01408219293061173,0.007670329953080913,0.6803301999458747
2.9000000000000004,0.05503194859258695,0.03170643685457813,0.006543711977822737,0.07803051059143727,0.0037806779074549676,0.1100638971851739,0.06341287370915626,0.4681830635486236,0.013087423955645473,0.007561355814909935,0.6623086142135092
2.95,0.05476967758837889,0.029747598468165718,0.0060756075470795815,0.0760154539613011,0.003721996001372628,0.10953935517675778,0.059495196936331436,0.45609272376780663,0.012151215094159163,0.007443992002745256,0.6447224829778003
3.0,0.05450469619993535,0.027901566121502734,0.005635936388384232,0.07402815582708268,0.0036595972247801378,0.1090093923998707,0.05580313224300547,0.4441689349624961,0.011271872776768464,0.0073191944495602755,0.627572526831701
3.0500000000000003,0.05423707900249937,0.026163884481702666,0.005223739396412528,0.07207014280383926,0.003593956831707582,0.10847415800499874,0.05232776896340533,0.43242085682303555,0.010447478792825055,0.007187913663415164,0.6108581762476799
3.1,0.05396690064586266,0.02453010340284117,0.0048379735623183,0.07014277638770111,0.0035255381680383644,0.10793380129172532,0.04906020680568234,0.42085665832620667,0.0096759471246366,0.007051076336076729,0.5945776898843276
3.1500000000000004,0.05369423581309061,0.0229957975406897,0.004477536366943534,0.06824725947189626,0.003454786043142433,0.10738847162618122,0.0459915950813794,0.4094835568313776,0.008955072733887069,0.006909572086284866,0.5787282683591101
3.2,0.05341915918009189,0.02155658385372997,0.0041412865527037015,0.06638464322497024,0.0033821221344442418,0.10683831836018377,0.04311316770745994,0.3983078593498215,0.008282573105407403,0.0067642442688884835,0.563306162791761
3.25,0.05314174537605593,0.020208137097290232,0.003828061661750175,0.06455583423558721,0.0033079419904891885,0.10628349075211185,0.040416274194580465,0.3873350054135233,0.00765612332350035,0.006615883980978377,0.5483067776646943
3.3000000000000003,0.052862068944777366,0.018946203422420274,0.0035366927067794532,0.0627616018378182,0.003232613280256922,0.10572413788955473,0.03789240684484055,0.3765696110269092,0.0070733854135589065,0.006465226560513844,0.5337247677353774
3.35,0.05258020430688258,0.017766612194086224,0.0032660163158217854,0.06100258554003151,0.0031564750039558657,0.10516040861376516,0.03553322438817245,0.36601551324018905,0.006532032631643571,0.0063129500079117315,0.5195541288816821
3.4000000000000004,0.052296225722970234,0.016665286144644437,0.0030148846653166527,0.05927930248931416,0.003079837435870297,0.10459245144594047,0.03333057228928887,0.35567581493588496,0.006029769330633305,0.006159674871740594,0.5057882828734882
3.45,0.05201020725767483,0.015638249978557936,0.002782173488092611,0.057592154911710325,0.0030029826151357067,0.10402041451534966,0.03127649995711587,0.34555292947026195,0.005564346976185222,0.006005965230271413,0.4924201561491841
3.5,0.05172222274465966,0.014681637543145802,0.0025667884154578578,0.055941437476412864,0.0029261652373451033,0.10344444548931932,0.029363275086291604,0.3356486248584772,0.0051335768309157155,0.005852330474690207,0.479442252739694
3.5500000000000003,0.0514323457525436,0.01379169767799141,0.002367669886130058,0.054327344539363824,0.0028496138300932467,0.1028646915050872,0.02758339535598282,0.32596406723618293,0.004735339772260116,0.005699227660186493,0.4668467215296995
3.6,0.05114064955176411,0.012964798852645818,0.002183796829622939,0.05274997722849,0.0027735321201520806,0.10228129910352822,0.025929597705291636,0.31649986337094,0.004367593659245878,0.005547064240304161,0.4546254180793099
3.6500000000000004,0.05084720708237737,0.012197432698602738,0.0020141893082318966,0.05120935033901831,0.0026981005199360583,0.10169441416475473,0.024394865397205475,0.30725610203410986,0.004028378616463793,0.005396201039872117,0.4427699612524059
3.7,0.050552090922795105,0.011486216537329702,0.0018579102800669047,0.04970539901298882,0.002623477677085155,0.10110418184559021,0.022972433074659404,0.29823239407793295,0.0037158205601338094,0.00524695535417031,0.4312717849124867
3.75,0.05025537325945646,0.010827895001539288,0.0017140666257237469,0.04823798518222193,0.0025498020440475407,0.10051074651891292,0.021655790003078577,0.28942791109333155,0.0034281332514474938,0.005099604088095081,0.4201221849548656
3.8000000000000003,0.04995712585743228,0.010219340841986101,0.001581809563155188,0.04680690375862164,0.002477193435046039,0.09991425171486457,0.020438681683972202,0.28084142255172984,0.003163619126310376,0.004954386870092078,0.40931236194696907
3.85,0.049657420031958395,0.009657555006974962,0.0014603345590473787,0.045411888559830436,0.0024057545462268064,0.09931484006391679,0.019315110013949924,0.2724713313589826,0.0029206691180947574,0.004811509092453613,0.39883345964739764
3.9000000000000004,0.04935632662089364,0.009139666076548663,0.001348880830438915,0.04405261796192006,0.002335572421498142,0.09871265324178728,0.018279332153097325,0.26431570777152036,0.00269776166087783,0.004671144842996284,0.38867659967027907
3.95,0.04905391595809795,0.008662929128062222,0.0012467305173363983,0.04272872027403608,0.0022667198518872373,0.0981078319161959,0.017325858256124444,0.2563723216442165,0.0024934610346727965,0.004533439703774475,0.37883291255498414
4.0,0.048750257847724965,0.008224724104606403,0.0011532075955659345,0.04143977883273984,0.002199256700432489,0.09750051569544993,0.016449448209212805,0.24863867299643905,0.002306415191131869,0.004398513400864978,0.36929356549309866
4.05,0.04844542153942345,0.007822553752569421,0.0010676765889353268,0.04018533681624275,0.0021332311479021395,0.0968908430788469,0.015645107505138842,0.24111202089745648,0.0021353531778706535,0.004266462295804279,0.3600497869551172
4.1000000000000005,0.048139475704441256,0.007454041189564624,0.0009895411308465908,0.038964901780832395,0.0020686808571614636,0.09627895140888251,0.014908082379129248,0.23378941068499437,0.0019790822616931815,0.004137361714322927,0.35109288844902226
4.15,0.04783248841262508,0.007116927159039634,0.0009182424176760562,0.03777794992357936,0.0020056340559442454,0.09566497682525016,0.014233854318079268,0.22666769954147614,0.0018364848353521123,0.004011268111888491,0.3424142836320462
4.2,0.04752452711030907,0.006809067023146379,0.0008532575894176379,0.03662393007691543,0.0019441105392373136,0.09504905422061814,0.013618134046292758,0.2197435804614926,0.0017065151788352758,0.0038882210784746273,0.3340055049857134
4.25,0.04721565859908499,0.006528427540914136,0.0007940980671585918,0.03550226744191791,0.0018841225935557258,0.09443131719816998,0.013056855081828272,0.21301360465150745,0.0015881961343171835,0.0037682451871114517,0.3258582182529344
4.3,0.04690594901544616,0.006273083474444379,0.0007403078718278653,0.034412367068144045,0.0018256758461490364,0.09381189803089232,0.012546166948888758,0.20647420240886427,0.0014806157436557305,0.0036513516922980728,0.3179642348245991
4.3500000000000005,0.046595463811297366,0.0060412140617489354,0.0006914619442347339,0.03335361708866306,0.0017687700427000256,0.09319092762259473,0.012082428123497871,0.20012170253197836,0.0013829238884694678,0.0035375400854000512,0.3103155222519404
4.4,0.04628426773532246,0.005831099390988189,0.0006471644826169543,0.03232539171955097,0.0017133997574080803,0.09256853547064492,0.011662198781976378,0.19395235031730582,0.0012943289652339086,0.0034267995148161605,0.3029042130499772
4.45,0.04597242481520107,0.005641116707237209,0.0006070473106681362,0.03132705403356858,0.0016595550395321944,0.09194484963040214,0.011282233414474417,0.18796232420141146,0.0012140946213362723,0.003319110079064389,0.29572261194668864
4.5,0.04565999834066577,0.005469736679515281,0.0005707682862457469,0.03035795851805598,0.0016072220005373605,0.09131999668133153,0.010939473359030562,0.1821477511083359,0.0011415365724914937,0.003214444001074721,0.2887632017222642
4.55,0.04534705084739051,0.00531551965265556,0.0005380097586132333,0.029417453427264564,0.0015563833459701975,0.09069410169478102,0.01063103930531112,0.17650472056358738,0.0010760195172264666,0.003112766691940395,0.28201864777284635
4.6000000000000005,0.045033644101701104,0.005177111905662375,0.0005084770800879809,0.02850488293942843,0.0015070188561071053,0.09006728820340221,0.01035422381132475,0.17102929763657057,0.0010169541601759617,0.0030140377122142106,0.2754818015236877
4.65,0.04471983908609801,0.0050532419354977105,0.00048189717630286603,0.027619589128865443,0.001459105819288513,0.08943967817219602,0.010106483870995421,0.16571753477319265,0.0009637943526057321,0.002918211638577026,0.26914570280756683
4.7,0.04440569598558168,0.004942716782747887,0.0004580171779002224,0.0267609137633079,0.001412619421689834,0.08881139197116336,0.009885433565495774,0.1605654825798474,0.0009160343558004448,0.002825238843379668,0.26300358131568663
4.75,0.044091274174770254,0.004844418413338032,0.00043660311532538426,0.025928199936507326,0.0013675330970946335,0.08818254834954051,0.009688836826676064,0.15556919961904395,0.0008732062306507685,0.002735066194189267,0.2570488572201006
4.800000000000001,0.043776632205799165,0.004757300168375843,0.0004174386774392885,0.02512079354594666,0.0013238188400367453,0.08755326441159833,0.009514600336751685,0.15072476127567996,0.000834877354878577,0.0026476376800734906,0.251275141058982
4.8500000000000005,0.043461827796992036,0.0046803832923076214,0.00040032403389681095,0.02433804462523797,0.0012814474854724754,0.08692365559398407,0.009360766584615243,0.1460282677514278,0.0008006480677936219,0.0025628949709449508,0.24567623296876567
4.9,0.043146917822291825,0.0046127535478480575,0.0003850747206140237,0.02357930854049198,0.001240388957936608,0.08629383564458365,0.009225507095696115,0.1414758512429519,0.0007701494412280474,0.002480777915873216,0.24024612134033294
4.95,0.04283195830144109,0.0045535579245904005,0.00037152058715118213,0.02284394705962645,0.001200612492930674,0.08566391660288218,0.009107115849180801,0.1370636823577587,0.0007430411743023643,0.002401224985861348,0.2349789809699854
5.0,0.042517004390899844,0.004502001446804711,0.00035950480444959013,0.022131329303239005,0.0011620868330916316,0.08503400878179969,0.009004002893609421,0.13278797581943402,0.0007190096088991803,0.002324173666183263,0.22986917076992555
5.050000000000001,0.04220211037548931,0.004457344084678537,0.0003488829310628022,0.021440832585313978,0.0011247804014958957,0.08440422075097861,0.008914688169357074,0.12864499551188385,0.0006977658621256045,0.0022495608029917914,0.22491123109733693
5.1000000000000005,0.041887329660749574,0.004418897772136234,0.0003395220358013538,0.020771843151666178,0.0010886614542689403,0.08377465932149915,0.008837795544272468,0.12463105890999707,0.0006790440716027076,0.0021773229085378805,0.22009988075590928
5.15,0.041572714765998935,0.004386023533380221,0.00033129987455283874,0.020123756823652212,0.0010536982144954258,0.08314542953199787,0.008772047066760442,0.12074254094191328,0.0006625997491056775,0.0021073964289908516,0.21543001371876813
5.2,0.04125831731808248,0.004358128719420168,0.00032410411893490877,0.019495979554306302,0.0010198589892595575,0.08251663463616496,0.008716257438840335,0.11697587732583781,0.0006482082378698175,0.002039717978519115,0.21089669561723204
5.25,0.04094418804579726,0.0043346643550850016,0.00031783163437836925,0.018887927903684473,0.0009871122714903543,0.08188837609159452,0.008669328710170003,0.11332756742210684,0.0006356632687567385,0.0019742245429807087,0.20649516003560883
5.300000000000001,0.04063037677498114,0.004315122596338993,0.0003123878052131031,0.018299029439832786,0.0009554268281417715,0.08126075354996228,0.008630245192677986,0.10979417663899671,0.0006247756104262062,0.001910853656283543,0.2022208046483467
5.3500000000000005,0.040316932424252244,0.004299034297138499,0.0003076859043342926,0.01772872307143318,0.0009247717761029928,0.08063386484850449,0.008598068594276998,0.10637233842859908,0.0006153718086685852,0.0018495435522059855,0.19806918723225514
5.4,0.040003903001385704,0.004285966684562317,0.00030364650505459003,0.01717645931782649,0.0008951166471093929,0.08000780600277141,0.008571933369124634,0.10305875590695893,0.0006072930101091801,0.0017902332942187859,0.19403602158318292
5.45,0.039691335600314265,0.004275521140518536,0.0003001969327946487,0.016641700521768582,0.000866431442809343,0.07938267120062853,0.008551042281037072,0.09985020313061149,0.0006003938655892974,0.001732862885618686,0.1901171733634851
5.5,0.03937927639873908,0.004267331087967206,0.00029727075432564413,0.016123921009942248,0.0008386866810356796,0.07875855279747816,0.008534662175934411,0.09674352605965349,0.0005945415086512883,0.0016773733620713592,0.1863086559037887
5.550000000000001,0.03906777065633697,0.004261059979294627,0.000294807302349646,0.015622607205926469,0.0008118534342328831,0.07813554131267395,0.008522119958589255,0.09373564323555882,0.000589614604699292,0.0016237068684657662,0.18260662597998706
5.6000000000000005,0.03875686271355015,0.004256399384225393,0.00029275123328404036,0.015137257700016265,0.0007859033609012553,0.0775137254271003,0.008512798768450786,0.09082354620009758,0.0005855024665680807,0.0015718067218025106,0.17900737958401927
5.65,0.038446595990944375,0.004253067174456922,0.0002910521162022485,0.014667383279990603,0.0007608087308371696,0.07689319198188875,0.008506134348913844,0.08800429967994361,0.000582104232404497,0.0015216174616743392,0.17550734770482504
5.7,0.03813701298912136,0.004250805802042882,0.0002896640509727369,0.01421250692664402,0.0007365424448732949,0.07627402597824272,0.008501611604085763,0.08527504155986412,0.0005793281019454738,0.0014730848897465897,0.17210309213388467
5.75,0.03782815528917122,0.004249380668431759,0.00028854531373012925,0.01377216377762862,0.0007130780497540325,0.07565631057834243,0.008498761336863518,0.08263298266577172,0.0005770906274602585,0.001426156099508065,0.16879130130794598
5.800000000000001,0.03752006355365048,0.00424857858098056,0.00028765802790476963,0.013345901062898026,0.0006903897487188212,0.07504012710730096,0.00849715716196112,0.08007540637738815,0.0005753160558095393,0.0013807794974376425,0.16556878619989743
5.8500000000000005,0.03721277752807135,0.004248206293707082,0.0002869678591292672,0.012933278014803032,0.0006684524083089675,0.0744255550561427,0.008496412587414164,0.07759966808881819,0.0005739357182585344,0.001336904816617935,0.16243247626725152
5.9,0.0369063360428877,0.004248089129013822,0.0002864437324315058,0.012533865755659818,0.0006472415618618136,0.0738126720857754,0.008496178258027644,0.0752031945339589,0.0005728874648630116,0.0012944831237236272,0.15937941546634857
5.95,0.03660077701596319,0.004248069677108886,0.0002860575702126494,0.012147247165396063,0.0006267334101089733,0.07320155403192638,0.008496139354217771,0.07288348299237637,0.0005721151404252988,0.0012534668202179467,0.1564067583391638
6.0,0.03629613745550718,0.004248006569861295,0.0002857840495952828,0.011773016731676765,0.0006069048192526148,0.07259227491101436,0.00849601313972259,0.07063810039006059,0.0005715680991905656,0.0012138096385052295,0.15351176617849335
6.050000000000001,0.0359924534634636,0.004247773325857078,0.0002856003778106031,0.011410780384720695,0.0005877333168550257,0.0719849069269272,0.008495546651714156,0.06846468230832417,0.0005712007556212062,0.0011754666337100515,0.15069180327629678
6.1000000000000005,0.0356897602393385,0.004247257263465918,0.00028548608437422527,0.011060155318839079,0.0005691970858416036,0.071379520478677,0.008494514526931837,0.06636093191303447,0.0005709721687484505,0.0011383941716832072,0.14794433325907497
6.15,0.035388092084451504,0.004246358478783801,0.00028542282887748934,0.01072076980256002,0.0005512749568856402,0.07077618416890301,0.008492716957567602,0.06432461881536011,0.0005708456577549787,0.0011025499137712804,0.145266915513357
6.2,0.035087482406596864,0.004244988885382941,0.00028539422329502474,0.0103922629790453,0.0005339463994145688,0.07017496481319373,0.008489977770765883,0.0623535778742718,0.0005707884465900495,0.0010678927988291376,0.1426572017036506
6.25,0.03478796372509957,0.004243071312874533,0.0002853856677796768,0.010074284658359231,0.0005171915114513825,0.06957592745019914,0.008486142625749066,0.060445707950155386,0.0005707713355593536,0.001034383022902765,0.1401129323845657
6.300000000000001,0.03448956767625208,0.004240538661370954,0.0002853841989827139,0.009766495103012534,0.0005009910084815241,0.06897913535250416,0.008481077322741908,0.0585989706180752,0.0005707683979654278,0.0010019820169630482,0.13763193370824978
6.3500000000000005,0.03419232501911751,0.004237333109020541,0.00028537835000053065,0.009468564808076849,0.000485326211514422,0.06838465003823502,0.008474666218041082,0.0568113888484611,0.0005707567000010613,0.000970652423028844,0.1352121142277671
6.4,0.03389626564168485,0.004233405369878665,0.00028535802110890297,0.00918017427704687,0.00047017903448980764,0.0677925312833697,0.00846681073975733,0.055081045662281225,0.0005707160422178059,0.0009403580689796153,0.13285146179660567
6.45,0.03360141856736226,0.004228713999472508,0.00028531436050230704,0.008901013794517305,0.0004555319711618161,0.06720283713472452,0.008457427998945015,0.05340608276710383,0.0005706287210046141,0.0009110639423236323,0.1305480405641016
