Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(2),J_6s1/2(2),J_total_Os_relativistic
0.5,0.009797152548353828,0.03484387084290389,0.01700837336692306,0.018950394910242467,0.07645348575852218,0.045079683858606695,0.048363402687934855,0.031244546439347896,0.03197432262284928,0.15479237683027858,0.1007623705950178,0.1084930251106104,0.08241626133030887,0.08433649610211431,0.07502031236162356,0.07611747524666483,0.32141260074007316,0.2571470371728586,0.28105997325891685,0.31554118269232617,0.3318101421246097,0.19955938412192648,8.39853469013174
0.55,0.009796921675958189,0.0348346500923937,0.017008370911123234,0.018950391079661653,0.0763381414496813,0.04507942267054313,0.04836303185136624,0.031244546090415052,0.03197432222153458,0.15369240497184125,0.10074704729337539,0.108470954449813,0.08241597554740482,0.08433616049641071,0.07502024191455438,0.07611739186946942,0.3091427266706111,0.2557176871099631,0.2788617964540989,0.31141503855821256,0.32597932900689736,0.14225937050645507,8.21700256359233
0.6000000000000001,0.009796668824647511,0.03482455427844954,0.017008367693356816,0.018950386054208998,0.07621202283070849,0.04507908036079768,0.04836254592929151,0.031244545543373425,0.03197432159240559,0.15249716568274163,0.10072707084653386,0.10844221227700632,0.08241553119062266,0.08433563892273047,0.07502011470023767,0.07611724158484097,0.29628077181782153,0.25392509556152176,0.2761322942281706,0.3062982287182949,0.31896652403342146,0.10251227702049433,8.059960557635833
0.65,0.009796393996857332,0.03481358424611111,0.017008363569930424,0.018950379608106287,0.07607518696599377,0.04507864177317164,0.0483619234649686,0.031244544717098748,0.03197432064219992,0.15120915535771032,0.10070162314094634,0.10840564039614978,0.08241486601483354,0.08433485856626029,0.07501989713336824,0.07611698506857512,0.2829527255200832,0.25173520121403314,0.272833124612812,0.30021172025030757,0.31086395741506884,0.07618488368686482,7.91943856863022
0.7000000000000001,0.009796097195234752,0.03480174091333105,0.017008358384798295,0.018950371496202992,0.07592769569033565,0.045078090512876944,0.04836114126440831,0.031244543507920046,0.03197431925175023,0.14983104839131603,0.10066983711991696,0.1083600166106606,0.08241390198878004,0.08433372824904312,0.07501954197099889,0.07611656719326856,0.26928396438013463,0.2491200658959378,0.26893750964227364,0.29321515356781014,0.3018017108439438,0.05962687242805473,7.788719590200886
0.75,0.009795778422638384,0.03478902527083315,0.017008351969597834,0.01895036145404115,0.07576961556165066,0.045077408966041926,0.04836017442790499,0.031244541785878464,0.03197431727169264,0.1483656880024834,0.10063080187364823,0.10830406301785522,0.08241254331135996,0.08433213616723022,0.0750189851204412,0.07611591343859475,0.2553973769856765,0.2460587430132547,0.2644310851540579,0.28539653642979534,0.29193095914503264,0.04984855663316613,7.662621772876561
0.8,0.009795437682138287,0.0347754383819594,0.01700834414368797,0.018950349197925348,0.07560101781015253,0.04507657832064721,0.04835899638384911,0.03124453939073868,0.03197431451789358,0.1468160765527656,0.10058356796239275,0.10823645463498602,0.08241067448580151,0.0843299477103278,0.07501814234249206,0.07611492622946665,0.24141164751367714,0.24253786727788282,0.2593122052663506,0.27686206042328226,0.2814102379749917,0.04453709661847065,7.53746157686928
0.8500000000000001,0.00979507497701591,0.03476098138250587,0.017008334714190287,0.018950334424997765,0.07542197828405807,0.04507557858886232,0.048357578924767976,0.031244536127764396,0.03197431076660876,0.14518536540584054,0.10052715293748024,0.10815582829125889,0.08240815848825657,0.08432700340593312,0.0750169059805304,0.07611348135680754,0.22743972758015843,0.23855196458577685,0.25359173969845045,0.26772721937710897,0.27039535522660063,0.04198614424260623,7.410854068953505
0.9,0.009794690310764017,0.03474565548054746,0.017008323476032927,0.01895031681331825,0.07523257739188034,0.04507438863075181,0.04835589224553712,0.03124453176327007,0.03197430574938874,0.14347684437744523,0.10046054702407249,0.1080607917190633,0.08240483506581987,0.08432311703132744,0.0750151418515266,0.07611142463852356,0.21358751814348492,0.23410349320504079,0.24729242375102956,0.25810973952825633,0.25903271431059827,0.04099028415603965,7.281454981460139
0.9500000000000001,0.009794283687086616,0.034729461956251664,0.01700831021199727,0.018950296021949434,0.07503290004137407,0.04507298617931779,0.04835390498370176,0.03124452601996169,0.03197429914774621,0.14169393082638582,0.10038271892887676,0.10794993277711634,0.0824005191968956,0.0843180739304677,0.07501268643211255,0.07610856897116434,0.19995277565818198,0.22920263773182134,0.2404478357419977,0.24812437671921642,0.24745542679440657,0.04073489807337165,7.148705134852773
1.0,0.009793855109898886,0.03471240216168121,0.01700829469276733,0.018950271691046797,0.07482303557520109,0.04507134786684398,0.04835158426184445,0.031244518572080025,0.03197429058760105,0.13984015843835557,0.10029262173572251,0.1078218287383096,0.08239499974422693,0.08431162957146561,0.07500934446229682,0.07610469190686453,0.18662424930792068,0.2238668852496507,0.23310108508557614,0.23787938108979254,0.23578149991190375,0.040697048613839076,7.012606597042172
1.05,0.009793404583327088,0.034694477520585854,0.017008276676981914,0.018950243441953722,0.07460307770338766,0.04506944925250474,0.04834889573193209,0.031244509040360347,0.031974279633519655,0.13791916575505855,0.10018919885187402,0.1076750555757366,0.08238803832784217,0.08430350837564642,0.07500488707243239,0.07609953386726036,0.17368104927627706,0.2181204186697953,0.22530329658576462,0.2274743221613613,0.22411345038854394,0.04056345139751504,6.873540605039179
1.1,0.009792932111708485,0.03467568952818312,0.017008255911289488,0.018950210877301452,0.0743731244326484,0.045067264851200724,0.04834580362157236,0.031244496986823102,0.03197426578276577,0.13593468450157206,0.10007138996820703,0.10750819718164853,0.0823793684417182,0.08429340284482732,0.07499905051724841,0.07609279707828091,0.16119223984623127,0.21199336539402489,0.21711197381104297,0.21699895155858162,0.21253882411705263,0.040166258172557,6.732126759079399
1.1500000000000001,0.009792437699591247,0.03465603975092828,0.017008232130405736,0.018950173581113953,0.07413327799265532,0.04506476816358147,0.04834227078210719,0.03124448190941055,0.03197424845918058,0.13389052776499213,0.09993813699691177,0.1073198544559086,0.08236869483419124,0.08428097300864651,0.07499153557589762,0.07608414527923056,0.14921664580280386,0.20552094042325306,0.20858931773504497,0.20653281333256548,0.20113123715513206,0.03943479365099598,6.5891182060800615
1.2000000000000002,0.009791921351734362,0.03463552982627346,0.017008205057173816,0.018950131118917617,0.07388364475933307,0.04506193170721337,0.04833825873846774,0.031244463236484825,0.03197422700691032,0.13179057807719632,0.09978838995118863,0.10710865420285817,0.08235569316813217,0.08426584620870496,0.07498200765078682,0.0760732042285067,0.13780285624117666,0.19874252213091295,0.19980056733373652,0.1961453639930506,0.18995167182663392,0.03836044878510021,6.445326045620931
1.25,0.009791383073107531,0.034614161462416033,0.017008174402627276,0.018950083037855812,0.07362433517526493,0.04505872704885032,0.048333727740713484,0.03124444032120323,0.03197420068400019,0.12963877545403793,0.09962111273245929,0.1068732577783327,0.0823400099727261,0.08424761723105723,0.07497009757204551,0.07605956299847731,0.1269894064964426,0.19170069648359048,0.19081241763746074,0.18589641904284054,0.17904985429363057,0.03697186414240485,6.30156640056463
1.3,0.009790822868891066,0.03459193643803627,0.017008139866055625,0.018950028866808175,0.07335546366729671,0.04505512483776288,0.048328636817175114,0.031244412435786992,0.03197416865587363,0.12743910544246392,0.09943528879191428,0.10661236943182924,0.0823212628944301,0.08422584879330183,0.07495540309019909,0.07604277602495878,0.11680511650557385,0.18444030190225277,0.18169155883295068,0.17583679163309796,0.16846560756495552,0.03531786564514542,6.158624522144928
1.35,0.009790240744475785,0.0345688566020244,0.01700810113507254,0.01894996811651468,0.0730771485614286,0.04505109484008042,0.04832294382911922,0.031244378765699955,0.03197412998871646,0.12519558722594057,0.09922992663473601,0.10632474429248534,0.08229904125040599,0.08420007238727402,0.07493749101800085,0.0760223658534682,0.10726956244275807,0.17700750258852482,0.17250336821045303,0.1660090288652207,0.1582301205882453,0.033456075916209235,6.017231415070281
1.4000000000000001,0.009789636705462897,0.03454492387319708,0.01700805788568667,0.01894990027970441,0.07278951199508758,0.04504660597409952,0.0483166055268504,0.031244338403754,0.03197408364278571,0.12291226183718783,0.09900406513705785,0.10600919595153109,0.08227290688350761,0.08416978947322301,0.07491589996417568,0.07599782650565068,0.0983936578602076,0.16944891333649195,0.16331077567775823,0.1564481820364213,0.14836710472737683,0.03144558388934166,5.878049516006815
1.4500000000000002,0.009789010757663886,0.034520140240003404,0.017008009782375034,0.018949824831228954,0.07249267982687543,0.045041626346510905,0.04830957760716482,0.031244290344158175,0.03197402846566304,0.12059318052558568,0.09875677864762375,0.10566460359817165,0.08224239531381308,0.08413447301644732,0.07489014358746185,0.0759686273753038,0.09018032071941069,0.16181079391196534,0.1541733136507494,0.14718256978590374,0.13889382814304854,0.029342455574312448,5.741664838895373
1.5,0.009788362907100386,0.034494507760220415,0.017007956478159014,0.018949741228200447,0.0721867815438899,0.04503612328949594,0.048301814772067395,0.031244233476528695,0.03197396318547302,0.11824239332473839,0.09848718184817608,0.10528991867039468,0.08220701717779386,0.084093569352739,0.07485971428895034,0.07593421755421942,0.08262520349944161,0.15413832625560175,0.1451463536418827,0.1382345091707195,0.12982202994350842,0.027197193006656885,5.608583693661057
1.55,0.009787693160004066,0.034468028560638346,0.017007897614682854,0.018949648910134183,0.07187195016671849,0.04503006339864284,0.048293270788663446,0.03124416657987707,0.03197388640408653,0.11586393786358685,0.09819443434880215,0.10488417098692165,0.08216625994255916,0.08404650036471853,0.0748240872542276,0.07589403048336787,0.07571746489907691,0.14647498324519972,0.13628052492085302,0.12962100076434507,0.12115872206030168,0.025053499187055746,5.479232608587973
1.6,0.009787001522816488,0.034440704836735524,0.017007832822294726,0.018949547299095724,0.07154832215220674,0.04502341257163195,0.04828389855013411,0.031244088316593758,0.03197379659032961,0.11346182846216557,0.09787774499678582,0.10444647433138152,0.08211958987925602,0.08399266594728087,0.0747827247539565,0.07584748882430298,0.06944056338705099,0.1388619936726727,0.12762130521680898,0.1213543612374123,0.11290688960604664,0.02294789488362178,5.353960471494614
1.6500000000000001,0.00978628800218898,0.03441253885234307,0.017007761720130268,0.01894943579985252,0.07121603729410435,0.045016136047638426,0.048273650137703863,0.0312439972264447,0.031973692073218214,0.11104004555062942,0.09753637587991935,0.10397603146472739,0.08206645427668088,0.08393144673696543,0.07473508061188358,0.07579400944849488,0.06377305488337251,0.1313379045392969,0.11920876948445118,0.1134428015728027,0.10506610131376821,0.02090987103008629,5.233042182197972
1.7000000000000002,0.0097855526049825,0.03438353293929954,0.01700768391619862,0.018949313800029916,0.07087523862169455,0.04500819844740022,0.048262476883507356,0.03124389172059811,0.031973571035239096,0.10860252544755053,0.09716964600770721,0.10347213854689011,0.08200628387350122,0.08386220707714229,0.07468060475235783,0.0757330084479653,0.05868937906643214,0.12393823879211263,0.1110774801250128,0.10589095192694843,0.09763304132475749,0.018962359758184735,5.116683306130749
1.75,0.009784795338267482,0.03435368949709545,0.017007599007470908,0.018949180670271553,0.07052607229651385,0.044999563813898386,0.048250329434261996,0.03124377007569884,0.031973431505697064,0.10615315053072791,0.0967769346564146,0.10293418895361797,0.08193849548521957,0.08378429818849739,0.07461874774477094,0.07566390607845758,0.05416062109941838,0.11669524422237335,0.10325650056153009,0.09870033579715262,0.0906019726616391,0.017122377664834976,5.005025358749772
1.8,0.009784016209323704,0.03432301099250787,0.017007506579971157,0.01894903576440409,0.07016868750727007,0.04499019565359639,0.04823715781565208,0.031243630428007506,0.031973271354148694,0.10369573983088626,0.09635768436645799,0.10236167647934277,0.08186249480015267,0.08369706151241209,0.0745489652693581,0.07558613155579831,0.05015523787243074,0.10963772740346982,0.09576951352566805,0.09186979698348777,0.08396514158328795,0.015401744455408138,4.8981514493579805
1.85,0.00978321522564012,0.034291499959225195,0.0170074062088696,0.01894887841960619,0.06980323636306873,0.044980056978184524,0.04822291149732988,0.031243470767621396,0.031973088283942276,0.10123404007568815,0.09591140358317868,0.10175419792169418,0.08177767931725308,0.0835998321934712,0.07447072243703566,0.0754991276365265,0.0466397400949069,0.10279096522039367,0.08863502563079105,0.08539588313266228,0.07771313081344426,0.013807814497280413,4.796092083366499
1.9000000000000001,0.009782392394914722,0.034259158997462076,0.01700729745857839,0.018948707956581705,0.06942987378505841,0.04496911034677527,0.04820753945843854,0.031243288932794055,0.03197287982588355,0.09877171720846734,0.0954376689345645,0.10111145504791758,0.08168344139757147,0.08349194266649028,0.07438349790494227,0.07540235492477514,0.043579323692027175,0.096176685681715,0.08186664060395145,0.07927318965583621,0.07183516846693981,0.012344182455428346,4.698830972838324
1.9500000000000002,0.009781547725054364,0.03422599077356469,0.017007179882849627,0.018948523679737043,0.06904875739660668,0.044957317908495074,0.048190990253561924,0.031243082604370094,0.03197264333204655,0.09631234840303468,0.09493612714196753,0.10043325594789648,0.08157917140053618,0.08337272631311218,0.07428678773869307,0.07529529585836416,0.040938445917679166,0.08981310924681822,0.07547338476660641,0.07349466765170334,0.06631939847300285,0.011011340242427252,4.606310742610671
2.0,0.009780681224174605,0.03419199801960641,0.017007053024875728,0.018948324877362602,0.06866004741211947,0.04494464144541796,0.04817321207900623,0.03124284930035157,0.03197237596974834,0.0938594145928318,0.09440649656228937,0.09971951578270796,0.08146426087600082,0.0832415211531619,0.07418010898171455,0.07517745833775549,0.03868134336693205,0.08371504178146644,0.06946006985003297,0.06805189920018234,0.06115311740841986,0.009807273267212589,4.518438447403064
2.0500000000000003,0.009779792900599544,0.03415718353297398,0.01700691641739209,0.018948110821818263,0.06826390652461692,0.04493104241578612,0.04815415283931858,0.03124258637061191,0.0319720747157061,0.09141629352963328,0.09384856836245253,0.09897025694161664,0.08133810578316274,0.08309767353653714,0.07406300290112507,0.07504837897166416,0.03677249063550472,0.07789401041013116,0.06382767988909888,0.0629353430902072,0.056322981875403536,0.008727991051290181,4.435090836948428
2.1,0.009778882762861638,0.034121550175944294,0.01700676958278201,0.01894788076972285,0.06786049979217955,0.044916481997462836,0.04813376021394819,0.031242290991773013,0.0319717363503946,0.08898625338394674,0.09326220732923063,0.09818560862411774,0.08120010970795982,0.08294054180241506,0.07393503788824955,0.07490762592251536,0.03517699972473269,0.07235843390385005,0.05857377066204887,0.05813455375772688,0.05181518992137074,0.0077679918466230305,4.356119323377635
2.15,0.00977795081970153,0.03408510087525187,0.017006612033183856,0.01894763396214752,0.06744999452337878,0.044900921131562965,0.048111981723956254,0.031241960162260766,0.031971357452621474,0.0865724468962485,0.09264735231965732,0.097365805867048,0.08104968705138464,0.08276949987393294,0.07379581199984832,0.07475480134345457,0.033860961428339574,0.06711381977280421,0.053692871859876735,0.05363837593509253,0.04761563948622193,0.006920663721569764,4.281354618968959
2.2,0.009776997080067868,0.0340478386216471,0.017006443270600406,0.018947369624812974,0.06703256016180617,0.04488432056620652,0.048088764798681315,0.0312415906975537,0.03197093439433718,0.08417790608524224,0.0920040163592622,0.0965111880398818,0.0808862661622816,0.08258394075821027,0.07364495513339259,0.07458954340617593,0.03279173086858834,0.06216298087478852,0.04917688382092333,0.04943511725111132,0.04371006642509505,0.006178626246028828,4.210611023664698
2.25,0.009776021553117117,0.03400976646944544,0.017006262787010413,0.018947086968290505,0.06660836816981577,0.04486664090034101,0.04806405684226788,0.03124117922563914,0.031970463335696045,0.08180553751645245,0.09133228639727886,0.09562219683410358,0.08070929238958181,0.08238327992357554,0.0734821308361682,0.07441152792539919,0.031938160085693744,0.05750626506249231,0.045015462214954595,0.04551270079580803,0.04008416429722978,0.005534017797574076,4.1436903511313155
2.3000000000000003,0.00977502424821337,0.03397088753606759,0.01700607006448227,0.01894678518820673,0.06617759191159373,0.0448478426275787,0.048037805299967026,0.031240722182690646,0.03196994022038396,0.07945811813168129,0.09063232272972822,0.09469937377498931,0.08051823103054645,0.08216695852809733,0.07330703775360616,0.07422046959139873,0.0312707811408146,0.05314179213905962,0.04119638548007927,0.041858799474400715,0.03672368783728884,0.0049787338797829764,4.080385489959818
2.35,0.00977400517492815,0.03393120500157081,0.017005864575289804,0.018946463465452,0.06574040653566925,0.044827886179995155,0.04800995772411886,0.03124021580897993,0.03196936077122782,0.07713829163718088,0.08990435810289098,0.09374335728623505,0.08031257015339767,0.08193444647594962,0.07311941072702359,0.07401612282660083,0.030761943586916567,0.04906569314433462,0.03770590109044428,0.03846095380106708,0.03361454179133018,0.004504621876430161,4.020483602989865
2.4000000000000004,0.00977296434304022,0.03389072210817143,0.01700564578203016,0.018946120966392407,0.06529698885698045,0.044806731971836045,0.04798046183972808,0.031239656145036,0.03196872048610087,0.07484856544583346,0.08914869651114052,0.09275487933963773,0.0800918232746792,0.08168524528071873,0.07291902155493506,0.07379828228596584,0.03038591041199341,0.045272347731141645,0.0345290478563912,0.03530667462878515,0.030742856598694274,0.004103637493312505,3.963768972929202
2.45,0.00977190176253537,0.033849442159758714,0.01700541313774369,0.018945756843085294,0.06484751723860827,0.044784340443079815,0.047949265609545384,0.031239039028063572,0.03196801463413765,0.07259130816620442,0.08836571170440854,0.09173476172346606,0.07985553187377253,0.08141889071744028,0.07270567943530176,0.07356678302372943,0.030118916684680128,0.04175461609496142,0.03164995243203073,0.03238353218644748,0.028095052248871887,0.0037679678392602556,3.9100255066569822
2.5,0.009770817443606214,0.033807368521400205,0.0170051660860359,0.018945370233498238,0.06439217147329065,0.04476067210280431,0.047916317298568975,0.031238360088632185,0.0319672382522712,0.07036874762904288,0.0875558454216964,0.09068391196426222,0.07960326772916322,0.08113495524789589,0.07247923110857782,0.07332150035116505,0.029939195152057084,0.03850406257922836,0.02905209903322345,0.029679232684310646,0.02565789151407064,0.0034901257245640665,3.8590389138840187
2.5500000000000003,0.00976971139665198,0.033764504618838585,0.017004904061201354,0.01894496026173141,0.06393113266482867,0.04473568757230622,0.047881565537882226,0.031237614747646858,0.031966386142104494,0.06818296943966462,0.08671960536802595,0.08960331893759887,0.07933463506327289,0.08083305020646082,0.0722395607232501,0.07306234941143172,0.029826972971531474,0.035511168684025714,0.026718572060395004,0.02718168364373267,0.023418523638546098,0.0032630193538555163,3.810598578270338
2.6,0.009768583632278297,0.03372085393798027,0.017004626488349522,0.018944526038243252,0.06346458310949508,0.04470934762792317,0.047844959387745425,0.031236798213610383,0.03196545286712733,0.06603591604266466,0.08585756295304423,0.0884940482037895,0.07904927248491429,0.0805128277365385,0.0719865894468174,0.07278928449836825,0.02976444362003426,0.03276553375337438,0.02463227188630272,0.024879049017067403,0.021364519471870524,0.003080001182173178,3.764499140854912
2.6500000000000004,0.009767434161296964,0.03367642002437576,0.017004332783532528,0.018944066660079383,0.06299270617755491,0.04468161324350878,0.04780644839986148,0.031235905480186697,0.0319644327502889,0.06392938628358034,0.08497035081015811,0.08735723710472931,0.07874685472066036,0.08017398247031232,0.07172027484588393,0.07250229814637053,0.029735717829916786,0.03025606210350624,0.022776104520915323,0.02275979508822185,0.019483898956262718,0.0029348993001939274,3.7205418168162665
2.7,0.009766262994725735,0.03363120648269194,0.01700402235387479,0.018943581211104697,0.06251568619500612,0.04465244563251238,0.04776598267873757,0.031234931324074042,0.03196331987193551,0.06186503545046345,0.08405866011558302,0.0861940896579438,0.07842709412861666,0.07981625294715834,0.07144061005932054,0.07220142001831908,0.029726757165828798,0.027971135781533353,0.021133146216590962,0.020812728070706683,0.01776515179918593,0.002822034332568676,3.678535467176085
2.75,0.009765070143788093,0.03358521697617643,0.01700369459770449,0.018943068762238533,0.06203370832564744,0.04462180628961568,0.04772351294206699,0.03123387030319592,0.03196210806812194,0.05984437577682218,0.08312323772704532,0.08500587128355942,0.0780897419902267,0.07943942276856902,0.0711476227883382,0.07188671561798272,0.029725293592823485,0.025898772512451953,0.01968678433933331,0.019027024249422472,0.016197252093541448,0.002736224476401811,3.638297447198246
2.8000000000000003,0.009763855619913008,0.0335384552261141,0.017003348904686834,0.01894252837169288,0.06154695845357861,0.04458965703187995,0.04767899058005768,0.03123271675521708,0.031960790929304234,0.05786877738606555,0.08216488316208936,0.08379390339930579,0.0777345895777989,0.07904332148981422,0.07084137412688597,0.07155828485247893,0.029720738103633803,0.024026768705345244,0.018420836018238816,0.017392253452664565,0.014769667592321234,0.0026727809746003557,3.5996542530362174
2.85,0.009762619434734707,0.03349092501127583,0.01700298465595909,0.01894195908521352,0.061055623066236984,0.044555960039358425,0.0476323677136364,0.031231464796391044,0.03195936179942044,0.055939469656420035,0.08118444543601175,0.0825595579178297,0.07736146899740573,0.07862782525079354,0.07052195725508457,0.07121626046928156,0.029704081181568167,0.022342827650685723,0.01731964620677162,0.015898396585274806,0.013472364286363891,0.0026274960152896315,3.5624419876639437
2.9000000000000004,0.009761361600092432,0.03344263016735977,0.017002601224267357,0.01894135993632404,0.06055988913807236,0.0445206778951296,0.047583597251460025,0.031230108320744902,0.03195781377536535,0.054057542984292356,0.08018281977938396,0.08130425167957056,0.07697025380865256,0.07819285715059772,0.07018949601749026,0.07086080639098827,0.029667787582339886,0.020834673254038143,0.01636816685678679,0.014535857896291162,0.01229580687746375,0.0025966247739652856,3.5265066663407554
2.95,0.009760082128030194,0.033393574586425105,0.01700219797410499,0.018940729946572643,0.0600599440149605,0.04448377362470853,0.04753263294566799,0.03122864099960635,0.031956139706864,0.05222395092322041,0.07916094425494029,0.0800294408532338,0.0765608594245351,0.07773838737218454,0.06984414340689768,0.07049211596964221,0.02960568762953077,0.01949014982176618,0.015552018928849068,0.013295472601529067,0.01123095569391146,0.0025768630661031308,3.4917043809081942
3.0,0.009758781030796524,0.033343762216318476,0.017001774261852728,0.018940068125781667,0.05955597529945352,0.04444521073479443,0.047479429446312615,0.031227056281477136,0.03195433219674794,0.05043951267488117,0.07811979629330545,0.0787366153345265,0.0761332432961885,0.07726443306527934,0.06948607997317657,0.07011041018088837,0.02951286693917965,0.018297308546181213,0.014857538948921285,0.012168510435305554,0.010269260550433536,0.002565321854965842,3.4579013411367083
3.0500000000000003,0.00975745832084422,0.033293197060093246,0.01700132943592039,0.018939373472299743,0.05904817073696341,0.044404953251314154,0.04742394235440684,0.031225347392256367,0.03195238360163732,0.04870491590810902,0.07706038916662804,0.07742729317230819,0.07568740488877244,0.0767710579971255,0.06911551217533332,0.06971593577667388,0.02938555622293002,0.017244481435526145,0.014271811779469968,0.01114667565886269,0.009402652007043683,0.002559499661805187,3.424973810145828
3.1,0.009756114010830088,0.03324188317542171,0.017000862836890167,0.018938644973256508,0.05853671810297287,0.04436296575672262,0.047366128273531566,0.031223507335816282,0.0319502860330309,0.04702071988151155,0.07598376841867786,0.07610301504968103,0.07522338545602851,0.07625837198203447,0.06873267069362707,0.06930896341360471,0.029221022569019466,0.01632034350267811,0.013782691209021937,0.010222104006442138,0.00862353044171915,0.0025572537503599983,3.3928079496697117
