Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(3),J_total_phosphorus
0.65,0.05876280662044808,0.22553151859308507,0.24673324986584716,0.1337050577981971,0.37085573417293755,0.11752561324089617,0.45106303718617013,0.8022303467891827,0.4934664997316943,1.1125672025188127,2.976852699466756
0.7000000000000001,0.058703596135385346,0.22180233541810204,0.20462701640709496,0.1335481642679907,0.33291545398599115,0.11740719227077069,0.4436046708362041,0.8012889856079443,0.4092540328141899,0.9987463619579735,2.7703012434870824
0.75,0.05864006759430905,0.21787708846466736,0.16837148628446783,0.13335838543623404,0.29626957565357176,0.1172801351886181,0.4357541769293347,0.8001503126174043,0.33674297256893565,0.8888087269607152,2.578736324265008
0.8,0.058572236863801676,0.21377057775393,0.13767558463129329,0.13313236931622546,0.2615690153920571,0.11714447372760335,0.42754115550786,0.7987942158973528,0.27535116926258657,0.7847070461761714,2.4035380605715737
0.8500000000000001,0.05850012132608117,0.2094979186846015,0.1121053970693904,0.13286687345591278,0.22926584926392693,0.11700024265216234,0.418995837369203,0.7972012407354767,0.2242107941387808,0.6877975477917808,2.245205662687404
0.9,0.05842373992127971,0.2050744442820427,0.09114161436604853,0.13255880564737843,0.1996340061175146,0.11684747984255942,0.4101488885640854,0.7953528338842706,0.18228322873209707,0.5989020183525439,2.103534449375556
0.9500000000000001,0.05834311317721186,0.20051561055749073,0.07422625369282987,0.1322052609943661,0.1727980212361535,0.11668622635442372,0.40103122111498146,0.7932315659661966,0.14845250738565974,0.5183940637084605,1.9777955845297222
1.0,0.05825826322648309,0.19583690552837915,0.06079840934907052,0.13180355490737344,0.14876420632204962,0.11651652645296617,0.3916738110567583,0.7908213294442407,0.12159681869814104,0.44629261896614886,1.866901104618255
1.05,0.05816921381144238,0.1910537623716372,0.05031986646523232,0.13135125172617362,0.1274505281444428,0.11633842762288477,0.3821075247432744,0.7881075103570417,0.10063973293046465,0.3823515844333284,1.769544780086994
1.1,0.05807599027796094,0.18618147711790162,0.04229200574864543,0.13084618879449275,0.10871308862009775,0.11615198055592188,0.37236295423580323,0.7850771327669566,0.08458401149729086,0.32613926586029324,1.6843153449162658
1.1500000000000001,0.05797861955932476,0.18123513124159346,0.0362656553257995,0.13028649592444394,0.0923682735972734,0.11595723911864952,0.3624702624831869,0.7817189755466636,0.072531310651599,0.2771048207918202,1.6097826085919191
1.2000000000000002,0.05787713015168162,0.17622951945554755,0.031845527283627405,0.12967061028581964,0.07821041614138732,0.11575426030336324,0.3524590389110951,0.7780236617149179,0.06369105456725481,0.23463124842416197,1.544559263920793
1.25,0.05777155208251235,0.17117908297554127,0.028690713236879037,0.12899728683652306,0.06602528220271689,0.1155431041650247,0.34235816595108254,0.7739837210191384,0.057381426473758074,0.19807584660815067,1.4873422642171543
1.3,0.05766191687353414,0.1660978484766971,0.026512481421926627,0.12826560447595706,0.0555999202429054,0.11532383374706828,0.3321956969533942,0.7695936268557424,0.05302496284385325,0.16679976072871622,1.4369378811287743
1.35,0.057548257499320785,0.1609993729183602,0.025070369000473967,0.12747496815466172,0.04672949871449888,0.11509651499864157,0.3219987458367204,0.7648498089279703,0.05014073800094793,0.14018849614349663,1.392274303907777
1.4000000000000001,0.05743060834276782,0.15589669436570727,0.024167328576235988,0.12662510721281744,0.039221745699554625,0.11486121668553564,0.31179338873141454,0.7597506432769047,0.048334657152471976,0.11766523709866387,1.3524051429449908
1.4500000000000002,0.05730900514836016,0.1508022888849289,0.023644483409441416,0.12571607024930945,0.03289954570725295,0.11461801029672032,0.3016045777698578,0.7542964214958567,0.04728896681888283,0.09869863712175886,1.3165066135030765
1.5,0.057183484974031085,0.14572803353494584,0.023375877339203894,0.12474821684355913,0.027602167494913833,0.11436696994806217,0.2914560670698917,0.7484893010613548,0.04675175467840779,0.0828065024847415,1.2838705952424578
1.55,0.05705408614224527,0.14068517542335718,0.023263472697446566,0.12372220646564783,0.02318551098759545,0.11410817228449054,0.28137035084671436,0.742333238793887,0.04652694539489313,0.06955653296278635,1.2538952402827714
1.6,0.05692084819079953,0.1356843067390438,0.023232548916646,0.12263898491746807,0.019521680616182348,0.11384169638159906,0.2713686134780876,0.7358339095048084,0.046465097833292,0.05856504184854704,1.226074359046334
1.6500000000000001,0.056783811823716945,0.13073534562003342,0.023227581086482055,0.12149976864956674,0.016498121420068967,0.11356762364743389,0.26147069124006683,0.7289986118974005,0.04645516217296411,0.0494943642602069,1.199986453218072
1.7000000000000002,0.05664301886251223,0.1258475226642941,0.023208626139704643,0.12030602729562671,0.01401649473873171,0.11328603772502446,0.2516950453285882,0.7218361637737603,0.046417252279409286,0.04204948421619513,1.1752839833229773
1.75,0.05649851219802829,0.1210293728443273,0.023148209763546757,0.11905946475968164,0.011991422128866475,0.11299702439605658,0.2420587456886546,0.7143567885580898,0.04629641952709351,0.035974266386599424,1.151683244556494
1.8,0.056350335742982705,0.11628873254481738,0.023028685327723182,0.11776199918061053,0.010349188234620792,0.11270067148596541,0.23257746508963476,0.7065719950836632,0.046057370655446364,0.031047564703862378,1.1289550670185722
1.85,0.05619853438531682,0.1116327414069395,0.022840023633519814,0.1164157420846245,0.009026464249398297,0.11239706877063364,0.223265482813879,0.698494452507747,0.04568004726703963,0.02707939274819489,1.1069164441074941
1.9000000000000001,0.05604315394240579,0.10706784863372869,0.022577986381746417,0.11502297701974595,0.007969091796352487,0.11208630788481158,0.21413569726745738,0.6901378621184757,0.045155972763492834,0.02390727538905746,1.085423115423295
1.9500000000000002,0.0558842411161634,0.10259982338841406,0.022242634826774348,0.11358613794711284,0.007130951069784395,0.1117684822323268,0.20519964677682812,0.6815168276826771,0.044485269653548695,0.021392853209353184,1.0643630795547339
2.0,0.05572184344905825,0.09823376890181773,0.021837126556626656,0.11210778764275665,0.006472925645108567,0.1114436868981165,0.19646753780363546,0.67264672585654,0.04367425311325331,0.0194187769353257,1.043650980606871
2.0500000000000003,0.05555600928104629,0.09397413989560696,0.021366756569095476,0.11059059634075728,0.005961968408421712,0.11111201856209257,0.18794827979121392,0.6635435780445437,0.04273351313819095,0.017885905225265137,1.0232232947613062
2.1,0.055386787707417,0.08982476292499976,0.020838202988418222,0.1090373208248317,0.0055702677062116,0.110773575414834,0.17964952584999952,0.6542239249489902,0.041676405976836445,0.0167108031186348,1.003034235309295
2.15,0.05521422853754588,0.08578885924695913,0.020258942327361404,0.1074507841509222,0.005274509380980892,0.11042845707509176,0.17157771849391826,0.6447047049055332,0.04051788465472281,0.015823528142942675,0.9830522932722087
2.2,0.05503838225454283,0.08186906982738679,0.019636803775988664,0.1058338561586543,0.005055228304508132,0.11007676450908566,0.16373813965477357,0.6350031369519258,0.03927360755197733,0.015165684913524397,0.9632573335812867
2.25,0.054859299975784606,0.07806748211269667,0.0189796363590895,0.10418943490504527,0.004896241940259366,0.10971859995156921,0.15613496422539333,0.6251366094302716,0.037959272718179,0.014688725820778098,0.9436381721461912
2.3000000000000003,0.05467703341431847,0.07438565820674696,0.018295066815484626,0.1025204291299371,0.004784158055966363,0.10935406682863694,0.14877131641349392,0.6151225747796226,0.03659013363096925,0.014352474167899087,0.9241905658206219
2.35,0.05449163484112378,0.07082466411276911,0.017590329648485704,0.10082974183963385,0.004707948742961809,0.10898326968224756,0.14164932822553822,0.6049784510378031,0.03518065929697141,0.014123846228885427,0.9049155544714458
2.4000000000000004,0.054303157048217934,0.06738509972099804,0.016872153957599716,0.09912025507342087,0.004658583218746231,0.10860631409643587,0.13477019944199609,0.5947215304405252,0.03374430791519943,0.013975749656238694,0.8858181015503953
2.45,0.05411165331259294,0.06406712924557338,0.01614669439640037,0.09739481589726386,0.004628712378476789,0.10822330662518588,0.12813425849114676,0.5843688953835832,0.03229338879280074,0.013886137135430368,0.866905986428147
2.5,0.05391717736096858,0.06087051183836724,0.015419495937294294,0.09565622365020145,0.004612398639477482,0.10783435472193716,0.12174102367673448,0.5739373419012087,0.03083899187458859,0.013837195918432445,0.8481889080929015
2.5500000000000003,0.05371978333534802,0.05779463213219346,0.014695484097203932,0.09390721845188368,0.00460488523592198,0.10743956667069604,0.11558926426438693,0.5634433107113022,0.029390968194407865,0.013814655707765942,0.829677765548559
2.6,0.05351952575936132,0.05483853049089972,0.013978973929529018,0.09215047096444212,0.004602399732508923,0.10703905151872264,0.10967706098179944,0.5529028257866527,0.027957947859058037,0.01380719919752677,0.8113840853437596
2.6500000000000004,0.0533164595053821,0.052000932768741494,0.013273692458130575,0.09038857338844039,0.004601987113433734,0.1066329190107642,0.10400186553748299,0.5423314403306423,0.02654738491626115,0.013805961340301202,0.7933195711354519
2.7,0.05311063976240225,0.04928027940584578,0.012582810357700818,0.08862403166103748,0.004601368352751582,0.1062212795248045,0.09856055881169155,0.5317441899662249,0.025165620715401637,0.013804105058254745,0.7754957540763772
2.75,0.05290212200464937,0.04667475371020373,0.011908979607850496,0.08685925881465706,0.004598820877225952,0.10580424400929873,0.09334950742040746,0.5211555528879424,0.02381795921570099,0.013796462631677855,0.7579237261650273
2.8000000000000003,0.05269096196093138,0.04418230919926145,0.01125437459796919,0.08509656944632807,0.004593077790197376,0.10538192392186276,0.0883646183985229,0.5105794166779685,0.02250874919593838,0.013779233370592128,0.7406139415648847
2.85,0.05247721558469253,0.04180069589562045,0.01062073476489915,0.08333817524134887,0.004583243134955876,0.10495443116938506,0.0836013917912409,0.5000290514480932,0.0212414695297983,0.013749729404867628,0.723576073343385
2.9000000000000004,0.05226093902476504,0.03952748549148281,0.010009407330401742,0.08158618148992157,0.004568720840412019,0.10452187804953007,0.07905497098296561,0.4895170889395294,0.020018814660803484,0.013706162521236055,0.7068189151540646
2.95,0.05204218859680049,0.03736009531518554,0.009421389091410303,0.07984258453178383,0.004549155313441487,0.10408437719360097,0.07472019063037108,0.479055507190703,0.018842778182820607,0.013647465940324462,0.6903503191378202
3.0,0.05182102075536533,0.0352958110504036,0.008857366521039875,0.07810927006149962,0.0045243819245834125,0.10364204151073066,0.0705916221008072,0.4686556203689977,0.01771473304207975,0.013573145773750237,0.6741771627963655
3.0500000000000003,0.05159749206668493,0.033331808174337396,0.008317753677282175,0.07638801222582894,0.004494385880474988,0.10319498413336986,0.06666361634867479,0.45832807335497366,0.01663550735456435,0.013483157641424964,0.6583053388330076
3.1,0.051371659182020905,0.03146517209543459,0.007802727601770621,0.07468047344434244,0.004459268191170749,0.10274331836404181,0.06293034419086918,0.44808284066605464,0.015605455203541242,0.013377804573512248,0.6427397629980192
3.1500000000000004,0.051143578811666826,0.029692916983950345,0.007312261033326253,0.07298820488505017,0.004419217626848985,0.10228715762333365,0.05938583396790069,0.43792922931030104,0.014624522066652506,0.013257652880546953,0.6274843958487348
3.2,0.05091330769954792,0.028012003299965362,0.006846152368734828,0.07131264752814952,0.004374487719651921,0.10182661539909584,0.056024006599930724,0.4278758851688971,0.013692304737469655,0.013123463158955764,0.612542275064349
3.25,0.05068090259841074,0.0264193540334089,0.006404052883362121,0.06965513375294177,0.004325378005577452,0.10136180519682148,0.0528387080668178,0.41793080251765063,0.012808105766724242,0.012976134016732355,0.5979155555647465
3.3000000000000003,0.05044642024558948,0.024911869679243748,0.005985491282506816,0.06801688938541364,0.004272218821193852,0.10089284049117896,0.049823739358487495,0.40810133631248185,0.011970982565013631,0.012816656463581556,0.5836055551907434
3.35,0.05020991733933623,0.023486441978332957,0.00558989569546415,0.06639903614682022,0.004215359072959422,0.10041983467867246,0.04697288395666591,0.3983942168809213,0.0111797913909283,0.012646077218878265,0.5696128041260662
3.4000000000000004,0.04997145051570298,0.022139966460706238,0.005216613251891169,0.06480259444674984,0.0041551564853004,0.09994290103140596,0.044279932921412475,0.388815566680499,0.010433226503782337,0.012465469455901199,0.555937096593001
3.45,0.04973107632596409,0.02086935383306129,0.004864927397259178,0.0632284864675132,0.004091969909283282,0.09946215265192818,0.04173870766612258,0.37937091880507917,0.009729854794518355,0.012275909727849848,0.5425775436454982
3.5,0.04948885121456844,0.01967154025645629,0.004534073113386127,0.06167753949020331,0.00402615333842879,0.09897770242913688,0.03934308051291258,0.37006523694121984,0.009068146226772255,0.012078460015286372,0.5295326261253278
3.5500000000000003,0.04924483149761142,0.01854349656336315,0.004223250213209664,0.0601504894163562,0.003958051333459323,0.09848966299522284,0.0370869931267263,0.3609029364981372,0.008446500426419328,0.01187415400037797,0.5168002470468837
3.6,0.0489990733418174,0.017482236465639747,0.003931634877639812,0.05864798444274575,0.0038879956048638387,0.0979981466836348,0.034964472931279494,0.3518879066564745,0.007863269755279624,0.011663986814591517,0.5043777828412599
3.6500000000000004,0.048751632744024165,0.016484823806627903,0.0036583895977465868,0.057170588850423684,0.0038163025422480244,0.09750326548804833,0.032969647613255805,0.3430235331025421,0.0073167791954931736,0.011448907626744073,0.49226213302608346
3.7,0.04850256551116159,0.015548378911572501,0.0034026716786580806,0.055718786872626484,0.003743271513506643,0.09700513102232318,0.031096757823145003,0.3343127212357589,0.006805343357316161,0.011229814540519929,0.48044976797906314
3.75,0.048251927240717245,0.014670084090961346,0.0031636404531234837,0.0542929866095812,0.0036691837857693406,0.09650385448143449,0.029340168181922692,0.3257579196574872,0.0063272809062469675,0.01100755135730802,0.46893677458439936
3.8000000000000003,0.04799977330168258,0.013847188351279661,0.0029404633433186642,0.0528935239615275,0.0035943019445747876,0.09599954660336515,0.027694376702559323,0.317361143769165,0.0058809266866373285,0.010782905833724363,0.4577188995954512
3.85,0.04774615881597368,0.013077011367123815,0.002732320899587759,0.05152066655441078,0.003518869708462115,0.09549231763194736,0.02615402273424763,0.30912399932646467,0.005464641799175518,0.010556609125386345,0.4467915906172215
3.9000000000000004,0.04749113864032145,0.012356946767690644,0.002538410934762971,0.05017461763567738,0.0034431120536858126,0.0949822772806429,0.02471389353538129,0.30104770581406426,0.005076821869525942,0.010329336161057438,0.4361500346606718
3.95,0.04723476734862633,0.011684464789410267,0.002357951862739574,0.048855519920406924,0.0033672355785355564,0.09446953469725267,0.023368929578820533,0.29313311952244153,0.004715903725479148,0.01010170673560667,0.42578919425960055
4.0,0.046977099214773464,0.011057114344974747,0.002190185340288248,0.04756345937064052,0.003291429049183614,0.09395419842954693,0.022114228689949493,0.2853807562238431,0.004380370680576496,0.009874287147550842,0.4157038411714669
4.05,0.04671818819590444,0.010472524557282937,0.0020343783017928775,0.04629846889320581,0.003215864079439365,0.09343637639180888,0.020945049114565874,0.27779081335923483,0.004068756603585755,0.009647592238318094,0.4058885877075134
4.1000000000000005,0.046458087916142386,0.009928405804916635,0.0018898244677962792,0.04506053194359841,0.003140695905562298,0.09291617583228477,0.01985681160983327,0.27036319166159045,0.0037796489355925583,0.009422087716686895,0.396337915755988
4.15,0.04619685165076737,0.009422550323726051,0.0017558453999740962,0.04384958602555741,0.0030660642246278717,0.09239370330153474,0.018845100647452102,0.2630975161533445,0.0035116907999481924,0.009198192673883615,0.3870462035761631
4.2,0.04593453231083951,0.008952832406968553,0.0016317911674674573,0.04266552607787295,0.0029920940710733987,0.09186906462167901,0.017905664813937107,0.25599315646723775,0.0032635823349349146,0.008976282213220197,0.378007750451009
4.25,0.045671182428267565,0.008517208244246531,0.0015170406823983718,0.04150820774169397,0.002918896711160452,0.09134236485653513,0.017034416488493062,0.2490492464501638,0.0030340813647967437,0.008756690133481355,0.3692167992934701
4.3,0.04540685414132082,0.008113715437254797,0.0014110017558635745,0.0403774505031682,0.002846570539335018,0.09081370828264164,0.016227430874509594,0.24226470301900918,0.002822003511727149,0.008539711618005055,0.36066755730589256
4.3500000000000005,0.045141599180582456,0.00774047222810088,0.0013131109197381066,0.039273040707654354,0.0027752019639823602,0.09028319836116491,0.01548094445620176,0.2356382442459261,0.002626221839476213,0.00832560589194708,0.35235421479471607
4.4,0.04487546885534274,0.0073956764737232086,0.001222833054196751,0.03819473444300529,0.002704866272975271,0.08975093771068549,0.014791352947446417,0.22916840665803176,0.002445666108393502,0.008114598818925813,0.34427096224348297
4.45,0.044608514040430446,0.007077604397720734,0.001139660855952069,0.03714226029053942,0.002635628471799954,0.08921702808086089,0.014155208795441469,0.22285356174323653,0.002279321711904138,0.007906885415399861,0.3364120057468429
4.5,0.04434078516348102,0.006784609148738761,0.0010631141777816347,0.03611532194330616,0.0025675440889962073,0.08868157032696204,0.013569218297477523,0.21669193165983697,0.0021262283555632693,0.007702632266988621,0.3287715809068284
4.55,0.044072332192640166,0.006515119192441458,0.0009927392659413996,0.03511360069211668,0.0025006599452380832,0.08814466438528033,0.013030238384882917,0.21068160415270007,0.0019854785318827992,0.00750197983571425,0.3213439652904604
4.6000000000000005,0.04380320462470134,0.0062676365620530595,0.0009281079185039906,0.03413675778056468,0.0024350148836674397,0.08760640924940268,0.012535273124106119,0.20482054668338806,0.0018562158370079812,0.007305044651002319,0.31412348954490715
4.65,0.043533451473675884,0.006040734990474793,0.0008688165844869716,0.03318443663091137,0.0023706404601260564,0.08706690294735177,0.012081469980949586,0.19910661978546823,0.0017376331689739433,0.007111921380378169,0.30710454726312175
4.7,0.04326312125979427,0.005833057945089813,0.0008144854208144548,0.0322562649432624,0.0023075615927547304,0.08652624251958854,0.011666115890179626,0.1935375896595744,0.0016289708416289096,0.006922684778264191,0.3002816036892357
4.75,0.04299226199893704,0.005643316584558797,0.0007647573216549294,0.0313518566709323,0.0022457971710759662,0.08598452399787408,0.011286633169117594,0.18811114002559381,0.0015295146433098588,0.006737391513227898,0.29364920334912326
4.800000000000001,0.04272092119249379,0.005470287655187385,0.0007192969324691083,0.03047081387527938,0.0021853606251805726,0.08544184238498757,0.01094057531037477,0.18282488325167628,0.0014385938649382167,0.006556081875541717,0.28720197668751857
4.8500000000000005,0.04244914581764859,0.005312811342815807,0.0006777896591562588,0.029612728463611317,0.0021262604560232014,0.08489829163529718,0.010625622685631613,0.1776763707816679,0.0013555793183125176,0.006378781368069604,0.28093464578897887
4.9,0.04217698231808994,0.005169789094641439,0.0006399406809797297,0.028777183814013615,0.0020685007281188348,0.08435396463617988,0.010339578189282878,0.17266310288408168,0.0012798813619594594,0.006205502184356504,0.2748420292558604
4.95,0.04190447659514331,0.005040181423937076,0.0006054739744581482,0.027963756291148677,0.002012081526139411,0.08380895319028663,0.010080362847874152,0.16778253774689206,0.0012109479489162964,0.006036244578418233,0.2689190463123874
5.0,0.041631673999324215,0.004923005709270125,0.0005741313541055988,0.02717201665721629,0.0019569993770520077,0.08326334799864843,0.00984601141854025,0.16303209994329773,0.0011482627082111975,0.005870998131156023,0.26316072019985365
5.050000000000001,0.041358619322309345,0.004817333998559746,0.0005456715347716484,0.026401531382364826,0.0019032476395298872,0.08271723864461869,0.009634667997119492,0.15840918829418896,0.0010913430695432967,0.005709742918589661,0.2575621809240601
5.1000000000000005,0.04108535678932346,0.004722290827127751,0.000519869219351535,0.025651863858900694,0.0018508168624155638,0.08217071357864691,0.009444581654255503,0.15391118315340416,0.00103973843870307,0.005552450587246691,0.25211866741225636
5.15,0.040811930051939116,0.004637051057802472,0.0004965142147911766,0.024922575523666182,0.0017996951140295445,0.08162386010387823,0.009274102115604943,0.1495354531419971,0.0009930284295823532,0.005399085342088633,0.24682552913315126
5.2,0.040538382181286546,0.004560837750120012,0.00047541057858545136,0.024213226892948983,0.001749868284106725,0.08107676436257309,0.009121675500240024,0.1452793613576939,0.0009508211571709027,0.005249604852320175,0.2416782272299981
5.25,0.04026475566167039,0.004492920064730902,0.0004563757973474294,0.023523378514252173,0.0017013203601104294,0.08052951132334078,0.008985840129461804,0.14114027108551302,0.0009127515946948588,0.005103961080331288,0.23667233521334177
5.300000000000001,0.03999109238459003,0.004432611208259004,0.00043923999849837205,0.02285259183919731,0.0016540336796267143,0.07998218476918006,0.008865222416518008,0.13711555103518386,0.0008784799969967441,0.004962101038880143,0.2318035392567588
5.3500000000000005,0.03971743364315995,0.0043792664230699295,0.0004238451956820301,0.022200430021757558,0.0016079891604827738,0.0794348672863199,0.008758532846139859,0.13320258013054534,0.0008476903913640602,0.0048239674814483215,0.22706763813581748
5.4,0.03944382012692628,0.0043322810256845486,0.000410044568131947,0.021566458645925823,0.0015631665101663113,0.07888764025385256,0.008664562051369097,0.12939875187555494,0.000820089136263894,0.004689499530498934,0.2224605428475394
5.45,0.03917029191707561,0.004291088496915809,0.0003977017739080906,0.020950246386818243,0.0015195444160503219,0.07834058383415123,0.008582176993831618,0.12570147832090944,0.0007954035478161812,0.004558633248150965,0.21797827594485944
5.5,0.03889688848203179,0.00425515862621019,0.00038669029666110467,0.020351365609097144,0.0014771007178518549,0.07779377696406357,0.00851031725242038,0.12210819365458286,0.0007733805933222093,0.004431302153555565,0.21361697061794457
5.550000000000001,0.0386236486734362,0.004223995712135161,0.0003768928253716721,0.01976939290647345,0.001435812563675837,0.0772472973468724,0.008447991424270322,0.11861635743884069,0.0007537856507433442,0.004307437691027511,0.20937286955175427
5.6000000000000005,0.03835061072250697,0.00419713682046729,0.00036820066634253476,0.019203909585917507,0.0013956565509171933,0.07670122144501394,0.00839427364093458,0.11522345751550504,0.0007364013326850695,0.00418696965275158,0.2052423235868902
5.65,0.0380778122367721,0.004174150100898586,0.0003605131865860213,0.01865450210007134,0.0013566088532173863,0.0761556244735442,0.008348300201797172,0.11192701260042803,0.0007210263731720426,0.004069826559652159,0.2012217902085936
5.7,0.03780529019717147,0.004154633162987963,0.0003537372876455335,0.018120762431216502,0.0013186453345959694,0.07561058039434294,0.008309266325975926,0.108724574587299,0.000707474575291067,0.0039559360037879085,0.19730783188669687
5.75,0.03753308095552253,0.004138211511636846,0.0003477869088109634,0.01760228843001036,0.0012817416518043283,0.07506616191104507,0.008276423023273692,0.10561373058006217,0.0006955738176219268,0.003845224955412985,0.1934971142874158
5.800000000000001,0.03726122023234393,0.004124537042059883,0.00034258255863162844,0.01709868411206197,0.0012458733458780402,0.07452244046468787,0.008249074084119765,0.10259210467237181,0.0006851651172632569,0.0037376200376341203,0.18978640437607683
5.8500000000000005,0.03698974311503173,0.0041132865939503375,0.00033805087359265644,0.016609559915277048,0.001211015923796445,0.07397948623006347,0.008226573187900675,0.0996573594916623,0.0006761017471853129,0.0036330477713893347,0.1861725684282011
5.9,0.03671868405638204,0.00410416056430207,0.0003341242027988802,0.016134532920760915,0.001177144931093339,0.07343736811276408,0.00820832112860414,0.09680719752456549,0.0006682484055977604,0.0035314347932800167,0.1826525699648115
5.95,0.036448076873454256,0.004096881578143375,0.0003307402175016623,0.015673227039929905,0.0011442360162013327,0.07289615374690851,0.00819376315628675,0.09403936223957943,0.0006614804350033246,0.003432708048603998,0.17922346762638203
6.0,0.036177954746768604,0.004091193216259643,0.000327841544306413,0.015225273170345178,0.0011122649872543353,0.07235590949353721,0.008182386432519286,0.09135163902207107,0.000655683088612826,0.0033367949617630057,0.17588241299850338
6.050000000000001,0.03590835021983165,0.004086858798829391,0.0003253754209099703,0.014790309322649953,0.0010812078620179313,0.0718167004396633,0.008173717597658782,0.08874185593589973,0.0006507508418199406,0.0032436235860537938,0.17262664840109557
6.1000000000000005,0.03563929519898336,0.0040836602237693635,0.0003232933732357943,0.014367980720861222,0.001051040911566002,0.07127859039796672,0.008167320447538727,0.08620788432516734,0.0006465867464715886,0.003153122734698006,0.1694535046518424
6.15,0.035370820953558875,0.004081396858476916,0.0003215509128596434,0.013957939878140941,0.001021740698273755,0.07074164190711775,0.008162793716953831,0.08374763926884565,0.0006431018257192868,0.003065222094821265,0.16636039881345777
6.2,0.03510295811635854,0.004079884483569779,0.0003201072536478123,0.013559846650049874,0.0009932841086522917,0.07020591623271707,0.008159768967139557,0.08135907990029924,0.0006402145072956246,0.002979852325956875,0.16334483193340837
6.25,0.034835736684419034,0.004078954287152591,0.0003189250465630456,0.013173368267169257,0.0009656483815077977,0.06967147336883807,0.008157908574305182,0.07904020960301554,0.0006378500931260912,0.002896945144523393,0.16040438678380828
6.300000000000001,0.03456918602007882,0.004078451908084579,0.0003179701316289934,0.012798179348862194,0.0009388111318693044,0.06913837204015764,0.008156903816169158,0.07678907609317316,0.0006359402632579868,0.0028164333956079133,0.15753672560836587
6.3500000000000005,0.03430333485233074,0.004078236526681786,0.0003172113060817783,0.012433961899837804,0.0009127503710925848,0.06860666970466148,0.008156473053363571,0.07460377139902682,0.0006344226121635567,0.002738251113277754,0.1547395878824932
6.4,0.034038211278454585,0.0040781800012587984,0.0003166201077762321,0.01208040529107662,0.0008874445235139591,0.06807642255690917,0.008156360002517597,0.07248243174645971,0.0006332402155524642,0.0026623335705418774,0.15201078809198082
6.45,0.03377384276592252,0.004078166048897624,0.0003161706129540992,0.01173720622657621,0.0008628724399964981,0.06754768553184504,0.008156332097795248,0.07042323735945726,0.0006323412259081984,0.002588617319989494,0.14934821353499522
