Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(5),J_total_Chlorine
3.6500000000000004,0.044734935426319615,0.02627658377750296,0.008196813639701263,0.06427091671449164,0.0043137942078218475,0.08946987085263923,0.05255316755500592,0.38562550028694986,0.016393627279402526,0.021568971039109236,0.5656111370131068
3.7,0.044555411998668644,0.02500365778782399,0.007771160805673382,0.06306684530601196,0.004296216439657907,0.08911082399733729,0.05000731557564798,0.37840107183607175,0.015542321611346764,0.021481082198289533,0.5545426152186932
3.75,0.04437447505497612,0.023787539588266803,0.007361762939317726,0.06187100260289317,0.004275272104692433,0.08874895010995223,0.047575079176533606,0.371226015617359,0.014723525878635452,0.021376360523462163,0.5436499313059424
3.8000000000000003,0.044192158158712386,0.022626600367862893,0.006968647196328625,0.06068414205097097,0.004250964231253365,0.08838431631742477,0.045253200735725786,0.3641048523058258,0.01393729439265725,0.021254821156266826,0.5329344849079004
3.85,0.04400849486526703,0.021519198697363108,0.006591754867445474,0.05950697299404032,0.004223341777716996,0.08801698973053405,0.043038397394726216,0.35704183796424194,0.013183509734890948,0.02111670888858498,0.5223974437129781
3.9000000000000004,0.04382351871057013,0.020463686004392842,0.006230951986200282,0.058340161108960766,0.004192490905614379,0.08764703742114026,0.040927372008785684,0.3500409666537646,0.012461903972400564,0.020962454528071894,0.512039734584163
3.95,0.04363726319990742,0.019458411658284047,0.0058860391548885005,0.057184328975817725,0.004158527452261091,0.08727452639981484,0.038916823316568094,0.3431059738549064,0.011772078309777001,0.020792637261305456,0.5018620391423717
4.0,0.04344976179693438,0.018501727674418406,0.005556760599857912,0.05604005676956977,0.0041215904597070255,0.08689952359386877,0.03700345534883681,0.3362403406174186,0.011113521199715823,0.020607952298535126,0.4918647930583751
4.05,0.043261047912894,0.01759199304909875,0.00524281247632624,0.054907883060113245,0.004081836632414752,0.086522095825788,0.0351839860981975,0.3294472983606795,0.01048562495265248,0.020409183162073758,0.48204818839939123
4.1000000000000005,0.04307115489604177,0.01672757773695529,0.004943850449770095,0.05378830570824201,0.0040394356101195504,0.08614230979208354,0.03345515547391058,0.32272983424945206,0.00988770089954019,0.02019717805059775,0.4724121784655841
4.15,0.04288011602128128,0.01590686628370473,0.004659496585879515,0.05268178284556299,0.00399456595494273,0.08576023204256256,0.03181373256740946,0.31609069707337795,0.00931899317175903,0.019972829774713652,0.46295648462982264
4.2,0.04268796448001279,0.015128261127725964,0.004389345584484566,0.05158873392703693,0.003947411763153432,0.08537592896002558,0.030256522255451928,0.30953240356222156,0.008778691168969132,0.019737058815767157,0.4536806047624353
4.25,0.04249473337019692,0.014390185584411045,0.004132970395021808,0.0505095408454415,0.003898159822123931,0.08498946674039384,0.02878037116882209,0.303057245072649,0.008265940790043617,0.019490799110619655,0.4445838228825282
4.3,0.042300455686634916,0.013691086527605431,0.0038899272522608824,0.04944454909769125,0.0038469972421107546,0.08460091137326983,0.027382173055210863,0.2966672945861475,0.007779854504521765,0.01923498621055377,0.43566521972970373
4.3500000000000005,0.04210516431146654,0.013029436782682074,0.0036597601713591775,0.048394068993591124,0.0037941095006210923,0.08421032862293308,0.026058873565364148,0.2903644139615468,0.007319520342718355,0.01897054750310546,0.4269236839956678
4.4,0.04190889200488635,0.012403737245910589,0.0034420049410253993,0.0473583768982403,0.003739678844384494,0.0838177840097727,0.024807474491821177,0.2841502613894418,0.006884009882050799,0.01869839422192247,0.418357923995009
4.45,0.04171167139607859,0.011812518744797763,0.003236192652792752,0.04633771649993574,0.00368388300042907,0.08342334279215718,0.023625037489595525,0.27802629899961445,0.006472385305585504,0.01841941500214535,0.40996647958909804
4.5,0.04151353497437077,0.011254343654000833,0.003041852803247519,0.04533230009604734,0.003626894153537324,0.08302706994874154,0.022508687308001665,0.2719938005762841,0.006083705606495038,0.018134470767686622,0.4017477342072089
4.55,0.04131451508060561,0.010727807281259608,0.0028585160046258095,0.04434230988994267,0.003568878152499998,0.08262903016121122,0.021455614562519217,0.26605385933965603,0.005717032009251619,0.01784439076249999,0.39369992683513805
4.6000000000000005,0.04111464389873089,0.010231539037569045,0.002685716337560656,0.04336789929262805,0.0035099939121613576,0.08222928779746178,0.02046307807513809,0.2602073957557683,0.005371432675121312,0.01754996956080679,0.3858211638642962
4.65,0.040913953447606455,0.009764203405528651,0.002522993377998536,0.04240919422334093,0.0034503929823144356,0.08182790689521291,0.019528406811057303,0.2544551653400456,0.005045986755997072,0.017251964911572177,0.37810943071388503
4.7,0.04071247557302743,0.009324500719468123,0.002369893928461738,0.041466294403873255,0.0033902192581127147,0.08142495114605486,0.018649001438936247,0.24879776642323953,0.004739787856923476,0.016951096290563572,0.3705626031557177
4.75,0.04051024193996267,0.008911167770568322,0.0022259734819537113,0.04053927464192711,0.003329608809863428,0.08102048387992535,0.017822335541136644,0.24323564785156265,0.004451946963907423,0.01664804404931714,0.3631784582858492
4.800000000000001,0.0403072840250072,0.00852297824977969,0.0020907974449221015,0.03962818609929925,0.003268689812900111,0.0806145680500144,0.01704595649955938,0.23776911659579553,0.004181594889844203,0.016343449064500554,0.35595468509971406
4.8500000000000005,0.04010363310904733,0.008158743040894215,0.001963942143835701,0.03873305754116085,0.00320758256073736,0.08020726621809467,0.01631748608178843,0.23239834524696507,0.003927884287671402,0.0160379128036868,0.3488888946382064
4.9,0.03989932027013709,0.007817310375657513,0.0018449956381172373,0.03785389656314149,0.0031463995469238866,0.07979864054027418,0.015634620751315026,0.22712337937884894,0.0036899912762344746,0.015731997734619432,0.34197862968129206
4.95,0.039694376376584455,0.007497565862320954,0.0017335583604197052,0.0369906907933434,0.0030852456029626632,0.07938875275316891,0.014995131724641907,0.22194414476006039,0.0034671167208394104,0.015426228014813316,0.3352213739735239
5.0,0.039488832080245916,0.00719843239853415,0.0016292436035508806,0.0361434090668008,0.0030242180813874783,0.07897766416049183,0.0143968647970683,0.21686045440080481,0.003258487207101761,0.015121090406937392,0.3286145609724041
5.050000000000001,0.03928271781002766,0.006918869978971097,0.0015316778717470684,0.035312002570263325,0.002963407074599247,0.07856543562005532,0.013837739957942194,0.21187201542157996,0.0030633557434941367,0.014817035372996234,0.3221555821160678
5.1000000000000005,0.03907606376559186,0.006657875407572225,0.001440501112478067,0.0344964059555197,0.0029028956613957667,0.07815212753118372,0.01331575081514445,0.2069784357331182,0.002881002224956134,0.014514478306978834,0.31584179461138134
5.15,0.03886889991126634,0.006414481923773452,0.0013553668435337624,0.033696538419790444,0.002842760174295814,0.07773779982253268,0.012828963847546905,0.20217923051874265,0.0027107336870675247,0.01421380087147907,0.30967052874736883
5.2,0.038661255970155885,0.006187758751585387,0.00127594218879999,0.032912304752006676,0.0027830704817810113,0.07732251194031177,0.012375517503170773,0.19747382851204004,0.00255188437759998,0.013915352408905056,0.3036390947420276
5.25,0.03845316141845359,0.005976810579883419,0.001201907834876811,0.032143596344056335,0.0027238902804730862,0.07690632283690718,0.011953621159766838,0.192861578064338,0.002403815669753622,0.01361945140236543,0.29774478913313107
5.300000000000001,0.03824464547995035,0.005780776981775563,0.0011329579195249427,0.03139029216632145,0.0026652773930448312,0.0764892909599007,0.011561553963551126,0.1883417529979287,0.0022659158390498854,0.013326386965224157,0.2919849007256546
5.3500000000000005,0.0380357371207409,0.00559883178043119,0.0010687998618433502,0.03065225970705053,0.002607284068343293,0.0760714742414818,0.01119766356086238,0.18391355824230318,0.0021375997236867004,0.013036420341716464,0.2863567161100506
5.4,0.037826465044124506,0.005430182368282132,0.001009154143080023,0.0299293558753099,0.002549957280795223,0.07565293008824901,0.010860364736564264,0.1795761352518594,0.002018308286160046,0.012749786403976114,0.28085752476680886
5.45,0.03761685768569856,0.005274068986049659,0.0009537540460553911,0.029221427867438785,0.0024933390266780814,0.07523371537139711,0.010548137972099319,0.17532856720463272,0.0019075080921107821,0.012466695133390406,0.2754846237736303
5.5,0.03740694320864338,0.005129763967607323,0.000902345360329798,0.028528313997094698,0.0024374666152841033,0.07481388641728676,0.010259527935214646,0.1711698839825682,0.001804690720659596,0.012187333076420517,0.2702353221321497
5.550000000000001,0.03719674949919629,0.004996570956262045,0.0008546860594691268,0.027849844489120795,0.0023823729533884834,0.07439349899839258,0.00999314191252409,0.16709906693472476,0.0017093721189382536,0.011911864766942417,0.2651069447315221
5.6000000000000005,0.036986304162313216,0.004873824097624507,0.0008105459560519089,0.027185842237595695,0.0023280868217629,0.07397260832462643,0.009747648195249014,0.16311505342557417,0.0016210919121038179,0.0116404341088145,0.26009683596636796
5.65,0.03677563451751596,0.0047608872138455065,0.0007697063394129542,0.026536123528539495,0.0022746331427588857,0.07355126903503192,0.009521774427691013,0.15921674117123696,0.0015394126788259084,0.011373165713794429,0.2552023630265802
5.7,0.03656476759492339,0.004657152963617967,0.0007319596005286814,0.02590049872784972,0.0022220332382278268,0.07312953518984679,0.009314305927235934,0.1554029923670983,0.0014639192010573628,0.011110166191139133,0.2504209188763775
5.75,0.03635373013146456,0.004562041991984698,0.000697108847913819,0.02527877293512686,0.002170305077250641,0.07270746026292912,0.009124083983969395,0.15167263761076116,0.001394217695827638,0.010851525386253206,0.24574992493974054
5.800000000000001,0.03614254856727198,0.004475002073650095,0.0006649675179141754,0.02467074660412379,0.002119463513325091,0.07228509713454397,0.00895000414730019,0.14802447962474274,0.0013299350358283509,0.010597317566625455,0.24118683350904072
5.8500000000000005,0.0359312490422532,0.0043955072531695755,0.0006353589823419399,0.024076216130616352,0.0020695205108061795,0.0718624980845064,0.008791014506339151,0.14445729678369812,0.0012707179646838799,0.010347602554030898,0.23672912989325845
5.9,0.0357198573928386,0.004323056985083509,0.0006081161560048843,0.023494974408545168,0.002020485360518694,0.0714397147856772,0.008646113970167018,0.140969846451271,0.0012162323120097685,0.01010242680259347,0.23237433432171845
5.95,0.03550839914890377,0.004257175276772596,0.0005830811063254986,0.022926811355322436,0.001972364884563894,0.07101679829780753,0.008514350553545193,0.13756086813193463,0.0011661622126509972,0.009861824422819469,0.22812000361875784
6.0,0.03529689953086422,0.004197409836538533,0.0005601046669272199,0.022371514407232004,0.0019251636304272244,0.07059379906172844,0.008394819673077066,0.13422908644339202,0.0011202093338544398,0.009625818152136123,0.22396373266418806
6.050000000000001,0.0350853834469407,0.004143331229157251,0.0005390460567794979,0.02182886898587822,0.0018788840545633356,0.0701707668938814,0.008286662458314503,0.13097321391526934,0.0010780921135589959,0.009394420272816678,0.21990315565384091
6.1000000000000005,0.03487387549059297,0.00409453204091138,0.0005197725062385966,0.02129865893665894,0.0018335266956906067,0.06974775098118594,0.00818906408182276,0.12779195361995363,0.0010395450124771931,0.009167633478453034,0.21593594717389256
6.15,0.03466239993812009,0.004050626055883444,0.0005021588910940648,0.02078066694025138,0.0017890903380717751,0.06932479987624018,0.008101252111766887,0.12468400164150828,0.0010043177821881296,0.008945451690358876,0.21205982310206234
6.2,0.034450980746425185,0.004011247445081223,0.00048608737552926395,0.020274674898107612,0.0017455721650917581,0.06890196149285037,0.008022494890162445,0.12164804938864568,0.0009721747510585279,0.00872786082545879,0.20827254134817583
6.25,0.03423964155094253,0.003976049969770948,0.0004714470647258393,0.01978046429295859,0.0017029679034697434,0.06847928310188506,0.007952099939541896,0.11868278575775154,0.0009428941294516787,0.008514839517348717,0.20457190244597886
6.300000000000001,0.03402840566372495,0.003944706200212183,0.00045813366768446886,0.019297816525323884,0.0016612719584614326,0.0680568113274499,0.007889412400424366,0.1157868991519433,0.0009162673353689377,0.008306359792307164,0.20095575000749366
6.3500000000000005,0.03381729607168936,0.003916906750819645,0.0004460491706955962,0.01882651322701801,0.0016204775404199904,0.06763459214337872,0.00783381350163929,0.11295907936210807,0.0008920983413911924,0.008102387702099952,0.19742197105061723
6.4,0.03360633543501825,0.003892359532621322,0.00043510152177232984,0.018366336552634407,0.0015805767830917555,0.0672126708700365,0.007784719065242644,0.11019801931580644,0.0008702030435446597,0.007902883915458778,0.193968496210089
6.45,0.03339554608571499,0.003870789023738405,0.0004252043262515985,0.017917069449975415,0.001541560854025978,0.06679109217142998,0.00774157804747681,0.1075024166998525,0.000850408652503197,0.007707804270129889,0.1905932998413924
6.5,0.03318495002631066,0.0038519355584801934,0.0004162765536774161,0.017478495910380747,0.0015034200574774027,0.06636990005262132,0.007703871116960387,0.10487097546228448,0.0008325531073548321,0.007517100287387014,0.18729440002660802
