tree_entry,energy_deposited_vlm4_keV,gamma_entered_vlm4,energy_deposited_vlm5_keV,gamma_entered_vlm5
155,0.0,False,0.0,False
156,0.0,False,0.0,False
157,0.0,False,0.0,False
158,0.0,False,0.0,False
159,0.0,False,0.0,False
160,0.0,False,0.0,False
161,0.0,False,0.0,False
162,0.0,False,0.0,False
163,0.0,False,0.0,False
164,0.0,False,0.0,False
165,0.0,False,0.0,False
166,0.0,False,0.0,False
167,0.0,False,0.0,False
168,0.0,False,0.0,False
169,0.0,False,0.0,False
170,0.0,False,0.0,False
171,0.0,False,0.0,False
172,0.0,False,0.0,False
173,0.0,False,0.0,False
174,0.0,False,0.0,False
175,0.0,False,0.0,False
176,0.0,False,0.0,False
177,0.0,False,0.0,False
178,0.0,False,0.0,False
179,0.0,False,0.0,False
180,0.0,False,0.0,False
181,0.0,False,0.0,False
182,0.0,False,0.0,False
183,0.0,False,0.0,False
184,0.0,False,0.0,False
185,0.0,False,0.0,False
186,0.0,False,0.0,False
187,0.0,False,0.0,False
188,0.0,False,0.0,False
189,0.0,False,0.0,False
190,0.0,False,0.0,False
191,0.0,False,0.0,False
192,0.0,False,0.0,False
193,0.0,False,0.0,False
194,0.0,False,0.0,False
195,0.0,False,0.0,False
196,0.0,False,0.0,False
197,0.0,False,0.0,False
198,0.0,False,0.0,False
199,0.0,False,0.0,False
200,0.0,False,0.0,False
201,0.0,False,0.0,False
202,0.0,False,0.0,False
203,0.0,False,0.0,False
204,0.0,False,0.0,False
205,0.0,False,0.0,False
206,0.0,False,0.0,False
207,0.0,False,0.0,False
208,0.0,False,0.0,False
209,0.0,False,0.0,False
210,0.0,False,0.0,False
211,0.0,False,0.0,False
212,0.0,False,0.0,False
213,0.0,False,0.0,False
214,0.0,False,0.0,False
215,0.0,False,0.0,False
216,0.0,False,0.0,False
217,0.0,False,0.0,False
218,0.0,False,0.0,False
219,0.0,False,0.0,False
220,0.0,False,0.0,False
221,0.0,False,0.0,False
222,0.0,False,0.0,False
223,0.0,False,0.0,False
224,0.0,False,0.0,False
225,0.0,False,0.0,False
226,0.0,False,0.0,False
227,0.0,False,0.0,False
228,0.0,False,0.0,False
229,0.0,False,0.0,False
230,0.0,False,0.0,False
231,0.0,False,0.0,False
232,0.0,False,0.0,False
233,0.0,False,0.0,False
234,0.0,False,0.0,False
235,0.0,False,0.0,False
236,0.0,False,0.0,False
237,0.0,False,0.0,False
238,0.0,False,0.0,False
239,0.0,False,0.0,False
240,0.0,False,0.0,False
241,0.0,False,0.0,False
242,0.0,False,0.0,False
243,0.0,False,0.0,False
244,0.0,False,0.0,False
245,0.0,False,0.0,False
246,0.0,False,0.0,False
247,0.0,False,0.0,False
248,0.0,False,0.0,False
249,0.0,False,0.0,False
250,0.0,False,0.0,False
251,0.0,False,0.0,False
252,0.0,False,0.0,False
253,0.0,False,0.0,False
254,0.0,False,0.0,False
255,0.0,False,0.0,False
256,0.0,False,0.0,False
257,0.0,False,0.0,False
258,0.0,False,0.0,False
259,0.0,False,0.0,False
260,0.0,False,0.0,False
261,0.0,False,0.0,False
262,0.0,False,0.0,False
263,0.0,False,0.0,False
264,0.0,False,0.0,False
265,0.0,False,0.0,False
266,0.0,False,0.0,False
267,0.0,False,0.0,False
268,0.0,False,0.0,False
269,0.0,False,0.0,False
270,0.0,False,0.0,False
271,0.0,False,0.0,False
272,0.0,False,0.0,False
273,0.0,False,0.0,False
274,0.0,False,0.0,False
275,0.0,False,0.0,False
276,0.0,False,0.0,False
277,0.0,False,0.0,False
278,0.0,False,0.0,False
279,0.0,False,0.0,False
280,0.0,False,0.0,False
281,0.0,False,0.0,False
282,0.0,False,0.0,False
283,0.0,False,0.0,False
284,0.0,False,0.0,False
285,0.0,False,0.0,False
286,0.0,False,0.0,False
287,0.0,False,0.0,False
288,0.0,False,0.0,False
289,0.0,False,0.0,False
290,0.0,False,0.0,False
291,0.0,False,0.0,False
292,0.0,False,0.0,False
293,0.0,False,0.0,False
294,0.0,False,0.0,False
295,0.0,False,0.0,False
296,0.0,False,0.0,False
297,0.0,False,0.0,False
298,0.0,False,0.0,False
299,0.0,False,0.0,False
300,0.0,False,0.0,False
301,0.0,False,0.0,False
302,0.0,False,0.0,False
303,0.0,False,0.0,False
304,0.0,False,0.0,False
305,0.0,False,0.0,False
306,0.0,False,0.0,False
307,0.0,False,0.0,False
308,0.0,False,0.0,False
309,0.0,False,0.0,False
310,0.0,False,0.0,False
311,0.0,False,0.0,False
312,0.0,False,0.0,False
313,0.0,False,0.0,False
314,0.0,False,0.0,False
315,0.0,False,0.0,False
316,0.0,False,0.0,False
317,0.0,False,0.0,False
318,0.0,False,0.0,False
319,0.0,False,0.0,False
320,0.0,False,0.0,False
321,0.0,False,0.0,False
322,0.0,False,0.0,False
323,0.0,False,0.0,False
324,0.0,False,0.0,False
325,0.0,False,0.0,False
326,0.0,False,0.0,False
327,0.0,False,0.0,False
328,0.0,False,0.0,False
329,0.0,False,0.0,False
330,0.0,False,0.0,False
331,0.0,False,0.0,False
332,0.0,False,0.0,False
333,0.0,False,0.0,False
334,0.0,False,0.0,False
335,0.0,False,0.0,False
336,0.0,False,0.0,False
337,0.0,False,0.0,False
338,0.0,False,0.0,False
339,0.0,False,0.0,False
340,0.0,False,0.0,False
341,0.0,False,0.0,False
342,0.0,False,0.0,False
343,0.0,False,0.0,False
344,0.0,False,0.0,False
345,0.0,False,0.0,False
346,0.0,False,0.0,False
347,0.0,False,0.0,False
348,0.0,False,0.0,False
349,0.0,False,0.0,False
350,0.0,False,0.0,False
351,0.0,False,0.0,False
352,0.0,False,0.0,False
353,0.0,False,0.0,False
354,0.0,False,0.0,False
355,0.0,False,0.0,False
356,0.0,False,0.0,False
357,0.0,False,0.0,False
358,0.0,False,0.0,False
359,0.0,False,0.0,False
360,0.0,False,0.0,False
361,0.0,False,0.0,False
362,0.0,False,0.0,False
363,0.0,False,0.0,False
364,0.0,False,0.0,False
365,0.0,False,0.0,False
366,0.0,False,0.0,False
367,0.0,False,0.0,False
368,0.0,False,0.0,False
369,0.0,False,0.0,False
370,0.0,False,0.0,False
371,0.0,False,0.0,False
372,0.0,False,0.0,False
373,0.0,True,0.0,False
374,0.0,False,0.0,False
375,0.0,False,0.0,False
376,0.0,False,0.0,False
377,0.0,False,0.0,False
378,0.0,False,0.0,False
379,0.0,False,0.0,False
380,0.0,False,0.0,False
381,0.0,False,0.0,False
382,0.0,False,0.0,False
383,0.0,False,0.0,False
384,0.0,False,0.0,False
385,0.0,False,0.0,False
386,0.0,False,0.0,False
387,0.0,False,0.0,False
388,0.0,False,0.0,False
389,0.0,False,0.0,False
390,0.0,False,0.0,False
391,0.0,False,0.0,False
392,0.0,False,0.0,False
393,0.0,False,0.0,False
394,0.0,False,0.0,False
395,0.0,False,0.0,False
396,0.0,True,0.0,False
397,0.0,False,0.0,False
398,0.0,False,0.0,False
399,0.0,False,0.0,False
400,0.0,False,0.0,False
401,0.0,False,0.0,False
402,0.0,False,0.0,False
403,0.0,False,0.0,False
404,0.0,False,0.0,False
405,0.0,False,0.0,False
406,0.0,False,0.0,False
407,0.0,False,0.0,False
408,0.0,False,0.0,False
409,0.0,False,0.0,False
410,0.0,False,0.0,False
411,0.0,False,0.0,False
412,0.0,False,0.0,False
413,0.0,False,0.0,False
414,0.0,False,0.0,False
415,0.0,False,0.0,False
416,0.0,False,0.0,False
417,0.0,False,0.0,False
418,0.0,False,0.0,False
419,0.0,False,0.0,False
420,0.0,False,0.0,False
421,0.0,False,0.0,False
422,0.0,False,0.0,False
423,0.0,False,0.0,False
424,0.0,False,0.0,False
425,0.0,False,0.0,False
426,0.0,False,0.0,False
427,0.0,False,0.0,False
428,0.0,False,0.0,False
429,0.0,False,0.0,False
430,0.0,False,0.0,False
431,0.0,False,0.0,False
432,0.0,False,0.0,False
433,0.0,False,0.0,False
434,0.0,False,0.0,False
435,0.0,False,0.0,False
436,0.0,False,0.0,False
437,0.0,False,0.0,False
438,0.0,False,0.0,False
439,0.0,False,0.0,False
440,0.0,False,0.0,False
441,0.0,False,0.0,False
442,0.0,False,0.0,False
443,0.0,False,0.0,False
444,0.0,False,0.0,False
445,0.0,False,0.0,False
446,0.0,False,0.0,False
447,0.0,False,0.0,False
448,0.0,True,0.0,False
449,0.0,False,0.0,False
450,0.0,False,0.0,False
451,0.0,False,0.0,False
452,0.0,False,0.0,False
453,0.0,False,0.0,False
454,0.0,False,0.0,False
455,0.0,False,0.0,False
456,0.0,False,0.0,False
457,0.0,False,0.0,False
458,0.0,False,0.0,False
459,0.0,False,0.0,False
460,0.0,False,0.0,False
461,0.0,False,0.0,False
462,0.0,False,0.0,False
463,0.0,False,0.0,False
464,0.0,False,0.0,False
465,0.0,False,0.0,False
466,0.0,False,0.0,False
467,0.0,False,0.0,False
468,0.0,False,0.0,False
469,0.0,False,0.0,False
470,0.0,False,0.0,False
471,0.0,False,0.0,False
472,0.0,False,0.0,False
473,0.0,False,0.0,False
474,0.0,False,0.0,False
475,0.0,False,0.0,False
476,0.0,False,0.0,False
477,0.0,False,0.0,False
478,0.0,False,0.0,False
479,0.0,False,0.0,False
480,0.0,False,0.0,False
481,0.0,False,0.0,False
482,0.0,False,0.0,False
483,0.0,False,0.0,False
484,0.0,False,0.0,False
485,0.0,False,0.0,False
486,0.0,False,0.0,False
487,0.0,False,0.0,False
488,0.0,False,0.0,False
489,0.0,False,0.0,False
490,0.0,False,0.0,False
491,0.0,False,0.0,False
492,0.0,False,0.0,False
493,0.0,False,0.0,False
494,0.0,False,0.0,False
495,0.0,False,0.0,False
496,0.0,False,0.0,False
497,0.0,False,0.0,False
498,0.0,False,0.0,False
499,0.0,False,0.0,False
500,0.0,False,0.0,False
501,0.0,False,0.0,False
502,0.0,False,0.0,False
503,0.0,False,0.0,False
504,0.0,False,0.0,False
505,0.0,False,0.0,False
506,0.0,False,0.0,False
507,0.0,False,0.0,False
508,0.0,False,0.0,False
509,0.0,False,0.0,False
510,0.0,False,0.0,False
511,0.0,False,0.0,False
512,0.0,False,0.0,False
513,0.0,False,0.0,False
514,0.0,False,0.0,False
515,0.0,False,0.0,False
516,0.0,False,0.0,False
517,0.0,False,0.0,False
518,0.0,False,0.0,False
519,0.0,False,0.0,False
520,0.0,False,0.0,False
521,0.0,False,0.0,False
522,0.0,False,0.0,False
523,0.0,False,0.0,False
524,0.0,False,0.0,False
525,0.0,False,0.0,False
526,0.0,False,0.0,False
527,0.0,False,0.0,False
528,0.0,False,0.0,False
529,0.0,False,0.0,False
530,0.0,False,0.0,False
531,0.0,False,0.0,False
532,0.0,False,0.0,False
533,0.0,False,0.0,False
534,0.0,False,0.0,False
535,0.0,False,0.0,False
536,0.0,False,0.0,False
537,0.0,False,0.0,False
538,0.0,False,0.0,False
539,0.0,False,0.0,False
540,0.0,False,0.0,False
541,0.0,False,0.0,False
542,0.0,False,0.0,False
543,0.0,False,0.0,False
544,0.0,False,0.0,False
545,0.0,False,0.0,False
546,0.0,False,0.0,False
547,0.0,False,0.0,False
548,0.0,False,0.0,False
549,0.0,False,0.0,False
550,0.0,False,0.0,False
551,0.0,False,0.0,False
552,0.0,False,0.0,False
553,0.0,False,0.0,False
554,0.0,False,0.0,False
555,0.0,False,0.0,False
556,0.0,False,0.0,False
557,0.0,False,0.0,False
558,0.0,False,0.0,False
559,0.0,False,0.0,False
560,0.0,False,0.0,False
561,0.0,False,0.0,False
562,0.0,False,0.0,False
563,0.0,False,0.0,False
564,0.0,False,0.0,False
565,0.0,False,0.0,False
566,0.0,False,0.0,False
567,0.0,False,0.0,False
568,0.0,False,0.0,False
569,0.0,False,0.0,False
570,0.0,False,0.0,False
571,0.0,False,0.0,False
572,0.0,False,0.0,False
573,0.0,False,0.0,False
574,0.0,False,0.0,False
575,0.0,False,0.0,False
576,0.0,False,0.0,False
577,0.0,False,0.0,False
578,0.0,False,0.0,False
579,0.0,False,0.0,False
580,0.0,False,0.0,False
581,0.0,False,0.0,False
582,0.0,False,0.0,False
583,0.0,False,0.0,False
584,0.0,False,0.0,False
585,0.0,False,0.0,False
586,0.0,False,0.0,False
587,0.0,False,0.0,False
588,0.0,False,0.0,False
589,0.0,False,0.0,False
590,0.0,False,0.0,False
591,0.0,False,0.0,False
592,0.0,False,0.0,False
593,0.0,False,0.0,False
594,0.0,False,0.0,False
595,0.0,False,0.0,False
596,0.0,False,0.0,False
597,0.0,False,0.0,False
598,0.0,False,0.0,False
599,0.0,False,0.0,False
600,0.0,False,0.0,False
601,0.0,False,0.0,False
602,0.0,False,0.0,False
603,0.0,False,0.0,False
604,0.0,False,0.0,False
605,0.0,False,0.0,False
606,0.0,False,0.0,False
607,0.0,False,0.0,False
608,0.0,False,0.0,False
609,0.0,False,0.0,False
610,0.0,False,0.0,False
611,0.0,False,0.0,False
612,0.0,False,0.0,False
613,0.0,False,0.0,False
614,0.0,False,0.0,False
615,0.0,False,0.0,False
616,0.0,False,0.0,False
617,0.0,False,0.0,False
618,0.0,False,0.0,False
619,0.0,False,0.0,False
620,0.0,False,0.0,False
621,0.0,False,0.0,False
622,0.0,False,0.0,False
623,0.0,False,0.0,False
624,0.0,False,0.0,False
625,0.0,False,0.0,False
626,0.0,False,0.0,False
627,0.0,False,0.0,False
628,221.4736857045943,True,0.0,False
629,0.0,False,0.0,False
630,0.0,False,0.0,False
631,0.0,False,0.0,False
632,0.0,False,0.0,False
633,0.0,False,0.0,False
634,0.0,False,0.0,False
635,0.0,False,0.0,False
636,0.0,False,0.0,False
637,0.0,False,0.0,False
638,0.0,False,0.0,False
639,0.0,False,0.0,False
640,0.0,False,0.0,False
641,0.0,False,0.0,False
642,0.0,False,0.0,False
643,0.0,False,0.0,False
644,0.0,False,0.0,False
645,0.0,False,0.0,False
646,0.0,False,0.0,False
647,0.0,False,0.0,False
648,0.0,False,0.0,False
649,0.0,False,0.0,False
650,0.0,False,0.0,False
651,0.0,False,0.0,False
652,0.0,False,0.0,False
653,0.0,False,0.0,False
654,0.0,False,0.0,False
655,0.0,False,0.0,False
656,0.0,False,0.0,False
657,0.0,False,0.0,False
658,0.0,False,0.0,False
659,0.0,False,0.0,False
660,0.0,False,0.0,False
661,0.0,False,0.0,False
662,0.0,False,0.0,False
663,0.0,False,0.0,False
664,0.0,False,0.0,False
665,0.0,False,0.0,False
666,0.0,False,0.0,False
667,0.0,False,0.0,False
668,0.0,False,0.0,False
669,0.0,False,0.0,False
670,0.0,False,0.0,False
671,0.0,False,0.0,False
672,0.0,False,0.0,False
673,0.0,False,0.0,False
674,0.0,False,0.0,False
675,0.0,False,0.0,False
676,0.0,False,0.0,False
677,0.0,False,0.0,False
678,0.0,False,0.0,False
679,0.0,False,0.0,False
680,0.0,False,0.0,False
681,0.0,False,0.0,False
682,0.0,False,0.0,False
683,0.0,False,0.0,False
684,0.0,False,0.0,False
685,0.0,False,0.0,False
686,0.0,False,0.0,False
687,0.0,False,0.0,False
688,0.0,False,0.0,False
689,0.0,False,0.0,False
690,0.0,False,0.0,False
691,0.0,False,0.0,False
692,0.0,False,0.0,False
693,0.0,False,0.0,False
694,0.0,False,0.0,False
695,0.0,False,0.0,False
696,0.0,False,0.0,False
697,0.0,False,0.0,False
698,0.0,False,0.0,False
699,0.0,False,0.0,False
700,0.0,False,0.0,False
701,0.0,False,0.0,False
702,0.0,False,0.0,False
703,0.0,False,0.0,False
704,0.0,False,0.0,False
705,0.0,False,0.0,False
706,0.0,False,0.0,False
707,0.0,False,0.0,False
708,0.0,False,0.0,False
709,0.0,False,0.0,False
710,0.0,False,0.0,False
711,0.0,False,0.0,False
712,0.0,False,0.0,False
713,0.0,False,0.0,False
714,0.0,False,0.0,False
715,0.0,False,0.0,False
716,0.0,False,0.0,False
717,0.0,False,0.0,False
718,0.0,False,0.0,False
719,0.0,False,0.0,False
720,0.0,False,0.0,False
721,0.0,False,0.0,False
722,0.0,False,0.0,False
723,0.0,False,0.0,False
724,0.0,False,0.0,False
725,0.0,False,0.0,False
726,0.0,False,0.0,False
727,0.0,False,0.0,False
728,0.0,False,0.0,False
729,0.0,False,0.0,False
730,0.0,False,0.0,False
731,0.0,False,0.0,False
732,0.0,False,0.0,False
733,0.0,False,0.0,False
734,0.0,False,0.0,False
735,0.0,False,0.0,False
736,0.0,False,0.0,False
737,0.0,False,0.0,False
738,0.0,False,0.0,False
739,0.0,False,0.0,False
740,0.0,False,0.0,False
741,0.0,False,0.0,False
742,0.0,False,0.0,False
743,0.0,False,0.0,False
744,0.0,False,0.0,False
745,0.0,False,0.0,False
746,0.0,False,0.0,False
747,0.0,False,0.0,False
748,0.0,False,0.0,False
749,0.0,False,0.0,False
750,0.0,False,0.0,False
751,0.0,False,0.0,False
752,0.0,False,0.0,False
753,0.0,False,0.0,False
754,0.0,False,0.0,False
755,0.0,False,0.0,False
756,0.0,False,0.0,False
757,0.0,False,0.0,False
758,258.474213896683,True,0.0,False
759,0.0,False,0.0,False
760,0.0,False,0.0,False
761,0.0,False,0.0,False
762,0.0,False,0.0,False
763,0.0,False,0.0,False
764,0.0,False,0.0,False
765,0.0,False,0.0,False
766,0.0,False,0.0,False
767,0.0,False,0.0,False
768,0.0,False,0.0,False
769,0.0,False,0.0,False
770,0.0,False,0.0,False
771,0.0,False,0.0,False
772,0.0,False,0.0,False
773,0.0,False,0.0,False
774,0.0,False,0.0,False
775,0.0,False,0.0,False
776,0.0,False,0.0,False
777,0.0,False,0.0,False
778,0.0,False,0.0,False
779,0.0,False,0.0,False
780,0.0,False,0.0,False
781,0.0,False,0.0,False
782,0.0,False,0.0,False
783,0.0,False,0.0,False
784,0.0,False,0.0,False
785,0.0,False,0.0,False
786,0.0,False,0.0,False
787,0.0,False,0.0,False
788,0.0,False,0.0,False
789,0.0,False,0.0,False
790,0.0,False,0.0,False
791,0.0,False,0.0,False
792,0.0,False,0.0,False
793,0.0,False,0.0,False
794,0.0,False,0.0,False
795,0.0,False,0.0,False
796,0.0,False,0.0,False
797,0.0,False,0.0,False
798,0.0,False,0.0,False
799,0.0,False,0.0,False
800,0.0,False,0.0,False
801,0.0,False,0.0,False
802,0.0,False,0.0,False
803,0.0,False,0.0,False
804,0.0,False,0.0,False
805,0.0,False,0.0,False
806,0.0,False,0.0,False
807,0.0,False,0.0,False
808,0.0,False,0.0,False
809,0.0,False,0.0,False
810,0.0,False,0.0,False
811,0.0,False,0.0,False
812,0.0,False,0.0,False
813,0.0,False,0.0,False
814,0.0,False,0.0,False
815,0.0,False,0.0,False
816,0.0,False,0.0,False
817,0.0,False,0.0,False
818,0.0,False,0.0,False
819,0.0,False,0.0,False
820,0.0,False,0.0,False
821,0.0,False,0.0,False
822,0.0,False,0.0,False
823,0.0,False,0.0,False
824,0.0,False,0.0,False
825,0.0,False,0.0,False
826,0.0,False,0.0,False
827,0.0,False,0.0,False
828,0.0,False,0.0,False
829,0.0,False,0.0,False
830,0.0,False,0.0,False
831,0.0,False,0.0,False
832,0.0,False,0.0,False
833,0.0,False,0.0,False
834,0.0,False,0.0,False
835,0.0,False,0.0,False
836,0.0,False,0.0,False
837,0.0,False,0.0,False
838,0.0,False,0.0,False
839,0.0,False,0.0,False
840,0.0,False,0.0,False
841,0.0,False,0.0,False
842,0.0,False,0.0,False
843,0.0,False,0.0,False
844,0.0,False,0.0,False
845,0.0,False,0.0,False
846,0.0,False,0.0,False
847,0.0,False,0.0,False
848,0.0,False,0.0,False
849,0.0,False,0.0,False
850,0.0,False,0.0,False
851,0.0,False,0.0,False
852,0.0,False,0.0,False
853,0.0,False,0.0,False
854,0.0,False,0.0,False
855,0.0,False,0.0,False
856,0.0,False,0.0,False
857,0.0,False,0.0,False
858,0.0,False,0.0,False
859,0.0,False,0.0,False
860,0.0,False,0.0,False
861,0.0,False,0.0,False
862,0.0,False,0.0,False
863,0.0,False,0.0,False
864,0.0,False,0.0,False
865,0.0,False,0.0,False
866,0.0,False,0.0,False
867,0.0,False,0.0,False
868,0.0,False,0.0,False
869,0.0,False,0.0,False
870,0.0,False,0.0,False
871,0.0,False,0.0,False
872,0.0,False,0.0,False
873,0.0,False,0.0,False
874,0.0,False,0.0,False
875,0.0,False,0.0,False
876,0.0,False,0.0,False
877,0.0,False,0.0,False
878,0.0,False,0.0,False
879,0.0,False,0.0,False
880,0.0,False,0.0,False
881,0.0,False,0.0,False
882,0.0,False,0.0,False
883,0.0,False,0.0,False
884,0.0,False,0.0,False
885,0.0,False,0.0,False
886,0.0,False,0.0,False
887,0.0,False,0.0,False
888,0.0,False,0.0,False
889,0.0,False,0.0,False
890,0.0,False,0.0,False
891,0.0,False,0.0,False
892,0.0,False,0.0,False
893,0.0,False,0.0,False
894,0.0,False,0.0,False
895,0.0,False,0.0,False
896,0.0,False,0.0,False
897,0.0,False,0.0,False
898,0.0,False,0.0,False
899,0.0,False,0.0,False
900,0.0,False,0.0,False
901,0.0,False,0.0,False
902,0.0,False,0.0,False
903,0.0,False,0.0,False
904,0.0,False,0.0,False
905,0.0,False,0.0,False
906,0.0,False,0.0,False
907,0.0,False,0.0,False
908,0.0,False,0.0,True
909,0.0,False,0.0,False
910,0.0,False,0.0,False
911,0.0,False,0.0,False
912,0.0,False,0.0,False
913,0.0,False,0.0,False
914,0.0,False,0.0,False
915,0.0,False,0.0,False
916,0.0,False,0.0,False
917,0.0,False,0.0,False
918,0.0,False,0.0,False
919,0.0,False,0.0,False
920,0.0,False,0.0,False
921,0.0,False,0.0,False
922,0.0,False,0.0,False
923,0.0,False,0.0,False
924,0.0,False,0.0,False
925,0.0,False,0.0,False
926,0.0,False,0.0,False
927,0.0,False,0.0,False
928,0.0,False,0.0,False
929,0.0,False,0.0,False
930,0.0,False,0.0,False
931,0.0,False,0.0,False
932,0.0,False,0.0,False
933,0.0,False,0.0,False
934,216.48687306941395,False,0.0,False
935,0.0,False,0.0,False
936,0.0,False,0.0,False
937,0.0,False,0.0,False
938,0.0,False,0.0,False
939,0.0,False,0.0,False
940,0.0,False,0.0,False
941,0.0,False,0.0,False
942,0.0,False,0.0,False
943,0.0,False,0.0,False
944,0.0,False,0.0,False
945,0.0,False,0.0,False
946,0.0,False,0.0,False
947,0.0,False,0.0,False
948,0.0,False,0.0,False
949,0.0,False,0.0,False
950,0.0,False,0.0,False
951,0.0,False,0.0,False
952,0.0,False,0.0,False
953,0.0,False,0.0,False
954,0.0,False,0.0,False
955,0.0,False,0.0,False
956,0.0,False,0.0,False
957,0.0,False,0.0,False
958,0.0,False,0.0,False
959,0.0,False,0.0,False
960,0.0,False,0.0,False
961,0.0,False,0.0,False
962,0.0,False,0.0,False
963,0.0,False,0.0,False
964,0.0,False,0.0,False
965,0.0,False,0.0,False
966,0.0,False,0.0,False
967,0.0,False,0.0,False
968,0.0,False,0.0,False
969,0.0,False,0.0,False
970,0.0,False,0.0,False
971,0.0,False,0.0,False
972,0.0,False,0.0,False
973,0.0,False,0.0,False
974,0.0,False,0.0,False
975,0.0,False,0.0,False
976,0.0,False,0.0,False
977,0.0,False,0.0,False
978,0.0,False,0.0,False
979,0.0,False,0.0,False
980,0.0,False,0.0,False
981,0.0,False,0.0,False
982,0.0,False,0.0,False
983,0.0,False,0.0,False
984,0.0,False,0.0,False
985,0.0,False,0.0,False
986,0.0,False,0.0,False
987,0.0,False,0.0,False
988,0.0,False,0.0,False
989,0.0,False,0.0,False
